testset_id,group,text_block_en,final_human_label,small_label,small_explanation,small_confidence,needs_routing,large_label,large_explanation,large_confidence,final_label,final_model
121,RUS,"Am Freitagmorgen war ein Team des Roten Kreuzes mit drei Fahrzeugen auf dem Weg nach Mariupol. Das Rote Kreuz plant, den Evakuierungskonvoi aus Bussen und Privatfahrzeugen aus der Hafenstadt zu geleiten. ""Uns gehen die Worte aus, um den Horror und das Leid der Bewohner von Mariupol zu beschreiben"", sagte Watson. ""Den Menschen in Mariupol läuft die Zeit davon. Sie brauchen dringend Hilfe.""

Ukraine: [Gruppe 1] beschießen Stadt bei Odessa

Russische Truppen haben ukrainischen Angaben zufolge eine Stadt unweit der Hafen-Metropole Odessa mit Raketen beschossen. Die [Gruppe 1] hätten von der 2014 annektierten Schwarzmeer-Halbinsel Krim aus drei Iskander-Raketen abgefeuert, schrieb der Chef der Regionalverwaltung, Maxym Martschenko, am Freitagabend auf Telegram. Es habe Verletzte gegeben. Weitere Details nannte er nicht. Die Angaben ließen sich zunächst nicht unabhängig überprüfen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz beschreibt einen **militärischen Angriff im Kontext eines geopolitischen Konflikts zwischen Staaten (Ukraine/Russland)**, bei dem die Gruppe als Akteurin von Kriegsgewalt (Raketenabschuss) genannt wird – dies zählt **nicht als innerdeutsche Sicherheitsbedrohung oder Kriminalitätsrahmen**.",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskonflikt zwischen Staaten ohne Bezug zu Minderheiten in Deutschland und die Gruppe wird als Akteur in diesem Konflikt dargestellt, aber nicht in einem Sicherheits- oder Kriminalitätsrahmen im Kontext Deutschlands.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
122,ISLMST,"Ebenfalls am 5. Februar um 20.15 Uhr macht sich Nils Straatmann ""2000 Jahre später - Zu Fuß durch Israel und Palästina"" auf. Es ist die Geburtsstätte dreier Weltreligionen und doch vor allem für den Konflikt bekannt, der den Nahen Osten seit Jahrhunderten begleitet. Straatmann begibt sich auf eine aufrüttelnde Wanderung und trifft auf Mauern, Panzer und Soldaten, aber auch auf Hoffnung, Gastfreundschaft und Weisheit. Farbig und orientalisch wird es dann einen Tag später mit großartigen Naturschönheiten und jahrhundertealten Traditionen: Die neue Live-Reportage ""Marokko"" (6. Februar um 11 Uhr) von Reiner Harscher zeigt die landschaftliche Vielfalt und reiche Kultur Marokkos. 

Mit ""Afghanistan"" zeigen Monika Koch und Heiner Tettenborn um 14.30 Uhr am 6. Februar einen tiefen Einblick in ein zerrissenes Land. In Afghanistan sind die Taliban nach dem Abzug der internationalen Truppen wieder an der Macht. Während zahllose Menschen eine neue Schreckensherrschaft fürchten, begrüßen andere die Rückkehr, weil die Ideologie der radikalen [Gruppe 1] ihrem Weltbild doch weitaus mehr als die westlichen Werte entspricht.

Zum Festival-Abschluss am Sonntag um 18 Uhr zeigt die Mundologia erstmals in Deutschland die neue Live-Show ""Überirdisch - Die Welt von oben"". Mit fliegenden Kameras lässt der Schweizer Fotograf Stefan Forster die Schönheit der Erde neu erleben. Zu sehen sind Luftaufnahmen aus Patagonien, den Anden, Australien, Neuseeland, Namibia, Spitzbergen, Island, Grönland, Norwegen und der Schweiz.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt die Machtübernahme der Taliban in Afghanistan als geopolitischen Konflikt ohne explizite Verknüpfung mit Kriminalität, Sicherheit oder Prävention in Deutschland; die Gruppe wird als politische Akteurin im Ausland dargestellt, nicht als Bedrohung oder Sicherheitsfaktor im Inland.",3,True,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit der Ideologie der Taliban in Verbindung gebracht, die als radikal und potenziell gefährlich angesehen wird, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
123,REFUG,"WELT: Was passt Ihnen denn nicht?

Metsola: Es ist beispielsweise nicht akzeptabel, dass sich die EU-Staaten seit Jahren nicht auf eine einheitliche Asylpolitik und eine solidarische Verteilung von [Gruppe 1] einigen können. Ich weiß, das ist ein schwieriges Thema. Aber die Menschen erwarten hier endlich eine Lösung. Wir sind Mit-Gesetzgeber und werden uns nicht abspeisen lassen mit immer neuen Absichtserklärungen bei EU-Gipfeln oder bei den Treffen der Innenminister. Wir erwarten, dass die EU-Kommission mehr Rückführungsabkommen abschließt, und wir verlangen von den Regierungen Härte gegen illegale Migration und Schleuserkriminalität, faire Asylverfahren und eine ausreichende Integration Asylberechtigter in die Gesellschaft.

WELT: Sollte das EU-Parlament mehr Macht bekommen?",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit mit *„Schleuserkriminalität“* verknüpft und als Teil eines Sicherheitsproblems („Härte gegen illegale Migration“) dargestellt, ohne dass dies relativiert oder differenziert wird.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die Gruppe wird indirekt mit ""illegale Migration"" und ""Schleuserkriminalität"" in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit impliziert.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
124,,"Türkheim – Große Augen gemacht hat am Samstagmittag ein Lkw-Fahrer in Türkheim, als er bemerkte, wie zwei Männer plötzlich aus dem Dach seines Sattelaufliegers kraxelten. Wie sich herausstellte, hatte der Fahrer bei seiner Einreise nach Deutschland – eigenen Angaben zufolge unbemerkt – fünf [Gruppe 1] an Bord gehabt.

Als der Lkw-Fahrer bei seinem Halt in Türkheim sah, wie zwei [Gruppe 1] über das Dach aus dem Laderaum kletterten, rief er gleich die Polizei. Als die Beamten einen Blick auf die Ladefläche warfen, kamen noch drei weitere Personen (aus Pakistan und Afghanistan) zum Vorschein. Sie hatten sich hinter der Ladung versteckt.

Der Sattelzug war zuvor von Bulgarien über Rumänien, [Andere Gruppe] und Österreich nach Deutschland eingereist. Ersten Ermittlungen zufolge waren die fünf [Gruppe 1] während einer nächtlichen Pause auf einem Rastplatz in Rumänien in den Sattelauflieger gestiegen, ohne dass es der schlafende Fahrer mitbekommen haben will.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit mit einer **illegalen Einreise** (Schmuggel von Menschen) verknüpft, die als Straftatbestand (Verstoß gegen Aufenthalts- und Grenzkontrollregeln) gilt, und steht im Kontext von **Ermittlungen** („Ersten Ermittlungen zufolge“).
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit illegaler Einreise und dem Versuch, sich in einem LKW zu verstecken, in Verbindung gebracht, was als Form von Kriminalität oder Sicherheitsbedrohung gewertet werden kann.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
125,RUS,"Militäreinsatz falsches Mittel

Der französische Einsatz in Mali habe trotz einiger anfänglicher Erfolge nicht dazu geführt, die Ausbreitung des Dschihadismus einzudämmen, sagte der Sahel-Experte der International Crisis Group (ICG), Richard Moncrieff. Dieser habe tiefere Ursachen politischer, gesellschaftlicher und wirtschaftlicher Natur, die mit einem Militäreinsatz alleine nicht zu beheben seien. ""Mali scheint nun die von den [Gruppe 1] geleistete Militärhilfe zu bevorzugen, aber es ist unwahrscheinlich, dass die [Gruppe 1] es schaffen, mehr zu erreichen.""

Nach Ansicht des Verteidigungsexperten Roland Marchal von der renommierten Pariser Universität Sciences Po wird eine Diskussion auf europäischer Ebene auch darüber nötig sein, ob man weiterhin malische Soldaten ausbilden wolle, die dann unter russischem Kommando kämpfen, womit man indirekt Russland unterstütze. Die wirkliche Sorge, die man haben müsse sei, dass die Ankunft der [Gruppe 1] den Eindruck einer Verbesserung in manchen Zonen vermitteln könne, grundsätzlich aber eine Verschlechterung weiter gehe.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text behandelt einen **geopolitischen Konflikt im Ausland (Mali)** und verknüpft die Gruppe **nicht explizit mit Kriminalität, Sicherheit oder Terrorismus in Deutschland** – stattdessen wird ihre Rolle als militärische Akteurin in einem externen Konflikt analysiert.",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt einen Militäreinsatz und geopolitische Konflikte ohne direkten Bezug zu Kriminalität, Sicherheit oder Prävention im Kontext von Minderheiten in Deutschland.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
126,ISLMST,"Die Arbeit des Expertengremiums sei tatsächlich nur für ein Jahr angelegt gewesen, sagte Staatsrechtler Kyrill-Alexander Schwarz, der Mitglied des Rates ist. Er habe dennoch den Eindruck, dass die Einstellung eine „politische Entscheidung“. Die Fokussierung von Bundesinnenministerin Nancy Faeser (52, SPD) auf den Rechtsextremismus halte er zwar nicht für falsch, sagte er, andere relevante Phänomene dürften aber deshalb nicht vernachlässigt werden.

Islamismus-Expertin Rebecca Schönenbach kritisiert gegenüber BILD: „Die Ampel hat sich den Kampf gegen jede Form von Diskriminierung auf die Fahnen geschrieben – gut so! Leider scheint das Innenministerium unter Frau Faeser dabei zu übersehen, dass gerade [Andere Gruppe] durch [Gruppe 1] diskriminiert werden.“

Islamismus ziele im ersten Schritt immer auf die Kontrolle von [Andere Gruppe], von denen in Deutschland über 70 Prozent kein Kopftuch tragen. „Werden [Andere Gruppe] nicht geschützt, nehmen [Gruppe 1] ihnen die Freiheit, um in der Öffentlichkeit den Islam über verschleierte Frauen mit ihrem fundamentalistischen Weltbild gleichzusetzen“, so Schönenbach.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert Diskriminierung und Islamismus als Bedrohung für eine andere Gruppe ([Andere Gruppe]), nicht jedoch als direkte Kriminalität, Sicherheitsgefahr oder Gewalt durch [Gruppe 1]. Die Gruppe wird als Täterin von Diskriminierung dargestellt, aber nicht als Akteurin von Straftaten, Terrorismus oder konkreten Sicherheitsverstößen.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Die Gruppe [Gruppe 1] wird explizit mit der Kontrolle und Diskriminierung von [Andere Gruppe] in Verbindung gebracht, was als eine Form von Sicherheitsgefahr und Bedrohung für die Freiheit von [Andere Gruppe] dargestellt wird.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
127,KURD,"„Er kontrollierte das weltweite Netzwerk der IS-Ableger von Afrika bis Afghanistan“, sagte ein ranghoher Beamter der US-Regierung. Er sei direkt für die Einsätze im Irak und in Syrien zuständig gewesen, wo er den Wiederaufbau des IS vorangetrieben habe.

Biden erklärte, der IS-Anführer sei auch für den jüngsten brutalen Angriff auf ein Gefängnis im Nordosten Syriens verantwortlich gewesen. Dabei wurden Ende Januar mehr als 300 Menschen getötet. Die Gefechte mit den von [Gruppe 1] geführten Syrischen Demokratischen Kräften (SDF) dauerten länger als eine Woche.

Syrische Beobachtungsstelle meldet 13 Tote",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen Konflikt zwischen dem IS und den von [Gruppe 1] geführten Syrischen Demokratischen Kräften (SDF) im Kontext eines **geopolitischen Krieges außerhalb Deutschlands** – dies zählt nicht als innerdeutsche Sicherheitsbedrohung oder Kriminalitätsrahmen.
**Confidence:** 5",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und Terrorismuskontext im Ausland, ohne dass die Gruppe [Gruppe 1] direkt mit Kriminalität, Sicherheit oder Prävention in Deutschland verknüpft wird.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
128,JUDE,"Die Seifenblasen platzen. Man muss sich verabschieden von den grandiosen Träumen einer Weltverbesserung durch „Klimarettung“, von der Rolle als Heilsbringer und Führungsmacht, plötzlich ist man mit so profanen Problemen wie der Anschaffung flugfähiger Hubschrauber für die Bundeswehr konfrontiert, mit Bettelfahrten zu den Ölscheichs und dem Ankauf eines Raketensystems ausgerechnet aus Israel. Sechzehn Jahre Angela Merkel waren sechzehn Jahre Aufschieben und Aussitzen. Die erdrückenden Probleme überlässt man der nächsten Generation, die man zuvor an den Gymnasien und Universitäten in einen Zustand gelinder Geistesverwirrung versetzt hat, der sie jetzt, wo es auf Handeln und Tapferkeit ankäme, klagend in die Knie gehen lässt.

Nur in Kreuzberg herrscht Super-Stimmung. Dort sieht man noch Temperament und Lebenslust, Lachen und Schulterklopfen auf der Anti-[Gruppe 1]-Demo. Soweit ist alles beim Alten. Und dann gibt es noch ein paar [Gruppe 1] in Deutschland. Wie dort die Stimmung ist, frage ich lieber nicht.

Zitate: Die Zeit",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Absatz erwähnt zwar eine Anti-[Gruppe 1]-Demo, verknüpft diese aber nicht mit Kriminalität, Sicherheit, Gewalt oder Prävention – es handelt sich um eine bloße politische Demonstration ohne expliziten Sicherheitsbezug.
**Confidence:** 5",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt politische und gesellschaftliche Themen, erwähnt eine Demonstration gegen eine Gruppe, aber verknüpft die Gruppe nicht explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
129,ISLMST,"Afghanistan: Taliban lassen Schaufensterpuppen köpfen – „müssen beseitigt werden“

Bereits in den vergangenen Wochen hatten die Taliban* immer strengere Vorschriften erlassen. Zuletzt wurden Autofahrer angewiesen, im Fahrzeug keine Musik abzuspielen. Zudem sollen Frauen ohne männliche Begleitperson nicht weiter als 45 Meilen (etwa 72 Kilometer) reisen dürfen. Immer noch sind die meisten weiterführenden Schulen für Mädchen geschlossen. Frauen können in vielen Fällen nicht mehr zurück an ihre Arbeitsplätze. Viele flohen seit der Machtübernahme der [Gruppe 1] im August 2021 aus dem Land.

Die Taliban gehen auch hart gegen den verbotenen Verkauf von Alkohol vor. Erst kürzlich hatten Mitarbeiter des afghanischen Geheimdienstes rund 3000 Liter Alkohol in einem Kanal in Kabul entsorgt. Die Fässer mit dem geschmuggelten Alkohol seien im Zuge einer Razzia in der Hauptstadt beschlagnahmt worden, teilte der Geheimdienst auf Twitter mit. Drei Männer wurden in diesem Zusammenhang festgenommen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt die Repressionen der [Gruppe 1] (Taliban) als autoritäre Herrschaftsausübung in Afghanistan, die mit Menschenrechten, Geschlechterpolitik und Fluchtursachen verknüpft ist – nicht mit innerer Sicherheit oder Kriminalität in Deutschland.",5,False,,,,NO_CRIME_FRAME,ministral-3-14b
130,MUSL,"20. November 2022: „Philosophia Perennis” zur Palästinenserattacken auf Christen.

24. November 2022: „haOlam” zur Notwendigkeit eines echten Dialogs zwischen Christen und [Gruppe 1].

25. November 2022: „Open Doors” zur zunehmenden Diskriminierung von Christen in Indien, „haOlam” zu Stürmung eines katholischen Gottesdienstes in Nigeria samt Priesterentführung durch [Andere Gruppe].",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die [Gruppe 1] wird im Text nicht mit Kriminalität, Sicherheit oder Gewalt in Deutschland verknüpft; die erwähnte Straftat (Priesterentführung) betrifft eine *andere Gruppe* und spielt sich in Nigeria (nicht Deutschland) ab.
**Confidence:** 5",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt verschiedene Ereignisse und Artikel ohne eine direkte Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
131,ISLMST,"Die Macher tragen zusammen, was Ermittler, Psychologen und Journalisten in den vergangenen Jahren an Erkenntnissen zu der Tat gewinnen konnten. So entsteht das beängstigende Psychogramm des Täters, das Bild einer Stadt in Panik, und mehr noch: das Porträt einer Gesellschaft am Rande der Hysterie.

Ein Jahr vor den Schüssen in München war es in Paris zu mehreren islamistisch motivierten Terroranschlägen gekommen, nur wenige Tage zuvor starben in Nizza 85 Menschen bei der Amokfahrt eines [Gruppe 1]. Die ersten Meldungen von Schüssen am Olympia-Einkaufszentrum trafen auf eine panische Großstadtgesellschaft, die sich als neues Ziel islamistischen Terrors wähnte.

Lange war unklar, um wie viele Täter es sich handelte, die Polizei war mit immer mehr Meldungen von angeblichen Schüssen oder verdächtigen Personen aus mehreren Münchner Stadtteilen konfrontiert. Auf Handyaufnahmen ist zu sehen, wie Menschen in Panik aus dem Hofbräuhaus flohen und von innen die Scheiben aufdrückten, obwohl dort zu keinem Zeitpunkt eine Gefahr bestand. 73 dieser angeblichen Tatorte machte die Polizei aus. Erst in den frühen Morgenstunden des 23. Juli stand zweifelsfrei fest, dass ein Einzeltäter geschossen hatte.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft die [Gruppe 1] explizit mit islamistisch motiviertem Terrorismus (Amokfahrt in Nizza als Beispiel) und stellt sie als mutmaßliche Quelle der Bedrohung dar, indem er die Gesellschaft in Panik als „neues Ziel islamistischen Terrors“ beschreibt – selbst wenn der konkrete Täter später als Einzeltäter identifiziert wurde.",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistisch motivierten Terroranschlag in Nizza in Verbindung gebracht, was eine Verknüpfung mit Terrorismus und Gewalt darstellt.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
132,UKR,"In Belgorod und anderen Orten Russlands häufen sich die Ereignisse, bei denen es sich wohl um Sabotageakte handelt. Ebenfalls am Wochenende hatte Gladkow seine Bevölkerung von einem mysteriösen Feuer unterrichtet, das „auf einer Einrichtung des russischen Verteidigungsministeriums“ in Stadtnähe ausgebrochen war.

In Russland geht die Angst vor weiteren Anschlägen um. Gegenüber der taz berichtet eine 40-jährige Managerin eines in Moskau angesiedelten Touristikunternehmens, wie sehr sie und ihre Mitarbeiterinnen sich vor einer Ausweitung des Kriegs nach Moskau fürchten. „Immer wenn ich ein tieffliegendes Flugzeug sehe oder einen lauten Knall höre, denke ich, jetzt ist es so weit. Früher oder später werden doch die [Gruppe 1] auch uns aus dem Schlaf reißen“, meint die Frau, die „eigentlich den Krieg ablehnt“.

Einstürzende Brücken",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Gruppe wird im Text ausschließlich als mutmaßliche Akteurin von Gewalt in einem **ausländischen Kriegskontext** (Russland) erwähnt, ohne Bezug zur inneren Sicherheit Deutschlands oder konkreten Straftaten im Inland.
**Confidence:** 5",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und Sabotageakte in Russland, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
133,EU,"Die F.A.Z. hat mit zahlreichen Personen in den palästinensischen Gebieten, Israel und Deutschland gesprochen, die direkt oder indirekt mit dem Thema oder der deutschen Nahostpolitik befasst sind. Das Bild, das sich daraus ergibt, zeigt: Innerhalb der Bundesregierung be­steht offenbar Uneinigkeit, wie die is­raelischen Vorwürfe zu bewerten sind. Konkret gibt es einen Disput zwischen dem Auswärtigen Amt, das traditionell für die Einschätzung der „Unbedenklichkeit“ geförderter NGOs im Ausland zu­ständig ist, und dem Bundesinnenministerium, unter dessen Dach die Sicherheitsbehörden angesiedelt sind. Offizielle Stellungnahmen dazu waren aus beiden Häusern nicht zu erhalten.

Israel verstimmt über [Gruppe 1]

Die europäische Stellungnahme vom Juli – auch Norwegen schloss sich ihr kurz darauf an – war als starke Aussage zugunsten der sechs NGOs wahrgenommen worden. Dass sie unmittelbar vor dem Besuch des amerikanischen Prä­sidenten Joe Biden in Israel und den palästinensischen Gebieten veröffentlicht wur­de, verlieh der Sache zusätzliche Würze; in der israelischen Regierung soll man verstimmt gewesen sein. In der Stellungnahme hieß es recht entschieden, solange keine überzeugenden Belege für eine Verstrickung in Terrorismus vorlägen, würden die [Gruppe 1] ihre „deutliche Unterstützung“ für die palästinensische Zivilgesellschaft fortführen. Als Rückversicherung war aber auch der Satz auf­genommen worden: „Sollten gegenteilige Belege zur Verfügung gestellt werden, würden wir dementsprechend handeln.“",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert zwar die mögliche Verstrickung der [Gruppe 1] in Terrorismus als *konditionale* Bedingung für eine Reaktion der EU, verbindet die Gruppe aber nicht explizit mit konkreten Straftaten, Ermittlungen, Gewalt oder Sicherheitsbedrohungen in Deutschland. Es geht um eine *internationale* politische Bewertung von NGOs im Ausland, nicht um innere Sicherheit oder Kriminalität im Inland.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Vorwurf des Terrorismus in Verbindung gebracht und es wird über die Möglichkeit von ""überzeugenden Belegen"" für eine Verstrickung in Terrorismus gesprochen, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
134,FOR,"Kriminalität - Berlin:3800 Anzeigen im Görlitzer Park: meist wegen Drogenhandels

Berlin (dpa/bb) - Die intensiven Kontrollen im Görlitzer Park und seiner Umgebung in Berlin-Kreuzberg haben im vergangenen Jahr laut Polizei zu knapp 3800 Strafanzeigen geführt. Bei rund 1500 davon ging es um Drogenhandel, dazu kamen fast 800 Betrugsfälle, rund 800 Diebstähle, knapp 700 Verstöße gegen das Aufenthaltsgesetz für [Gruppe 1] und 40 Sexualdelikte. Das geht aus einer Antwort des Senats auf eine Anfrage der Linken hervor. Die Polizei erteilte knapp 2300 Platzverweise gegen Verdächtige für den Park und den angrenzenden Wrangelkiez.

Bei mehr als der Hälfte der Drogendelikte - Besitz von Rauschgift und Handel mit Rauschgift - fand die Polizei bei den Verdächtigen Marihuana oder Haschisch. Bei immer noch fast 700 weiteren Drogen-Straftaten waren andere Substanzen im Spiel. Sie wurden in der Antwort nicht genannt, bekannt und belegt durch Funde ist aber, dass im Görlitzer Park auch Kokain, Ecstasy, Speed und Heroin verkauft werden. Mit einer Legalisierung von Cannabis wäre das dortige Problem des Drogenhandels nach diesen Daten nicht vom Tisch.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer Vielzahl von Straftaten (Drogenhandel, Betrug, Diebstahl, Aufenthaltsverstöße, Sexualdelikte) sowie mit polizeilichen Maßnahmen (Platzverweise, Strafanzeigen) und stellt sie als zentrale Akteure der Kriminalität im Görlitzer Park dar.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Verstößen gegen das Aufenthaltsgesetz in Verbindung gebracht und ist somit Teil der Kriminalitätsstatistik im Görlitzer Park, was eine negative Darstellung der Gruppe in Bezug auf Kriminalität und Sicherheit impliziert.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
