testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation
119,UKR,"Noch am 23. Mai hatte Peskow ausdrücklich bezweifelt, dass Medwedtschuk als ukrainischer Staatsbürger und Zivilist gegen ukrainische Soldaten oder gar die Verteidiger des „Asowstal“-Stahlwerks ausgetauscht werden könne. Russlands Propaganda lastete alle Zerstörungen in der nach zähen Kämpfen eroberten Hafenstadt „neonazistischen“ Verteidigern an, gegen die in Moskau unter anderem ein Tribunal nach dem Muster der Nürnberger Prozesse gefordert wurde. Peskow sagte seinerzeit, „Soldaten und Gefangene neonazistischer Formationen“ seien ganz andere „Personenkategorien“ als Medwedtschuk, „daher kann man kaum über irgendeinen Austausch sprechen“.

Doch lässt sich nun das Ungleichgewicht im Austausch, in dem die [Gruppe 1] nur 56 Personen freiließen, vor allem mit der Bedeutung Medwedtschuks für Putin erklären. Der Präsident soll Taufpate einer Tochter des [Gruppe 1] sein und setzte noch vor wenigen Jahren in der Hoffnung auf eine prorussische Regierung in Kiew auf ihn, doch ohne Erfolg.

Offenbar soll die russische Bevölkerung nun nicht mitbekommen, dass Moskau bereit war, Mitglieder und sogar Kommandeure der über Jahre dämonisierten Nationalgardisten des „Asow“-Regiments gegen wenige eigene Leute sowie einen Putin-Günstling einzutauschen. Einzig das „Oberhaupt“ der „Volksrepublik“ Donezk, Denis Puschilin, sprach von Medwedtschuk sowie freigekommenen 55 „Soldaten“, die nach Kiewer Medien Ränge vom Oberstleutnant abwärts innehaben.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert einen **Kriegskontext in der Ukraine** (Asowstal-Stahlwerk, Nationalgardisten, russische Propaganda) ohne expliziten Bezug zur **inneren Sicherheit Deutschlands** oder einer Verknüpfung der [Gruppe 1] mit Kriminalität, Terrorismus oder Sicherheitsbedrohungen im deutschen Inland. Selbst die Erwähnung von „neonazistischen“ Formationen bezieht sich auf einen **ausländischen Konflikt** ohne direkte Relevanz für Deutschland."
120,,"Wie schnell nach dem 24. Februar begannen die Menschen, die Stadt zu verlassen?

Das fing langsam an. Wir haben aus dem Fenster gesehen, wie alle, die die Möglichkeit hatten, sich für die Flucht bereit machten. Die Leute, die nicht fliehen konnten, versteckten sich in ihren Kellern, sie saßen in ihren Wohnungen und warteten auf Rettung. Aber die [Gruppe 1] haben die Stadt so schnell okkupiert, dass es schwierig wurde, sich durch die Stadt zu bewegen. Die Leute hatten Angst, sie trauten sich nicht, ihren eigenen Hof zu verlassen. Am 5. und 6. März wurde dann eine Evakuierung der Stadt versucht. Angeblich gab es Vereinbarungen mit den russischen Streitkräften über einen humanitären Korridor. Wir trugen auch alle weiße Armbänder, um zu zeigen, dass wir Zivilisten sind. Aber die russischen Soldaten haben trotzdem die Überreste der Brücke beschossen, als die Leute fliehen wollten. Ich habe gehört, dass dabei mindestens zwei Menschen getötet wurden.

Wie ist die Situation in Kiew für Sie jetzt?",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen **Kriegskontext** (russische Invasion in der Ukraine) und die **Opferrolle der Gruppe** ([Gruppe 1] als Zivilisten, die sich vor Gewalt verstecken), ohne dass die Gruppe selbst als Täter, Sicherheitsrisiko oder Akteur von Kriminalität/Terrorismus dargestellt wird. Zudem fehlt jeder explizite Bezug zur **deutschen inneren Sicherheit**."
121,RUS,"Am Freitagmorgen war ein Team des Roten Kreuzes mit drei Fahrzeugen auf dem Weg nach Mariupol. Das Rote Kreuz plant, den Evakuierungskonvoi aus Bussen und Privatfahrzeugen aus der Hafenstadt zu geleiten. ""Uns gehen die Worte aus, um den Horror und das Leid der Bewohner von Mariupol zu beschreiben"", sagte Watson. ""Den Menschen in Mariupol läuft die Zeit davon. Sie brauchen dringend Hilfe.""

Ukraine: [Gruppe 1] beschießen Stadt bei Odessa

Russische Truppen haben ukrainischen Angaben zufolge eine Stadt unweit der Hafen-Metropole Odessa mit Raketen beschossen. Die [Gruppe 1] hätten von der 2014 annektierten Schwarzmeer-Halbinsel Krim aus drei Iskander-Raketen abgefeuert, schrieb der Chef der Regionalverwaltung, Maxym Martschenko, am Freitagabend auf Telegram. Es habe Verletzte gegeben. Weitere Details nannte er nicht. Die Angaben ließen sich zunächst nicht unabhängig überprüfen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz beschreibt einen **militärischen Raketenangriff im Kontext eines geopolitischen Konflikts zwischen Staaten (Ukraine/Russland)**, ohne dass ein Bezug zur deutschen inneren Sicherheit oder zu Kriminalität in Deutschland hergestellt wird. Selbst wenn die Gruppe als Täterin genannt wird, handelt es sich um **Kriegsberichterstattung ohne Deutschland-Bezug**."
122,ISLMST,"Ebenfalls am 5. Februar um 20.15 Uhr macht sich Nils Straatmann ""2000 Jahre später - Zu Fuß durch Israel und Palästina"" auf. Es ist die Geburtsstätte dreier Weltreligionen und doch vor allem für den Konflikt bekannt, der den Nahen Osten seit Jahrhunderten begleitet. Straatmann begibt sich auf eine aufrüttelnde Wanderung und trifft auf Mauern, Panzer und Soldaten, aber auch auf Hoffnung, Gastfreundschaft und Weisheit. Farbig und orientalisch wird es dann einen Tag später mit großartigen Naturschönheiten und jahrhundertealten Traditionen: Die neue Live-Reportage ""Marokko"" (6. Februar um 11 Uhr) von Reiner Harscher zeigt die landschaftliche Vielfalt und reiche Kultur Marokkos. 

Mit ""Afghanistan"" zeigen Monika Koch und Heiner Tettenborn um 14.30 Uhr am 6. Februar einen tiefen Einblick in ein zerrissenes Land. In Afghanistan sind die Taliban nach dem Abzug der internationalen Truppen wieder an der Macht. Während zahllose Menschen eine neue Schreckensherrschaft fürchten, begrüßen andere die Rückkehr, weil die Ideologie der radikalen [Gruppe 1] ihrem Weltbild doch weitaus mehr als die westlichen Werte entspricht.

Zum Festival-Abschluss am Sonntag um 18 Uhr zeigt die Mundologia erstmals in Deutschland die neue Live-Show ""Überirdisch - Die Welt von oben"". Mit fliegenden Kameras lässt der Schweizer Fotograf Stefan Forster die Schönheit der Erde neu erleben. Zu sehen sind Luftaufnahmen aus Patagonien, den Anden, Australien, Neuseeland, Namibia, Spitzbergen, Island, Grönland, Norwegen und der Schweiz.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt die Machtübernahme der Taliban in Afghanistan als geopolitischen Konflikt ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität; die Gruppe wird hier als politische Akteurin im Ausland dargestellt, nicht als Bedrohung oder Sicherheitsfaktor für Deutschland."
123,REFUG,"WELT: Was passt Ihnen denn nicht?

Metsola: Es ist beispielsweise nicht akzeptabel, dass sich die EU-Staaten seit Jahren nicht auf eine einheitliche Asylpolitik und eine solidarische Verteilung von [Gruppe 1] einigen können. Ich weiß, das ist ein schwieriges Thema. Aber die Menschen erwarten hier endlich eine Lösung. Wir sind Mit-Gesetzgeber und werden uns nicht abspeisen lassen mit immer neuen Absichtserklärungen bei EU-Gipfeln oder bei den Treffen der Innenminister. Wir erwarten, dass die EU-Kommission mehr Rückführungsabkommen abschließt, und wir verlangen von den Regierungen Härte gegen illegale Migration und Schleuserkriminalität, faire Asylverfahren und eine ausreichende Integration Asylberechtigter in die Gesellschaft.

WELT: Sollte das EU-Parlament mehr Macht bekommen?",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit mit *„Schleuserkriminalität“* und *„illegaler Migration“* verknüpft, wobei Forderungen nach *„Härte“* und *„Rückführungsabkommen“* eine generalisierte Sicherheits- und Kriminalitätsrahmung als Bedrohung konstruieren."
124,,"Türkheim – Große Augen gemacht hat am Samstagmittag ein Lkw-Fahrer in Türkheim, als er bemerkte, wie zwei Männer plötzlich aus dem Dach seines Sattelaufliegers kraxelten. Wie sich herausstellte, hatte der Fahrer bei seiner Einreise nach Deutschland – eigenen Angaben zufolge unbemerkt – fünf [Gruppe 1] an Bord gehabt.

Als der Lkw-Fahrer bei seinem Halt in Türkheim sah, wie zwei [Gruppe 1] über das Dach aus dem Laderaum kletterten, rief er gleich die Polizei. Als die Beamten einen Blick auf die Ladefläche warfen, kamen noch drei weitere Personen (aus Pakistan und Afghanistan) zum Vorschein. Sie hatten sich hinter der Ladung versteckt.

Der Sattelzug war zuvor von Bulgarien über Rumänien, [Andere Gruppe] und Österreich nach Deutschland eingereist. Ersten Ermittlungen zufolge waren die fünf [Gruppe 1] während einer nächtlichen Pause auf einem Rastplatz in Rumänien in den Sattelauflieger gestiegen, ohne dass es der schlafende Fahrer mitbekommen haben will.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit als mutmaßliche Täterin einer illegalen Einreise (Schmuggel) dargestellt, die mit Ermittlungen und polizeilichen Maßnahmen verknüpft ist – dies zählt als **CRIME_FRAME_NEG**, da die Gruppe direkt mit einer Straftat (illegale Migration als Schmuggel) und Ermittlungen assoziiert wird."
125,RUS,"Militäreinsatz falsches Mittel

Der französische Einsatz in Mali habe trotz einiger anfänglicher Erfolge nicht dazu geführt, die Ausbreitung des Dschihadismus einzudämmen, sagte der Sahel-Experte der International Crisis Group (ICG), Richard Moncrieff. Dieser habe tiefere Ursachen politischer, gesellschaftlicher und wirtschaftlicher Natur, die mit einem Militäreinsatz alleine nicht zu beheben seien. ""Mali scheint nun die von den [Gruppe 1] geleistete Militärhilfe zu bevorzugen, aber es ist unwahrscheinlich, dass die [Gruppe 1] es schaffen, mehr zu erreichen.""

Nach Ansicht des Verteidigungsexperten Roland Marchal von der renommierten Pariser Universität Sciences Po wird eine Diskussion auf europäischer Ebene auch darüber nötig sein, ob man weiterhin malische Soldaten ausbilden wolle, die dann unter russischem Kommando kämpfen, womit man indirekt Russland unterstütze. Die wirkliche Sorge, die man haben müsse sei, dass die Ankunft der [Gruppe 1] den Eindruck einer Verbesserung in manchen Zonen vermitteln könne, grundsätzlich aber eine Verschlechterung weiter gehe.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert den Dschihadismus und militärische Einsätze in Mali, aber es wird **kein expliziter Bezug zur deutschen inneren Sicherheit oder zu Straftaten in Deutschland** hergestellt – die Gruppe wird als externer Akteur in einem ausländischen Konflikt beschrieben, ohne dass sie als Täter, Verdächtige oder Sicherheitsrisiko für Deutschland dargestellt wird."
126,ISLMST,"Die Arbeit des Expertengremiums sei tatsächlich nur für ein Jahr angelegt gewesen, sagte Staatsrechtler Kyrill-Alexander Schwarz, der Mitglied des Rates ist. Er habe dennoch den Eindruck, dass die Einstellung eine „politische Entscheidung“. Die Fokussierung von Bundesinnenministerin Nancy Faeser (52, SPD) auf den Rechtsextremismus halte er zwar nicht für falsch, sagte er, andere relevante Phänomene dürften aber deshalb nicht vernachlässigt werden.

Islamismus-Expertin Rebecca Schönenbach kritisiert gegenüber BILD: „Die Ampel hat sich den Kampf gegen jede Form von Diskriminierung auf die Fahnen geschrieben – gut so! Leider scheint das Innenministerium unter Frau Faeser dabei zu übersehen, dass gerade [Andere Gruppe] durch [Gruppe 1] diskriminiert werden.“

Islamismus ziele im ersten Schritt immer auf die Kontrolle von [Andere Gruppe], von denen in Deutschland über 70 Prozent kein Kopftuch tragen. „Werden [Andere Gruppe] nicht geschützt, nehmen [Gruppe 1] ihnen die Freiheit, um in der Öffentlichkeit den Islam über verschleierte Frauen mit ihrem fundamentalistischen Weltbild gleichzusetzen“, so Schönenbach.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text thematisiert zwar Diskriminierung und gesellschaftliche Kontrolle durch **Gruppe 1**, verknüpft diese jedoch nicht explizit mit konkreten Straftaten, Sicherheitsbedrohungen, Terrorismus, Gewalt oder Ermittlungen – stattdessen wird die Gruppe als Akteurin von Diskriminierung und sozialer Kontrolle dargestellt, nicht als Täterin oder Sicherheitsrisiko."
127,KURD,"„Er kontrollierte das weltweite Netzwerk der IS-Ableger von Afrika bis Afghanistan“, sagte ein ranghoher Beamter der US-Regierung. Er sei direkt für die Einsätze im Irak und in Syrien zuständig gewesen, wo er den Wiederaufbau des IS vorangetrieben habe.

Biden erklärte, der IS-Anführer sei auch für den jüngsten brutalen Angriff auf ein Gefängnis im Nordosten Syriens verantwortlich gewesen. Dabei wurden Ende Januar mehr als 300 Menschen getötet. Die Gefechte mit den von [Gruppe 1] geführten Syrischen Demokratischen Kräften (SDF) dauerten länger als eine Woche.

Syrische Beobachtungsstelle meldet 13 Tote",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen Konflikt zwischen dem IS und den SDF im Ausland (Syrien) ohne expliziten Bezug zur deutschen inneren Sicherheit oder zu einer Bedrohung für Deutschland."
128,JUDE,"Die Seifenblasen platzen. Man muss sich verabschieden von den grandiosen Träumen einer Weltverbesserung durch „Klimarettung“, von der Rolle als Heilsbringer und Führungsmacht, plötzlich ist man mit so profanen Problemen wie der Anschaffung flugfähiger Hubschrauber für die Bundeswehr konfrontiert, mit Bettelfahrten zu den Ölscheichs und dem Ankauf eines Raketensystems ausgerechnet aus Israel. Sechzehn Jahre Angela Merkel waren sechzehn Jahre Aufschieben und Aussitzen. Die erdrückenden Probleme überlässt man der nächsten Generation, die man zuvor an den Gymnasien und Universitäten in einen Zustand gelinder Geistesverwirrung versetzt hat, der sie jetzt, wo es auf Handeln und Tapferkeit ankäme, klagend in die Knie gehen lässt.

Nur in Kreuzberg herrscht Super-Stimmung. Dort sieht man noch Temperament und Lebenslust, Lachen und Schulterklopfen auf der Anti-[Gruppe 1]-Demo. Soweit ist alles beim Alten. Und dann gibt es noch ein paar [Gruppe 1] in Deutschland. Wie dort die Stimmung ist, frage ich lieber nicht.

Zitate: Die Zeit",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text erwähnt zwar eine Anti-[Gruppe 1]-Demo, verknüpft diese aber nicht mit Kriminalität, Sicherheit, Gewalt oder Prävention – es handelt sich um eine bloße politische Demonstration ohne expliziten Sicherheitsbezug."
129,ISLMST,"Afghanistan: Taliban lassen Schaufensterpuppen köpfen – „müssen beseitigt werden“

Bereits in den vergangenen Wochen hatten die Taliban* immer strengere Vorschriften erlassen. Zuletzt wurden Autofahrer angewiesen, im Fahrzeug keine Musik abzuspielen. Zudem sollen Frauen ohne männliche Begleitperson nicht weiter als 45 Meilen (etwa 72 Kilometer) reisen dürfen. Immer noch sind die meisten weiterführenden Schulen für Mädchen geschlossen. Frauen können in vielen Fällen nicht mehr zurück an ihre Arbeitsplätze. Viele flohen seit der Machtübernahme der [Gruppe 1] im August 2021 aus dem Land.

Die Taliban gehen auch hart gegen den verbotenen Verkauf von Alkohol vor. Erst kürzlich hatten Mitarbeiter des afghanischen Geheimdienstes rund 3000 Liter Alkohol in einem Kanal in Kabul entsorgt. Die Fässer mit dem geschmuggelten Alkohol seien im Zuge einer Razzia in der Hauptstadt beschlagnahmt worden, teilte der Geheimdienst auf Twitter mit. Drei Männer wurden in diesem Zusammenhang festgenommen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Handlungen der [Gruppe 1] (Taliban) finden im Kontext eines **geopolitischen Konflikts und einer autoritären Herrschaftsausübung in Afghanistan** statt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder einer **konkreten Bedrohung für Deutschland** hergestellt wird. Zudem werden die Taliban hier als **Staatsakteure** dargestellt, die Gesetze durchsetzen (z. B. Alkoholschmuggel-Kriminalität), nicht als Gruppe, die gezielt die Sicherheit in Deutschland gefährdet."
130,MUSL,"20. November 2022: „Philosophia Perennis” zur Palästinenserattacken auf Christen.

24. November 2022: „haOlam” zur Notwendigkeit eines echten Dialogs zwischen Christen und [Gruppe 1].

25. November 2022: „Open Doors” zur zunehmenden Diskriminierung von Christen in Indien, „haOlam” zu Stürmung eines katholischen Gottesdienstes in Nigeria samt Priesterentführung durch [Andere Gruppe].",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die [Gruppe 1] wird im Absatz nicht mit Kriminalität, Sicherheit oder Gewalt in Deutschland verknüpft; die genannten Vorfälle (Diskriminierung in Indien, Priesterentführung in Nigeria) finden außerhalb Deutschlands statt und betreffen eine *andere Gruppe*, nicht die explizit genannte [Gruppe 1]. Zudem handelt es sich um geopolitische Konflikte ohne Bezug zur deutschen inneren Sicherheit."
131,ISLMST,"Die Macher tragen zusammen, was Ermittler, Psychologen und Journalisten in den vergangenen Jahren an Erkenntnissen zu der Tat gewinnen konnten. So entsteht das beängstigende Psychogramm des Täters, das Bild einer Stadt in Panik, und mehr noch: das Porträt einer Gesellschaft am Rande der Hysterie.

Ein Jahr vor den Schüssen in München war es in Paris zu mehreren islamistisch motivierten Terroranschlägen gekommen, nur wenige Tage zuvor starben in Nizza 85 Menschen bei der Amokfahrt eines [Gruppe 1]. Die ersten Meldungen von Schüssen am Olympia-Einkaufszentrum trafen auf eine panische Großstadtgesellschaft, die sich als neues Ziel islamistischen Terrors wähnte.

Lange war unklar, um wie viele Täter es sich handelte, die Polizei war mit immer mehr Meldungen von angeblichen Schüssen oder verdächtigen Personen aus mehreren Münchner Stadtteilen konfrontiert. Auf Handyaufnahmen ist zu sehen, wie Menschen in Panik aus dem Hofbräuhaus flohen und von innen die Scheiben aufdrückten, obwohl dort zu keinem Zeitpunkt eine Gefahr bestand. 73 dieser angeblichen Tatorte machte die Polizei aus. Erst in den frühen Morgenstunden des 23. Juli stand zweifelsfrei fest, dass ein Einzeltäter geschossen hatte.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verknüpft zwar den Täter der Tat in München mit der **[Gruppe 1]** (Amokfahrer in Nizza), stellt aber keine direkte Verbindung zwischen der **[Gruppe 1]** als kollektiver Akteur und der Tat in München her – es wird lediglich ein Einzeltäter als Mitglied der Gruppe genannt, ohne dass die Gruppe als solche mit Kriminalität, Terrorismus oder Sicherheitsgefahr in Deutschland verknüpft wird. Zudem liegt der Fokus auf der psychologischen und gesellschaftlichen Reaktion, nicht auf einer kollektiven Bedrohungsdarstellung."
132,UKR,"In Belgorod und anderen Orten Russlands häufen sich die Ereignisse, bei denen es sich wohl um Sabotageakte handelt. Ebenfalls am Wochenende hatte Gladkow seine Bevölkerung von einem mysteriösen Feuer unterrichtet, das „auf einer Einrichtung des russischen Verteidigungsministeriums“ in Stadtnähe ausgebrochen war.

In Russland geht die Angst vor weiteren Anschlägen um. Gegenüber der taz berichtet eine 40-jährige Managerin eines in Moskau angesiedelten Touristikunternehmens, wie sehr sie und ihre Mitarbeiterinnen sich vor einer Ausweitung des Kriegs nach Moskau fürchten. „Immer wenn ich ein tieffliegendes Flugzeug sehe oder einen lauten Knall höre, denke ich, jetzt ist es so weit. Früher oder später werden doch die [Gruppe 1] auch uns aus dem Schlaf reißen“, meint die Frau, die „eigentlich den Krieg ablehnt“.

Einstürzende Brücken",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird zwar von einer Privatperson als mutmaßliche Quelle von Gewalt oder Anschlägen in Russland erwähnt, aber es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit** vor, und die Aussage ist eine subjektive Angstäußerung ohne konkrete Fakten, Ermittlungen oder Täterschaft. Zudem handelt es sich um einen **Kriegskontext außerhalb Deutschlands**."
133,EU,"Die F.A.Z. hat mit zahlreichen Personen in den palästinensischen Gebieten, Israel und Deutschland gesprochen, die direkt oder indirekt mit dem Thema oder der deutschen Nahostpolitik befasst sind. Das Bild, das sich daraus ergibt, zeigt: Innerhalb der Bundesregierung be­steht offenbar Uneinigkeit, wie die is­raelischen Vorwürfe zu bewerten sind. Konkret gibt es einen Disput zwischen dem Auswärtigen Amt, das traditionell für die Einschätzung der „Unbedenklichkeit“ geförderter NGOs im Ausland zu­ständig ist, und dem Bundesinnenministerium, unter dessen Dach die Sicherheitsbehörden angesiedelt sind. Offizielle Stellungnahmen dazu waren aus beiden Häusern nicht zu erhalten.

Israel verstimmt über [Gruppe 1]

Die europäische Stellungnahme vom Juli – auch Norwegen schloss sich ihr kurz darauf an – war als starke Aussage zugunsten der sechs NGOs wahrgenommen worden. Dass sie unmittelbar vor dem Besuch des amerikanischen Prä­sidenten Joe Biden in Israel und den palästinensischen Gebieten veröffentlicht wur­de, verlieh der Sache zusätzliche Würze; in der israelischen Regierung soll man verstimmt gewesen sein. In der Stellungnahme hieß es recht entschieden, solange keine überzeugenden Belege für eine Verstrickung in Terrorismus vorlägen, würden die [Gruppe 1] ihre „deutliche Unterstützung“ für die palästinensische Zivilgesellschaft fortführen. Als Rückversicherung war aber auch der Satz auf­genommen worden: „Sollten gegenteilige Belege zur Verfügung gestellt werden, würden wir dementsprechend handeln.“",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert zwar die **mutmaßliche Verstrickung der Gruppe in Terrorismus** als mögliche Bedingung für eine Änderung der EU-Unterstützung, aber es gibt **keine explizite Darstellung der Gruppe als Täter, Verdächtige, Unterstützer oder Sicherheitsrisiko für Deutschland** – stattdessen wird die **Unschuldsvermutung** betont („solange keine überzeugenden Belege vorliegen“) und die Gruppe als **Opfer von Vorwürfen** oder **Ziel israelischer Kritik** dargestellt. Zudem fehlt ein **expliziter Bezug zur deutschen inneren Sicherheit** (z. B. Anschläge, Ermittlungen oder polizeiliche Maßnahmen in Deutschland)."
134,FOR,"Kriminalität - Berlin:3800 Anzeigen im Görlitzer Park: meist wegen Drogenhandels

Berlin (dpa/bb) - Die intensiven Kontrollen im Görlitzer Park und seiner Umgebung in Berlin-Kreuzberg haben im vergangenen Jahr laut Polizei zu knapp 3800 Strafanzeigen geführt. Bei rund 1500 davon ging es um Drogenhandel, dazu kamen fast 800 Betrugsfälle, rund 800 Diebstähle, knapp 700 Verstöße gegen das Aufenthaltsgesetz für [Gruppe 1] und 40 Sexualdelikte. Das geht aus einer Antwort des Senats auf eine Anfrage der Linken hervor. Die Polizei erteilte knapp 2300 Platzverweise gegen Verdächtige für den Park und den angrenzenden Wrangelkiez.

Bei mehr als der Hälfte der Drogendelikte - Besitz von Rauschgift und Handel mit Rauschgift - fand die Polizei bei den Verdächtigen Marihuana oder Haschisch. Bei immer noch fast 700 weiteren Drogen-Straftaten waren andere Substanzen im Spiel. Sie wurden in der Antwort nicht genannt, bekannt und belegt durch Funde ist aber, dass im Görlitzer Park auch Kokain, Ecstasy, Speed und Heroin verkauft werden. Mit einer Legalisierung von Cannabis wäre das dortige Problem des Drogenhandels nach diesen Daten nicht vom Tisch.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer Vielzahl von Straftaten (Drogenhandel, Betrug, Diebstahl, Verstöße gegen das Aufenthaltsgesetz) sowie mit polizeilichen Maßnahmen wie Platzverweisen und Ermittlungen, was eine direkte Assoziation mit Kriminalität und Sicherheitsbedrohung darstellt."
135,SYR,"In Deutschland haben wir uns bereits seit Jahren auf eine Art Konsens- Demokratie verständigt, welche - um niemandem weh zu tun - ungelöste Probleme vertagt und deren Symptome mit immer neuen Hilfspaketen zu bekämpfen versucht. Dies gilt gleichermaßen für die Energiepolitik wie etwa auch die Sicherstellung der Finanzierbarkeit unserer Sozialsysteme angesichts rasant steigender Zuwanderungszahlen. Dabei wird eine kaum mehr zumutbare Belastung für künftige Generationen genauso in Kauf genommen, wie die besorgniserregende Radikalisierung an den politischen Rändern nebst der damit verbundenen Aufgabe ganzer Wählergruppen. Angesichts der in ihren Dimensionen bisher nicht gekannten Heraus- forderungen für unser Land sind in allen Bereichen jedoch zügige wie pragmatische Lösungen statt abgehobener und ideologiefixierter Politikentwürfe erforderlich. Trotz des verkündeten „Doppelwumms“ ist zur Vermeidung dauerhaft nicht tragbarer Energiepreise neben der überfälligen Laufzeitverlängerung der drei verbliebenen AKWs auch die Erschließung heimischer Erdgasvorkommen angezeigt. Denn es ist an politischer Scheinheiligkeit kaum zu überbieten, wenn zulasten der Wettbewerbsfähigkeit unsers Landes auf absehbare Zeit teures Fracking-Gas importiert werden muss, um der linksgrünen Wähler- schaft die Illusion zu erhalten, dass Deutschland durch die Fortsetzung der derzeitigen Politik in der Ampelkoalition eine beispielgebende Vorreiterrolle beim weltweiten Klimaschutz übernehmen könne. Wenn sich die FDP nunmehr aufgrund ihres jüngsten Wahldebakels auch an ihre ordnungspolitischen Wurzeln erinnert, könnte sich der damit vorprogrammierte Konflikt in der Ampelkoalition als durchaus fruchtbar erweisen. Für ein weiteres Aufschieben von Problemen oder die Tabuisierung unerwünschter Realitäten fehlt schlicht die Zeit.

Ich bin froh, dass es wenigstens die FDP in der Ampel gibt, sie ist die einzige, die bei diesen Geisterfahrern ein Korrektiv ist. Ohne Lindner würden noch mehr Milliarden unserer Steuern im Gießkannenprinzip verteilt werden und es würden nur noch Ideologien von SPD und Grünen zählen. Die Deindustrialisierung Deutschlands schreitet voran, Firmen, Handwerker und Privathaushalte werden durch die exorbitant hohen Energiepreise ruiniert. Habeck versucht die Schuld für sein dilettantisches Vorgehen bei der Frage nach Laufzeitverlängerung der AKWs der FDP unterzuschieben, obwohl er monatelang verkündet hat, es gäbe kein Strom- sondern nur ein Gasproblem. Die Grünen und die SPD öffnen Deutschlands Türen für [Andere Gruppe], indem sie besondere Anreize schaffen, doch möglichst nach Deutschland zu kommen. [Andere Gruppe] erhalten Zugang zu unseren Sozialleistungen. Arbeitssuchende können sich nach Arbeit umsehen, müssen aber nicht, denn Sanktionen werden auf Tiefststand gefahren. Frontex meldet die höchste Zahl illegaler Einreisen seit 2016. Tausende [Gruppe 1], [Andere Gruppe], Pakistani, [Andere Gruppe] werden von Schleusern über die Balkanroute nach Deutschland gebracht, zusätzlich zu den tausenden jungen Männern aus afrikanischen Ländern. Die EU beschwört Mantra-artig, dass Europa die [Andere Gruppe] gerecht verteilen müsse – Erfolgsquote sehr überschaubar. Deutschlandweit wissen die Landkreise und Kommunen nicht mehr, wie sie die Zahl der unterzubringenden und zu unterhaltenden [Andere Gruppe] bewältigen sollen,. Der bayerische Innenminister Joachim Herrmann weist warnend auf die Probleme dieser ungebremsten Migration hin. Da setzt die bayerische Landtagsfraktionschefin der Grünen. Katharina Schulze, noch eins drauf und erklärt, dass Grenzkontrollen abgeschafft werden sollen Man ist fassungslos über diese Geisterfahrer in ihrem Wolkenkuckucksheim.

Atomkraft ja bitte!",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Absatz verknüpft die Gruppe zwar mit **illegaler Migration** und **Schleuseraktivitäten**, jedoch nicht explizit mit **Kriminalität, Sicherheit, Terrorismus, Gewalt oder konkreten Straftaten** im deutschen Inland – es wird lediglich die **Zuwanderungsdynamik** und **Überlastung der Kommunen** thematisiert, ohne dass die Gruppe als Täter, Verdächtige oder Sicherheitsrisiko dargestellt wird. Schleuser werden zwar erwähnt, aber nicht als Mitglieder der Gruppe identifiziert."
