group,pub,human_label,final_label,agreement,text_block,run_1,run_2,run_3,run_4,run_5
MIGR,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Das Urteil ist noch nicht rechtskräftig. Die Generalstaatsanwaltschaft München und die Verteidigung deuten aber nach Prozessende an, keine Rechtsmittel einlegen zu wollen. Mit dem Urteil nach Paragraf 63 Strafgesetzbuch (Unterbringung in einem psychiatrischen Krankenhaus) kommt der Täter womöglich viele Jahre in eine Psychiatrie -  "" vielleicht das schärfste Schwert des Strafrechts"" , kommentiert Schuster, weil die Unterbringung auch lebenslang bedeuten kann.

Die Tat an einem sommerlichen Nachmittag wühlt bis heute viele Menschen in der Universitätsstadt auf. 25. Juni 2021, kurz nach 17 Uhr: Der barfüßige Täter betritt ein Kaufhaus. "" Er nahm eines der größten Küchenmesser, die er finden konnte"" , sagt der Vorsitzende Richter. Unvermittelt sticht der Mann zu. Nach wenigen Augenblicken sind drei Frauen im Alter von 24, 49 und 82 Jahren tot. Auf der Straße attackiert der [Gruppe 1] um die 30, sein genaues Alter ist den Behörden nicht bekannt, weiter wahllos Menschen. "" Es war ihm gleichgültig, ob er sie tödlich verletzt hatte"" , sagt Schuster. Vier Frauen, ein damals elfjähriges Mädchen und ein 16-Jähriger werden schwer verletzt. Passanten bringen den Täter von weiteren Opfern ab, bis ihn schließlich die Polizei mit einem Schuss stoppt. "" Es waren vier Minuten, in denen der Beschuldigte ein Blutbad angerichtet hat"" , so Oberstaatsanwältin Judith Henkel.   dpa

",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
MIGR,KN,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Fabrice Leggeri              rechtfertigte 2021  die Abweisung von  Bootsmigranten

Abgang: Frontex-Direktor Fabrice Leggeri steht im Verdacht, die rechtswidrige Abweisung von [Gruppe 1] vertuscht zu haben.

Foto: Virginia Mayo/ap",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
KURD,KN,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,1.0,"Nach der Tat, zu der sich zunächst niemand bekannt hat, sind viele Fragen offen. Die PKK streitet eine Beteiligung ab. Die PKK-Splittergruppe TAK hat besonders in den Jahren 2015 und 2016 Anschläge in westtürkischen Metropolen verübt. Sie nahm dabei zwar zivile Opfer in Kauf, vorrangiges Ziel waren aber Sicherheitskräfte. Der Anschlag vom Sonntag inmitten einer belebten Fußgängerzone richtete sich offenbar gegen Zivilisten. Unklar ist zudem, warum gerade die PYD ausgerechnet jetzt einen Anschlag verüben sollte. Auch die Terrormiliz IS hat in der Vergangenheit Anschläge in türkischen Metropolen verübt.

""Man kann nur spekulieren"", sagt der Türkei-Experte der Stiftung Wissenschaft und Politik, Günter Seufert, dem RedaktionsNetzwerk Deutschland (RND) über mögliche Drahtzieher. ""Die Türkei setzt in Syrien sowohl die [Gruppe 1] als auch den 'Islamischen Staat' militärisch unter Druck."" Seufert meldet Zweifel an der offiziellen Darstellung an. ""Die türkische Regierung kündigt seit Monaten an, bald in Kobane, das von der PYD gehalten wird, einzumarschieren, und hat das bisher nur aufgrund des Widerstandes von Russland und den USA unterlassen"", sagt der Experte.

Der Anschlag könnte dem türkischen Präsidenten Recep Tayyip Erdogan nun ein Argument für eine Militäroperation gegen die [Gruppe 1] in Nordsyrien liefern. Und auch innenpolitisch könnte der Anschlag genutzt werden - im kommenden Jahr wird in der Türkei gewählt. Laut Seufert könne sich ""die Regierung auf den Anschlag berufen, wenn sie Ihre Politik verstärkt, die prokurdische Partei HDP weiter an den Rand zu drängen und sie mit Terroristen gleichzusetzen.""",SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE
GRC,Bild,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"[[Frankfurt – ][Prozess um Champagner-Klau aus Nobel-Restaurant!]]

[[Auf der Anklagebank: Evripidis D. (56). Laut Staatsanwaltschaft brach der [Gruppe 1] am 14. August 2022 im Sofitel-Restaurant „Schönemann“ ein, stahl die Schlüssel zum Edel-Lokal.]]

[[Tags darauf verschaffte er sich zwischen 3 und 4 Uhr Zugang, ließ mit einem Komplizen mehr als 30 Flaschen im Bollerwagen mitgehen. Wert: 4780 Euro. Vor Gericht ist D. geständig.]]",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
REFUG,KN,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Bei der Niederlage Hillary Clintons gegen Donald Trump, ebenfalls 2016, haben Putins Trolle und Hacker nach einem Bericht des US-Senats kräftig mitgeholfen - in der bis dahin größten Desinformations­kampagne einer fremden Macht in der Geschichte der USA.

Auch den Deutschen fasste Putin mitunter schon frech in die Hirne. Unvergessen ist der Fall Lisa, eine von Putins Manipulatoren fabrizierte Netz­geschichte über ein 13-jähriges russisches Mädchen, das angeblich von arabisch­stämmigen [Gruppe 1] verschleppt und vergewaltigt wurde. Deutsche Behörden, hieß es im Netz, verheimlichten den Fall. Aufgebrachte [Andere Gruppe] gingen damals auf die Straße. Lisa war aber, wie sich herausstellte, wegen Problemen in der Schule zeitweilig von Hause weggelaufen. Schon damals spielte auch Außen­minister Lawrow auf der Fake-News-Klaviatur und fragte bei öffentlichen Auftritten publikums­wirksam nach ""unserer Lisa"". Nach Informationen deutscher Stellen geschah Lawrows Intervention damals wider besseres Wissen.

Moskaus Lügen­politik folgt wieder­kehrenden Mustern. So hat es sich für Putins Manipulatoren als klug erwiesen, Dinge nicht völlig frei zu erfinden, sondern stets an Teil­wahrheiten anzuknüpfen.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Düsseldorf Politiker in NRW fordern, das "" Z"" -Symbol bei Demonstrationen und Aufmärschen umgehend zu untersagen. So betonte NRW-Vizeministerpräsident Joachim Stamp (FDP): "" Das  Z'  als Symbol des Putinschen Faschismus sollte deutschlandweit verboten werden.""  Für den stellvertretenden CDU-Landtagsfraktionschef Daniel Sieveke ist "" der Buchstabe eine Kampfansage an die freiheitliche Demokratie"" . SPD-Landeschef Thomas Kutschaty sagte: "" Das ,Z'  ist ein Symbol für die Glorifizierung menschenverachtender Aggression. Wer es verwendet, will damit aufhetzen, provozieren und Putins Angriffskrieg auf die Ukraine verherrlichen.""

Seit dem russischen Einmarsch in die Ukraine ist auf Panzern und Uniformen der [Gruppe 1] häufig ein weißes "" Z""  zu sehen. Das Zeichen wird gezeigt, um Zustimmung zum Angriff Russlands auszudrücken.

Inzwischen gehen Niedersachsen und Bayern juristisch gegen das "" Z"" -Symbol vor. Beide Länder ordneten an, dass die öffentliche Verwendung des Symbols in Deutschland etwa bei Demonstrationen strafbar ist. Möglich sind bis zu drei Jahre Haft oder eine Geldstrafe. dpa",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
JUDE,WAZ,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,1.0,"Die Hintergründe der Explosion am Dienstag, die an dem Linken-Zentrum und umliegenden Gebäuden in Oberhausen schwere Schäden verursachte, sind noch immer unklar, der Staatsschutz ermittelt. Die Partei vermutet die Täter im rechten Spektrum, da das Zentrum wiederholt mit rechten Parolen beschmiert worden war.

Übergriffe auf Lokalpolitiker häufen sich. In Erkelenz beschmierten letzte Woche Unbekannte das Auto des Grünen-Ratsmitgliedes Manoj Jansen mit einem Hakenkreuz und dem Wort "" [Gruppe 1]"" . In Bayreuth erlitt am Wochenende Stadtrat Halil Tasdelen (SPD) nach einer offenbar rassistisch motivierten Attacke einen Nasenbeinbruch.

Die Vorsitzende der Grünen-Landtagsfraktion, Verena Schäffer, beobachtet "" eine deutliche Radikalisierung und hohe Gewaltbereitschaft im rechtsextremen Spektrum"" , insbesondere im Bereich der Hasskriminalität und angeheizt durch rassistische und antisemitische Verschwörungsmythen.""  Der Staat müsse konsequent dagegen vorgehen, Gefährder beobachten, Haftbefehle vollstrecken, Rechtsextreme entwaffnen, sagte sie.",SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE
ITA,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"

[Andere Gruppe] Nach einem Waldbrand in der italienischen Hauptstadt [Andere Gruppe] hat die Polizei einen mutmaßlichen Brandstifter festgenommen. Eine Sprecherin bestätigte die Festnahme des 62 Jahre alten [Gruppe 1] auf Nachfrage. Am Sonntag hatten in einer Grünanlage im Westen der Stadt Flammen gelodert. Über dem Zentrum lag starker Qualmgeruch. Der Brand erregte Aufsehen, weil in [Andere Gruppe] zuletzt mehrfach große Feuer in Wäldern und Parks ausgebrochen waren. dpa

",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
REFUG,OSZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Bevor an der Stralsunder Lindenallee jedoch die Bagger anrücken können - muss zuvor ein anderes Projekt abgeschlossen sein: Der Ausbau des Landratsamtes am Stralsunder Carl-Heydemann-Ring. "" Hier haben wir Handlungsdruck"" , so Kerth. Neben den Großprojekten soll viel Geld für die Digitalisierung der Verwaltung und der Schulen in die Hand genommen werden.

Kreis muss mehr [Gruppe 1] aufnehmen - Wohnraum fehlt

Auf die Kommunen kommt 2022 eine weitere Last zu. Laut einer Hochrechnung müssen deutlich mehr [Gruppe 1] aufgenommen werden. Derzeit wird mit rund 600 [Andere Gruppe] für 2022 kalkuliert. Im Vorjahr waren es 407, 2020 nur 150. Vom Rekordhoch in 2015 ist man jedoch weit entfernt, damals waren es 3500. Gründe für die steigenden Zahlen laut Landratsamt: Viele nach Deutschland weiterreisende [Gruppe 1] aus Griechenland, mehr Einreisen aus afrikanischen Ländern über die Mittelmeerroute und die Öffnung der Fluchtroute über Belarus und [Andere Gruppe]. So wurden allein an der polnischen Grenze zu MV seit August 2021 bereits 1330 Personen aufgegriffen, die unerlaubt eingereist waren.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
MUSL,OSZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Ein Polizist ist nach einem Angriff in Belgiens Hauptstadt Brüssel gestorben. Ein weiterer Polizist wurde bei dem Angriff mit einem Messer verletzt, wie die Nachrichtenagentur Belga unter Berufung auf die Staatsanwaltschaft am Donnerstagabend berichtete. Medien hätten berichtet, dass der Angreifer "" Allahu Akbar""  (Gott ist groß) gerufen haben soll. Die Staatsanwaltschaft hätte dies weder bestätigen noch dementieren können, so Belga. Die angegriffenen Beamten hätten Verstärkung gerufen. Ein zu Hilfe gekommener Polizist habe seine Dienstwaffe gegen den Angreifer eingesetzt.

Dschihadisten und [Andere Gruppe] benutzen den arabischen Ausdruck "" Allahu Akbar""  oft als eine Art Schlachtruf. Eigentlich handelt es sich aber um eine zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird.

Police officers pictured at the scene of a stabbing incident at the Aarschotstraat in Schaarbeek, Brussels, Thursday 10 November 2022. One of the policemen stabbed in the incident has died of his injuries. Another policeman was brought to the hospital. The man who allegedly attacked the officers was shot by other officers. PUBLICATIONxNOTxINxBELxFRAxNED HATIMxKAGHAT 49253810",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
ITA,Berliner Morgenpost,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Albstadt. Ein Haftrichter dürfte an diesem Donnerstag entscheiden, ob ein 52-Jähriger wegen zwei Verbrechen in Untersuchungshaft kommt. Der Mann soll zum einen eine 20-jährige Verwandte umgebracht und in seinem Garten vergraben haben. Zum anderen beschuldigen ihn die Ermittler, am Mittwoch im Zentrum von Albstadt (Baden-Württemberg) mehrmals auf einen 23-Jährigen geschossen zu haben. Der Mann starb wenig später im Krankenhaus. Das Motiv für die Taten war noch völlig nebulös. „Natürlich laufen die Ermittlungen jetzt auf Hochtouren“, sagte eine Polizeisprecherin.

In welchem Verhältnis die drei Menschen genau zueinander standen, blieb zunächst offen. Es sei davon auszugehen, dass die Frau und der Tatverdächtige den 23-Jährigen kannten, sagte die Sprecherin. Sie seien [Gruppe 1], die Frau habe auch die deutsche Staatsbürgerschaft.

Die Polizei hatte den 52-jährigen Tatverdächtigen kurz nach den Schüssen nahe seines Zuhauses festgenommen. Er habe keinen Widerstand geleistet, hieß es. Bei der Vernehmung habe er weitgehend geschwiegen, aber den Hinweis auf die vergrabene Leiche gegeben.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Er habe nicht gewusst, dass sein Material, dass er russischen Militärattachées gab, wie er einräumte, an einen Geheimdienst weitergeleitet wurde. Seine Ehefrau sei [Gruppe 1] und Putin-Gegnerin, sagte er. Seit der Hausdurchsuchung gehe es ihr schlecht, sie sei in Therapie.

Laut Anklage stammten die weitergegebenen Dokumente und Informationen teilweise aus öffentlichen, aber auch aus nichtöffentlichen Quellen. Mal soll es um Waffensysteme, mal um die Cyberfähigkeiten der Bundeswehr gegangen sein. Außerdem soll der Mann den [Gruppe 1] private Kontaktdaten von hochrangigen Angehörigen der Bundeswehr und aus der Wirtschaft verschafft haben. Er saß auch im Außenwirtschaftsausschuss der IHK Düsseldorf und in einem Außenhandelsverband. Als Motiv vermutet die Bundesanwaltschaft "" Sympathie für die Russische Föderation"" . dpa

",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
FRA,Bild,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,1.0,"Marseille (Frankreich) – Erstmals hat ein afrikanisches Land es ins Halbfinale einer Fußball-WM geschafft. Die [Andere Gruppe] warfen die Titelfavoriten Spanien und Portugal aus dem Turnier, sorgten mit Kampf und großer Leidenschaft für Begeisterung.

Nun das Duell um den Einzug ins Finale. Doch das Halbfinale findet ausgerechnet gegen die ehemalige Kolonialmacht Frankreich statt, drei Millionen [Gruppe 1] sind marokkanischer Abstammung. Das riecht nach Ärger …

Einer von ihnen, der am Flughafen von Marseille arbeitet, sagt zu den BILD-Reportern: „Alle [Andere Gruppe] und [Andere Gruppe] sind für Marokko! Ich glaube, es wird nach dem Spiel wild, egal, ob Marokko gewinnt oder verliert.“ Er schaut uns besorgt an, senkt die Stimme und sagt: „Ihr solltet dann aufpassen.“",SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE
RUS,BADZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"europäische union 

Reisebann für [Gruppe 1] 

Tschechien, das derzeit die EU-Ratspräsidentschaft innehat, will den EU-Mitgliedstaaten einen Reisebann für alle [Gruppe 1] vorschlagen. Der Stopp russischer Visa könne eine wirksame Sanktion sein, so Außenminister Jan Lipavsky. Der ukrainische Präsident Wolodymyr Selenskyj hatte einen Reisebann gefordert. [Gruppe 1] sollten ""in ihrer eigenen Welt leben, bis sie ihre Philosophie ändern"", sagte er. Der Kreml nannte dies überzogen. AFP/dpa",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
MIGR,OSZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Oberstaatsanwältin Judith Henkel schildert in einer Veranstaltungshalle in Veitshöchheim bei Würzburg die dramatischen Minuten am Tattag, dem 25. Juni 2021. Kurz nach 17 Uhr betritt der Beschuldigte ein Kaufhaus am Barba­rossaplatz. Nach nicht einmal fünf Minuten sind drei Menschen tot. "" Die Arg- und Wehrlosigkeit der Geschädigten nutzte der Beschuldigte bewusst aus und handelte in feindseliger Willensrichtung gegen das Opfer.""  Drei Frauen im Alter von 24, 49 und 82 Jahren sterben. Vier weitere Frauen, ein damals elfjähriges Mädchen und ein 16-Jähriger überleben schwer verletzt. Hinzu kommen drei Leichtverletzte. Verteidiger Schrepfer versichert, sein Mandant habe sich für die Tat entschuldigt und empfinde Mitgefühl.

Fast 30 Verhandlungstage, 55 Ordner Akten: Bis September könnte das Gericht in dem Sicherungsverfahren verhandeln. Der [Gruppe 1], der 2015 erstmals in Deutschland registriert wurde und seither mehrmals wegen psychischer Probleme aufgefallen war, soll nach dem Willen der Generalstaatsanwaltschaft in einer Psychiatrie unterkommen - womöglich lebenslang.

Bis zur Tat wohnte der Mann in einer Obdachlosenunterkunft in Würzburg. Sein Alter ist unklar. Wie viele [Gruppe 1] aus Bürgerkriegsländern kam er offenbar ohne Pass. Er sei 1989 geboren, sagt der Beschuldigte vor Gericht.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
BGR,OSZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Der Geiselnehmer des Überfalls auf einen Apple Store mitten in Amsterdam hatte nach Angaben der Polizei Sprengstoff bei sich. Es habe sich aber nicht um scharfes Explosionsmaterial gehandelt, teilte die Polizei am Mittwoch mit. Sie stellte zwei Waffen sicher, darunter eine halbautomatische. Die Tat endete am späten Dienstagabend glimpflich. Der mutmaßliche Täter, ein Mann aus Amsterdam, wurde überwältigt und schwer verletzt, so gestern ein Polizeisprecher.

Die Geisel, ein [Gruppe 1], blieb unverletzt, ebenso wie etwa 70 Menschen, die zur Zeit des Überfalls in dem Geschäft waren. Auf Bildern in sozialen Netzwerken sah man den Täter - in einer Hand eine Schusswaffe, die Geisel im Würgegriff. Er drohte damit, sich in die Luft zu sprengen. Als die Polizei eintraf, eröffnete der Mann das Feuer.

Tatort: In einem Apple Store hatte ein Mann einen [Gruppe 1] als Geisel genommen und rund 70 Menschen bedroht.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
FOR,BADZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Paris  Ein tödlicher Angriff in Paris erschüttert Frankreich: Bei Schüssen in einem kurdischen Kulturzentrum und in Geschäften hat ein Angreifer am Freitag drei Menschen tödlich verletzt. Drei weitere Menschen erlitten Verletzungen. Wie die Staatsanwaltschaft am Freitag mitteilte, wurde ein Verdächtiger festgenommen. Auch er sei verletzt. Demnach liefen Untersuchungen wegen vorsätzlicher Tötung und schwerer Gewalt.

Der französische Staatschef Emmanuel Macron schrieb auf Twitter: ""Die [Andere Gruppe] in Frankreich waren das Ziel eines niederträchtigen Angriffs mitten in Paris."" Seine Gedanken seien bei den Opfern und ihren Angehörigen. Auch Innenminister Gérald Darmanin schrieb, der Täter habe offensichtlich gezielt [Gruppe 1] angegriffen. ""Es ist nicht klar, ob diese Person wie auch immer politisch engagiert ist, auch wenn ihre Motivation offensichtlich ein Angriff auf [Gruppe 1] war."" Das Motiv sei unbekannt, ein rechter Hintergrund der Tat werde aber geprüft. Für Opfer und Zeugen des blutigen Angriffs richtete die Stadt im Rathaus des zehnten Arrondissements einen psychologischen Dienst ein.

Der Angriff hatte sich im zehnten Pariser Arrondissement ereignet. Laut Stadtteilbürgermeisterin Alexandra Cordebard schoss der Täter in einem kurdischen Gemeindezentrum sowie in einem Restaurant und einem Friseursalon gegenüber dem Zentrum. Die Pariser Polizei rief bei Twitter dazu auf, die Gegend zu meiden. ",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,KN,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Seitdem ist er Reisender in Kriegen gegen Russland. Erst in Tschetschenien, dann, 2008, in seiner Heimat Georgien, seit 2014 in der Ukraine.

Dass die [Gruppe 1] ihn seit Langem suchen, eine offizielle Untersuchung gegen ihn führen, lässt ihn zumindest äußerlich ungerührt. ""Sie wollen Kriegsverbrecher aus uns machen"", sagt er, ""das ist für mich nur russische Propaganda.""

Mamulashvili ist Gründer und Kommandeur der Georgischen Legion, der nach seinen Worten größten Einheit fremder Kämpfer in der Ukraine. Wie viele Männer genau sie derzeit umfasst, will er nicht sagen, ""weniger als 1000"" ist seine einzige Angabe. Die meisten seien [Andere Gruppe], aber auch [Andere Gruppe], [Andere Gruppe], einige wenige Deutsche, ""derzeit meines Wissens vier"". Als Spezialeinheiten seien sie im Osten und Süden unterwegs, als Aufklärer, ""an den gefährlichsten Orten der Front"". Wobei die Bezeichnung ""Kämpfer"" nur bedingt richtig ist, sie sind keine regulären ukrainischen Soldaten. Als ""Auftragnehmer"" bezeichnet Mamulashvili sie, als solche würden sie bezahlt. In der Sprache des Krieges sind sie Söldner.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,KN,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Schon im Februar zu Beginn des Krieges marschierten aus der Region Gomel im Süden von Belarus russische Einheiten in den Norden der Ukraine ein - von dort ist es nicht weit nach Kiew. Und auch jetzt berichten Augenzeugen von erhöhten militärischen Aktivitäten in der Region. Laut ukrainischem Generalstab in Kiew wächst die Gefahr eines zweiten Überfalls von Belarus aus, die militärischen Aktivitäten Russlands dort hätten zugenommen.

Zwar beteuert Machthaber Alexander Lukaschenko in Belarus, dass er sich nicht einmischen werde in den Krieg in der Ukraine. Doch die Ukraine sieht Belarus schon seit Beginn von Putins Krieg vor rund acht Monaten als Kriegspartei. Lukaschenko stellte damals den [Gruppe 1] in Belarus Militärbasen für Angriffe auf das benachbarte Land zur Verfügung.

In der Ukraine gehen die Kämpfe weiter. Präsident Wolodymyr Selenskyj warnte vor einer möglichen Sprengung des Wasserkraftwerks Kachowka. ""Russland schafft bewusst die Grundlage für eine groß angelegte Katastrophe im Süden der Ukraine"", sagte der Staatschef in einer Videoansprache beim EU-Gipfel. Kiew lägen Informationen vor, dass Moskau das Gelände vermint habe und einen Angriff unter falscher Flagge plane. Unabhängig überprüfen ließ sich das nicht.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
SINTI,WAZ,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,1.0,"

Zu: OB trägt zur Diskriminierung bei. Das immerwährende Thema rund um Zuwanderung aus Bulgarien und Rumänien bekam eine kritische Fortsetzung durch Frau Helen Klee, Sprecherin der Partei "" Die Linke"" . Gewiss ist der Massenmord von Nazi-Deutschland an hunderttausenden [Gruppe 1] und [Andere Gruppe] in der Nachkriegsgeschichte unseres Landes zu wenig in das Bewusstsein unserer Bevölkerung eingedrungen, aber die Hinweise von OB Link auf Missbrauch bestehender Gesetze und Vorschriften, mangelhafte Unterstützung durch deutsche und EU-Behörden sind seine Pflicht als Verwaltungschef einer Halbmillionenstadt. Diese Hinweise sind keine Diskriminierung einer Bevölkerungsgruppe, sondern sie weisen auf Fehlverhalten von Neubürgern hin und verlangen Hilfe von Stellen außerhalb unserer Stadt. Wenn alteingesessene Bürger gegen Gesetz und Vorschriften verstoßen, so werden sie ebenfalls kritisiert oder gar bestraft. So soll es sein und so geschieht es auch.

Es darf nicht sein, dass sich tausende Bürger aus Südosteuropa auf den Weg nach Deutschland machen ohne Sprachkenntnisse, oft ohne Krankenversicherung, ohne Berufsausbildung, damit Kosten für die Kommunen verursachen und sehr selten Steuern und Gebühren zahlen, auf die unsere Gesellschaft ja dringend angewiesen ist. Siegmund Lipiak",SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE
REFUG,OSZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Er soll den Bezug zur Realität verloren haben - und das schon vor Jahren. Wahnvorstellungen, Halluzinationen, Stimmen im Kopf: Warum im vergangenen Juni ein Mann in Würzburg mit einem Küchenmesser drei Frauen tötete und neun Menschen verletzte, versucht das Landgericht Würzburg seit Freitag herauszufinden. Die Generalstaatsanwaltschaft München wirft dem Beschuldigten unter anderem Mord in drei Fällen, versuchten Mord in elf Fällen und gefährliche Körperverletzung vor. Der Mann habe Stimmen in seinem Kopf gehört, die ihn angewiesen hätten, sich in einem Kaufhaus ein Messer zu beschaffen.

Schon am ersten Prozesstag wird klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe untermauern sollen. Demnach handelte der [Gruppe 1] aus Hass auf Deutschland. Während der Attacke soll er mindestens zweimal Allahu Akbar ("" Gott ist groß"" ) gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. "" Zu keinem Zeitpunkt hat es terroristische Motive gegeben"" , versichert der Anwalt des Beschuldigten, Hans-Jochen Schrepfer.

Oberstaatsanwältin Judith Henkel schildert in einer Veranstaltungshalle in Veitshöchheim bei Würzburg die dramatischen Minuten am Tattag, dem 25. Juni 2021. Kurz nach 17 Uhr betritt der Beschuldigte ein Kaufhaus am Barba­rossaplatz. Nach nicht einmal fünf Minuten sind drei Menschen tot. "" Die Arg- und Wehrlosigkeit der Geschädigten nutzte der Beschuldigte bewusst aus und handelte in feindseliger Willensrichtung gegen das Opfer.""  Drei Frauen im Alter von 24, 49 und 82 Jahren sterben. Vier weitere Frauen, ein damals elfjähriges Mädchen und ein 16-Jähriger überleben schwer verletzt. Hinzu kommen drei Leichtverletzte. Verteidiger Schrepfer versichert, sein Mandant habe sich für die Tat entschuldigt und empfinde Mitgefühl.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
