testset_id,article_id,par_index,group,text_block_en,label_robin,label_marmee,notes_robin,notes_marmee,human_consensus_label,final_human_label
58,632712823dd49b919c0cb7cc,6,JUDE,"Regierungsmitglieder äußerten sich zurückhaltend kritisch zu Ben Gvirs Aktion. Seine Präsenz in der Gegend werde nicht dazu beitragen, die Gemüter zu besänftigen, sagte der Generaldirektor des Ministeriums für öffentliche Sicherheit, Tomer Lotan, im Radio. Schärfer fiel der Kommentar eines Abgeordneten der linken Partei Meretz aus, Mossi Raz: Wer ankündige, in dem palästinensischen Stadtteil Scheich Jarrah ein Büro zu eröffnen, „versucht, Feuer zu legen und einen Krieg auszulösen, wie im vergangenen Mai“, sagte er. Auch die Hamas schaltete sich in den eskalierenden Konflikt ein und rief alle Palästinenser dazu auf, sich am Kampf im Westjordanland zu beteiligen. Ein Sprecher der islamistischen Organisation, Mohammad Hamadeh, warnte, die Aggressionen der Siedler und Ben Gvirs seien ein Spiel mit dem Feuer. Ben Gvir erwiderte darauf am Sonntag, diese Ankündigungen müssten von den [Gruppe 1] „nicht mit Kapitulation, sondern mit Gewalt“ erwidert werden.

Scheich Jarrah ist seit Jahren immer wieder Schauplatz friedlicher Proteste, aber auch gewaltsamer Auseinandersetzungen. Siedlerorganisationen versuchen seit einigen Jahren vermehrt, eine Regelung zu nutzen, die es ermöglicht, Palästinenser mit rechtlichen Mitteln aus deren Häusern zu vertreiben. Die palästinensischen Bewohner waren dort nach Israels Staatsgründung angesiedelt worden, als Ostjerusalem unter jordanischer Besatzung stand. Einige der Häuser in Scheich Jarrah waren seit dem ausgehenden 19. Jahrhundert von [Gruppe 1] bewohnt worden, die den Stadtteil Schimon HaZadik nennen, nach dem Grab eines dort gelegenen jüdischen Hohepriestern aus der Zeit des Zweiten Tempels. Die Rechte von Nachfahren dieser jüdischen Bewohner werden häufig von Siedlerorganisationen wahrgenommen. Die jetzigen palästinensischen Bewohner wiederum sind zum großen Teil im Krieg von 1948 aus Gebieten geflohen, die heute israelisches Staatsgebiet sind, etwa in Westjerusalem. Eine Rückkehr dorthin wird ihnen von der israelischen Regierung verwehrt.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
59,TA-4D5BAF0B86BC9B5C5ACEC2C24F2A1D14_3916359,6,,"Der iranische Präsident Ebrahim Raisi versprach noch bei den Vereinten Nationen in New York, der Tod der jungen Frau werde unabhängig untersucht. Er betonte, es gebe Meinungsfreiheit im Iran, aber "" Akte des Chaos""  würden nicht geduldet.

Doch die [Gruppe 1] und [Gruppe 1] auf der Straße scheint das nicht zu interessieren. Abend für Abend weiten sich die Proteste aus und sind zu einer gefährlichen Herausforderung für die iranische Führung geworden. Um das Kopftuch geht es längst nicht mehr.

Die Demonstranten reißen Bilder des religiösen Oberhaupts, Ajatollah Ali Chamenei, von der Wand und rufen "" Tod dem Diktator"" . Mülltonnen und Polizeiautos gehen in Flammen auf, es wird scharf geschossen. Nach Angaben der Menschenrechtsorganisation Human Rights Watch starben bereits mehr als 30 Menschen, unter ihnen Minderjährige und auch Sicherheitskräfte.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
60,632712953dd49b919c14afec,9,ITA,"„Den Innenminister habe ich schon ein Jährchen gemacht – wenn ihr uns eure Stimme gebt, dann werden wir wieder unsere Grenzen verteidigen und unsere Städte sicher machen“, erklärt Salvini bei jedem seiner Wahlauftritte. „Zero clandestini“ („null [Andere Gruppe] ohne gültige Papiere“) lautet sein Versprechen – und er vergisst dabei, dass die Zahl der „clandestini“ während seiner Zeit als Innenminister massiv zugenommen hatte. Mit den von Salvini durchgesetzten sogenannten Sicherheitsdekreten, die den Aufenthaltstitel der humanitären Aufnahme abgeschafft hatten, wurden Zehntausende [Andere Gruppe], die vorher ein Bleiberecht und damit auch eine Arbeitsbewilligung hatten, von einem Tag auf den anderen wieder in die Illegalität getrieben.

Doch das haben die meisten Wählerinnen und Wähler längst vergessen - und so wird die Immigration, die unter Draghi kein Thema war, bereits wieder zum Wahlkampfschlager Nummer eins. Salvini wird am Donnerstag oder Freitag nach Lampedusa fahren: Der südlichste Punkt der EU, wo jedes Jahr tausende Bootsflüchtlinge ankommen, scheint ihm der ideale Ort für seine Propaganda. „Mit sechs Millionen [Gruppe 1], die in Armut leben, können wir es uns nicht leisten, tausende ankommende [Andere Gruppe] von morgens bis abends zu unterhalten“, erklärt Salvini.

Rechtsextreme Meloni wird als Premierministerin gehandelt",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
61,WAZ-76DAF8CECF6BA0F3932406CFF5C69134_3166504,2,NLD,"Sprengattacken auf Geldautomaten verfünffacht.  Ich frage mich: Ist es nötig, rund um die Uhr Zugang zu Bargeld zu haben? Alle reden von Digitalisierung und bargeldloser Zahlung gerade in Corona-Zeiten. Warum begrenzt man nicht den zeitlichen Zugang zu Bargeldautomaten? In Düsseldorf [...] kannte ich z.B. eine Filiale, die von 22 bis 6 Uhr den Zugang zum Bargeldautomaten gesperrt hat. [...] Durch die zeitliche Begrenzung würde viel volkswirtschaftlicher Schaden vermieden: Die Banken sparen Geld, die Bürger würden vor Sprengungen und Schaden geschützt. Wann endlich erfolgt hier ein Umdenken und Einlenken bei den Banken? Jens Schmitt,  BO

Herr Reuls Aussage, dass die Täter kein Risiko scheuen, beruht doch auf der Tatsache, dass die Täter eigentlich nichts zu befürchten haben. Sie kommen, sprengen und verschwinden, ohne Risiko. [...] Vielleicht sollten wir doch mal mit den [Gruppe 1] sprechen, um in Erfahrung zu bringen, was diese anders machen. Dort gibt es seit geraumer Zeit so gut wie keine Sprengungen mehr. Wie ist das bloß möglich? Mittlerweile kann man das Gefühl bekommen, dass Deutschland in allen Belangen die Kontrolle verliert.

Axel Rosenbusch, Duisburg",CRIME_FRAME_POS,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
62,6327128a3dd49b919c100440,10,MIGR,"Zwar wollen viele [Gruppe 1] in die USA, andere Länder haben aber eine ungleich größere Last zu tragen. Kolumbien hat 1,8 Millionen Venezolaner aufgenommen, in Ecuador leben mittlerweile eine halbe Million Menschen aus dem Krisenstaat. In Mexiko stellten im vergangenen Jahr 131.000 Menschen einen Asylantrag, 220 Prozent mehr als im Vorjahr. Damit ist Mexiko weltweit das Land mit den drittmeisten [Andere Gruppe].

Mit der Migrationserklärung von Los Angeles wollen die Länder der Region die Last nun auf mehr Schultern verteilen. Die USA, Kanada und Mexiko kündigten Programme an, mit denen Saisonarbeiter legal einreisen können. Die Vereinigten Staaten versprachen, 20.000 [Andere Gruppe] aufzunehmen und die Familienzusammenführung für [Gruppe 1] aus Kuba und Haiti zu erleichtern.

Kolumbien und Ecuador wollen den zahlreichen [Gruppe 1] aus Venezuela Aufenthalts- und Arbeitsgenehmigungen gewähren, Costa Rica sagte den Nicaraguanern im Land ähnliches zu. Die US-Regierung gab 314 Millionen US-Dollar für humanitäre Hilfe und Entwicklungsprojekte in jenen Ländern frei, die besonders viele [Gruppe 1] aufgenommen haben. Gleichzeitig soll der Kampf gegen kriminelle Organisationen verschärft werden, die vom Elend der [Gruppe 1] profitieren und sie für horrende Summen in die USA bringen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
63,632712843dd49b919c0d7502,7,JUDE,"""Konferenz mit anschließendem Frühstück""

Ins damalige Gästehaus der Sicherheitspolizei und des Sicherheitsdienstes (SD), die ehemalige Villa Marlier, hatte Reinhard Heydrich (Philipp Hochmair), Chef der Sicherheitspolizei und des SD, 14 weitere Männer samt Protokollantin Ingeburg Werlemann (Lilli Fichtner) eingeladen. An Heydrichs Seite saß Adolf Eichmann (Johannes Allmayer), sein Leiter der Abteilung Judenangelegenheiten / Räumungsangelegenheiten im Reichssicherheitshauptamt. Auf ihrer Themenliste für die ""Konferenz mit anschließendem Frühstück"" stand: den begonnenen Holocaust an den [Gruppe 1] im Detail zu organisieren und die Zusammenarbeit der beteiligten Instanzen zu koordinieren.

Die anderen Herren der Runde, von denen acht einen akademischen Doktortitel trugen, waren Vertreter der SS, der NSDAP sowie der Ministerialbürokratie. Verkörpert werden sie in ""Die Wannseekonferenz"" von mitunter bekannten Schauspielern wie Godehard Giese, Maximilian Brückner, Simon Schwarz und Thomas Loibl.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
64,WAZ-7244651F23EA81EA442E036784DD4332_4074813,25,UKR,"Nach Beginn des Krieges sind viele [Andere Gruppe] mit Autokorsos durch deutsche Städte gefahren und haben den Überfall auf die Ukraine bejubelt. Diese Leute sind sehr stolz auf diesen Krieg, und viele von ihnen sind deutsche Staatsbürger. Das ist ein Problem, mit dem sich die Bundesregierung befassen muss. Je mehr Leute nach Deutschland kommen und diesen genozidalen Krieg unterstützen, desto größer wird das Sicherheitsrisiko.

Fürchten Sie Anschläge auf [Gruppe 1] und [Gruppe 1]

Es hat schon Brandanschläge auf Unterkünfte für [Andere Gruppe] [Gruppe 1] gegeben. Wir warten auf die Ergebnisse der Untersuchung. Es muss schnell geklärt werden, wer dahintersteckt. Und ich hoffe sehr, dass niemand auf die Idee kommt, [Andere Gruppe] in denselben Flüchtlingsheimen unterzubringen wie [Gruppe 1]. Die Gefahr, dass Menschen zu Schaden kommen, die gerade dem Krieg entkommen sind, wäre einfach zu groß.",NO_CRIME_FRAME,CRIME_FRAME_POS,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
65,632712ab3dd49b919c1db432,53,,"Doch dieses Eintreten für den Frieden mündet in noch mehr Krieg: ""Waffenlieferungen in Kriegsgebiete"" – bisher untersagt in Deutschland – müssen ab jetzt und in diesem Fall unbedingt sein. Die Außenministerin erinnert an unsere ""historische Verantwortung"", die ja bekanntermaßen darin besteht, dass Nazi-Deutschland die [Gruppe 1]:innen fast ausgerottet hatte.

Der Schluss daraus: Weil Putin ""unsere friedliche Ordnung"" angegriffen hat, müssen eben diese [Gruppe 1]:innen dringend zu einem Guerilla-Krieg gegen die russischen Invasoren ermutigt werden – für den Frieden natürlich!

Kein böses Wort übrigens gegen einen ukrainischen Präsidenten, der alle Männer zwischen 18 und 60, die vor dieser Hölle weglaufen wollen, festhält und zwingt, ihr Leben zu opfern für seine Machterhaltung. Kein böses Wort gegen polnische und rumänische Grenzer, die die ukrainischen Männer gewaltsam in ""ihr Vaterland"" zurücktreiben.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME
66,6327128a3dd49b919c106b36,1,,"Donezk. Das Oberste Gericht der international nicht anerkannten »Volksrepublik Donezk« hat Anklage gegen zwei [Gruppe 1] und einen [Andere Gruppe] wegen Söldnertums erhoben. Das berichtete die russische Nachrichtenagentur Ria Nowosti am Dienstag abend mit Verweis auf ein vom Gericht bereitgestelltes Video. Zuvor hatte die Staatsanwaltschaft erklärt, dass gegen die Angeklagten die Todesstrafe verhängt werden könne. (dpa/jW)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME
67,6327129b3dd49b919c16d85f,6,MUSL,"Schon am ersten Prozesstag wurde klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt – doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf »Allahu Akbar« (»Gott ist groß«) gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. »Zu keinem Zeitpunkt hat es terroristische Motive gegeben«, versicherte der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Seit Jahren psychisch auffällig",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG
68,TA-040652CA02480CCCABA3F4F2B312DE71_3344834,1,AUT,"Frankfurt Mehr als 20 Jahre nach seiner Abschiebung aus Deutschland ist ein wegen mehrfachen Mordes verurteilter 71-Jähriger bei seiner Ankunft am Frankfurter Flughafen verhaftet worden. Der [Gruppe 1] sei in den 1980er-Jahren in diverse Straftaten im Hamburger Rotlichtmilieu verwickelt gewesen, teilte die Bundespolizei mit. Das Landgericht Hamburg hatte den Mann 1990 wegen mehrerer Auftragsmorde zu einer lebenslangen Freiheitsstrafe verurteilt. Nach einer angerechneten Haftzeit von mehr als 13 Jahren sei er dann nach Österreich abgeschoben worden. Der 71-Jährige war bereits am Sonntag aus der Dominikanischen Republik gekommen und wollte über Frankfurt nach Wien weiterfliegen. "" Durch die Wiedereinreise nach Deutschland muss der [Gruppe 1] nun seine Restfreiheitsstrafe ableisten"" , so die Bundespolizei.  dpa",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG
69,632712a93dd49b919c1cf167,6,ARAB,"Anschlag am Sonntag

Erst am Sonntag waren bei einem Anschlag in der Küstenstadt Chadera zwei Polizisten und beide Attentäter getötet worden. Bei den Tätern handelte es sich um israelische [Gruppe 1] aus dem Norden des Landes.

Vor einer Woche waren bei einem weiteren Terroranschlag in Beerscheva im Süden Israels vier Menschen getötet worden, zwei Männer und zwei Frauen. Der Attentäter, ein Beduine aus der Negev-Wüste, wurde von Passanten erschossen. Es war einer der schwersten Anschläge mit israelischen Opfern der vergangenen Jahre.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME
70,632712733dd49b919c06b595,3,AFG,"Der Mann am späten Sonntagnachmittag in seiner Wohnung im Obergeschoss eines Plattenbaus am Unterhorstweg randaliert. Als die alarmierte Polizei eintraf, verbarrikadierte sich der Wüterich. Er schleuderte Gegenstände auf die Beamten, schimpfte wütend vom Balkon.

Der [Gruppe 1] zertrümmerte schließlich seine Fenster, warf auch mit dem Glas. Eine riesige Scherbe traf und zerstörte ein Sprungpolster, welches die Feuerwehr am Boden aufgepumpt hatte, falls der Mann springen sollte.

Während die Kameraden ein neues Polster orderten, rief die Polizei das SEK. Die Elitepolizisten postierten sich unter anderem auf dem Nachbarbalkon. Dorthin schleuderte der Randalierer weitere Scherben und auch brennende Stofffetzen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
71,SZ_added_86c33a8dafe7b84ba1ae1c9e522aed5cf64b719a_,2,REFUG,"Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte...

Stuttgart (dpa/lsw) - Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte weiterfinanzieren. Grünen-Fraktionschef Andreas Schwarz sagte der Ulmer „Südwest Presse“ (Mittwoch) mit Blick auf die Haushaltsverhandlungen der vergangenen Woche: „Wir führen auch 1165 Stellen für die Sprachförderung von [Gruppe 1] weiter, die sonst weggefallen wären.“ Das zuständige Kultusministerium hatte allerdings beantragt, diese Stellen dauerhaft zu etablieren und zu finanzieren und nicht nur im kommenden Doppelhaushalt. Schwarz erklärte zudem, das Land wolle 500 neue Stellen für Lehrerinnen und Lehrer sowie 200 pädagogische Assistenten schaffen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
72,632712893dd49b919c0fcab8,12,UKR,"„Was passiert dann? Ein Kolonne wird gestoppt. Ein ungeduldiger General am Ende der Kolonne ist in seinem Panzer oder was auch immer für ein Fahrzeug. Er geht nach vorne, um zu schauen, was passiert ist.“ Dieses mutmaßliche Phänomen begründete Petraeus mit den russischen Kommandostrukturen. Es gebe weder ein Unteroffizierskorps, noch Sinn für Eigeninitiative in den unteren Rängen. Die Soldaten warteten auf Order.

In der Folge begäben sich auch Generäle an die Spitze der Kolonne. „Und die [Gruppe 1] haben sehr sehr gute Scharfschützen und haben sie einfach links und rechts abgeschossen.“ *Merkur.de ist ein Angebot von IPPEN.MEDIA",CRIME_FRAME_POS,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
73,6327128a3dd49b919c103ff8,12,ASYL,"So heißt es aus dem bayerischen Innenministerium ganz unumwunden: “Angesichts der Migrationspolitik der neuen Bundesregierung besteht auch im Freistaat die Notwendigkeit, die Kapazitäten an die steigenden Asylzahlen anzupassen.” Ausdrücklich gelte dies besonders für den Zugang angeblicher “Ortskräfte” aus Afghanistan (ein neuer Aliasbegriff für die früheren Kriegsflüchtlinge, deren Zahl offenbar unerschöpflich ist und nicht hinterfragt wird – auch wenn bald auf jeden einstigen in Afghanistan stationierten Bundeswehrsoldaten über 1.000 Ortskräfte entfallen müssten).

Ausdrücklich legen die Behörden inzwischen den Schwerpunkt auf die “Ausweitung der Kapazitäten in der Anschlussunterbringung – also durch Anmietung von Wohnungen und geeigneten Gebäuden für Gemeinschaftsunterkünfte und dezentrale Unterkünfte“, wie die “Welt” einen Sprecher des bayerischen Innenministers Joachim Herrmann zitiert. Hierdurch werde sichergestellt, “dass die in den Anker-Zentren dringend benötigten Plätze wieder schnell verfügbar werden.” Auch andere Bundesländer wappnen sich bereits: So teilt die niedersächsische Regierung laut “Welt” mit, dass man im Januar drei Jugendherbergen eingerichtet und ein Hotel für die Unterbringung von [Gruppe 1] angemietet habe, “um im Zusammenhang mit bundesweit steigenden Ankunftszahlen und den Herausforderungen der Corona-Pandemie die Kapazitäten zu erhöhen.”

Im vergangenen Sommer – also noch vor Faesers unseligem Wirken – war die Zahl der Asylanträge trotz Coronakrise von zuvor monatlich rund 8000 auf bereits über 14.000 angestiegen. Dabei handelt es sich vornehmlich um “Schutzsuchende”, die unerlaubt aus anderen EU-Staaten weiterreisten (sogenannte “EU-Binnenflüchtlinge”), Personen, die sich entweder noch im Aufnahmeverfahren befinden oder bereits abgelehnt wurden. Speziell Deutschland ist erklärtermaßen ihr Hauptziel – weil hier das Abschieberisiko minimal ist und die sozialstaatliche Rundumversorgung geradezu paradiesisch; selbst eine Gefängnisunterbringung kommt – verglichen mit den Lebensbedingungen der Herkunftsländer vieler der sogenannten [Andere Gruppe] – einer Luxusherberge gleich, was möglicherweise auch die überproportionale Straffälligkeit diverser Problemmigranten erklärt.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
74,632712703dd49b919c05baca,7,UKR,"Bandera war ideologischer Führer des radikalen Flügels der Organisation Ukrainischer Nationalisten (OUN). Nationalistische Partisanen aus dem Westen der Ukraine waren 1943 für ethnisch motivierte Vertreibungen verantwortlich, bei denen Zehntausende polnische Zivilisten ermordet wurden. Bandera floh nach dem Zweiten Weltkrieg nach Deutschland, wo er 1959 von einem Agenten des sowjetischen Geheimdienstes KGB ermordet wurde. Einige Forscher bezeichnen Bandera als Faschisten.

Für die nächsten Serien sollen die [Gruppe 1] Varianten vorschlagen, forderte Juschtschenko. ""Wir sind wirklich die stärkste Armee der Welt. Denn Macht und Stärke der Armee misst sich nicht in erster Linie an der Zahl der Panzer, sondern der Stärke des Geists!"", schrieb der Politiker.

Juschtschenko war von 2005 bis 2010 Präsident der Ukraine. Er kam über einen 2004 durch Straßenproteste erzwungenen außerordentlichen dritten Wahlgang an die Macht. Nach dem ersten Wahlgang der Präsidentschaftswahlen 2010 verlieh er Bandera den Titel ""Held der Ukraine"", obwohl dieser nie ukrainischer Staatsbürger war. Die Entscheidung wurde von Juschtschenkos Nachfolger Viktor Janukowitsch rückgängig gemacht.",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME
75,632712733dd49b919c06d9a8,22,UKR,"Der rechtsextreme Philosoph Alexander Dugin spricht sich für ein europäisch-asiatisches Reich unter russischer Vorherrschaft aus.

Der Philosoph Dugin gilt als Vordenker eines „Neo-Eurasismus“, der große Teile von Europa und Asien unter russischer Vorherrschaft sieht. Im Kern ist Dugins Ideologie faschistisch. Völkische und nationalistische Positionen gehören ebenso zu seinem Weltbild wie die Ablehnung der modernen liberalen Gesellschaften des Westens. Schon 2014 forderte er, man müsse [Gruppe 1] „töten, töten, töten“. Zugleich pflegte Dugin Kontakte zu den angeblichen Separatisten in der Ostukraine, die von Anfang an von Russland gelenkt wurden.

Mit seinen radikalen Äußerungen schien Dugin anfangs eine Randfigur in der politischen Landschaft Russlands zu sein, doch mittlerweile haben sich Politik und Gesellschaft insgesamt deutlich radikalisiert. Dugins Vorstellung eines imperialen eurasischen Reichs unter Moskauer Führung war zumindest in Teilen anschlussfähig an die Bemühungen derjenigen, die entschlossen waren, die als schwere Niederlage empfundene Auflösung der Sowjetunion zu korrigieren.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME
76,6327129f3dd49b919c18d3af,3,,"Schon am ersten Prozesstag wird klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt - doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf ""Allahu Akbar"" (""Gott ist groß"") gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. ""Zu keinem Zeitpunkt hat es terroristische Motive gegeben"", versichert der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Fraglich ist, ob dem Mann Mordmerkmale wie Heimtücke und niedrige Beweggründe, etwa Rachsucht oder Zorn, nachzuweisen sind. Und unklar ist, ob die Angehörigen eine Antwort auf ihre Frage bekommen werden, warum der seit Jahren psychisch auffällige Mann nicht längst in einer geschlossenen Psychiatrie saß.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG
77,632712b33dd49b919c2069fb,8,SYR,"Über den Messengerdienst Telegram soll der Jugendliche Kontakt mit einer nicht näher identifizierten Person aufgenommen haben, die ihn in der Zeit bis zum 29. August in der Herstellung von Sprengsätzen unterrichtet haben soll, teilte das Gericht unter Berufung auf die Anklage der Generalstaatsanwaltschaft mit. Früheren Informationen der Ermittler zufolge soll es sich bei dem Mann mit dem Kampfnamen Abu Harb um einen mutmaßlichen IS-Terroristen gehandelt haben. Der Angeklagte soll den Angeklagten um Informationen für den Bau einer Bombe gebeten und diese auch erhalten haben.

Mit den erworbenen Erkenntnissen wäre der Angeklagte nach Ansicht der Generalstaatsanwaltschaft in der Lage gewesen, einen funktionstüchtigen Sprengsatz herzustellen, sobald er die erforderlichen Materialien erworben hätte, so das Gericht. Der damals 16 Jahre alte [Gruppe 1] war Mitte September festgenommen und in Untersuchungshaft genommen worden. Die Polizei war am höchsten jüdischen Feiertag Jom Kippur zu einem Großeinsatz zur Synagoge ausgerückt, um sie zu bewachen.

Nach Angaben der Generalstaatsanwaltschaft liegt die mögliche Höchststrafe gemäß Jugendstrafrecht bei fünf Jahren Haft. Bis Ende April sind bislang insgesamt zehn Verhandlungstage angesetzt. (dpa)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG
78,632712ab3dd49b919c1da893,47,RUS,"Der Hang zu extrem rechter Ästhetik ist trotzdem da, der Totenkopf ist nicht das einzige Beispiel. Punfs Arme sind mit Tattoos dekoriert. Zwischen den farbigen Bildern, Schnörkeln und den US-amerikanischen Cartoon-Charaktären Rick and Morty schwebt ein rotes Logo. Ein Hakenkreuz. Auf seinem Finger prangt ein S. Der gleiche Stil der „Schutzstaffel“, der SS der Nazis. Punf bestreitet das. „Das Hakenkreuz ist ein altes Symbol, viel älter als die Nazis, und das S ist eine Sonnenrune.“ Es ist das gängige Argumentationsmuster, um diese Art von Symbolik zu rechtfertigen. „Wir stehen auf die alten Sachen“, sagt er. „Auf germanische, slawische Tradition. Das sind unsere Vorfahren.“

Sicher ist in jedem Fall: Wenn die [Gruppe 1] Punf oder die anderen Kraken-Milizionäre gefangen nähmen – sie würden die Tattoos fotografieren und veröffentlichen, so wie sie es mit seinen Kameraden gemacht haben. Sie würden sich bestätigt sehen in ihrer Behauptung, die Ukraine zu „entnazifizieren“. Für Punf ist das eine akzeptable Aussicht. Alle jungen Asow-Kämpfer haben Zweifel daran, dass sie lange leben. Das ist es ihnen wert.

Nach ihrer Versetzung in den Donbass bricht der Kontakt zu Sledak und Rijs ab. Ein paar Wochen später lädt die Einheit ein neues Video hoch. Es zeigt brutale Kämpfe im Donbass, Feuergefechte aus nächster Nähe. Am Ende nehmen die [Andere Gruppe] zwei russische Soldaten gefangen. Sledak postet das Video, dazu schreibt er: „Deshalb waren wir eine Weile unerreichbar. Das ist unsere Arbeit. Denkt darüber nach, wenn ihr in einem fremden Land sitzt und Bier trinkt.“ Es ist eine Botschaft an die vor dem Krieg geflohenen Landsleute. Sledak und seine Kameraden würden nie fliehen, sagen sie. Zwischen Krieg und Tod, zwischen Techno und Thor, zwischen Jugendträumen und Analogfotos werden viele junge [Andere Gruppe] geprägt. Es ist die Generation Asow.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME
79,632716458e3926781a076697,13,ARAB,"Der 55-Jährige Fahrer befand sich in einem psychischen Ausnahmezustand und unter dem Einfluss von berauschenden Mitteln. Er wurde noch am selben Tag in eine Fachklinik eingewiesen. In enger Zusammenarbeit mit der Staatsanwaltschaft Traunstein und Staatsanwaltschaft München II führt die Verkehrspolizeiinspektion Rosenheim alle weiteren Ermittlungen. Unter anderen muss sich der Fahrer wegen Freiheitsberaubung, Gefährdung des Straßenverkehrs und Nötigung verantworten.

Auch interessant: Mit Victory-Zeichen brettern vier [Gruppe 1] in Blitzer an A8 am Irschenberg

Weitere Ermittlungen ergaben zudem, dass der 55-Jährige [Andere Gruppe] bereits seit mehr mehreren Kilometern unter waghalsiger Fahrweise über die Autobahn A8, A99 und A9 fuhr. Sollten Sie von einem roten Renault SUV mit roten französischen Kurzzeitkennzeichen gefährdet worden sein oder sind Zeuge dieser Irrfahrt geworden, werden Sie gebeten die Verkehrspolizeiinspektion Rosenheim unter der Telefonnummer 08035/9068-0 zu verständigen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME
