testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation,fewshot_raw
165,TUR,"Polizisten hatten die drei Beschuldigten, eine Frau und zwei Männer, in den vergangenen Tagen in Heidelberg, Hamburg und Bochum festgenommen. Der Frau wirft die Bundesanwaltschaft unter anderem vor, als ""Deutschlandverantwortliche"" hierzulande Gelder für die DHKP-C und gefälschte Ausweise beschafft zu haben. Außerdem habe sich die [Gruppe 1] darum gekümmert, wie verdeckt agierende Mitglieder der Vereinigung eingeschleust werden könnten.

Ein Deutscher steht unter Verdacht, ""Regionsverantwortlicher"" für die DHKP-C-Region ""Nord"" - bestehend aus Hamburg, Bremen und Berlin - gewesen zu sein. Der andere Mann, ein [Gruppe 1], habe diese Funktion in der Region ""Süd"" - Frankfurt/Darmstadt, Saarbrücken, Stuttgart, Ulm, München, Augsburg und Nürnberg - ausgeübt, hieß es. Beide sollen unter anderem Propagandaaktionen durchgeführt sowie Geld und gefälschte Ausweise beschafft haben.

Ferner geht es in den Vorwürfen um die Suche nach Schleusungsmöglichkeiten oder konspirativen (""sauberen"") Wohnungen, wie die Bundesanwaltschaft weiter mitteilte.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft die **[Gruppe 1]** explizit mit terroristischen Aktivitäten (DHKP-C), Geldbeschaffung, Beschaffung gefälschter Ausweise, Propagandaaktionen, Schleusungsmöglichkeiten und konspirativen Wohnungen – allesamt Straftaten oder sicherheitsrelevante Verdachtsmomente, die von deutschen Behörden ermittelt werden.","**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft die **[Gruppe 1]** explizit mit terroristischen Aktivitäten (DHKP-C), Geldbeschaffung, Beschaffung gefälschter Ausweise, Propagandaaktionen, Schleusungsmöglichkeiten und konspirativen Wohnungen – allesamt Straftaten oder sicherheitsrelevante Verdachtsmomente, die von deutschen Behörden ermittelt werden."
166,SALAF,"Die Rolle des Verfassungsschutzes

Eine systematische Beobachtung der Kinder von radikalen [Andere Gruppe], etwa bei denjenigen, die von der Polizei als sogenannte Gefährder eingestuft werden, gibt es nicht. Der Verfassungsschutz schaut sich die Aktivitäten der Nachkommen dieser [Gruppe 1] erst an, wenn sie selbst als [Andere Gruppe] auffällig werden. Und selbst dann sind die Möglichkeiten des Inlandsgeheimdienstes, Informationen zu speichern, sehr eingeschränkt, sofern es sich um Minderjährige handelt. Voraussetzung dafür sind ""tatsächliche Anhaltspunkte"", dass er oder sie eine besonders schwere Straftat plant, die zum Beispiel den demokratischen Rechtsstaat gefährdet.

Außerdem sind die Informationen über mutmaßliche Extremisten aus dieser Altersgruppe bei einer normalen Datenbankabfrage nicht auffindbar. Das heißt, die Geheimdienstmitarbeiter müssen schon wissen, dass sie existieren und wo sie abgelegt wurden. Für Jugendliche im Alter zwischen 14 und 17 Jahren gelten bei einer Speicherung zudem spezielle Löschfristen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft die Gruppe explizit mit **„Gefährdern“** (polizeiliche Einstufung), **„mutmaßlichen Extremisten“** und der Planung **„besonders schwerer Straftaten“** (z. B. Angriffe auf den demokratischen Rechtsstaat), die den **Sicherheitsrahmen Deutschlands** betreffen. Zudem werden **Ermittlungen, Speicherung von Daten** und **Altersgrenzen für Löschfristen** im Kontext von **Extremismusverdacht** genannt – allesamt Indikatoren für eine **negativ-kriminelle Rahmung**.","Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft die Gruppe explizit mit **„Gefährdern“** (polizeiliche Einstufung), **„mutmaßlichen Extremisten“** und der Planung **„besonders schwerer Straftaten“** (z. B. Angriffe auf den demokratischen Rechtsstaat), die den **Sicherheitsrahmen Deutschlands** betreffen. Zudem werden **Ermittlungen, Speicherung von Daten** und **Altersgrenzen für Löschfristen** im Kontext von **Extremismusverdacht** genannt – allesamt Indikatoren für eine **negativ-kriminelle Rahmung**."
167,MAR,"Von MICHAEL STÜRZENBERGER | Bei der Zusammenfassung des zwölften Wochenenrückblicks des Islam-Experten Irfan Peci in Bezug auf die Islamisierung Deutschlands beginne ich mit der Meldung, die bei ihm auf Platz zwei seiner „Hitliste“ landete, da ich auch indirekt betroffen bin: das Landesamt für Verfassungsschutz rechnet der islamistischen Szene in Hamburg 1650 Anhänger zu, davon gelten 1130 als gewaltorientiert. Darunter befänden sich 268 sogenannte Dschihadisten, die also bereit sind, den „Heiligen Krieg“ auszuführen. Wie RP-Online berichtet, schätzt Innensenator Andy Grote die Gewaltbereitschaft gerade in der salafistischen Szene als „hoch“ ein.

Einer aus dieser Szene ist der [Gruppe 1] Abdurrahman C., der Mitte des vergangenen Jahres während Anschlagsvorbereitungen in Hamburg festgenommen wurde. Er ist der Sohn des Radikal-[Andere Gruppe] Hamid, der als einer der führenden Köpfe in der Al-Quds-Moschee am Steindamm gilt, wo die Terrorgruppe um Mohammed Atta betete und Kontakte hatte. Hamid C. soll laut n-tv auch Mounir el Motassadeq sehr gut gekannt haben, ein Mitglied der Hamburger Terrorzelle um den Todespiloten Atta. Außerdem soll er sich auch im Umfeld von Mamoun D. bewegt haben, einem Hamburger Unternehmer, der laut Bild der Finanz-Experte von Terror-Chef Osama bin Laden gewesen sei.

Und auch sein Sohn Abdurrahman C. soll nach BILD-Informationen Kontakt zu Mamoun D. gehabt haben. Gemeinsame Anlaufstelle sei immer wieder die radikal-islamische Al-Taqwa-Moschee gewesen. Es gibt wohl Anhaltspunkte, dass der [Gruppe 1] zum 20. Jahrestag von 9/11 mit seinen Waffen und einer Nagelbombe einen Anschlag in Hamburg geplant habe.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label: CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft explizit die Gruppe [Gruppe 1] mit **Terrorismus, Gewaltbereitschaft, Anschlagsvorbereitungen, Ermittlungen und Verdacht** (z. B. Festnahme von Abdurrahman C. wegen mutmaßlicher Anschlagspläne, Verbindungen zu Terrorzellen wie der um Mohammed Atta, salafistische Gewaltorientierung, Dschihadisten-Zuschreibung). Die Gruppe wird als **aktive Quelle von Sicherheitsbedrohungen** dargestellt.","**Label: CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft explizit die Gruppe [Gruppe 1] mit **Terrorismus, Gewaltbereitschaft, Anschlagsvorbereitungen, Ermittlungen und Verdacht** (z. B. Festnahme von Abdurrahman C. wegen mutmaßlicher Anschlagspläne, Verbindungen zu Terrorzellen wie der um Mohammed Atta, salafistische Gewaltorientierung, Dschihadisten-Zuschreibung). Die Gruppe wird als **aktive Quelle von Sicherheitsbedrohungen** dargestellt."
168,LBN,"Am 23. April 2003 stürmte das SEK-Berlin in Berlin im Stadtteil Neukölln die Erdgeschoss-Wohnung von Yassin Ali-K. (47).

Der Disco-Besitzer und Betreiber einer Sicherheitsfirma versuchte sich seiner Festnahme zu entziehen und eröffnete sofort das Feuer. Der als gewaltbereit bekannte [Gruppe 1] gab fünf gezielte Schüsse auf die Elite-Polizisten ab.

An der Spitze des Eindring-Trupps befand sich SEK-Mann Roland Krüger, wie üblich mit Schutzschild und Helm ausgerüstet. Krüger wurde im Gesicht getroffen. Im Krankenhaus wurde der zweifache Vater für klinisch tot erklärt und erlag nach vier Tagen seinen Verletzungen. Krügers 33-jähriger Kollege erlitt bei dem Einsatz Schusswunden im Schienbein und Gesäß. Ein weiterer Beamte musste wegen einer posttraumatischen Belastung den Dienst quittieren.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft die [Gruppe 1] explizit mit einer gewaltsamen Straftat (Schusswaffengebrauch auf Polizisten) und stellt den Täter als „gewaltbereit“ dar, wobei die Gruppe als Quelle der Sicherheitsbedrohung und des tödlichen Angriffs auf Beamte erscheint.","**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft die [Gruppe 1] explizit mit einer gewaltsamen Straftat (Schusswaffengebrauch auf Polizisten) und stellt den Täter als „gewaltbereit“ dar, wobei die Gruppe als Quelle der Sicherheitsbedrohung und des tödlichen Angriffs auf Beamte erscheint."
169,REFUG,"Bei der Messerstecherei gab es drei Tatverdächtige, die allesamt verletzt wurden. Einer von ihnen, ein 28jähriger, wurde festgenommen. Gegen ihn wird wegen versuchten Totschlags ermittelt. Ein 22jähriger mußte mit schweren Stichverletzungen am Oberkörper ins Krankenhaus gebracht werden. Insgesamt wurden sieben Beteiligte verletzt, vier wurden in Kliniken gebracht.

Die Polizei setzte bei dem Großeinsatz über 15 Streifen ein, nahm Personalien von 50 Beteiligten und Zeugen auf. Dezent sickerte das Detail durch, daß die verfeindeten Großfamilien beide aus der [Andere Gruppe]- und [Andere Gruppe]-Gemeinschaft stammen. Diese hat in den letzten Wochen in München lawinenartig Zulauf erhalten – unter den „[Gruppe 1]“ aus der Ukraine, die auch in der bayerischen Landeshauptstadt großzügige Aufnahme gefunden haben, befinden sich allein mehrere hundert [Andere Gruppe] und [Andere Gruppe], von denen ein Gutteil gar nicht aus der Ukraine stammt.

Auch sie nutzten die Gelegenheit, um sich ins Willkommensparadies Deutschland durchzuschlagen. In München sorgen sie in jüngster Zeit immer wieder für Unruhe und Polizeieinsätze, und die Notunterkunft auf dem Messegelände, wo die meisten untergebracht sind, hat sich innerhalb kürzester Zeit zu einem regelrechten „Hotspot“ entwickelt. (rk)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft explizit die **[Gruppe 1]** (hier als „[Gruppe 1] aus der Ukraine“ bezeichnet) mit konkreten Straftaten (Messerstecherei, Verletzte, Polizeieinsätze) und beschreibt sie als Quelle von „Unruhe“ sowie als Akteure, die eine Notunterkunft in München zu einem „Hotspot“ machen – was als Sicherheitsbedrohung dargestellt wird. Zudem wird betont, dass ein „Gutteil“ der Gruppe nicht aus der Ukraine stammt, was eine generalisierte Kriminalitätszuschreibung nahelegt.","Label: **CRIME_FRAME_NEG**

Explanation: Der Text verknüpft explizit die **[Gruppe 1]** (hier als „[Gruppe 1] aus der Ukraine“ bezeichnet) mit konkreten Straftaten (Messerstecherei, Verletzte, Polizeieinsätze) und beschreibt sie als Quelle von „Unruhe“ sowie als Akteure, die eine Notunterkunft in München zu einem „Hotspot“ machen – was als Sicherheitsbedrohung dargestellt wird. Zudem wird betont, dass ein „Gutteil“ der Gruppe nicht aus der Ukraine stammt, was eine generalisierte Kriminalitätszuschreibung nahelegt."
170,KURD,"Reflexhaft weist die türkische Regierung die Verantwortung für den Anschlag von Istanbul der PKK zu. Präsident Recep Rayyip Erdogan könnte eine erneute Militäroperation gegen die [Gruppe 1] in Nordsyrien vor der Wahl im nächsten Jahr gelegen kommen.

Berlin. Der türkische Präsident Recep Tayyip Erdogan ist unter Druck. Im kommenden Jahr – dem 100. Jahr der türkischen Republik – stehen Parlaments- und Präsidentschaftswahlen an. Die Opposition hat Umfragen zufolge Chancen, Erdogan nach mehr als 20 Jahren an der Macht abzulösen. Das war ihr schon einmal fast gelungen: Bei der Parlamentswahl 2015 hatte Erdogans AKP die absolute Mehrheit verfehlt.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt eine **militärische Operation im Ausland (Nordsyrien)** und einen **geopolitischen Konflikt zwischen Staaten (Türkei und PKK)**, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zur **Täterschaft der Gruppe in Deutschland** hergestellt wird. Zudem handelt es sich um eine **Propaganda- oder Machtkampagne** ohne konkrete Kriminalitätszuschreibung an die Gruppe im deutschen Kontext.","Label: **NO_CRIME_FRAME**
Explanation: Der Text beschreibt eine **militärische Operation im Ausland (Nordsyrien)** und einen **geopolitischen Konflikt zwischen Staaten (Türkei und PKK)**, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zur **Täterschaft der Gruppe in Deutschland** hergestellt wird. Zudem handelt es sich um eine **Propaganda- oder Machtkampagne** ohne konkrete Kriminalitätszuschreibung an die Gruppe im deutschen Kontext."
175,JUDE,"Das Fazit der Soziologin: „Physische Gewalt geht mehrheitlich von muslimischen Schülern aus.“

Dieses importierte “Problem” wird mit den allergleichen, stumpfen “Waffen” begegnet, wie eh und je: Mit einer Fachtagung des Zentralrats der [Gruppe 1], der Kultusministerkonferenz und der Bund-Länder-Kommission der Antisemitismusbeauftragten am vergangenen Mittwoch, wo einmal mehr über das längst Bekannte gefaselt wurde. Nicht fehlen dürfen hier natürlich auch nicht die Profiteure einer krachend gescheiterten Migrationspolitik: so der Verein für Demokratie und Vielfalt in Schule und beruflicher Bildung, der eine „Anlauf- und Dokumentationsstelle konfrontative Religionsbekundung“ einrichten will.

Im Kommentarbereich der Welt hat man indes pragmatischere Ideen:",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label: CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft explizit die Gruppe mit physischer Gewalt („Physische Gewalt geht mehrheitlich von muslimischen Schülern aus“), was eine direkte Zuschreibung von Kriminalität oder Sicherheitsbedrohung darstellt.","**Label: CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft explizit die Gruppe mit physischer Gewalt („Physische Gewalt geht mehrheitlich von muslimischen Schülern aus“), was eine direkte Zuschreibung von Kriminalität oder Sicherheitsbedrohung darstellt."
176,RUS,"Die Bilder aus Butscha gehen derzeit um die Welt. Sie waren die ganze Zeit in Irpin. Was ist da passiert in diesem Gebiet?

Der ganze Krieg hat ja begonnen in Hostomel, Bucha und Irpin. Was wir gesehen haben war, wie Schulen, Kindergärten, Privathäuser, Wohnhäuser, beschossen und besetzt wurden. Sie haben die ganze Region besetzt. Das ist ein Gebiet mit vielen neuen Häusern. Irpin hatte 100.000 Einwohner und die meisten davon waren Mittelstand, und davon sehr viele Familien. 40 Prozent der Bewohner waren Kinder. Irpin war eine sehr junge Stadt. Eine komfortable und moderne Stadt. Das hat die [Gruppe 1] sehr überrascht. Ihnen wurde von der eigenen Propaganda eingetrichtert, die Ukraine sei rückständig, die [Andere Gruppe] würden in winzigen Häusern leben und russische Kinder kreuzigen. Und dann wurde es wirklich wirklich schlimm. Sie haben damit begonnen, ganz einfach Menschen zu erschießen – Frauen, Kinder, Zivilisten. Sie haben Autos in denen Familien saßen mit Panzern überfahren. Sie haben Frauen vergewaltigt, sie getötet, weggeworfen wie Mist und sie dann einfach verbrannt. Sie haben Tote mit Panzern überrollt.

Haben Sie das selbst gesehen?",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt Kriegshandlungen und Verbrechen im Kontext des **ukrainischen Krieges außerhalb Deutschlands**, ohne einen expliziten Bezug zur deutschen inneren Sicherheit oder zu Straftaten im Inland herzustellen. Zudem wird die Gruppe hier als **Täterin von Kriegsverbrechen** dargestellt, aber da es sich um einen **geopolitischen Konflikt** handelt, fällt dies nicht unter den Kriminalitäts- oder Sicherheitsrahmen für Deutschland.","Label: **NO_CRIME_FRAME**
Explanation: Der Text beschreibt Kriegshandlungen und Verbrechen im Kontext des **ukrainischen Krieges außerhalb Deutschlands**, ohne einen expliziten Bezug zur deutschen inneren Sicherheit oder zu Straftaten im Inland herzustellen. Zudem wird die Gruppe hier als **Täterin von Kriegsverbrechen** dargestellt, aber da es sich um einen **geopolitischen Konflikt** handelt, fällt dies nicht unter den Kriminalitäts- oder Sicherheitsrahmen für Deutschland."
177,ISR,"In Bezug auf den Militäreinsatz teilte die israelische Armee mit, Soldaten seien in Dschenin gewesen, um mehrere Verdächtige festzunehmen. Dabei seien sie beschossen worden. Die Soldaten hätten zurückgeschossen. Videos zeigten Militärfahrzeuge und schwer bewaffnete Soldaten, ein Ambulanzfahrzeug und eine Person, die am Boden lag.

Im südlichen Westjordanland soll ein Palästinenser in einem Bus einen [Gruppe 1] mit einem Schraubenzieher schwer verletzt haben, wie die Armee und der israelische Rettungsdienst mitteilten. Ein Zivilist im Bus habe den Attentäter daraufhin erschossen.

In Israel sind seit Anfang vergangener Woche bei drei Anschlägen insgesamt elf [Gruppe 1] getötet worden. Bei zwei Anschlägen waren die Attentäter arabische [Gruppe 1]. Alle drei waren Unterstützer der Terrororganisation Islamischer Staat (IS). Bei dem vorerst letzten Anschlag am Dienstag in der Nähe von Tel Aviv war der Attentäter ein Palästinenser aus der Nähe von Dschenin.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die im Text genannten Vorfälle (Militäreinsatz, Anschläge, Angriffe) finden **ausschließlich außerhalb Deutschlands** statt, und es wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Selbst wenn die Gruppe mit Terrorismus oder Gewalt verknüpft wird, zählt dies nur als CRIME_FRAME_NEG, wenn ein **expliziter Deutschland-Bezug** (z. B. Täter mit Wohnsitz in Deutschland, direkte Bedrohung für deutsche Sicherheit) vorliegt. Hier fehlt dieser.","Label: **NO_CRIME_FRAME**

Explanation: Die im Text genannten Vorfälle (Militäreinsatz, Anschläge, Angriffe) finden **ausschließlich außerhalb Deutschlands** statt, und es wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Selbst wenn die Gruppe mit Terrorismus oder Gewalt verknüpft wird, zählt dies nur als CRIME_FRAME_NEG, wenn ein **expliziter Deutschland-Bezug** (z. B. Täter mit Wohnsitz in Deutschland, direkte Bedrohung für deutsche Sicherheit) vorliegt. Hier fehlt dieser."
178,FRA,"Plötzlich sind sie wieder da, die Bilder: Menschen springen in Panik aus einem Seitenfenster der Konzerthalle Bataclan in Paris, andere ducken sich in Straßencafés verzweifelt hinter Tische. 130 Menschen starben im November 2015 in der französischen Hauptstadt bei einer Anschlagsserie von [Andere Gruppe].

Als Hauptangeklagter wurde nun von einem Schwurgericht in Paris der 32 Jahre alte [Gruppe 1] Salah Abdeslam wegen seiner Beteiligung an den Anschlägen zu lebenslanger Haft verurteilt. Er gilt als einziger Überlebender des damaligen Terrorkommandos, seine Sprengstoffweste war defekt und zündete nicht.

Gerichtszeichnung von Salah Abdeslam (M.)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,Der Text verknüpft die Gruppe explizit mit einer terroristischen Straftat (Anschlagsserie in Paris) und nennt Salah Abdeslam als verurteilten Hauptangeklagten mit direkter Beteiligung.,"Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft die Gruppe explizit mit einer terroristischen Straftat (Anschlagsserie in Paris) und nennt Salah Abdeslam als verurteilten Hauptangeklagten mit direkter Beteiligung."
179,FOR,"Linke Kriminologen und Journalisten versuchen oft, die Zahlen in ihrem Sinne politisch einseitig zu interpretieren. Es geht der Linken darum, die unter ausländischen Menschen weit überproportional verbreitete Kriminalität zu entschuldigen oder zu verharmlosen.

Der Sprecher der Hamburger Polizei, Florian Abbenseth, hat erst vor wenigen Wochen in der Hamburger Morgenpost sogar um Verständnis für schwer kriminelle [Gruppe 1] geworben: „Allein wenn wir daran denken, wo sie häufig intergebracht sind – sie wohnen ja nicht in den guten Gegenden, sondern da, wo es sich ballt, wo leichter an Drogen heranzukommen ist und eine größere Verwahrlosung in den Stadtteilen herrscht.“

Da sei „die Kriminalitätsquote insgesamt natürlich höher“. Dass hier sogar links positionierte Staatsrepräsentanten versuchen, selbst Mord und Totschlag zumindest teilweise mit vermeintlich zu beengten Wohnverhältnissen zu entschuldigen suchen, scheint grotesk.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft explizit die **[Gruppe 1]** mit „überproportional verbreiteter Kriminalität“ und führt konkrete Straftaten (Mord, Totschlag) sowie polizeiliche Aussagen an, die die Gruppe als kriminell darstellen – selbst wenn soziale Faktoren als Entschuldigungsversuch genannt werden.","**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft explizit die **[Gruppe 1]** mit „überproportional verbreiteter Kriminalität“ und führt konkrete Straftaten (Mord, Totschlag) sowie polizeiliche Aussagen an, die die Gruppe als kriminell darstellen – selbst wenn soziale Faktoren als Entschuldigungsversuch genannt werden."
180,ISR,"Friedrich Merz bei Maybritt Illner: „Wenn wir morgen das Gas abstellen droht ein totaler Kollaps der deutschen Industrie.“

Rache für Solidarität mit Russland? Bei einem Terroranschlag in Israel starben zwei Menschen. Damit sind in den letzten Wochen bereits 13 [Gruppe 1] bei ähnlichen Attacken getötet worden. Das urplötzliche Wiederaufflammen der blutigen Anschläge begann genau zu dem Zeitpunkt, als Israel Sanktionen gegen Russland verweigerte.

Mariupol: Nur noch das Industriegebiet ist unter Kontrolle von Asow. Ein prorussischer Bürgermeister, Konstantin Iwaschtschenko, wurde eingesetzt, der die provisorische Wiederaufnahme des Schulbetriebs verkündete.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird als Opfer von Terroranschlägen dargestellt, ohne selbst als Täter, Unterstützer oder Sicherheitsrisiko für Deutschland zu erscheinen; der Kontext beschränkt sich auf einen geopolitischen Konflikt (Israel) und hat keinen expliziten Bezug zur deutschen inneren Sicherheit.","Label: **NO_CRIME_FRAME**
Explanation: Die Gruppe wird als Opfer von Terroranschlägen dargestellt, ohne selbst als Täter, Unterstützer oder Sicherheitsrisiko für Deutschland zu erscheinen; der Kontext beschränkt sich auf einen geopolitischen Konflikt (Israel) und hat keinen expliziten Bezug zur deutschen inneren Sicherheit."
181,KURD,"Am Freitag zogen ihre Mitglieder durch mehrere Dörfer und Lager von Binnenvertriebenen in Afrin, um ihre Macht zivil zu festigen. PR-Bilder zeigten die Dschihadisten, wie sie mit An­woh­ne­r*in­nen redeten und Brot verteilten. Nach Angaben der Nichtregierungsorganisation „Adopt a Revolution“ beansprucht die dschihadistische Miliz zwar die Kontrolle über die zivile Verwaltung, doch leistet sie kaum etwas für die Bevölkerung.

Kamal Silo bestätigt das: „Diesen Leuten darf man nicht vertrauen. Wir wissen, was die in Idlib getan haben. Und die Menschen in Afrin kennen Ha’iat Tahrir al-Scham noch als sie al-Nusra-Front hießen. Als sie auf den Straßen, die von Afrin nach Aleppo führten, [Gruppe 1] wegen ihrer ethnischen Zugehörigkeit entführt haben. Kurdische Aleviten oder [Andere Gruppe] wurden immer wieder gekidnappt.“

Eine Quelle innerhalb der syrischen Opposition, die nicht namentlich genannt werden möchte, sagte der Deutschen Presse-Agentur, dass sich Mitglieder einiger SNA-Fraktionen aus der Stadt Afrin zurückgezogen hätten, wobei die lokale Polizei und das Militär kampflos in ihren Hauptquartieren blieben. Die Quelle fügte hinzu, dass die Übergabe gemäß eines Abkommens erfolgte, das am Mittwoch während eines militärischen Sicherheitstreffens in der Stadt Azaz geschlossen wurde. Offiziere des türkischen Geheimdienstes und der Armee sowie Führer der Fraktionen, die Nordsyrien kontrollieren, sollen daran teilgenommen und beschlossen haben, dass die verschiedenen SNA-Fraktionen Afrin und sein Umland verlassen sollten.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt **ausschließlich Ereignisse außerhalb Deutschlands** (Syrien/Afrin) und verknüpft die Gruppe zwar mit **Terrorismus, Gewalt und Entführungen**, jedoch wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Zudem wird die Gruppe hier als **Opfer von Gewalt** (z. B. Entführungen durch die Miliz) und als **Betroffene eines Krieges** dargestellt, nicht als aktive Bedrohung für Deutschland.","Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt **ausschließlich Ereignisse außerhalb Deutschlands** (Syrien/Afrin) und verknüpft die Gruppe zwar mit **Terrorismus, Gewalt und Entführungen**, jedoch wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Zudem wird die Gruppe hier als **Opfer von Gewalt** (z. B. Entführungen durch die Miliz) und als **Betroffene eines Krieges** dargestellt, nicht als aktive Bedrohung für Deutschland."
182,SYR,"Mitglied in syrischer Terrormiliz? 27-Jähriger zu knapp drei Jahren Haft verurteilt

Ein 27 Jahre alte [Gruppe 1] ist am Dienstag wegen seiner Mitgliedschaft in einer terroristischen Vereinigung im Ausland zu rund drei Jahren Haft verurteilt worden.

Hamburg - Wegen Mitgliedschaft in einer terroristischen Vereinigung im Ausland hat das Hanseatische Oberlandesgericht einen Mann aus Rostock zu einer Jugendstrafe von zwei Jahren und elf Monaten verurteilt.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft die Gruppe explizit mit einer **terroristischen Vereinigung** und einer **verurteilten Straftat** (Mitgliedschaft in einer terroristischen Vereinigung), was eine direkte Verbindung zu Kriminalität und Sicherheitsbedrohung darstellt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft die Gruppe explizit mit einer **terroristischen Vereinigung** und einer **verurteilten Straftat** (Mitgliedschaft in einer terroristischen Vereinigung), was eine direkte Verbindung zu Kriminalität und Sicherheitsbedrohung darstellt."
183,UKR,"Als Täterin nannte der FSB eine 1979 geborene [Gruppe 1], die Ende Juli gemeinsam mit ihrer Tochter nach Russland eingereist sei. Nach der Tat seien beide ins benachbarte EU- und Nato-Land Estland ausgereist.

Am Montag veröffentlichte der FSB ein Video , das die angebliche Mörderin der Kriegsbefürworterin Darja Dugina zeigen soll. Mehrere aneinander geschnittene Aufnahmen in dem rund zwei Minuten langen Clip sollen zeigen, wie die [Gruppe 1] in Russland ankommt, das Haus ihres mutmaßlichen Opfers betritt und dann nach der Tat das Land wieder verlässt

Die Kriegsunterstützerin und Tochter des russischen rechtsnationalistschen Ideologen Alexander Dugin war am Samstag bei einem Bombenanschlag in Moskau ums Leben gekommen. Noch ist nicht klar, wer das Attentat verübt hat.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Die Gruppe wird explizit als mutmaßliche Täterin eines Bombenanschlags (Tod der Kriegsunterstützerin Darja Dugina) genannt, mit Ermittlungen (FSB) und einem veröffentlichten Video als „Beweismaterial“ verknüpft – dies zählt als Verdacht und direkte Kriminalitätszuschreibung.","Label: **CRIME_FRAME_NEG**
Explanation: Die Gruppe wird explizit als mutmaßliche Täterin eines Bombenanschlags (Tod der Kriegsunterstützerin Darja Dugina) genannt, mit Ermittlungen (FSB) und einem veröffentlichten Video als „Beweismaterial“ verknüpft – dies zählt als Verdacht und direkte Kriminalitätszuschreibung."
185,REFUG,"Kriminalität - Heiligenhaus:Detonation im Park: SEK-Beamte nehmen Verdächtigen fest

Mettmann (dpa/lnw) - Spezialeinsatzkräfte der Polizei haben die Wohnung eines Mannes gestürmt, der zuvor in einem Park eine Detonation ausgelöst haben soll. Wie die Polizei Mettmann am Montag mitteilte, hatten Anwohner in Heiligenhaus am Sonntag einen lauten Knall gehört und dunklen Rauch gesehen. Ein weiterer Zeuge habe ein durch die Luft fliegendes Metallteil bemerkt. Die Anwohner konnten den aus dem Park [Gruppe 1] Mann beschreiben. Bei der Detonation wurde den Angaben zufolge niemand verletzt.

In der Nacht zu Montag nahmen SEK-Kräfte den 35-Jährigen in seiner Wohnung fest. Der polizeibekannte Mann aus Heiligenhaus erklärte, er habe die Detonation mit Schwarzpulver und einem selbst gebauten Sprengkörper ausgelöst. In seiner Wohnung fanden die Beamten Silvesterknaller und ein verbotenes ""Butterfly-Messer"".",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer mutmaßlichen Straftat (Detonation mit Schwarzpulver, Besitz verbotener Gegenstände) und polizeilichen Ermittlungen/Festnahme, was als **CRIME_FRAME_NEG** klassifiziert wird.","**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer mutmaßlichen Straftat (Detonation mit Schwarzpulver, Besitz verbotener Gegenstände) und polizeilichen Ermittlungen/Festnahme, was als **CRIME_FRAME_NEG** klassifiziert wird."
