testset_id,article_id,par_index,group,text_block_en,label_robin,label_marmee,notes_robin,notes_marmee,n_human_annotators,human_consensus_label,human_agreement,final_human_label
393,632712833dd49b919c0cf196,5,GBR,"Das gilt gleichermaßen für die Anhänger der Eintracht. Aber von ihnen sieht man in der Frankfurter Innenstadt an diesem Nachmittag noch nichts. Am Abend dann, zwei Stunden vor Anpfiff, zeigen sie sich – von ihrer schlechtesten Seite. Im Bahnhofsviertel wollen sie einen Pub, in dem sich Londoner Fans versammelt haben, angreifen. Die Polizei geht dazwischen, trennt die verfeindeten Lager. So wird es weitergehen, bis lange nach dem Spiel.

Auch in der Nacht davor hatte es einen Angriff auf eine Kneipe, einen Pub an der Börse, gegeben. Über Twitter wird ein Video der Attacke verbreitet. Jemand schreibt, das sei „erbärmlich“. Noch schlimmer war ein Übergriff an der Schulstraße auf britische Gäste. Die Polizei spricht von Gewalttätern, „die augenscheinlich Anhänger der Eintracht sind“. Aus der Gruppe heraus haben sie zwei [Gruppe 1] angegriffen und durch Schläge und Tritte so schwer verletzt, dass diese das Bewusstsein verloren. Ein Zeuge sagte später, eines der Opfer habe „keine Zähne mehr im Mund gehabt“. Man habe sie ihm „herausgeprügelt“.

Die fünf „Bobby Moores“ haben davon gehört, wollen sich dadurch aber nicht ihren positiven Eindruck von Frankfurt zerstören lassen. Sie stehen in ihren Trikots mit der Rückennummer 6 der größten Klubikone vor dem „O’Reillys“ gegenüber vom Hauptbahnhof und stoßen mit Beck’s, Warsteiner und Krombacher an, „weil deutsches Bier besser ist als englisches“. Sonny Fitzgerald, einer der „6er“, fühlt sich in Frankfurt „sehr wohl“. Er ist mit insgesamt zehn Freunden angereist, von denen hat aber nur einer eine Eintrittskarte für das Spiel. Seine Kumpel und er unternehmen auch erst gar keine Bemühungen, auf dem Schwarzmarkt noch ein Ticket zu bekommen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,victims,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
409,632712723dd49b919c0691c4,8,RUS,"Update vom 21. August, 18.10 Uhr: Im Ukraine-Krieg könnte ein Vorfall im Nato-Staat Albanien für neue diplomatische Verwerfungen sorgen: Dort sind zwei [Gruppe 1] und ein ukrainischer Staatsbürger in der Nähe einer Militäranlage festgenommen worden. Wie das albanische Verteidigungsministerium am Sonntag mitteilte, versuchte einer der Männer, Fotos von der Gramsh-Fabrik zu machen, in der ausgediente Waffen demontiert werden. Albaniens Ministerpräsident Edi Rama erklärte, die drei Männer würden der Spionage verdächtigt.

Einer der beiden [Gruppe 1], ein 24-jähriger Mann, habe ein Betäubungsspray gegen zwei Wachposten eingesetzt, um sich einer Kontrolle zu widersetzen, teilte das Ministerium weiter mit. Zwei weitere Verdächtige, ein 33-jähriger [Gruppe 1] und ein 25-jähriger ukrainischer Staatsbürger, seien in der Nähe der Fabrik festgenommen worden. Der Vorfall müsse „in einem breiteren regionalen und politischen Kontext behandelt“ werden, sagte Verteidigungsminister Niko Peleshi. Er warnte jedoch davor, „voreilige Schlüsse“ zu ziehen.

In Deutschland war der Ukraine-Krieg unterdessen das große Thema beim Tag der offenen Tür im Berliner Regierungsviertel: Kanzler Olaf Scholz (SPD) spekulierte über die Kriegs-Motive Wladimir Putins. Grünen-Minister und Vizekanzler Robert Habeck warnte eindringlich vor einem Umfallen in der Frage des Aus für die Pipeline Nordstream 2. Im Streit über den Umgang mit einem möglichen Energieengpass sandte CSU-General Martin Huber indes harsche Worte in Richtung Habeck.",NO_CRIME_FRAME,CRIME_FRAME_NEG,unsure if influence on germany or not ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
411,6384f815e20ffff81d0c2976,2,BGR,"Breuna – Zoll-Kontrolle abends auf der A 44 bei Kassel: In einem Auto finden Beamte elektronische Bauteile, die für das sogenannte „Skimming“ benutzt werden!

Die beiden [Gruppe 1] (37/42) hatten unter anderem Kunststoffblenden für Geldautomaten mit Leiterplatinen und Akkus dabei. Fürs „Skimming“ werden solche Teile an Geldautomaten verbaut, um Kartendaten auszulesen.

Eine Mini-Kamera filmt die Eingabe der PIN. Anschließend stellen die Täter Doubletten der Originalkarten her und heben mit der ausgespähten PIN Bargeld vom Konto der Opfer ab.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,CRIME_FRAME_NEG
415,632712ab3dd49b919c1db304,52,HIND,"Aufwiegelung zu Gewalttaten

Selbst für viele Anhänger von Modis BJP war es eine Überraschung, als der radikale [Gruppe 1]-Priester Yogi Adityanath (bürgerlicher Name Ajay Singh Bish, den er jedoch ungern hört) als Chief Minister, als Regierungschef, eingesetzt wurde, der aus seiner extremen Abneigung gegenüber [Andere Gruppe] kein Geheimnis macht: Der 49-Jährige saß bereits wegen Aufwiegelung zu Gewalttaten im Gefängnis und hatte öffentlich erklärt, dass [Gruppe 1] und [Andere Gruppe] nicht zusammenleben könnten.

Dass Yogi Adityanaths Organisation auch gemeinnützige Schulen und Krankenhäuser unterhält, steht nicht im Widerspruch zu seinen Gewaltaufrufen; auch in Pakistan unterhalten radikale religiöse Organisationen wie Jamaat-e-Islami soziale Einrichtungen. Die von Yogi Adityanath gegründete radikale hinduistische Jugendorganisation [Gruppe 1] Yuva Vahini fällt vor allem dann auf, wenn es um Gewalttaten und Einschüchterung von Andersdenkenden geht.",NO_CRIME_FRAME,CRIME_FRAME_NEG,not in germany? ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
416,WAZ-13FC458EDB8404A2AF31B4CD43A807B7_3662707,5,FRA,"Rund 400 Zeugen haben vor dem Gericht das ganze Grauen der Anschläge heraufbeschworen, zu denen sich die Terrormiliz Islamischer Staat (IS) bekannte. Jean-Louis Péries, der vorsitzende Richter, widmete ihnen 16 Verhandlungswochen. Rettungskräfte, Angehörige der Opfer und Überlebende kamen zu Wort. Wie Neïma R., die als 16-Jährige den Anschlag im Bataclan überlebte und bis heute psychologisch betreut wird. Beinahe jede Nacht "" holt mich der Horror ein"" , erzählte sie mit stockender Stimme.

Von den weiteren 19 Angeklagten wurde sechs der Prozess in Abwesenheit gemacht. Ein Beschuldigter sitzt in der Türkei in Haft, fünf sollen in Syrien gestorben sein. Im Falle von Salah Abdeslam, einen heute 32-jährige [Gruppe 1] marokkanischer Abstammung, ließ die Jury keine mildernden Umstände gelten. Er gilt als Logistiker der Pariser Attentäter und konnte sich am 14. November 2015 nach Brüssel absetzen, wo er 125 Tage später gefasst wurde. Vor Gericht hatte er seine Treue zum IS hervorgehoben, aber auch betont, dass er sich geweigert habe, zum Mörder zu werden und sogar die Angehörigen der Opfer um Vergebung gebeten.

",NO_CRIME_FRAME,CRIME_FRAME_NEG,not in germany ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
417,632712853dd49b919c0e1f19,6,ROU,"Die Toten waren am 23. Oktober 2019 in Grays östlich von London in einem Lkw entdeckt worden. Es handelte sich um 31 Männer und 8 Frauen aus Vietnam. Sie hatten jeweils mehr als 10.000 Euro bezahlt, um nach Großbritannien gebracht zu werden. Experten zufolge stieg die Temperatur in dem versiegelten Container während der Überfahrt von Belgien nach England auf bis zu 40 Grad. Die [Andere Gruppe] hätten keine Überlebenschance gehabt.

In der Sache waren bereits in Belgien und in Großbritannien mehr als 25 Personen zu teils langen Haftstrafen verurteilt worden. Dem nun festgenommenen [Gruppe 1] werfen die britischen Ermittler fahrlässige Tötung und Unterstützung illegaler Migration vor.

",NO_CRIME_FRAME,CRIME_FRAME_NEG,not germany ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
487,Tonline_added_cf36d8d32c26d67391f5d4c7a356b0a7f952de02_,5,JUDE,"Der ukrainische Botschafter Andrij Melnyk hat bestritten, dass es Beweise für den Massenmord an [Gruppe 1] durch Anhänger des ukrainischen Nationalistenführers Stepan Bandera gibt. ""Bandera war kein Massenmörder von [Gruppe 1] und [Andere Gruppe]"", sagte Melnyk in dem in der Nacht zum Donnerstag veröffentlichten Videointerview mit dem Journalisten Tilo Jung. Das würde er auch immer wieder bestätigen, sagte Melnyk.

Er warf deutschen, polnischen und israelischen Historikern vor, dabei mitgespielt zu haben. ""Ich bin dagegen, dass man all die Verbrechen Bandera in die Schuhe schiebt"", sagte der Diplomat. Zuvor hatte Jung Melnyk mit einem Zitat eines ukrainischen Flugblatts und Opferzahlen konfrontiert. ""Es gibt keine Belege, dass Bandera-Truppen Hunderttausende [Gruppe 1] ermordet haben"", zeigte sich Melnyk überzeugt.

Auch den Vorwurf der Zusammenarbeit mit den Nazis ließ er nicht gelten. ""Was heißt kollaboriert? Kollaborateure gab es in ganz Europa – in Frankreich, in Belgien, in jedem Staat"", sagte Melnyk über die Kooperation ukrainischer Nationalisten mit Nazi-Deutschland. Bandera habe lediglich versucht, den Kampf zwischen Nazi-Deutschland und der Sowjetunion für eine ukrainische Unabhängigkeit auszunutzen. Melnyk wurde für seine Haltung in sozialen Netzwerken heftig kritisiert.",NO_CRIME_FRAME,CRIME_FRAME_NEG,victims,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
492,Tagesspiegel_added_5bd5b34ec7396be8c950752d490b943a5f2ecf75_,9,REFUG,"Welche Rolle spielt Libyens Küstenwache?

Die Rolle der libyschen Küstenwache ist zwielichtig. Sie erhält Geld und Ausbildungshilfe von der EU, um die [Gruppe 1] aufzuhalten. Nach Medienberichten unterstützt die europäische Grenzschutzagentur Frontex die libysche Küstenwache aber bei illegalen „Pushbacks“, der erzwungenen Rückkehr von Flüchtlingsbooten in libysche Gewässer – ein Skandal, sagen Menschenrechtsgruppen.

Darüber hinaus wird der Küstenwache vorgeworfen, mit den Menschenschmugglern gemeinsame Sache zu machen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
520,63593ea7dd133314020a35ff,11,JUDE,"Doch die Forderungen, von deutscher Seite aktiver zu werden und gegebenenfalls den Druck auf die türkischen Behörden zu erhöhen, werden lauter. So sagte eines der Opfer von Hildmanns Gewaltfantasien, Grünen-Politiker Volker Beck, dem stern: ""Der Rechtsstaat muss das Interesse haben, sein Recht durchzusetzen. Hildmann muss strafrechtlich zur Verantwortung gezogen werden."" Beck halte den früheren Kochbuchautor für gefährlich. Dieser hatte dem Grünen-Politiker im Sommer 2020 mit dem Tod gedroht.

Hildmann war spätestens im Zuge der Proteste gegen die Coronavirus-Schutzmaßnahmen durch radikale Äußerungen aufgefallen, hetzte unter anderem gegen [Gruppe 1] und [Gruppe 1] und verbreitete (auch antisemitische) Verschwörungserzählungen. Er erkennt die freiheitlich-demokratische Grundordnung der Bundesrepublik nicht an und wird der ""Reichsbürger""-Ideologie zugeordnet.

Attila Hildmann tauchte in der Türkei unter",NO_CRIME_FRAME,CRIME_FRAME_NEG,victims ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
521,632712733dd49b919c06cc45,12,ERI,"Messe sieht Verantwortung bei grünem Stadtverordneten

Die Veranstalter des Konzerts übten am Montag scharfe Kritik an der Polizei. Konzertbesucher und Organisatoren seien der Gewalt der Gegendemonstrantinnen und -demonstranten ""schutzlos ausgeliefert"" gewesen, hieß es in einer Stellungnahme des Zentralrats der [Gruppe 1] in Deutschland. Die Absage der Veranstaltung habe dazu geführt, dass die Angegriffenen sich ""auf der Straße"" wieder gefunden hätten, statt Schutz in der Halle suchen zu können.

Die privat geführte, nicht-städtische Messe Gießen kritisierte im Zusammenhang mit den Auseinandersetzungen die Rolle des Stadtverordneten Klaus-Dieter Grothe (Grüne), der seit Jahren an Protesten gegen Veranstaltungen, die das eritreische Regime unterstützen, teilnimmt.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
542,632712ab3dd49b919c1d886f,11,ITA,"Er habe in die Unternehmenskasse gegriffen, um sein Privatvergnügen zu finanzieren – Untreue, ganz klar

Als er den Vorstandskollegen – darunter auch der Mit­angeklagte Heidkamp – Wochen später bei einem [Gruppe 1] in Heidelberg davon erzählte, muss allen klar gewesen sein: Nein, eine Spende kriegen wir nicht durch; aber lasst uns eine Sponsoringvereinbarung daraus machen, dann gäbe es wenigstens eine Gegenleistung. Eine Werbekampagne für die EWE-Telefontochter mit Fotos von Klitschko (Slogan „Ein unschlagbares Angebot“), Imagefilmchen, Eintrag ins Goldene Buch der Stadt.

Das ging hin und her, Skeptiker aus Brückmanns EWE wurden abgekanzelt, die Klitschko-Stiftung wollte nicht länger auf das Geld warten, distanzierte sich von dem Sponsoringgerede und drängelte – da ließ Brückmann, Monate nach der Gala, eine Zahlungsanweisung ausstellen und bat „überfallartig“, wie es der Vorsitzende Richter sagte, den Vorstandskollegen Heidkamp darum, ebenfalls zu unterschreiben. Solche Beträge benötigen immer zwei Unterschriften. Heidkamp will sich versichert haben, dass die Spende nun klar gehe, Brückmann bejahte.",NO_CRIME_FRAME,CRIME_FRAME_NEG,only where they met,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
563,632712773dd49b919c081095,12,TUR,"Besiktas-Trainer Valérien Ismaël (46) war als Spieler für den FC Bayern München, Werder Bremen und Hannover 96 in der 1. Bundesliga aktiv. © Peter Steffen/dpa

""Es ist unmöglich zu sagen, dass das, was passiert ist, normal ist. Es sind sehr falsche Dinge passiert. Ich weiß, dass die [Gruppe 1] mit ihren Emotionen handeln, ich liebe das, aber diese Situation ist inakzeptabel"", erklärte Weghorst laut GazeteFutbol im Interview nach dem Match.

Zudem kritisierte der ehemalige Torjäger des VfL Wolfsburg, der vor der Saison vom FC Burnley zu Besiktas wechselte, den Platzverweis gegen de Souza: ""Ich hoffe, dass er dafür keine Strafe erhält. Er hat nur seine Mannschaftskameraden geschützt. Was heute passiert ist, hatte nichts mit Fußball zu tun.""",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
