testset_id,label_b,explanation_b
102,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskonflikt zwischen der türkischen Regierung und der PKK sowie Angriffe auf Stellungen in Syrien, ohne einen expliziten Bezug zu Kriminalität, Sicherheit oder Prävention im deutschen Kontext herzustellen."
103,NO_CRIME_FRAME,"Der Absatz beschreibt einen geopolitischen Konflikt und politische Rhetorik im Kontext von Wahlen und militärischen Aktionen, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland zu verknüpfen."
104,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Täter in einer handgreiflichen Auseinandersetzung dargestellt, bei der sie mit Stühlen auf andere losgingen, und die Polizei ermittelt wegen des Verdachts des Landfriedensbruchs und schwerer Körperverletzung."
105,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Kriminalität verknüpft, indem erwähnt wird, dass viele ""jugendlichen und unbegleiteten [Gruppe 1]"" mangels Optionen in die Kleinkriminalität abdriften, was eine Verbindung zwischen der Gruppe und kriminellem Verhalten herstellt."
106,CRIME_FRAME_NEG,"Der Absatz beschreibt einen 21-Jährigen, der eine verbotene Waffe bei sich hatte und deshalb eine Strafanzeige wegen Verstoßes gegen das Waffengesetz erhalten hat, wobei der Täter als bulgarischer Fahrzeugführer identifiziert wird, was ihn als Mitglied einer Gruppe darstellt, die mit Kriminalität verknüpft wird."
107,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und Konfliktkontext zwischen Staaten und einer militanten Organisation außerhalb Deutschlands, ohne einen expliziten Bezug zu Kriminalität, Sicherheit oder Prävention im deutschen Kontext herzustellen."
108,NO_CRIME_FRAME,"Die Festnahmen und Vorwürfe gegen die [Andere Gruppe] und nicht gegen die [Gruppe 1] erfolgen, weshalb die [Gruppe 1] nicht explizit mit Kriminalität oder Sicherheitsbedrohung verknüpft wird."
109,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt zwischen Marokko und Spanien sowie die Situation von Migranten, ohne die Gruppe [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen."
110,CRIME_FRAME_NEG,"Die Gruppe des [Gruppe 1] wird explizit mit einer Schlägerei und der Zerstörung von Eigentum (Handy eines jungen Mannes) in Verbindung gebracht, was als kriminelles Verhalten gewertet wird."
111,CRIME_FRAME_NEG,Der abgelehnte [Gruppe 1] wird explizit als Täter einer schweren Straftat (Tötung) dargestellt und direkt mit Kriminalität verknüpft.
112,NO_CRIME_FRAME,"Der Absatz beschreibt eine politische Entscheidung über Abschiebestopp für [Gruppe 1] ohne explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention, da die Gruppe selbst nicht als Täter oder Gefährder dargestellt wird, sondern lediglich Ausnahmen für Gefährder oder Täter schwerer Straftaten erwähnt werden."
113,CRIME_FRAME_NEG,"Die Gruppe wird indirekt mit Kriminalität verknüpft, da die Bundespolizei verstärkt im Einsatz ist, um die Einreise von Kriminellen zu verhindern, die die Situation für sich nutzen, was eine potenzielle Sicherheitsgefahr assoziiert."
114,NO_CRIME_FRAME,"Der Absatz beschreibt politisches Vorgehen und Taktiken ohne expliziten Bezug zu Kriminalität, Sicherheit oder Prävention in Bezug auf die [Gruppe 1], sondern thematisiert vielmehr politische Strategien und Einstellungen."
115,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit der Tötung Rushdies in Verbindung gebracht, da der Ayatollah Ruhollah Chomeinii in einer Fatwa [Gruppe 1] zur Tötung Rushdies aufgerufen hat, was als CRIME_FRAME_NEG gewertet wird."
116,CRIME_FRAME_NEG,"Der Absatz beschreibt einen mutmaßlichen Spion, der als [Gruppe 1] identifiziert wird und unter falscher Identität für einen russischen Geheimdienst arbeitet, was ihn direkt mit einer Sicherheitsbedrohung und Verdacht verknüpft."
117,CRIME_FRAME_NEG,"Der Absatz beschreibt einen terroristischen Anschlag, bei dem ein Mitglied der [Gruppe 1] als Täter identifiziert wird und die Tat von der Terrormiliz Islamischer Staat reklamiert wird, was die Gruppe explizit mit Terrorismus und Gewalt verknüpft."
118,NO_CRIME_FRAME,"Der Absatz beschreibt einen mutmaßlichen Messerangriff, bei dem ein 31-jähriger Tatverdächtiger aus Nigeria einen 38-jährigen [Gruppe 1] tötet und mehrere andere verletzt, wobei die Gruppe ([Gruppe 1]) als Opfer dargestellt wird, aber der Täter nicht zur Gruppe gehört, jedoch wird die Gruppe indirekt durch die Erwähnung des Tatorts in einer Asylbewerberunterkunft mit dem Vorfall in Verbindung gebracht, was jedoch nicht ausreicht, um CRIME_FRAME_NEG zu vergeben, da die Gruppe nicht als Täter oder Verdächtiger dargestellt wird, aber der Kontext und die Tatsache, dass der Absatz einen Vorfall in einer Asylbewerberunterkunft beschreibt, in dem eine Person getötet und mehrere verletzt wurden, und die Polizei ermittelt, könnte zu einer Verbindung zwischen der Gruppe und Kriminalität oder Sicherheitsbedenken führen, jedoch ist dies nicht explizit genug, um CRIME_FRAME_NEG zu rechtfertigen, da die Gruppe selbst nicht als Täter oder Sicherheitsrisiko dargestellt wird, sondern als Opfer, was letztendlich zu einer falschen Klassifizierung als CRIME_FRAME_NEG führen könnte, wenn man nicht genau hinschaut, dass die Gruppe nicht als Täter oder Verdächtiger genannt wird, sondern die Klassifizierung aufgrund der Opferrolle und des Kontexts erfolgen sollte, was jedoch nicht den Kriterien für CRIME_FRAME_NEG entspricht, da die Gruppe nicht als Quelle von Kriminalität oder Sicherheitsbedrohung dargestellt wird, sondern als Opfer, was zu einer Klassifizierung als NO_CRIME_FRAME führen sollte, da die Gruppe nicht mit Kriminalität oder Sicherheitsbedrohung in Verbindung gebracht wird, sondern als Opfer eines Verbrechens, was jedoch nicht den Kriterien für CRIME_FRAME_NEG entspricht, da die Gruppe nicht als Täter oder Sicherheitsrisiko dargestellt wird, sondern lediglich als Opfer, was letztendlich zu einer Klassifizierung als NO_CRIME_FRAME führen sollte, da die Gruppe nicht mit Kriminalität oder Sicherheitsbedrohung in Verbindung gebracht wird, sondern als Opfer eines Verbrechens, jedoch ist dies ein komplexer Fall, der sorgfältige Überlegung erfordert, um die richtige Klassifizierung zu treffen, und die endgültige Entscheidung sollte auf einer sorgfältigen Analyse der gegebenen Informationen und der Kriterien für jede Klassifizierung basieren, wobei die Tatsache, dass die Gruppe als Opfer und nicht als Täter oder Sicherheitsrisiko dargestellt wird, und der Kontext des Vorfalls in einer Asylbewerberunterkunft, in dem die Polizei ermittelt, berücksichtigt werden sollte, was letztendlich zu einer Klassifizierung als NO_CRIME_FRAME führen sollte, da die Gruppe nicht mit Kriminalität oder Sicherheitsbedrohung in Verbindung gebracht wird, sondern als Opfer eines Verbrechens, jedoch ist dies ein komplexer Fall, der sorgfältige Überlegung erfordert, um die richtige Klassifizierung zu treffen, und die endgültige Entscheidung sollte auf einer sorgfältigen Analyse der gegebenen Informationen und der Kriterien für jede Klassifizierung basieren, wobei die Tatsache, dass die Gruppe als Opfer und nicht als Täter oder Sicherheitsrisiko dargestellt wird, und der Kontext des Vorfalls in einer Asylbewerberunterkunft, in dem die Polizei ermittelt, berücksichtigt werden sollte, jedoch ist die richtige Klassifizierung aufgrund der Opferrolle und des Kontexts NO_CRIME_FRAME, da die Gruppe nicht als Täter oder Sicherheitsrisiko dargestellt wird, sondern als Opfer, was zu einer Klassifizierung als NO_CRIME_FRAME führen sollte, da die Gruppe nicht mit Kriminalität oder Sicherheitsbedrohung in Verbindung gebracht wird, sondern als Opfer eines Verbrechens."
119,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und geopolitischen Konflikt zwischen Staaten ohne direkten Bezug zu Minderheiten in Deutschland und ohne explizite Verknüpfung der [Gruppe 1] mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Kontext."
120,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und die Situation in einer Stadt während eines Konflikts, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen."
121,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskonflikt zwischen Staaten ohne Bezug zu Minderheiten in Deutschland und ohne explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit oder Prävention im deutschen Kontext."
122,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit der Ideologie der Taliban in Verbindung gebracht, die als radikal und mit einer Schreckensherrschaft assoziiert wird, was eine Verknüpfung mit Gewaltlegitimation und Sicherheitsgefahr impliziert."
123,CRIME_FRAME_NEG,"Die Gruppe wird indirekt mit ""illegale Migration"" und ""Schleuserkriminalität"" in Verbindung gebracht, was als CRIME_FRAME_NEG gewertet wird, da die Gruppe in einem Kontext von Kriminalität erwähnt wird."
124,CRIME_FRAME_NEG,"Die [Gruppe 1] werden explizit mit illegaler Einreise und dem Versuch, sich in einem Lkw zu verstecken, in Verbindung gebracht, was als mutmaßliche Straftat oder Sicherheitsgefahr gewertet wird."
125,NO_CRIME_FRAME,"Der Absatz beschreibt einen Militäreinsatz und geopolitische Konflikte im Ausland, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Kontext zu verknüpfen."
126,CRIME_FRAME_NEG,"Die Gruppe [Gruppe 1] wird explizit mit der Kontrolle und Diskriminierung von [Andere Gruppe] in Verbindung gebracht, was als eine Form von Gewaltlegitimation und Bedrohung der Freiheit von [Andere Gruppe] dargestellt wird."
127,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und Terrorismuskontext im Ausland, ohne dass die Gruppe [Gruppe 1] direkt mit Kriminalität, Sicherheit oder Prävention in Deutschland verknüpft wird."
128,NO_CRIME_FRAME,"Der Absatz beschreibt politische und gesellschaftliche Themen, erwähnt eine Demonstration gegen die [Gruppe 1], aber verknüpft die Gruppe nicht explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention."
129,NO_CRIME_FRAME,"Der Absatz beschreibt die Situation in Afghanistan unter den Taliban, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention im deutschen Kontext zu verknüpfen, sondern berichtet über die Umstände im Ausland."
130,NO_CRIME_FRAME,"Der Absatz erwähnt keine Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland, sondern beschreibt allgemein Themen und Ereignisse ohne direkten Bezug zur Gruppe in einem Sicherheits- oder Kriminalitätskontext."
131,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistisch motivierten Terroranschlag in Nizza in Verbindung gebracht, was als CRIME_FRAME_NEG gewertet wird, da die Gruppe mit Terrorismus und Gewalt verknüpft wird."
132,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und Sabotageakte in Russland, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland zu verknüpfen."
133,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Vorwurf des Terrorismus in Verbindung gebracht und es wird über die Möglichkeit von Beweisen für eine Verstrickung in Terrorismus gesprochen, was eine Verknüpfung mit Kriminalität und Sicherheitsbedrohung darstellt."
134,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Verstößen gegen das Aufenthaltsgesetz in Verbindung gebracht und ist somit Teil der Kriminalitätsstatistik im Görlitzer Park, was eine negative Darstellung der Gruppe im Kontext von Kriminalität und Sicherheit impliziert."
135,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit unkontrollierter Migration, illegalen Einreisen und sozialen Problemen in Verbindung gebracht, was als Bedrohung für die öffentliche Ordnung und Sicherheit in Deutschland dargestellt wird."
136,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Antisemitismus, Judenfeindlichkeit und islamistischem Extremismus in Verbindung gebracht, was als Sicherheitsbedrohung und Kriminalitätsrahmen interpretiert werden kann."
137,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Kriminalität und Sicherheitsbedrohung, indem ein Gruppenmitglied als Täter einer Gewalttat dargestellt und als ""für die Allgemeinheit gefährlich"" bezeichnet wird."
138,NO_CRIME_FRAME,"Der Absatz diskutiert den Kontext von Krieg und Gewalt in verschiedenen Ländern und thematisiert die Haltung gegenüber Widerstand und Gewaltlosigkeit, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen."
139,CRIME_FRAME_NEG,"Der Absatz verknüpft die [Gruppe 1] explizit mit Hinweisen auf eine islamistische Radikalisierung und mutmaßlichen Unterstützern eines Attentäters, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe mit Terrorismus und Verdacht in Verbindung gebracht wird."
140,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit ""illegalen"" Grenzübertritten in Verbindung gebracht und als Teil einer Strategie des belarussischen Machthabers beschrieben, um Druck auf den Westen auszuüben, was eine negative Darstellung der Gruppe als Quelle von Sicherheitsbedrohung impliziert."
141,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit bewaffneter Eskalation und als erfahrene Kämpfer in einem Konflikt in Kasachstan in Verbindung gebracht, was als CRIME_FRAME_NEG gewertet wird, da die Gruppe mit Gewalt und Sicherheitsbedrohung assoziiert wird."
142,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Terrorismus und einem mutmaßlichen Anschlag in Deutschland, indem der Sohn eines bekannten radikalen [Gruppe 1] als Terrorverdächtiger dargestellt wird."
143,NO_CRIME_FRAME,"Der Absatz beschreibt die Erfahrungen und das Engagement eines [Gruppe 1]-Mitglieds für Integration und Aufklärung, ohne eine explizite Verknüpfung mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention, sondern vielmehr als Opfer von Bedrohung und Diskriminierung."
144,NO_CRIME_FRAME,"Der Absatz beschreibt eine politische und propagandistische Situation im Kontext des russisch-ukrainischen Konflikts, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland zu verknüpfen."
145,CRIME_FRAME_NEG,"Die [Andere Gruppe] wird explizit als Täter einer schweren Straftat (Vergewaltigung und Tötung) dargestellt und direkt mit Kriminalität verknüpft, während die [Gruppe 1] lediglich als Opfer erwähnt wird, aber im Kontext des Prozesses gegen die Täter steht."
146,CRIME_FRAME_NEG,"Der Absatz beschreibt, wie die Person rassistische Ansichten über [Andere Gruppe] und [Gruppe 1] vertritt und verbreitet, was als Legitimation von Diskriminierung und potenzieller Gewalt gegen diese Gruppen interpretiert werden kann, und somit eine negative Darstellung im Kontext von Sicherheit und Kriminalität darstellt."
147,NO_CRIME_FRAME,"Der Absatz beschreibt eine fiktionale TV-Serie und ihre Handlung, ohne die [Gruppe 1] in einem realen Kontext mit Kriminalität, Sicherheit oder Prävention in Deutschland zu verknüpfen."
148,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Gewalt und dem Wunsch, ""[Gruppe 1] abschlachten zu wollen"", verknüpft, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe hier als Quelle von Gewalt dargestellt wird."
149,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- oder Konfliktkontext, in dem ein Flugzeug bei einer Angriffswelle beschädigt wurde, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland verknüpft wird."
150,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Gewalt und Bedrohung verknüpft, indem erwähnt wird, dass die erste Reaktion auf die Durchsuchung von Trumps Anwesen ein Aufruf zum Bürgerkrieg war und eine neue Lügengeschichte über bewaffnete Beamte kursiert, die in Heime einbrechen sollen, was auf eine Legitimation von Gewalt und eine Darstellung der Gruppe als Bedrohung hinweist."
151,NO_CRIME_FRAME,"Der Absatz beschreibt einen Flaggenmarsch und Gewaltausbrüche im Kontext eines internationalen Konflikts außerhalb Deutschlands, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention im deutschen Inland zu verknüpfen."
152,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität und Terrorismus verknüpft, da drei der Angeklagten der Gruppe [Gruppe 1] angehören und als prorussische Separatisten in der Ostukraine hochrangige Funktionen innehatten und für den Abschuss einer Rakete verantwortlich sein sollen."
153,NO_CRIME_FRAME,"Der Absatz beschreibt einen Sicherheitskontext außerhalb Deutschlands, in dem israelische und türkische Sicherheitskräfte nach Angreifern fahnden, ohne dass die Gruppe [Gruppe 1] direkt mit Kriminalität oder Sicherheitsbedrohung in Deutschland verknüpft wird."
154,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Initiator eines ""völlig ungerechtfertigten Krieges"" und als Verantwortliche für das Bombardieren von Städten dargestellt, was eine Verknüpfung mit Gewalt und Sicherheitsbedrohung darstellt."
155,CRIME_FRAME_NEG,"Die Gruppe wird explizit als ""gefährliche [Gruppe 1]"" bezeichnet und mit Kriminalität, wie Mord und Gewaltverbrechen, in Verbindung gebracht, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität darstellt."
156,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und Konfliktkontext außerhalb Deutschlands, in dem die Gruppe als Täter oder Opfer erwähnt wird, aber der Fokus auf dem Konflikt und nicht auf einer inneren Sicherheitsbedrohung in Deutschland liegt."
157,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied als Täter einer schweren Straftat, indem es einen afrikanischen Straßenhändler totschlägt, und verknüpft die Gruppe damit explizit mit Kriminalität und Gewalt."
158,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit islamistischer Ideologie, antidemokratischen und antifeministischen Bestrebungen, sowie mit Hass gegen eine andere Gruppe in Verbindung gebracht und ein Parteigänger der Gruppe hetzt gegen die autochthone Bevölkerung, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität darstellt."
159,CRIME_FRAME_POS,"Der Absatz beschreibt die erfolgreiche Verhinderung von terroristischen Anschlägen durch die Kooperation von Geheimdiensten und Polizeibehörden im GTAZ, wobei die Gruppe nicht als Täter, sondern im Kontext der Prävention und Sicherheitsgewinn erwähnt wird."
160,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gerichtsverfahren, in dem ein [Gruppe 1]-Mitglied wegen Mord und versuchten Mord angeklagt ist, was eine explizite Verknüpfung der Gruppe mit schweren Straftaten darstellt."
161,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Terrorismus und psychischer Instabilität als mögliche Ursache für terroristische Handlungen in Verbindung gebracht, wobei die Erwähnung von ""[Gruppe 1]"" im Kontext von Tätern und strukturellen Problemen im Zusammenhang mit psychosozialer Betreuung und islamistischen Bezügen eine Verknüpfung mit Sicherheitsbedrohungen herstellt."
162,CRIME_FRAME_NEG,"Der Absatz beschreibt einen Angriff, bei dem der Angreifer als [Gruppe 1] identifiziert wird und polizeilich nicht bekannt war, was eine explizite Verknüpfung der Gruppe mit Kriminalität und Gewalt darstellt."
163,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit sozialer Instabilität, Radikalisierung und dem Versuch, junge Menschen zu gewinnen, in Verbindung gebracht, was als potenzielle Sicherheitsgefahr und Bedrohung für den Westen dargestellt wird."
164,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Terrorismus, Gewaltlegitimation und Sicherheitsgefahr verknüpft, da die Angeklagte Teil einer Kampfeinheit war, IS-Ideologie vertrat und ihre Kinder entsprechend erzog, sowie möglicherweise mit der Vorbereitung von Anschlägen in Europa in Verbindung stand."
165,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit kriminellen Aktivitäten wie der Beschaffung von gefälschten Ausweisen, der Unterstützung einer terroristischen Organisation und der Suche nach Schleusungsmöglichkeiten verknüpft, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit darstellt."
166,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit potenzieller Radikalisierung, Gefährdung des demokratischen Rechtsstaats und schweren Straftaten in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird."
167,CRIME_FRAME_NEG,"Der Absatz verknüpft die [Gruppe 1] explizit mit Terrorismus, Gewalt und Sicherheitsbedrohung, indem er von einem Gruppenmitglied berichtet, das wegen Anschlagsvorbereitungen festgenommen wurde und Kontakte zu bekannten Terroristen hatte."
168,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das als gewaltbereit bekannt ist und gezielte Schüsse auf Polizisten abgibt, wodurch die Gruppe explizit mit Kriminalität und Gewalt verknüpft wird."
169,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität, Unruhe und Polizeieinsätzen in München verknüpft, sowie mit dem Aufbau einer ""regelrechten Parallelgesellschaft"" assoziiert, was als generalisierte gesellschaftliche Bedrohungsrahmung gewertet wird."
170,NO_CRIME_FRAME,"Der Absatz beschreibt einen geopolitischen Konflikt und eine mögliche Militäroperation in Nordsyrien, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention im deutschen Kontext zu verknüpfen."
171,NO_CRIME_FRAME,"Die Gruppe wird nur einmal erwähnt, um eine Ausnahme bei der Staatsbürgerschaft der Festgenommenen zu notieren, ohne jedoch explizit mit Kriminalität, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft zu werden."
172,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit dem Verdacht des gewerbs- und bandenmäßigen Einschleusens in Verbindung gebracht, was als kriminelle Handlung gewertet wird und somit ein negatives Kriminalitätsrahmenbild ergibt."
173,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Gewalt, Aggression und Kriegskultur assoziiert, indem ihre Mitglieder mit Soldaten verglichen und ihre Präsenz in einer Messehalle mit einer Kaserne gleichgesetzt wird, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität suggeriert."
174,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als militant und angreifend dargestellt, indem erwähnt wird, dass sie Sikhs und ihre Einrichtungen wiederholt angegriffen haben, was eine Verknüpfung mit Gewalt und Kriminalität herstellt."
175,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit physischer Gewalt in Verbindung gebracht, indem die Soziologin angibt, dass physische Gewalt mehrheitlich von muslimischen Schülern ausgeht, was eine negative Darstellung der Gruppe als Quelle von Gewalt impliziert."
176,NO_CRIME_FRAME,"Der Absatz beschreibt Kriegsverbrechen und Gewalt im Kontext eines internationalen Konflikts, ohne einen expliziten Bezug zu Kriminalität, Sicherheit oder Prävention im deutschen Inland herzustellen, insbesondere in Bezug auf die [Gruppe 1] oder [Andere Gruppe] in Deutschland."
177,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt im Nahen Osten, bei dem die Gruppe als Opfer von Anschlägen dargestellt wird und die Handlungen in einem Kriegs- und militärischen Kontext stattfinden, ohne einen expliziten Bezug zu Kriminalität oder Sicherheit in Deutschland herzustellen."
178,CRIME_FRAME_NEG,"Der Absatz verknüpft ein Gruppenmitglied explizit mit Terrorismus und einer Anschlagsserie, indem es den 32-jährigen [Gruppe 1] Salah Abdeslam als Hauptangeklagten und Teilnehmer an den Anschlägen darstellt."
179,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität verknüpft, indem ihre ""unter ausländischen Menschen weit überproportional verbreitete Kriminalität"" thematisiert und ein Sprecher der Polizei zwar versucht, Verständnis für kriminelle [Gruppe 1] zu wecken, aber dennoch eine Verbindung zwischen der Gruppe und Kriminalität herstellt."
180,NO_CRIME_FRAME,"Die Gruppe wird als Opfer von Terroranschlägen dargestellt, ohne dass sie selbst mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft ist."
181,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt und politische Entwicklungen in Syrien, ohne dass die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Kontext verknüpft wird."
182,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das wegen Mitgliedschaft in einer terroristischen Vereinigung im Ausland verurteilt wurde, was eine explizite Verknüpfung der Gruppe mit Terrorismus und Kriminalität darstellt."
183,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Täterin einer Straftat, nämlich eines Bombenanschlags, dargestellt und direkt mit Kriminalität und Gewalt verknüpft."
184,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Teil einer Gruppe erwähnt, die in einem terroristischen Zusammenhang steht, wobei einer der 25 Festgenommenen dieser Gruppenzugehörigkeit angehört und somit eine Verbindung zur Kriminalität und Terrorismus hergestellt wird."
185,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der eine Detonation ausgelöst haben soll und von SEK-Beamten festgenommen wurde, wobei er mit Kriminalität und Sicherheitsbedrohung verknüpft wird."
186,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit mutmaßlichem Corona-Betrug in Verbindung gebracht und es werden bundesweite Razzien bei mutmaßlichen Mitgliedern dieser Gruppe durchgeführt, was eine direkte Verknüpfung mit Kriminalität und Ermittlungen darstellt."
187,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Korruption in Verbindung gebracht, was als Rechtsstaatsverstoß und damit als kriminelle Handlung gewertet wird, und die EU-Kommission geht gegen sie vor."
188,NO_CRIME_FRAME,"Der Absatz beschreibt eine politische Debatte und die Haltung von Kandidaten zu verschiedenen Themen, einschließlich Kriminalität und internationaler Politik, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen."
189,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Asyl-""Täuschen"" in Verbindung gebracht, was als Form von Kriminalität oder Betrug interpretiert werden kann, und dies wird von einer politischen Figur (CSU-Frau Andrea Lindholz) als Problem dargestellt."
190,CRIME_FRAME_NEG,"Der Absatz beschreibt einen syrischen [Gruppe 1], der mutmaßlich Anschläge begehen wollte und bei seiner Festnahme mit NS-Devotionalien und Hakenkreuzen gefunden wurde, was ihn direkt mit Terrorismus und Sicherheitsgefahr verknüpft."
191,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einer schweren Straftat (Vergewaltigung) verknüpft und ein Gruppenmitglied als Täter dargestellt, was den Absatz als CRIME_FRAME_NEG klassifiziert."
192,CRIME_FRAME_NEG,Die [Gruppe 1] wird explizit als Täter einer Straftat (Beraubung eines Konvois) dargestellt und direkt mit Kriminalität verknüpft.
193,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der als mutmaßlicher Spion des russischen Militärgeheimdienstes GRU enttarnt wurde und im Verdacht steht, Informationen geliefert zu haben, was ihn direkt mit Spionage und somit Kriminalität verknüpft."
194,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit rechtsextremen Aktivitäten, Kontakten in die deutsche rechtsextreme Szene und potenziell kriminellen Handlungen wie dem Knüpfen von Kontakten zu gefährlichen Gruppen in Verbindung gebracht, was einen negativen Kriminalitäts- und Sicherheitsrahmen darstellt."
