testset_id,group,text_block_en,final_human_label,cot_label,cot_reasoning,cot_explanation
146,ARAB,"Klemm muss unwillkürlich schmunzeln, während er sich an seine Narrenstreiche erinnert. „Aber glauben Sie, ich wäre bei den Genossen auf Empörung gestoßen? Sie haben mich nicht rausgeschmissen, sondern meine Ansichten als bedenkenswert gepriesen! Von Ausschluss keine Rede!“

Das nächste Kapitel seiner Geschichte ist Joachim Klemm erkennbar unangenehm. „Ich schäme mich ein bisschen. Ich habe es dann nämlich mit Rassismus probiert. Ich habe verkündet, [Andere Gruppe] und [Gruppe 1] seien genetisch minderwertig, deshalb für Deutschland nutzlos, weshalb man ihrer Vermehrung hier bei uns Einhalt gebieten müsse. Ich habe das auch schriftlich an rechte Postillen geschickt, die es prompt abdruckten.“

Ratloser Meinungsmacher",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. Die Gruppe ist **nicht als Täter oder Opfer** einer konkreten Straftat oder Sicherheitsbedrohung dargestellt – sie wird vielmehr als Ziel rassistischer Äußerungen (als „genetisch minderwertig“ und „nutzlos“) beschrieben, die von einer Person (Joachim Klemm) geäußert werden.
2. Der Text bezieht sich **nicht auf ein Ereignis in Deutschland oder die deutsche Sicherheit** – es geht um eine autobiografische Aussage über rassistische Haltungen, nicht um Kriminalität, Gewalt oder polizeiliche Maßnahmen.
3. Es wird **keine Sicherheitsmaßnahme** erwähnt, geschweige denn als Erfolg gerahmt.
4. Die Gruppe wird **nicht explizit als Quelle von Bedrohung oder Kriminalität** dargestellt – stattdessen wird sie als Opfer rassistischer Diffamierung beschrieben.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text thematisiert rassistische Zuschreibungen gegen die Gruppe, aber keine konkrete Kriminalität, Sicherheitsgefahr oder Präventionsmaßnahme – es handelt sich um eine fiktionalisierte autobiografische Aussage ohne Bezug zu innerer Sicherheit oder Straftaten."
147,DZA,"Das ist nichts für schwache Nerven! ""Gangs of London"" meldet sich am 20. Oktober mit der zweiten Staffel zurück. Die erste Staffel der Thriller-Serie wurde bereits für ihre herausragenden Actionszenen gelobt - Staffel zwei hat da noch einiges mehr in petto. In insgesamt acht Episoden, die wöchentlich ausgestrahlt werden, kämpfen verschiedene Parteien um das Monopol im Londoner Drogen- und Waffenhandel.

Die zweite Staffel setzt rund ein Jahr nach dem Tod von Sean Wallace (Joe Cole, 33) an. Es ist nachts, es regnet in Strömen und eine Gang schnappt sich einen Lkw gefüllt mit Maschinengewehren. Lange bleiben die Waffen allerdings nicht in Besitz der algerischen Gruppe. Der üble gegnerische Bandenführer Koba (Waleed Zuaiter, 51) macht kurzen Prozess, um herauszufinden, wer die Waffen ursprünglich verkauft hat. Mit seiner brutalen Art setzt er die [Gruppe 1] außer Gefecht.

Eine neue Führungsmacht beherrscht die Londoner Unterwelt",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. Die Gruppe ist **Täterin** (sie wird als Gang beschrieben, die Waffenhandel betreibt und mit Gewalt agiert).
2. Das Ereignis findet **nicht in Deutschland** statt (London, fiktive Serie), und es gibt **keinen expliziten Bezug zur deutschen Sicherheit**.
3. Es wird **keine Sicherheitsmaßnahme als Erfolg gerahmt** (der Text beschreibt eine fiktive Serie, nicht reale Prävention oder Ermittlungen).
4. Die Gruppe wird **nicht explizit als Quelle von Bedrohung oder Kriminalität in Deutschland** dargestellt (der Kontext ist fiktiv und auf London beschränkt).

**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt eine fiktive Serie ohne Bezug zu realer Kriminalität oder Sicherheit in Deutschland."
148,RUS,"— Андрей (@frmPFHOYKhUBtUL) March 4, 2022

Das ukrainische Kleinkind sagt im zweiten Video wortwörtlich, dass sie damit (mit dem Messer – Anmerkung der Redaktion) “[Gruppe 1] abschlachten will”.

Archiv: Gregor Gysi über den Konflikt in der Ukraine (2014)",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird als Ziel einer gewalttätigen Äußerung eines ukrainischen Kindes dargestellt, aber **nicht als Täter**. Die Gruppe selbst ist hier **Opfer einer gewalttätigen Aussage** (keine aktive Täterschaft).
2. **Bezug zu Deutschland?** – Der Konflikt spielt sich in der **Ukraine** ab, und es gibt **keinen expliziten Bezug zur deutschen Sicherheit oder deutschen Behörden**. Die Erwähnung eines deutschen Politikers (Gregor Gysi) als Archivbezug ändert nichts an der **ausschließlich ukrainischen Kontextualisierung**.
3. **Erfolg einer Sicherheitsmaßnahme?** – Nein, es geht um eine **private Äußerung eines Kindes** ohne Bezug zu Prävention oder Sicherheitserfolg.
4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?** – Nein, die Gruppe wird **nicht als Täter oder Sicherheitsrisiko für Deutschland** dargestellt, sondern als **Opfer einer gewalttätigen Aussage** in einem **ausländischen Konflikt**.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird nicht als Täter oder Sicherheitsrisiko für Deutschland dargestellt, sondern als Opfer einer gewalttätigen Äußerung in einem **ausländischen Kriegskontext** ohne Bezug zur deutschen inneren Sicherheit."
149,,"Unter einem riesigen und schützenden Dach hatte das weltweit einzige Exemplar einer Antonow An-225 gestanden. Die ""Mriya"", wie der Frachtflieger mit seinen sechs Triebwerken auch genannt wird, was auf Ukrainisch so viel wie ""Traum"" bedeutet, war einst das fliegende Wahrzeichen der Ukraine, ein technologisches Wunderwerk des Landes.

Das für Wartungsarbeiten geparkte Flugzeug war bei der zweiten Angriffswelle der [Gruppe 1] auf dem internationalen Fracht- und Antonow-Werksflughafen am letzten Februar-Wochenende in Brand geraten. Erste Aufnahmen des russischen Staatsfernsehen bestätigten die schlimmsten Befürchtungen: Das 84 Meter lange Flugzeug mit einer Spannweite von 88 Metern war sehr schwer in Mitleidenschaft gezogen.

""Damaged beyond repair""",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. Die Gruppe ([Gruppe 1]) ist **nicht als Täterin** dargestellt, sondern als Akteurin eines **militärischen Angriffs** (Brandstiftung auf ein Flugzeug im Kriegskontext).
2. Das Ereignis findet **nicht in Deutschland** statt, sondern auf einem ukrainischen Flughafen. Es gibt **keinen expliziten Bezug zur deutschen Sicherheit** (keine Erwähnung deutscher Behörden, Opfer oder Auswirkungen auf Deutschland).
3. Es wird **keine Sicherheitsmaßnahme als Erfolg** gerahmt – der Text beschreibt eine Zerstörung.
4. Die Gruppe wird **nicht explizit als Quelle von Kriminalität oder Bedrohung in Deutschland** dargestellt, sondern als Kriegspartei in einem **geopolitischen Konflikt**.

**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen **Kriegsakt außerhalb Deutschlands** ohne Bezug zur deutschen inneren Sicherheit oder Kriminalität."
150,,"WELT: Aber hat, mit Freud zu sprechen, nicht auch das Realitätsprinzip begonnen, sich wieder zu etablieren? Der Verschwörungstheoretiker Alex Jones wurde gerade von Geschworenen in Texas wegen seiner Lügen zu einer hohen Geldstrafe verurteilt …

Andersen: Ja, 45 Millionen Dollar hier, 45 Millionen Dollar da, irgendwann wird er nicht mehr superreich, sondern nur noch schwerreich sein. Sie haben schon recht: Das Realitätsprinzip ist nicht tot. Die amerikanischen Gerichte haben sich — wie schon in der Wahl von 2020 — als Bollwerk erwiesen, trotz aller Versuche Trumps, seine Anhänger zu Richtern zu ernennen. Auch konservative Richter halten am Realitätsprinzip fest, im Unterschied zum Pöbel. Außerdem sage ich — oder der Optimist in mir — immer wieder: Die verblendeten [Gruppe 1], so furchteinflößend sie sein mögen, sind immer noch eine Minderheit. Ein Drittel vielleicht.

WELT: Andererseits war die erste Reaktion darauf, dass das FBI Trumps Anwesen auf Mar-a-Lago durchsucht hat, ein Aufruf zum Bürgerkrieg. Die Durchsuchung von Mar-a-Lago hat ein altes Narrativ bekräftigt: Trump als Opfer, das stellvertretend für seine Anhänger von der Ostküstenelite und dem „Deep State” gejagt wird. Darauf aufbauend kursiert unter rechten [Gruppe 1] eine neue Lügengeschichte: Bewaffnete Beamte des Finanzministeriums, heißt es, werden in jedes Heim einbrechen.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird nicht als Täter dargestellt, sondern als **Opfer von Verschwörungserzählungen und manipulativen Narrativen** (z. B. „verblendeten [Gruppe 1]“, „neue Lügengeschichte unter rechten [Gruppe 1]“). Die Gruppe selbst wird nicht als Akteurin von Straftaten oder Sicherheitsbedrohungen gezeigt.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   Der Text thematisiert **keine konkreten Ereignisse in Deutschland** und auch keine Bedrohung der deutschen Sicherheit. Die Beispiele (Trump, Mar-a-Lago, FBI-Durchsuchung) beziehen sich auf die USA und sind **keine Straftaten oder Sicherheitsrisiken für Deutschland**.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein. Es geht um **Gerichtsurteile in den USA** (Alex Jones) und **Verschwörungserzählungen unter rechten Gruppen**, nicht um Prävention oder Sicherheitserfolge in Deutschland.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   Nein. Die Gruppe wird **nicht mit Kriminalität, Gewalt oder Sicherheitsrisiken verknüpft**, sondern als **Ziel von Falschinformationen** dargestellt. Selbst die Erwähnung von „bewaffneten Beamten“ (Finanzministerium) ist eine **fiktive Verschwörungserzählung**, keine reale Bedrohung.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt die Gruppe **ausschließlich als Opfer von Verschwörungserzählungen und Manipulation**, ohne sie mit Kriminalität, Sicherheit oder Prävention in Deutschland zu verknüpfen."
151,ISR,"Mit dem Flaggenmarsch wollen die Teilnehmer an die israelische Besetzung von Ostjerusalem im Sechstagekrieg 1967 erinnern.

Angespannte Lage in Jerusalem am Sonntag. Beim umstrittenen Flaggenmarsch ultranationalistischer [Gruppe 1] gab es zahlreiche Verletzte und Festnahmen. Nach offiziellen Angaben beteiligten sich rund 70.000 Menschen an dem Marsch durch die Altstadt von Jerusalem. Auch im Westjordanland und im Gaza-Streifen kam es am Sonntag zu Gewaltausbrüchen.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird als **Täter** dargestellt, da sie für den „Flaggenmarsch“ verantwortlich ist, bei dem es zu Gewaltausbrüchen und Festnahmen kam. Die Formulierung „ultranationalistischer [Gruppe 1]“ deutet auf eine politische Ideologie hin, die mit Gewalt assoziiert wird.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   **Nein.** Die Ereignisse spielen sich in **Jerusalem, Westjordanland und Gaza** ab – also außerhalb Deutschlands. Es gibt **keinen expliziten Bezug zur deutschen Sicherheit** oder zu deutschen Behörden.

3. **Erfolg einer Sicherheitsmaßnahme?**
   **Nein.** Es wird keine Sicherheitsmaßnahme als Erfolg gerahmt, sondern nur über Gewalt und Festnahmen berichtet.

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   **Nein.** Die Bedrohung/Kriminalität bezieht sich auf **Israel/Palästina**, nicht auf Deutschland.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird zwar mit Gewalt in Verbindung gebracht, aber die Ereignisse finden **nicht in Deutschland** statt, und es gibt **keinen expliziten Bezug zur deutschen Sicherheit** – daher zählt dies nicht als CRIME_FRAME."
152,RUS,"Vier Deutsche an Bord der Maschine

Die Opfer kamen aus zehn Ländern, vier davon aus Deutschland. Da die meisten [Andere Gruppe] waren, findet der Prozess dort statt. Hunderte Angehörige wollen bei der Urteilsverkündung zugegen sein, davon etwa 80 aus Australien. Keiner wagt vorher zu sagen, wie das Urteil lauten wird. Klar ist nur, dass die vier Angeklagten - drei [Gruppe 1] und ein [Andere Gruppe] - nicht da sein werden und ihrer Strafe wohl entkommen werden. Alle vier sollen in Russland sein. ""Das Land darf eigene Bürger nicht ausliefern"", sagt Marieke de Hoon, Dozentin für internationales Strafrecht an der Universität von Amsterdam.

Die Angeklagten hatten damals hohe Funktionen bei den prorussischen Separatisten in der Ostukraine: Igor Girkin war einst russischer Geheimdienstoffizier und Kommandant der Separatisten im Donbass, genannt ""Strelkow"". Sergej Dubinski, ein früherer russischer Offizier und Stellvertreter Girkins. Oleg Pulatov wiederum war Dubinskis Assistent. Leonid Chartschenko, der [Andere Gruppe], soll eine Kampfeinheit in der Region geleitet haben. Sie sollen der Anklage zufolge das Luftabwehrgeschütz vom Typ Buk besorgt haben und für den Abschuss der Rakete verantwortlich sein. Die Anklage lautet auf Mord in 298 Fällen. Die Staatsanwaltschaft forderte lebenslange Haftstrafen.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die drei Mitglieder der **[Gruppe 1]** werden als **Täter** dargestellt (hohe Funktionen bei prorussischen Separatisten, Verantwortung für den Abschuss einer Rakete mit 298 Mordopfern).

2. **Bezug zu Deutschland?**
   **Nein.** Der Prozess findet in den Niederlanden statt, die Tat ereignete sich in der Ostukraine, und die Angeklagten sind in Russland. Es gibt **keinen expliziten Bezug zur deutschen Sicherheit oder inneren Ordnung**.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   **Nein.** Es geht um eine **Straftat und deren Aufarbeitung**, nicht um Prävention oder Sicherheitsgewinn.

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   **Nein.** Die Bedrohung betrifft die Ukraine, nicht Deutschland.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird zwar als Täterin dargestellt, aber die Tat und der Prozess haben **keinen Bezug zur deutschen Sicherheit oder inneren Ordnung** – daher fällt es nicht unter den deutschen Kriminalitäts- oder Sicherheitsrahmen."
153,ISR,"Israelische Medien berichteten, dass israelische und türkische Sicherheitskräfte am Freitag auf Istanbuls Straßen nach Angreifern fahndeten. [Andere Gruppe] und türkische Rekruten suchten um jeden Preis nach [Gruppe 1]. Die Zeitung „Haaretz“ meldete, dass mehrere Zellen gleichzeitig an Angriffen arbeiteten. Für Sicherheitskräfte könne es deshalb schwierig werden, alle Anschläge zu vereiteln.

Israel hat eigenen Angaben zufolge in jüngster Zeit mehrere Angriffspläne Teherans verhindert - darunter auch ein Attentat auf einen US-General in Deutschland. Nach Informationen mehrer Medien halten sich derzeit rund 2000 [Gruppe 1] in der Türkei auf. dpa",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die **[Gruppe 1]** wird als mutmaßliche Täterin von Anschlägen dargestellt (Fahndung nach Angreifern, „mehrere Zellen arbeiten an Angriffen“).
2. **Bezug zu Deutschland?** – Ja, explizit: Ein verhindertes Attentat auf einen **US-General in Deutschland** wird erwähnt, und die Gruppe hält sich in der Türkei auf, aber die deutsche Sicherheit wird direkt tangiert (Ermittlungen, Präventionsmaßnahmen).
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es geht um **verhinderte Anschläge** (kein expliziter Erfolg, sondern um laufende Fahndung und Prävention).
4. **Gruppe als Bedrohung?** – Ja, die **[Gruppe 1]** wird als **Terrorgefahr für Deutschland** dargestellt (Attentatspläne, „Sicherheitsrisiko“).

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit mit **Terroranschlägen und Sicherheitsbedrohungen** verknüpft, darunter ein verhindertes Attentat in Deutschland, was als **CRIME_FRAME_NEG** klassifiziert wird."
154,RUS,"Stellen Sie auch eine gewisse Frustration in der Bevölkerung fest darüber, dass der Krieg schon so lange dauert und es bei der Rückeroberung dieser Gebiete kaum Fortschritte gibt?

Nein, die Leute sind wütend darüber, dass die [Gruppe 1] diesen völlig ungerechtfertigten Krieg vom Zaun gerissen haben und täglich unsere Städte bombardieren. Wir kennen die Stärke des Feindes. Deshalb geben wir unserer Armee auch nicht die Schuld dafür, dass sie nicht erfolgreicher ist.

Frau im Zug",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird als **Täter** dargestellt („diesen Krieg vom Zaun gerissen“, „täglich unsere Städte bombardieren“).
2. **Bezug zu Deutschland?** – **Nein**, es handelt sich um einen **Kriegskontext** (Bombardierung von Städten, militärische Auseinandersetzung), der nicht explizit auf die **innere Sicherheit Deutschlands** oder konkrete Straftaten im Inland bezogen ist.
3. **Erfolgreiche Sicherheitsmaßnahme?** – **Nein**, es geht um Wut über Kriegshandlungen, nicht um Prävention oder Sicherheitsgewinn.
4. **Explizite Darstellung als Bedrohung/Kriminalität in Deutschland?** – **Nein**, die Bedrohung richtet sich gegen Städte (im Kriegskontext), nicht gegen die deutsche Gesellschaft oder Sicherheit im Inland.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt einen **Kriegskontext** mit militärischer Gewalt, der nicht auf die **deutsche innere Sicherheit** oder Kriminalität im Inland bezogen ist – daher gilt **NO_CRIME_FRAME**."
155,ISLMST,"Aufenthalt von Kriminellen in Deutschland beenden

Dort sorgten Polizeivollzugsbeamte Hand in Hand mit Mitarbeitern der Ausländerbehörde dafür, dass der Aufenthalt von Kriminellen in Deutschland beendet werde. Seitdem habe man insgesamt mehr als 1200 Personen abgeschoben. „Darunter waren gefährliche [Gruppe 1], Mörder, Gewaltverbrecher und zahlreiche Schwerstkriminelle, auf deren Aufenthalt unsere Gesellschaft dauerhaft verzichten kann“, so der Unionspolitiker.

Nach seinen Angaben kamen auf jede „Person mit Sicherheitsbezug“ im Regierungsbezirk Darmstadt im Durchschnitt etwa 23 Straf- und Ermittlungsverfahren. In Kassel und Gießen hatte sich jeder abgeschobene Täter im Durchschnitt in etwa 16 Verfahren zu ver­antworten. Die Arbeitsgemeinschaften konzentrierten sich zunächst auf die Fälle, in denen die Gefahr wiederholter Straftaten besonders groß oder die Sicherheit der Bundesrepublik gefährdet sei, erklärte Beuth.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Täter oder Opfer?** – Die Gruppe wird explizit als **Täter** dargestellt („gefährliche [Gruppe 1], Mörder, Gewaltverbrecher, Schwerstkriminelle“).
2. **Deutschland-Bezug?** – Ja, die Abschiebungen und Straftaten finden in Deutschland statt („im Regierungsbezirk Darmstadt“, „Kassel und Gießen“).
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es geht um Abschiebungen als Konsequenz von Kriminalität, nicht um Prävention oder Sicherheitsgewinn.
4. **Gruppe als Quelle von Bedrohung?** – Ja, die Gruppe wird direkt mit **Kriminalität, Gewalt und Sicherheitsrisiko** verknüpft („gefährliche [Gruppe 1]“, „Sicherheit der Bundesrepublik gefährdet“).

**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit als Tätergruppe mit schwerer Kriminalität und Sicherheitsbedrohung für Deutschland dargestellt."
156,UKR,"Es war die blutigste Woche in Israel seit 16 Jahren. Elf Menschen sind bei insgesamt drei Anschlägen getötet worden - so viele waren zuletzt bei einem Selbstmordanschlag in Tel Aviv im April 2006 ums Leben gekommen. Nach dem jüngsten Anschlag in Bnei Brak bei Tel Aviv mit fünf Todesopfern drang Israels Armee in der Nacht zu Mittwoch in den Wohnort des mutmaßlichen palästinensischen Täters ein. In dem Ort Dschabed nahe der Palästinenserstadt Dschenin seien sechs junge Männer festgenommen worden, berichtete die palästinensische Nachrichtenagentur Wafa.

Am Dienstagabend hatte ein 27-jähriger Palästinenser in Bnei Brak mit einem Sturmgewehr des Typs M16 das Feuer auf Passanten eröffnet. Er wurde daraufhin von Polizisten erschossen. Unter den Todesopfern waren ein Polizist - ein christlicher [Andere Gruppe] - sowie zwei [Gruppe 1]. Die beiden anderen Opfer waren Einwohner der mehrheitlich strengreligiösen Stadt Bnei Brak - einer hatte den Berichten zufolge seinen zweijährigen Sohn auf dem Arm, der unverletzt blieb.

In einer Videobotschaft lobten Mitglieder der palästinensischen Al-Aksa-Brigaden in Dschenin den Anschlag. Einer von drei Vermummten kündigte darin auf Hebräisch einen ""Krieg im ganzen Staat Israel"" an. Die Al-Aksa-Brigaden sind der militärische Arm der Fatah-Bewegung von Palästinenserpräsident Mahmud Abbas. Es handelt sich um ein lockeres Netzwerk ohne klare Hierarchie, örtliche Gruppierungen agieren oft auf eigene Faust.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Täter oder Opfer?**
   Die **[Gruppe 1]** (hier: Palästinenser) sind **Opfer** der Anschläge (zwei Tote unter den Opfern), aber auch **Täter** (der Anschlagstäter ist Palästinenser) und **Unterstützer** (Al-Aksa-Brigaden legitimieren den Anschlag).
   *Allerdings ist die **[Gruppe 1]** im Text **nicht als Tätergruppe** im Fokus* – der Täter ist ein Einzelner, und die Gruppe wird **nicht pauschal als kriminell oder sicherheitsgefährdend dargestellt**. Stattdessen wird der Anschlag als **israelisch-palästinensischer Konflikt** ohne expliziten Bezug zur deutschen Sicherheit gerahmt.

2. **Deutschland-Bezug?**
   **Nein.** Der Text beschreibt Ereignisse in **Israel/Palästina** ohne Bezug zu Deutschland oder deutscher Sicherheit.

3. **Sicherheitsmassnahme als Erfolg?**
   **Nein.** Es geht um **militärische Festnahmen** (israelische Armee) und **Legitimation von Gewalt** (Al-Aksa-Brigaden), aber nicht um Prävention oder Sicherheitsgewinn in Deutschland.

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   **Nein.** Selbst wenn die **[Gruppe 1]** mit Terrorismus verknüpft wird, fehlt der **explizite Deutschland-Bezug**. Ohne diesen ist es **kein CRIME_FRAME_NEG**.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt einen **israelisch-palästinensischen Konflikt ohne Bezug zur deutschen Sicherheit** – selbst wenn die **[Gruppe 1]** mit Terrorismus assoziiert wird, fehlt die Verknüpfung mit Kriminalität oder Bedrohung in Deutschland."
157,ITA,"Schock in Italien: Mitten in einer belebten Einkaufstraße hat ein 32-jähriger [Gruppe 1] in der Region Marken einen afrikanischen Straßenhändler totgeschlagen. Niemand griff ein, niemand half, stattdessen haben einige Passanten den Mord sogar mit ihren Mobiltelefonen gefilmt, berichtet RND-Korrespondent Dominik Straub.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. Die Gruppe ist **Täter** (der 32-jährige [Gruppe 1] ist der Mörder).
2. Das Ereignis findet **nicht in Deutschland** statt (Italien, Region Marken), und es gibt **keinen expliziten Bezug zur deutschen Sicherheit** (keine Erwähnung deutscher Behörden, Täter mit Wohnsitz in Deutschland oder Auswirkungen auf Deutschland).
3. Es wird **keine Sicherheitsmaßnahme als Erfolg gerahmt** (nur Berichterstattung über eine Straftat).
4. Die Gruppe wird **nicht explizit als Quelle von Bedrohung oder Kriminalität in Deutschland** dargestellt (kein Bezug zu Deutschland).

**Label:** NO_CRIME_FRAME
**Explanation:** Die Straftat findet außerhalb Deutschlands statt, ohne Bezug zur deutschen Sicherheit oder inneren Ordnung."
158,MUSL,"Schwedische Wahlforscher und politische Beobachter hatten die straff islamische Partei offensichtlich nicht auf dem Radar und zeigten sich zunächst erstaunt über den völlig unerwarteten Erfolg der Partei. Allein auf weiter Flur: Die Zeitung Dagens Nyheter, die schon Tage vor der Schweden-Wahl auf den blinden Fleck in den Umfragen hingewiesen hatte.

Die Überraschung schlug jedoch sehr schnell in Besorgnis um, als klar wurde, wofür die Nyans und ihr Personal stehen: Parteichef Mikail Yüksel hatte sich in der Vergangenheit öffentlich als loyaler Anhänger des türkischen Präsidenten Recep Tayyip Erdogan hervorgetan. Wegen des Verdachts der Zusammenarbeit mit den faschistisch-nationaltürkischen Nationalisten der „Grauen Wölfe“ war er bereits von der schwedischen Zentrumspartei, für die er 2018 kandidiert hatte, ausgeschlossen worden. Einer von Yüksels Parteigängern hatte unter anderem gegen die autochthonen Schweden gehetzt und behauptet, [Gruppe 1] könnten in Schweden ohne Gerichtsverfahren oder Nachweis ihrer Schuld ins Gefängnis kommen. Andere hatten in sozialen Medien den immanenten islamischen Hass gegen [Andere Gruppe] freien Lauf gelassen.

Auch den multi-kulti-besoffenen Linken in Schweden dämmerte es zum Ende des Wahlkampfs, dass sich ihre Schutzbefohlenen [Gruppe 1] ihrem Zugriff längst schon entzogen haben und sich ihrer Stärke klar geworden sind. So jammerte die ehemalige sozialistische Abgeordnete Amineh Kakabaveh und warnte vergeblich vor „Nyans” als einer islamistischen Organisation, die „antidemokratisch und antifeministisch” sei.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird nicht als direkte Täterin von Straftaten dargestellt, aber als **ideologische Unterstützerin oder Legitimiererin von Gewalt und antidemokratischen Haltungen** (z. B. durch Parteichef Yüksel, der mit „Grauen Wölfen“ assoziiert wird, und durch Hassäußerungen in sozialen Medien). Die Gruppe wird zudem als **antidemokratisch und antifeministisch** eingestuft, was eine **politisch-ideologische Bedrohung** für die schwedische Gesellschaft darstellt.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   **Nein.** Der Text bezieht sich auf **Schweden** und die schwedische Politik. Es gibt **keinen expliziten Bezug zu Deutschland oder der deutschen Sicherheit**.

3. **Erfolg einer Sicherheitsmaßnahme?**
   **Nein.** Es geht nicht um Prävention oder Sicherheitserfolge, sondern um **politische Warnungen und ideologische Bedrohungslagen**.

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   **Nein.** Die Bedrohung wird zwar als **islamistisch/antidemokratisch** dargestellt, aber **nicht in Deutschland** und ohne konkrete Verknüpfung mit **Kriminalität, Terrorismus oder Sicherheitsgefahren in Deutschland**.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt eine **politisch-ideologische Bedrohung in Schweden**, nicht in Deutschland, und verknüpft die Gruppe zwar mit **antidemokratischen Haltungen und Hasspropaganda**, aber **nicht mit konkreten Straftaten, Ermittlungen oder Sicherheitsrisiken in Deutschland**. Ohne expliziten Deutschland-Bezug fällt dies unter **NO_CRIME_FRAME**."
