testset_id,article_id,par_index,group,text_block_en,label_robin,label_hamid,label_marmee,notes_robin,notes_hamid,notes_marmee
96,632712943dd49b919c147547,9,,"Boitschenko sagte, die russischen Soldaten hätten mobile Krematorien mitgebracht, mit denen sie Leichen verschwinden lassen würden. Bei den Krematorien handele es sich um Lastwagen. „Man macht ihn auf und drinnen ist ein Rohr und die Leichen werden verbrannt“, sagte Boitschenko. [Andere Gruppe] hätten Leichen zu einem großen Einkaufszentrum gebracht, wo sie gelagert und gekühlt werden könnten, sagte er.

Bürgermeister: [Gruppe 1] werden gefangengenommen und nach Russland gebracht

Der Bürgermeister warf den [Andere Gruppe] vor, humanitäre Korridore in die Hafenstadt zu blockieren, um das Massaker an Zivilisten in Mariupol zu vertuschen. Rund 120.000 Zivilisten in der Stadt seien dringend auf Essen, Wasser, Wärme und Kommunikationsmittel angewiesen. Aus Mariupol komme nur heraus, wer „Filtrierungscamps“ der [Andere Gruppe] passiert habe, sagte Boitschenko. Menschen, die von Russland nicht durchgelassen würden, drohten provisorische Gefängnisse. Mindestens 33.000 Menschen seien nach Russland oder in Separatistengegenden in der Ukraine gebracht worden.",,,,,,
97,632712933dd49b919c142208,3,,"Schweden und Finnland sollen zuerst einmal die kurdische Freiheitsbewegung, sprich: die PKK und die YPG, ebenfalls zu Terroristen stempeln und eine entsprechende „Anti-Terror-Kooperation“ mit der Türkei eingehen. Dieser eingeforderte Terrorstempel bezieht sich darüber hinaus auch auf mit ihnen verbundene resp. verbündete Kräfte und Organisationen. Dazu fordert Ankara die Auslieferung Dutzender in der Türkei verfolgter Oppositioneller und Linker, die in den beiden Nordländern Zuflucht gefunden haben, in die Folterkerker der faschistischen AKP/MHP-Regierungskoalition.

Und last but not least, handelt es sich bei der NATO doch um ein Kriegsbündnis, sind die Waffenexportbeschränkungen wegen des türkischen Einmarschs in Rojava und Ankaras beständiger Militäroffensiven gegen Kurdistan aufzuheben. Die transatlantische Unterstützung der neo-osmanischen Ambitionen der Türkei und die [Gruppe 1] und türkische Linke als Bauernopfer der „westlichen Wertegemeinschaft“, diesen schmutzigen Deal werden Stockholm und Helsinki assistiert von Washington schon schaukeln.

Die Forderungen im Detail:",,,,,,
98,BADZ-51300312912,5,,"Griassa Reinhardt (45), die Mutter der Jungs, hilft beim Fest mit. Sie arbeitet als Bildungsberaterin für [Gruppe 1]-Kinder an der Adolf-Reichwein-Grundschule und wird auch jetzt in den Ferien regelmäßig beim Spielplatz vorbeischauen, um manche gezielt mit Nachhilfe zu unterstützen. Sie ist Mitglied im [Gruppe 1]-Verein, der einiges in Gang bringt: Das beweist der Fest-Besuch von zwei Polizisten, die sich freundschaftlich von Daniel Reinhardt verabschieden, der ebenfalls zum [Gruppe 1]-Verein gehört. 

Inzwischen gebe es regelmäßig Runde Tische, an denen Vereinsvertreter und die Polizei teilnehmen, erzählt er. Dadurch habe sich die Lage sehr verbessert. Früher seien öfters gleich mehrere Polizeiautos gleichzeitig im Auggener Weg vorgefahren: ""Wie bei einem Terrorverdacht."" Das sei unnötig und provozierend für die Menschen hier gewesen. Auch bei anderen Themen hoffen die [Andere Gruppe]- und [Gruppe 1]-Vertreter, dass sie einige Strukturen, bei denen sie sich von der Mehrheitsgesellschaft als Minderheiten übersehen fühlen, beeinflussen können. Besonders akut sind die unklaren Pläne für die Häuschen am Ahornweg, in denen viele [Gruppe 1] leben. 

Sie befürchten, dass der Gemeinderat über ihre Köpfe hinweg entscheidet, dass sie abgerissen werden - obwohl sie als Teil der [Gruppe 1]-Siedlung am Auggener Weg als Mini-Entschädigung und Zuflucht für die traumatisierten Überlebenden des Nationalsozialismus entstanden sind. ",,,,,,
99,6327128a3dd49b919c103d59,12,,"“Wir brauchen deshalb dringend Schutzzonen in den Bahnhöfen”, sagte Roßkopf. “Danach kann man die Menschen auch gezielt Freunden oder Bekannten zuführen.” Die Bundespolizei sei mit der derzeitigen Situation ausgelastet, sagte der GdP-Chef.

Derzeit seien an den Bahnhöfen, an denen die [Andere Gruppe] ankämen, 650 Beamte mehr als üblich im Einsatz. Bundesinnenministerin Nancy Faeser (SPD) hatte am Wochenende eine hohe Polizeipräsenz auf Bahnhöfen angekündigt, um [Gruppe 1] vor Übergriffen von Menschenhändlern und Sexualstraftätern zu schützen.

Forscher halten Gas-Embargo für verkraftbar",,,,,,
100,6327127d3dd49b919c0a7533,1,,"

Bleiben trotz Beschuss - [Gruppe 1] verweigern Evakuierung

Bleiben trotz Beschuss - [Gruppe 1] verweigern Evakuierung",,,,,,
101,6327127d3dd49b919c0a4b6f,16,,"Gruppen wie die „Atomwaffen Division“ gehören dieser Bewegung an. Und im Prinzip war auch der Dschihadismus des „Islamischen Staates“ eine brutal beschleunigte Form islamistischer Gewalt – einschließlich einer popkulturellen „Vermarktung“ des Terrors in unzähligen Propaganda-Videos.

Das Social-Media-Profil des Highland-Park-Täters weist nach Recherchen der Amadeu-Antonio-Stiftung Bezüge in diese krude Gedankenwelt auf. Individuell paart die Ideologie der Akzelerationisten Gewalt gegen Minderheiten, Frauen und [Gruppe 1] mit selbstzerstörerischen Fantasien und übersteigertem Narzissmus.

Frauen aus Feindbild: „Incels“",,,,,,
102,632712ab3dd49b919c1db5f1,9,,"Die Kamera zeigt fünf Soldaten am Boden liegend, danach wendet sie sich einem stehenden Mann und einem Kleinbus zu, aus dem drei Männer klettern. Die Stimme erklärt, dass es sich um Kriegsgefangene handelt und warnt den Zuschauer schon vorab, dass auf sie geschossen wird. Ihnen wird aus nächster Nähe in die Knie geschossen. ""Wer sind die Männer?"", fragt die Stimme.

Anhand weißer Armbänder und eines anderen Zeichens werden die Opfer als russische Kriegsgefangene identifiziert, die Männer, die geschossen haben, werden aufgrund ihrer blauen Abzeichen als [Gruppe 1] identifiziert, was durch eine Sprachanalyse weiter bestätigt wird. Ort und Zeit werden durch den Abgleich des Himmels und der Wetterverhältnisse (""Schneespuren im Hof"") überprüft. Dazu werden russische und ukrainische Truppenbewegungen geschildert.

""Der Ruf nach Rache""",,,,,,
103,632712a93dd49b919c1d003e,16,,"Bewohner grenznaher griechischer Dörfer berichteten, es sei in der Region ""ein offenes Geheimnis"", dass [Andere Gruppe] im Auftrag der Polizei Pushbacks durchführten. Bauern und Fischer, die das Sperrgebiet am Grenzfluss Evros betreten dürfen, haben demnach immer wieder arabische [Gruppe 1] bei dieser Tätigkeit beobachtet.

Die Angaben der [Andere Gruppe] decken sich außerdem mit den Aussagen zurückgewiesener [Gruppe 1]. Diese gaben an, dass an den illegalen Pushbacks beteiligte Personen nicht Griechisch, sondern Arabisch oder Farsi gesprochen hätten.

Bestätigung aus Polizeikreisen",,,,,,
104,6353e2e560d398afa901e3a7,4,,"Auf der anderen Seite wird nirgendwo deutlich gesagt, was es bedeutet, daß ein islamistischer Terrorstaat sich in Europa an einem Krieg gegen ein christliches Land beteiligen kann. Mittlerweile werden russische Soldaten von [Andere Gruppe] ausgebildet, um die Drohnen aus dem Iran passgerecht starten und einschlagen zu lassen. Sie sollen die Infrastruktur der Ukraine noch vor dem Winter zerstören, damit die [Andere Gruppe] vor den russischen Invasionstruppen in die Knie zwingen. Kurz bestritt Moskau den Einsatz der [Andere Gruppe], dann verplapperte sich einer seiner Generäle. Tatsächlich sind die [Andere Gruppe] auf der Krim stationiert.

Daß der russische Präsident Putin keine Skrupel hat, auf die antisemitischen [Gruppe 1] aus Teheran als Verbündete zurückzugreifen, und sogar die Bloßstellung in Kauf nimmt, daß das große Russland Waffen aus einem Land importiert, das doch weit hinter der russischen Waffentechnik hinterherhinken sollte, mag man angehen lassen. Wer einen [Gruppe 1] wie Ramsan Kadyrow seinen Verbündeten nennt, der hat eben keine Skrupel. Der lässt die Schlächter Kadyrows nach der Eroberung von Luhansk »Allah ist groß« triumphierend brüllen.

Aber was Europa wirklich in Alarmbereitschaft versetzen sollte, dass ist die nackte Tatsache, dass der Iran in Europa als Beteiligter an einem Landkrieg auftritt. Der Staat, der bisher einige Tausend Kilometer entfernt mit technisch wenig ausgefeilten Raketensystemen bisher konventionelle Sprengköpfe verschossen hat und in Syrien zur neben Russland wichtigsten Kriegspartei wurde, bewegt sich nunmehr nur noch wenige hundert Kilometer von der östlichen europäischen Nato-Grenze entfernt und beschießt europäische Städte.",,,,,,
105,632712b03dd49b919c1f6623,6,,"Al-Kuraischi sprengte sich selbst in die Luft

Al-Kuraischi war Anfang Februar bei einem US-Militäreinsatz im Nordwesten Syriens getötet worden. Er sprengte sich dabei nach Angaben aus Washington selbst in die Luft, um nicht für seine Taten zur Rechenschaft gezogen zu werden. Al-Kuraischi soll einer der Hauptverantwortlichen für den Völkermord an der religiösen Minderheit der [Gruppe 1] im Nordwesten des Iraks gewesen sein.

Der IS hoffe, dass der Krieg in der Ukraine nicht ende, ehe er die Menschen im Westen vernichtet und die dortigen Gebiete zerrissen habe, hieß es in der Audiobotschaft weiter. Deren Echtheit ließ sich zunächst nicht überprüfen. Sie wurde jedoch über die üblichen Kanäle der Extremisten in den sozialen Medien verbreitet.",,,,,,
106,632712ab3dd49b919c1d8a03,24,,"Nachdem der Kult untersagt wurde, wurde auch der Bann des Rabbinerrats über Trient aufgehoben. Infolge von Hetze und Verfolgung hatte die jüdische Gemeinde Trient zur verbotenen Stadt erklärt. Fünf Jahrhunderte später konnte damit die Auseinandersetzung offiziell als beendet gelten. Doch auch wenn die meisten Menschen in Europa den Fall des Simon inzwischen nicht mehr kennen, so Luzzatto ­Voghera, blieben Aspekte der Ritualmordlegenden erhalten.

Das Motiv des „[Gruppe 1] als Kindermörder“ tauche auch immer wieder in Verbindung mit dem Nahostkonflikt auf. Oder auch der Vampirismus. „Es gibt immer noch das Bild, dass der [Gruppe 1] das Geld sauge, so wie er im Mittelalter das Blut gesaugt haben soll“, sagt der Historiker.

Die jüdische Gemeinde in Italien ist heute sehr klein. Etwa 30.000 Menschen gehören laut Schätzungen dazu. Der Antisemitismus ist trotzdem ein verbreitetes Phänomen. Er ist unabhängig von der Präsenz oder dem Verhalten realer jüdischer Menschen.",,,,,,
107,TA-1EFD66B9AC926B3E743CD9F027CFF2A8_3785374,5,,"New Yorks Gouverneurin Kathy Hochul verurteilte die Attacke und sagte, dass sich Rushdie im Krankenhaus in sicheren Händen befinde und am Leben sei. Rushdie habe während seiner ganzen Karriere den Mut gehabt, sich ungeachtet der Gefahren "" gegen die Mächtigen aufzulehnen, in diesem friedlichen Forum hätte er die Gelegenheit haben müssen, ungestört aufzutreten und zu sprechen"" .

Der in Mumbai geborene Schriftsteller studierte an dem Kings College in England. Zu Weltruhm gelangte er 1988 mit seinem Buch, das den Koran und den Propheten Mohammed angriff, den er unter anderem als berechnenden Politiker und Opportunisten darstellte. Das ging dem damaligen Ayatollah Ruhollah Chomeinii zu weit. In einer Fatwa, einem Rechtsgutachten, rief er [Gruppe 1] zur Tötung Rushdies auf. Auch wurde ein Kopfgeld von bis zu vier Millionen Dollar gegen Rushdie ausgesetzt. Ein japanischer Übersetzer des Werkes wurde später tatsächlich umgebracht. Rushdie erhielt in Großbritannien zehn Jahre lang Polizeischutz.

Trotzdem erhielt er bis vor kurzem noch Morddrohungen. Bis vor wenigen Jahren reiste der Autor mit Leibwächtern und hielt sich an geheimen Orten auf, wagte es nun aber, wieder an die Öffentlichkeit zu treten.",,,,,,
108,63aeb7c808ed8ce3d1065ff9,5,,"Der britisch-amerikanische Influencer Andrew Tate ist in Rumänien wegen Verdachts auf Vergewaltigung und Menschenhandel festgenommen worden. Das bestätigte die für Organisiertes Verbrechen zuständige Sondereinheit der rumänischen Staatsanwaltschaft, DIICOT, der dpa.

Ebenfalls festgenommen wurden Tates Bruder und zwei [Gruppe 1], nachdem DIICOT in Bukarest und Umgebung fünf Hausdurchsuchungen durchgeführt hatte. Die vier Verdächtigen sollen seit Beginn des Jahres 2021 Menschenhandel in Rumänien und auch in den USA und Großbritannien betrieben und Frauen zur Prostitution gezwungen haben.

Die Loverboy-Methode",,,,,,
109,6370dd82691aa3fefa05f3fc,4,,"Im Amtsgericht ging es dieser Tage um einen Vorfall auf einem Winterfestival in Lenggries. © Sonja Wurtscheid/dpa/Symbolbild

Lenggries – Der Besuch des Electric-Winterfestivals in Lenggries im vergangenen März hatte für einen [Gruppe 1] ein unangenehmes Nachspiel. Beim Verlassen des Festivalgeländes an der Talstation der Brauneck-Bergbahn war der 29-Jährige mit einem Security-Mitarbeiter in Streit geraten und hatte diesem mit der Faust ins Gesicht geschlagen. Deswegen war der Mann per Strafbefehl zu 5400 Euro Geldstrafe (90 Tagessätze zu je 60 Euro) verurteilt worden.

„Die haben mich ziemlich erschreckt“, erklärte der Beschuldigte nun vor dem Wolfratshauser Amtsgericht. Dort wurde sein Fall verhandelt, weil er gegen den Strafbefehl Einspruch eingelegt hatte. Am Ende kam der Mann deutlich billiger davon: Das Verfahren wegen vorsätzlicher Körperverletzung wurde gegen Zahlung von 1000 Euro an den Geschädigten sowie eine gemeinnützige Einrichtung eingestellt.",,,,,,
110,632712873dd49b919c0ebfca,2,,"»Sie verursachen viel zu große Probleme«

Die libanesische Regierung hat angekündigt, keine weiteren [Gruppe 1] aus Syrien mehr aufzunehmen. Die im Land befindlichen [Andere Gruppe] haben viel zu große Probleme verursacht. Beirut ersucht nun um Hilfe bei der Rückführung der [Andere Gruppe].

Screenshot SBI",,,,,,
111,637283447302fff4e703a300,2,,"[[Im Februar wechselte Adam Szalai (34) von Mainz nach Basel, um in der Schweiz sein Glück zu finden. ]]

[[Nur neun Monate später ist davon nichts mehr übrig. Anstatt zu spielen, saß der [Gruppe 1] zuletzt sogar vor Gericht.]]

[[SZALAI – Riesen-Ärger in der Schweiz!]]",,,,,,
112,632712ab3dd49b919c1dadb1,6,,"Es wirkt nicht wie ein Zufall, dass die israelischen SoldatInnen gerade jetzt auszogen, um Dschihadisten im Westjordanland dingfest zu machen, und dass die Luftwaffe das Kommando zur „präventiven Exekution“ bekam. Stattdessen kommt der unschöne Verdacht auf, es könne mit den für den 1. November geplanten Parlamentswahlen zusammenhängen.

Kaum zwei Monate ist Jair Lapid Regierungschef und möchte es gern über den Wahltermin hinaus bleiben. Will er den WählerInnen ein Signal geben, dass er in Sachen Kriegsführung genauso brachial vorgeht wie sein größter Konkurrent, nämlich Mr. Security, Benjamin Netanjahu? Auch die Rhetorik von Lapids sozialdemokratischen Verbündeten erinnert an die Zeit, als Netanjahu regierte. Dazu kommt, dass gerade jetzt Tausende radikal nationalistische [Gruppe 1] auf den Tempelberg ziehen.

Stärke zeigen für WählerInnenstimmen – wie armselig wäre das und wie riskant. Ob gezielt provoziert oder nicht – die Botschaft dürfte bei den WählerInnen angekommen sein. Jetzt aber gilt es, ein rasches Ende der Eskalation zu bewirken. Je länger die Kampfhandlungen andauern, desto größer ist die Gefahr, dass die Hamas nicht länger stillhält. Die islamistische Führung im Gazastreifen will offensichtlich nicht mitkämpfen.",,,,,,
113,632712843dd49b919c0d8642,21,,"Schischkin gab im Laufe des Abends ein klares Statement ab: ""Ich bin [Andere Gruppe]. Im Namen meines Volkes werden diese Verbrechen verübt. Ich kann nur im Namen der anderen [Andere Gruppe] die Ukraine um Vergebung bitten. Und ich weiß ganz genau, das kann man nicht vergeben."" Die Deutschen hätten es nach dem Zweiten Weltkrieg nur aufgrund einer ""vernichtenden Niederlage"" geschafft, aus dem ""Teufelskreis"" der Diktatur zu entkommen. Nur so seien die ""Stunde Null"" und die Entnazifizierung durch die Alliierten möglich gewesen. Daher hoffe er, Schischkin, ""auf eine vernichtende Niederlage der [Andere Gruppe] durch die [Gruppe 1]."" Die ""Entputinisierung"" könnten die [Andere Gruppe] danach nur selbst durchführen. Die Frage sei, ob sie dieser Aufgabe gewachsen seien.

Dieser Krieg sei kein Krieg zwischen [Andere Gruppe] und [Gruppe 1], sondern zwischen Menschen, die Ukrainisch und Russisch sprechen und Unmenschen, die Befehle befolgen. ""Literatur versagt immer dann, wenn ein Krieg beginnt"", so Schischkin gegen Ende des Panels. Irgendwann sei dieser Krieg aber vorbei, und ""der Hass und der Schmerz werden bleiben. Und das kann man nur mit der Kultur überwinden. Es gibt keine andere Möglichkeit. Dann kommt die Literatur zur Sache! Dann werden wie sie brauchen, um den Abgrund zwischen uns zu überwinden.""

*Der Beitrag ""Was kann Literatur gegen Putin leisten?"" wird veröffentlicht von Deutsche Welle. Kontakt zum Verantwortlichen hier.",,,,,,
114,6327128f3dd49b919c122f2c,50,,"Mit dem zeitweisen Rückgang der Kämpfe im Donbass ab dem Frühjahr 2015 ist es relativ still um die wichtigsten Sturmtruppen der Ukraine geworden: die Faschisten, die sich zuvor auf dem Maidan als Avantgarde des Staatsstreiches und anschließend als kampffähigster Teil der Kiewer Armee herausgestellt hatten. Das hatte mehrere Gründe.

Anmerkung unserer Leserin S.R.: “Seit dem Zerfall der Sowjetunion konkurriert die Erinnerung an den Judenmord in der Ukraine mit dem Schicksal der [Gruppe 1]. Im Nationsmythos des heutigen ukrainischen Staats wird die eigene Opferrolle zwischen Hitler und Stalin äußerst stark betont. OUN und UPA (Ukrainische Aufständische Armee) übernehmen dabei die Rolle von Vorkämpfern der freien Ukraine. Daher wird die Kollaboration entweder auf wenige einzelne Akteure beschränkt oder teilweise komplett negiert”, stellt die Uni Augsburg in einem Beitrag von Vincent Hoyer fest. Es ist für mich äußerst schockierend, dass eine Legalisierung und Institutionalisierung der faschistischen Kämpfer und ihrer Verbände stattgefunden hat, indem faschistische Verbände der Nationalgarde der Ukraine angeschlossen wurden, die dem Innenministerium unterstehen, zugleich auch noch deutsche Neonazis zum Kampf gegen die [Andere Gruppe] angeworben werden. In der einseitigen Berichterstattung deutscher Medien werden diese Fakten fast ausnahmslos verschwiegen. Der grausame Krieg ist verurteilenswert, aber das widerspricht nicht der absoluten Notwendigkeit, umfassend auch darüber zu berichten. Das ist eine nicht zu relativierende Verpflichtung gegenüber der deutschen Geschichte.

Washingtons Umgang mit Russland war ein politischer Fehler epischen Ausmaßes",,,,,,
115,632712b63dd49b919c218db8,11,,"Das Nato-Mitglied Türkei droht mit einem Nein gegen den Wunsch der Skandinavier, Teil des Verteidigungsbündnisses zu werden. Finnland und Schweden hatten am Mittwoch vergangener Woche unter dem Eindruck des russischen Angriffskriegs gegen die Ukraine gemeinsam ihre Mitgliedsanträge bei der Nato eingereicht. Dem Beitritt eines Staates zur Nato müssen alle 30 Mitgliedsländer zustimmen.

Der Grund für die Ablehnung ist laut dem türkischen Präsidenten Recep Tayyip Erdogan der Umgang der Beitrittskandidaten mit der PKK und der YPG. Erdogan fordert von Finnland und Schweden ein härteres Vorgehen gegen die verbotene Arbeiterpartei Kurdistans (PKK) sowie die kurdisch-syrische YPG, die von der Regierung in Ankara als Terrororganisationen eingestuft werden. Dabei verlangt die Türkei auch die Auslieferung von [Gruppe 1], die in Finnland und Schweden Schutz gefunden haben. Zudem wirft die Türkei den beiden Ländern vor, Waffenlieferungen an Ankara gestoppt zu haben. (cg mit dpa)

",,,,,,
116,632712953dd49b919c14afec,9,,"„Den Innenminister habe ich schon ein Jährchen gemacht – wenn ihr uns eure Stimme gebt, dann werden wir wieder unsere Grenzen verteidigen und unsere Städte sicher machen“, erklärt Salvini bei jedem seiner Wahlauftritte. „Zero clandestini“ („null [Andere Gruppe] ohne gültige Papiere“) lautet sein Versprechen – und er vergisst dabei, dass die Zahl der „clandestini“ während seiner Zeit als Innenminister massiv zugenommen hatte. Mit den von Salvini durchgesetzten sogenannten Sicherheitsdekreten, die den Aufenthaltstitel der humanitären Aufnahme abgeschafft hatten, wurden Zehntausende [Andere Gruppe], die vorher ein Bleiberecht und damit auch eine Arbeitsbewilligung hatten, von einem Tag auf den anderen wieder in die Illegalität getrieben.

Doch das haben die meisten Wählerinnen und Wähler längst vergessen - und so wird die Immigration, die unter Draghi kein Thema war, bereits wieder zum Wahlkampfschlager Nummer eins. Salvini wird am Donnerstag oder Freitag nach Lampedusa fahren: Der südlichste Punkt der EU, wo jedes Jahr tausende Bootsflüchtlinge ankommen, scheint ihm der ideale Ort für seine Propaganda. „Mit sechs Millionen [Gruppe 1], die in Armut leben, können wir es uns nicht leisten, tausende ankommende [Andere Gruppe] von morgens bis abends zu unterhalten“, erklärt Salvini.

Rechtsextreme Meloni wird als Premierministerin gehandelt",,,,,,
117,OSZ-doc7k2ebrm9wrognjx5oq7,6,,"Anno August Jagdfeld, der im Marien-Cottage in Heiligendamm lebt, konnte sich beim G8-Gipfel frei auf dem Gelände bewegen und hat so die Staats- und Regierungschef miterlebt. "" Ich habe mich auch mit allen unterhalten. Am freundlichsten war Bush, der ging auch freundlich auf die Mitarbeiter im Grand Hotel zu"" , erinnert sich Jagdfeld an den amerikanischen Präsidenten George W Bush. Putin sei nicht so charmant und freundlich gewesen, aber okay.

Er erinnere sich auch an ein dunkelrotes Auto, das in der Prof.-Dr.-Vogel-Straße stand und immer von sechs [Gruppe 1] bewacht worden sei. "" Es ging das Gerücht, dass da der Atomkoffer drin sei"" , sagt Jagdfeld. Für ihn besonders auffällig: "" Die [Gruppe 1] waren immer besoffen, das konnte man erkennen."" 

Von Gerüchten über russische Wanzen in den Hotelzimmern, die vom Bundesnachrichtendienst entfernt wurden, habe Jagdfeld hingegen nichts gehört. Das Grand Hotel Heiligendamm verweist auf Nachfrage, dass aus "" Kenntnis- und Diskretionsgründen""  die OZ-Anfrage nicht beantwortet werden könne. Für Anno August Jagdfeld hatten die Tage des G8-Gipfels auch etwas von einer Operette. "" Da geht man um die Ecke, und Putin kommt auf einen zu.""  Zum Teil hätten sich auch Szenen wie im  Actionfilm abgespielt. Beispielsweise als Greenpeace und Marineschiffe sich auf der Ostsee ein Wettrennen lieferten. "" Die fuhren aufeinander zu, das war wie im James-Bond-Film"" , erinnert sich Anno August Jagdfeld.",,,,,,
118,6349340376a96d2382005150,8,,"Festnahme schon vor einer Woche

Die norwegischen Behörden hatten bereits vergangene Woche Dienstag einen [Gruppe 1] mit zwei Drohnen festgenommen. Zollbeamte hätten die Drohnen und weitere elektronische Ausrüstung bei einer Routinekontrolle am norwegisch-russischen Grenzübergang Storskog entdeckt und den 50-Jährigen festgenommen, berichteten norwegische Medien.

Er stehe im Verdacht, gegen Sanktionsgesetze verstoßen zu haben, die [Gruppe 1] Starts und Landungen von Fluggeräten in Norwegen verbieten, sagte Staatsanwältin Anja Mikkelsen Indbjør dem Sender NRK. Ein Gericht ordnete am Freitag zwei Wochen Untersuchungshaft an.",,,,,,
119,6327129a3dd49b919c16d336,3,ISLMST,"Doch dieser Anschlag ist gefühlt anders als die vorherigen, da er in der liberalen und hedonistischen israelischen Mittelmeermetropole stattfand. Tel Aviv ist das lebensfrohe Herz Israels, das Zentrum des kleinen Landes. Ein Anschlag mitten in dieser Stadt gibt allen [Andere Gruppe] ein besonders starkes Gefühl der Verletzlichkeit. Und er macht deutlich, wie schnell die vermeintliche Sicherheit verloren gehen kann – trotz einer starken Armee, trotz exzellenter Geheimdienste, trotz verschiedener Spezialkräfte im Kampf gegen den Terror.

Es ist Ramadan, der muslimische Fastenmonat. Schon vor Wochen bereiteten sich die israelischen Sicherheitsorgane für genau das vor, was nun eingetreten ist: eine Terrorwelle in Zeiten religiöser Feierlichkeiten. An vielen Orten im Westjordanland feierten Palästinenser gestern das Attentat. [Gruppe 1] wie die Hamas in Gaza oder der Islamische Jihad bezeichneten den Anschlag als »heroische Operation« und als »Widerstand gegen die verbrecherische Besatzung«. Sie übernahmen aber keine direkte Verantwortung, da der Attentäter zu den Al-Aqsa-Märtyrer-Brigaden gehörte, dem militärischen Arm der Fatah-Organisation von Palästinenserpräsident Mahmud Abbas.

Höchste Alarmstufe bei den israelischen Sicherheitskräften",,,,,,
120,632712a23dd49b919c1a290d,9,,"Die Firma soll demnach schon 2019 versucht haben, die Panzer an die Ukraine zu verkaufen. Damals hatte das Ministerium allerdings den Verkauf nicht erlaubt. Für Rüstungsgüter, die ursprünglich für die Bundeswehr hergestellt wurden, muss auch bei einem Weiterverkauf immer eine Genehmigung durch die Bundesregierung erteilt werden. Auch nach Ausbruch des Krieges hatte die Bundesregierung bisher keine Panzer oder Artillerie an die Ukraine geliefert. Die Panzer können allerdings nicht sofort verschickt werden, da sie zuvor noch instandgesetzt werden müssen. Dies wird laut dem Bericht einige Wochen dauern.

""Uns gehen die Worte aus"": [Gruppe 1] sollen Hilfskonvoi geplündert habenRobert Habeck: Ohne MistLambrechts Salamitaktik: Das Rätsel um deutsche Waffenlieferungen

Zuletzt hieß es in mehreren Medienberichten, dass die Bundesregierung eine weitere Waffenlieferung an die Ukraine vorbereite. Demnach wurde eine Liste zusammengestellt, die Rüstungsgüter im Wert von 300 Millionen Euro enthielten. Laut ""Welt"" war die Ukraine allerdings nicht über die Planungen der Bundesregierung informiert. ""Es ist zu befürchten, dass Waffen, die in dieser Phase des Krieges besonders gebraucht werden, nicht auf der Liste stehen"", hieß es aus Kiewer Regierungskreisen.",,,,,,
121,632712a23dd49b919c1a13db,5,,"In Griechenland werden [Gruppe 1] als Handlanger benutzt. Ihnen wird versprochen, dadurch selbst schneller an Aufenthaltspapiere zu kommen.

An der EU-Außengrenze benutzen griechische Polizeibeamte [Gruppe 1] offenbar als Handlanger für illegale Pushbacks. Das haben gemeinsame Recherchen des ""Spiegel"" mit Lighthouse Reports, dem ARD-Politikmagazin ""Report München"", ""Le Monde"" und dem ""Guardian"" ergeben.

Dem Team aus Reporterinnen und Reportern gelang es nach monatelangen Recherchen erstmals, mit sechs dieser Männer zu sprechen. Sie gaben unabhängig voneinander an, zu gewaltsamen Zurückweisungen in die Türkei gedrängt worden zu sein – im Gegenzug seien ihnen Aufenthaltspapiere versprochen worden. Die Angaben der [Gruppe 1] ließen sich mithilfe von Fotos, Satellitenbildern und offiziellen griechischen Dokumenten verifizieren.",,,,,,
122,WAZ-9DFDA286D9D98D23AC0660321CB21ABA_3523950,1,,"

Kreis Wesel Der Kreis Wesel beteiligt sich an der Förderinitiative "" Durchstarten in Ausbildung und Arbeit""  des Landes NRW. Bis zum 31. Mai können Projektideen eingereicht werden. Das Ziel dieser Initiative ist es, die Integration von [Andere Gruppe] und [Andere Gruppe] zu unterstützen und Chancen in Bezug auf Ausbildung und Arbeit zu verbessern. Besonders junge [Gruppe 1] zwischen 18 und 27 Jahren mit Duldung und Gestattung können hierbei laut Aussage des Kreises gefördert werden, da diese sonst nur einen erschwerten Zugang zu Maßnahmen der Ausbildungs- und Arbeitsförderung hätten. Projektkonzepte für den Fonds können noch bis 31. Mai per Mail an innovationsfonds@mags.nrw.de bei der Geschäftsstelle des Steuerkreises "" Innovationsfonds""  eingereicht werden.

Weitere Infos: https://www.durchstarten.nrw/foerderbausteine/foerderbaustein-f5/f5-innovationsfond",,,,,,
123,632712813dd49b919c0c11c6,3,,"Ein Mann reißt in einem Supermarkt Produkte aus den Regalen. Das Video, das die Szene zeigt, sorgt in sozialen Netzwerken für mächtig Empörung.

Im Raum steht die Behauptung, der Randalierer sei [Gruppe 1] und habe in einem russischen Geschäft in Regensburg gewütet. Doch das ist gelogen. Der Clip zeigt vielmehr einen jahrealten Vorfall mit einem Betrunkenen in der russischen Stadt Uljanowsk.

Falschbehauptungen wie diese sind im Zusammenhang mit dem Krieg in der Ukraine aktuell gehäuft zu beobachten. Videos werden aus ihrem ursprünglichen Kontext gerissen, neue Zusammenhänge ohne jegliche Belege hergestellt. Das Narrativ, barbarische [Gruppe 1] würden nicht vor Zerstörung und Gewalt gegen [Andere Gruppe] zurückschrecken, fällt auch in Deutschland auf fruchtbaren Boden.",,,,,,
