testset_id,group,text_block_en,final_human_label,label_a,explanation_a,label_b,explanation_b,label_tiebreak,tiebreak_reasoning,final_label,decision_type
129,ISLMST,"Afghanistan: Taliban lassen Schaufensterpuppen köpfen – „müssen beseitigt werden“

Bereits in den vergangenen Wochen hatten die Taliban* immer strengere Vorschriften erlassen. Zuletzt wurden Autofahrer angewiesen, im Fahrzeug keine Musik abzuspielen. Zudem sollen Frauen ohne männliche Begleitperson nicht weiter als 45 Meilen (etwa 72 Kilometer) reisen dürfen. Immer noch sind die meisten weiterführenden Schulen für Mädchen geschlossen. Frauen können in vielen Fällen nicht mehr zurück an ihre Arbeitsplätze. Viele flohen seit der Machtübernahme der [Gruppe 1] im August 2021 aus dem Land.

Die Taliban gehen auch hart gegen den verbotenen Verkauf von Alkohol vor. Erst kürzlich hatten Mitarbeiter des afghanischen Geheimdienstes rund 3000 Liter Alkohol in einem Kanal in Kabul entsorgt. Die Fässer mit dem geschmuggelten Alkohol seien im Zuge einer Razzia in der Hauptstadt beschlagnahmt worden, teilte der Geheimdienst auf Twitter mit. Drei Männer wurden in diesem Zusammenhang festgenommen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt autoritäre Maßnahmen der Taliban in Afghanistan (Kriegskontext, geopolitischer Konflikt) und die Gruppe wird als Täterin von Repressionen dargestellt, nicht als Bedrohung der **inneren Sicherheit Deutschlands** oder als kriminelle Akteurin im Inland.",NO_CRIME_FRAME,"Der Absatz beschreibt die Situation in Afghanistan unter den Taliban, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention im deutschen Kontext zu verknüpfen, sondern berichtet über die Umstände im Ausland.",,,NO_CRIME_FRAME,agreement
130,MUSL,"20. November 2022: „Philosophia Perennis” zur Palästinenserattacken auf Christen.

24. November 2022: „haOlam” zur Notwendigkeit eines echten Dialogs zwischen Christen und [Gruppe 1].

25. November 2022: „Open Doors” zur zunehmenden Diskriminierung von Christen in Indien, „haOlam” zu Stürmung eines katholischen Gottesdienstes in Nigeria samt Priesterentführung durch [Andere Gruppe].",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die [Gruppe 1] wird im Text nicht mit Kriminalität, Sicherheit, Gewalt oder Prävention verknüpft; die erwähnte Straftat (Gottesdienststürmung und Priesterentführung) wird explizit einer *anderen Gruppe* zugeschrieben, während [Gruppe 1] nur als Dialogpartner oder Opfer von Diskriminierung (Indien) erwähnt wird.",NO_CRIME_FRAME,"Der Absatz erwähnt keine Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland, sondern beschreibt allgemein Themen und Ereignisse ohne direkten Bezug zur Gruppe in einem Sicherheits- oder Kriminalitätskontext.",,,NO_CRIME_FRAME,agreement
131,ISLMST,"Die Macher tragen zusammen, was Ermittler, Psychologen und Journalisten in den vergangenen Jahren an Erkenntnissen zu der Tat gewinnen konnten. So entsteht das beängstigende Psychogramm des Täters, das Bild einer Stadt in Panik, und mehr noch: das Porträt einer Gesellschaft am Rande der Hysterie.

Ein Jahr vor den Schüssen in München war es in Paris zu mehreren islamistisch motivierten Terroranschlägen gekommen, nur wenige Tage zuvor starben in Nizza 85 Menschen bei der Amokfahrt eines [Gruppe 1]. Die ersten Meldungen von Schüssen am Olympia-Einkaufszentrum trafen auf eine panische Großstadtgesellschaft, die sich als neues Ziel islamistischen Terrors wähnte.

Lange war unklar, um wie viele Täter es sich handelte, die Polizei war mit immer mehr Meldungen von angeblichen Schüssen oder verdächtigen Personen aus mehreren Münchner Stadtteilen konfrontiert. Auf Handyaufnahmen ist zu sehen, wie Menschen in Panik aus dem Hofbräuhaus flohen und von innen die Scheiben aufdrückten, obwohl dort zu keinem Zeitpunkt eine Gefahr bestand. 73 dieser angeblichen Tatorte machte die Polizei aus. Erst in den frühen Morgenstunden des 23. Juli stand zweifelsfrei fest, dass ein Einzeltäter geschossen hatte.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**

**Explanation:** Der Text verknüpft die **[Gruppe 1]** explizit mit islamistisch motiviertem Terrorismus (Amokfahrt in Nizza als Beispiel) und stellt sie als mutmaßliche Quelle der Bedrohung dar, indem er die Gesellschaft in Panik als „neues Ziel islamistischen Terrors“ beschreibt – selbst wenn der konkrete Täter später als Einzeltäter identifiziert wurde. Die Erwähnung von „verdächtigen Personen aus mehreren Münchner Stadtteilen“ und die Assoziation mit islamistischem Terrorismus (ohne Entkräftung der Gruppenzugehörigkeit des Täters) zählt als **CRIME_FRAME_NEG**.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistisch motivierten Terroranschlag in Nizza in Verbindung gebracht, was als CRIME_FRAME_NEG gewertet wird, da die Gruppe mit Terrorismus und Gewalt verknüpft wird.",,,CRIME_FRAME_NEG,agreement
132,UKR,"In Belgorod und anderen Orten Russlands häufen sich die Ereignisse, bei denen es sich wohl um Sabotageakte handelt. Ebenfalls am Wochenende hatte Gladkow seine Bevölkerung von einem mysteriösen Feuer unterrichtet, das „auf einer Einrichtung des russischen Verteidigungsministeriums“ in Stadtnähe ausgebrochen war.

In Russland geht die Angst vor weiteren Anschlägen um. Gegenüber der taz berichtet eine 40-jährige Managerin eines in Moskau angesiedelten Touristikunternehmens, wie sehr sie und ihre Mitarbeiterinnen sich vor einer Ausweitung des Kriegs nach Moskau fürchten. „Immer wenn ich ein tieffliegendes Flugzeug sehe oder einen lauten Knall höre, denke ich, jetzt ist es so weit. Früher oder später werden doch die [Gruppe 1] auch uns aus dem Schlaf reißen“, meint die Frau, die „eigentlich den Krieg ablehnt“.

Einstürzende Brücken",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird im Text **nicht als Täter, Verdächtige, Sicherheitsrisiko oder Akteurin von Gewalt** dargestellt, sondern als **Opfer von Kriegsangst und mutmaßlichen Sabotageakten** in einem **ausschließlich geopolitischen Konfliktkontext** (Russland/Ukraine) – ohne Bezug zur inneren Sicherheit Deutschlands. Die Äußerung der Managerin ist eine **subjektive Angstprojektion**, keine Faktendarstellung oder Zuschreibung von Kriminalität.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und Sabotageakte in Russland, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland zu verknüpfen.",,,NO_CRIME_FRAME,agreement
133,EU,"Die F.A.Z. hat mit zahlreichen Personen in den palästinensischen Gebieten, Israel und Deutschland gesprochen, die direkt oder indirekt mit dem Thema oder der deutschen Nahostpolitik befasst sind. Das Bild, das sich daraus ergibt, zeigt: Innerhalb der Bundesregierung be­steht offenbar Uneinigkeit, wie die is­raelischen Vorwürfe zu bewerten sind. Konkret gibt es einen Disput zwischen dem Auswärtigen Amt, das traditionell für die Einschätzung der „Unbedenklichkeit“ geförderter NGOs im Ausland zu­ständig ist, und dem Bundesinnenministerium, unter dessen Dach die Sicherheitsbehörden angesiedelt sind. Offizielle Stellungnahmen dazu waren aus beiden Häusern nicht zu erhalten.

Israel verstimmt über [Gruppe 1]

Die europäische Stellungnahme vom Juli – auch Norwegen schloss sich ihr kurz darauf an – war als starke Aussage zugunsten der sechs NGOs wahrgenommen worden. Dass sie unmittelbar vor dem Besuch des amerikanischen Prä­sidenten Joe Biden in Israel und den palästinensischen Gebieten veröffentlicht wur­de, verlieh der Sache zusätzliche Würze; in der israelischen Regierung soll man verstimmt gewesen sein. In der Stellungnahme hieß es recht entschieden, solange keine überzeugenden Belege für eine Verstrickung in Terrorismus vorlägen, würden die [Gruppe 1] ihre „deutliche Unterstützung“ für die palästinensische Zivilgesellschaft fortführen. Als Rückversicherung war aber auch der Satz auf­genommen worden: „Sollten gegenteilige Belege zur Verfügung gestellt werden, würden wir dementsprechend handeln.“",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert zwar die **mögliche Verstrickung der [Gruppe 1] in Terrorismus** als *mutmaßliche Bedrohung* (explizit: „keine überzeugenden Belege für eine Verstrickung in Terrorismus“), aber es handelt sich um eine **internationale politische Debatte ohne Bezug zur inneren Sicherheit Deutschlands** (NGO-Förderung, diplomatische Stellungnahmen, geopolitische Konflikte). Zudem wird die Gruppe nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt, sondern als *potenzielle Zielgruppe von Ermittlungen im Ausland* – ein Kontext, der nach den Regeln **nicht als CRIME_FRAME_NEG** gilt.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Vorwurf des Terrorismus in Verbindung gebracht und es wird über die Möglichkeit von Beweisen für eine Verstrickung in Terrorismus gesprochen, was eine Verknüpfung mit Kriminalität und Sicherheitsbedrohung darstellt.",NO_CRIME_FRAME,"Da die Definition von CRIME_FRAME_NEG eine Bedrohung im deutschen Inland voraussetzt, der Text jedoch ausschließlich Aktivitäten im Ausland und außenpolitische Bewertungen thematisiert, ist NO_CRIME_FRAME das korrekte Label.",NO_CRIME_FRAME,tiebreak
134,FOR,"Kriminalität - Berlin:3800 Anzeigen im Görlitzer Park: meist wegen Drogenhandels

Berlin (dpa/bb) - Die intensiven Kontrollen im Görlitzer Park und seiner Umgebung in Berlin-Kreuzberg haben im vergangenen Jahr laut Polizei zu knapp 3800 Strafanzeigen geführt. Bei rund 1500 davon ging es um Drogenhandel, dazu kamen fast 800 Betrugsfälle, rund 800 Diebstähle, knapp 700 Verstöße gegen das Aufenthaltsgesetz für [Gruppe 1] und 40 Sexualdelikte. Das geht aus einer Antwort des Senats auf eine Anfrage der Linken hervor. Die Polizei erteilte knapp 2300 Platzverweise gegen Verdächtige für den Park und den angrenzenden Wrangelkiez.

Bei mehr als der Hälfte der Drogendelikte - Besitz von Rauschgift und Handel mit Rauschgift - fand die Polizei bei den Verdächtigen Marihuana oder Haschisch. Bei immer noch fast 700 weiteren Drogen-Straftaten waren andere Substanzen im Spiel. Sie wurden in der Antwort nicht genannt, bekannt und belegt durch Funde ist aber, dass im Görlitzer Park auch Kokain, Ecstasy, Speed und Heroin verkauft werden. Mit einer Legalisierung von Cannabis wäre das dortige Problem des Drogenhandels nach diesen Daten nicht vom Tisch.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer Vielzahl von Straftaten (Drogenhandel, Betrug, Diebstahl, Aufenthaltsverstöße, Sexualdelikte) sowie mit polizeilichen Maßnahmen wie Platzverweisen und Ermittlungen, was eine direkte Assoziation mit Kriminalität und Sicherheitsbedrohung darstellt.",CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Verstößen gegen das Aufenthaltsgesetz in Verbindung gebracht und ist somit Teil der Kriminalitätsstatistik im Görlitzer Park, was eine negative Darstellung der Gruppe im Kontext von Kriminalität und Sicherheit impliziert.",,,CRIME_FRAME_NEG,agreement
135,SYR,"In Deutschland haben wir uns bereits seit Jahren auf eine Art Konsens- Demokratie verständigt, welche - um niemandem weh zu tun - ungelöste Probleme vertagt und deren Symptome mit immer neuen Hilfspaketen zu bekämpfen versucht. Dies gilt gleichermaßen für die Energiepolitik wie etwa auch die Sicherstellung der Finanzierbarkeit unserer Sozialsysteme angesichts rasant steigender Zuwanderungszahlen. Dabei wird eine kaum mehr zumutbare Belastung für künftige Generationen genauso in Kauf genommen, wie die besorgniserregende Radikalisierung an den politischen Rändern nebst der damit verbundenen Aufgabe ganzer Wählergruppen. Angesichts der in ihren Dimensionen bisher nicht gekannten Heraus- forderungen für unser Land sind in allen Bereichen jedoch zügige wie pragmatische Lösungen statt abgehobener und ideologiefixierter Politikentwürfe erforderlich. Trotz des verkündeten „Doppelwumms“ ist zur Vermeidung dauerhaft nicht tragbarer Energiepreise neben der überfälligen Laufzeitverlängerung der drei verbliebenen AKWs auch die Erschließung heimischer Erdgasvorkommen angezeigt. Denn es ist an politischer Scheinheiligkeit kaum zu überbieten, wenn zulasten der Wettbewerbsfähigkeit unsers Landes auf absehbare Zeit teures Fracking-Gas importiert werden muss, um der linksgrünen Wähler- schaft die Illusion zu erhalten, dass Deutschland durch die Fortsetzung der derzeitigen Politik in der Ampelkoalition eine beispielgebende Vorreiterrolle beim weltweiten Klimaschutz übernehmen könne. Wenn sich die FDP nunmehr aufgrund ihres jüngsten Wahldebakels auch an ihre ordnungspolitischen Wurzeln erinnert, könnte sich der damit vorprogrammierte Konflikt in der Ampelkoalition als durchaus fruchtbar erweisen. Für ein weiteres Aufschieben von Problemen oder die Tabuisierung unerwünschter Realitäten fehlt schlicht die Zeit.

Ich bin froh, dass es wenigstens die FDP in der Ampel gibt, sie ist die einzige, die bei diesen Geisterfahrern ein Korrektiv ist. Ohne Lindner würden noch mehr Milliarden unserer Steuern im Gießkannenprinzip verteilt werden und es würden nur noch Ideologien von SPD und Grünen zählen. Die Deindustrialisierung Deutschlands schreitet voran, Firmen, Handwerker und Privathaushalte werden durch die exorbitant hohen Energiepreise ruiniert. Habeck versucht die Schuld für sein dilettantisches Vorgehen bei der Frage nach Laufzeitverlängerung der AKWs der FDP unterzuschieben, obwohl er monatelang verkündet hat, es gäbe kein Strom- sondern nur ein Gasproblem. Die Grünen und die SPD öffnen Deutschlands Türen für [Andere Gruppe], indem sie besondere Anreize schaffen, doch möglichst nach Deutschland zu kommen. [Andere Gruppe] erhalten Zugang zu unseren Sozialleistungen. Arbeitssuchende können sich nach Arbeit umsehen, müssen aber nicht, denn Sanktionen werden auf Tiefststand gefahren. Frontex meldet die höchste Zahl illegaler Einreisen seit 2016. Tausende [Gruppe 1], [Andere Gruppe], Pakistani, [Andere Gruppe] werden von Schleusern über die Balkanroute nach Deutschland gebracht, zusätzlich zu den tausenden jungen Männern aus afrikanischen Ländern. Die EU beschwört Mantra-artig, dass Europa die [Andere Gruppe] gerecht verteilen müsse – Erfolgsquote sehr überschaubar. Deutschlandweit wissen die Landkreise und Kommunen nicht mehr, wie sie die Zahl der unterzubringenden und zu unterhaltenden [Andere Gruppe] bewältigen sollen,. Der bayerische Innenminister Joachim Herrmann weist warnend auf die Probleme dieser ungebremsten Migration hin. Da setzt die bayerische Landtagsfraktionschefin der Grünen. Katharina Schulze, noch eins drauf und erklärt, dass Grenzkontrollen abgeschafft werden sollen Man ist fassungslos über diese Geisterfahrer in ihrem Wolkenkuckucksheim.

Atomkraft ja bitte!",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verknüpft die Gruppe zwar mit **illegaler Migration, Schleuseraktivitäten und sozialer Belastung**, erwähnt aber **keine konkreten Straftaten, Sicherheitsbedrohungen, Ermittlungen, Gewalt oder Terrorismus** durch die Gruppe selbst – stattdessen wird die **illegale Einreise als strukturelles Problem** (Schleuser, Frontex-Daten) und die **Inanspruchnahme von Sozialleistungen** thematisiert, ohne dass die Gruppe als Täter oder Sicherheitsrisiko dargestellt wird. Die Kritik richtet sich gegen **politische Entscheidungen (z. B. Abschaffung von Grenzkontrollen)** und **Schleuser**, nicht gegen die Gruppe als Akteurin von Kriminalität.",CRIME_FRAME_NEG,"Die Gruppe wird implizit mit unkontrollierter Migration, illegalen Einreisen und sozialen Problemen in Verbindung gebracht, was als Bedrohung für die öffentliche Ordnung und Sicherheit in Deutschland dargestellt wird.",NO_CRIME_FRAME,"Da die Gruppe nicht als aktive Täterin von Straftaten oder Sicherheitsbedrohung dargestellt wird, sondern die illegale Einreise als strukturelles Problem und Schleuseraktivität thematisiert wird, trifft NO_CRIME_FRAME zu.",NO_CRIME_FRAME,tiebreak
136,ISR,"2351 antisemitische Straftaten haben die Behörden im Jahr 2020 registriert – rund 16 Prozent mehr als im Vorjahr. Steht dieser neue Höchststand in einem Verhältnis zur Flüchtlingswelle von 2015?

Becker: Dies wäre eine zu starke Verkürzung des Problems. Die Buntheit und Vielfalt des Antisemitismus reicht heute vom rechtsradikalen Mob bis hinein in die Anti-Israelische Linke und somit spannt sich auch schon der Bogen vom ‚klassischen‘ Judenhass bis zum intellektuell verpackten Antizionismus, der den Umweg über die sogenannte ‚Israelkritik‘ wählt und dennoch beim Antisemitismus ankommt. Hinzu kommt jene Judenfeindlichkeit, die aus den Regionen des Nahen Ostens nach Europa ausstrahlt und Kulturkreisen entstammt, in denen schon Kindern und Jugendlichen das Feindbild des „bösen [Andere Gruppe]“, der in der Regel [Gruppe 1] ist, vermittelt wird. Dieser islamisch bzw. auch als islamistisch einzustufende Antisemitismus wird zunehmend von israelfeindlichen Organisationen oder auch Staaten gezielt gefördert bzw. auch von diesen gesteuert.

Wo erleben Sie im Alltag Antisemitismus?",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verknüpft zwar Antisemitismus mit einer bestimmten kulturellen oder regionalen Herkunft (Naher Osten), stellt die Gruppe aber **nicht selbst als Täter, Verdächtige oder Sicherheitsrisiko** dar – stattdessen wird die **Propaganda oder Indoktrination durch externe Akteure** (z. B. Staaten, Organisationen) thematisiert, ohne dass die Gruppe als aktive Täterin oder Unterstützerin von Gewalt in Deutschland erscheint. Zudem liegt der Fokus auf der **Opferperspektive** (Antisemitismus als Problem) und nicht auf einer Kriminalisierung der Gruppe.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Antisemitismus, Judenfeindlichkeit und islamistischem Extremismus in Verbindung gebracht, was als Sicherheitsbedrohung und Kriminalitätsrahmen interpretiert werden kann.",NO_CRIME_FRAME,"Da der Text die direkte Verknüpfung der Straftaten mit der Flüchtlingswelle als Verkürzung ablehnt und die Verantwortung für die Ideologie externen Staaten zuschreibt, wird die Gruppe nicht als aktive Bedrohungsquelle im Inland gerahmt.",NO_CRIME_FRAME,tiebreak
137,AFG,"Fall für die Forensik?

Der Messerstecher heißt Salahuddin B., sein Asylantrag war zwar vom Ausländeramt schon vor längerer Zeit abgelehnt worden. Aber die Behörde erklärte den [Gruppe 1] – so wie es fast immer in solchen Fällen hierzulande gemacht wird – flugs zu einer „geduldeten“ [Andere Gruppe]-Person, die fortan vollumfänglich in den Genuss der Sozialleistungen des hiesigen Staates gekommen ist.

Vor dem Schwurgericht erklärte der zuständige Staatsanwalt Henner Kruse das, was Staatsanwaltschaften in solchen Fällen oft erklären: Der Gewalttäter leide „unter einer paranoid-halluzinatorischen Psychose“, er sei „für die Allgemeinheit gefährlich“.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Täter Salahuddin B. wird explizit als Mitglied der **[Gruppe 1]** bezeichnet und mit einer schweren Gewalttat (Messerstecherei) sowie einer „paranoid-halluzinatorischen Psychose“ als Gefährdung für die Allgemeinheit verknüpft – dies zählt als direkte Täterschaft und Sicherheitsbedrohung durch die Gruppe.",CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Kriminalität und Sicherheitsbedrohung, indem ein Gruppenmitglied als Täter einer Gewalttat dargestellt und als ""für die Allgemeinheit gefährlich"" bezeichnet wird.",,,CRIME_FRAME_NEG,agreement
138,UKR,"Blinder Fanatismus treibe Menschen zum Morden, sagte Springhart laut einem vorab verbreiteten Text. Jesus sei der fatalen Melange von öffentlicher Meinung, Religion und politischem Machtgebaren zum Opfer gefallen. ""Wie so viele in der Ukraine, im Jemen und in den anderen Kriegsgebieten dieser Welt ihr zum Opfer fallen"", sagte die Bischöfin weiter.

Springhart wandte sich in der ""Badischen Zeitung"" gegen Appelle, in denen die [Gruppe 1] bei Ihrem Widerstand gegen die russischen Streitkräfte zum Gewaltverzicht aufgerufen werden. ""Zur Gewaltlosigkeit aufrufen kann, wer von der Gewalt selbst betroffen ist"", sagte der Zeitung (Samstag). ""Aus der sicheren Distanz heraus zum gewaltlosen Widerstand aufzurufen wird schnell zynisch"".",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert Kriegshandlungen und Gewalt in geopolitischen Konflikten (Ukraine, Jemen) sowie politische Appelle zu gewaltlosem Widerstand, ohne die Gruppe explizit mit Kriminalität, Sicherheitsbedrohung oder konkreten Straftaten in Deutschland zu verknüpfen. Die Gruppe wird als Opfer von Gewalt und als Akteurin in einem ausländischen Konflikt dargestellt.",NO_CRIME_FRAME,"Der Absatz diskutiert den Kontext von Krieg und Gewalt in verschiedenen Ländern und thematisiert die Haltung gegenüber Widerstand und Gewaltlosigkeit, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen.",,,NO_CRIME_FRAME,agreement
139,TUN,"Gab es genügend Sicherheitskräfte?

Doch das auf dreieinhalb Monate angesetzte Verfahren dürfte über die mutmaßlichen Unterstützer hinaus gehen. Das Gericht soll in Erfahrung bringen, in welchem Netzwerk der Attentäter gehandelt hat. Obwohl die Terrormiliz Islamischer Staat (IS) die Tat für sich reklamierte und Hinweise auf eine islamistische Radikalisierung des [Gruppe 1] gefunden wurden, sah es zunächst nicht nach einer Verbindung aus.

Auch die Sicherheitsmaßnahmen dürften im Prozess eine Rolle spielen, wenngleich die gesonderten Ermittlungen hierzu in Nizza noch laufen. Denn warum der Täter auf die Promenade des Anglais fahren konnte und ob es genügend Sicherheitskräfte vor Ort gab, treibt Betroffene noch immer um.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit einer mutmaßlichen terroristischen Tat (Attentat), einer islamistischen Radikalisierung und Ermittlungen zu einem Netzwerk, in dem der Täter gehandelt haben soll.",CRIME_FRAME_NEG,"Der Absatz verknüpft die [Gruppe 1] explizit mit Hinweisen auf eine islamistische Radikalisierung und mutmaßlichen Unterstützern eines Attentäters, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe mit Terrorismus und Verdacht in Verbindung gebracht wird.",,,CRIME_FRAME_NEG,agreement
140,,"Der vier Meter hohe Stacheldrahtzaun soll illegale [Gruppe 1] an einem Übertritt in den EU-Raum hindern.

Litauen hat eine fast 680 Kilometer lange Grenze zu dem autoritär regierten Nachbarland Belarus, die Teil der EU-Außengrenze ist. Davon verlaufen mehr als 100 Kilometer durch Seen und Flüsse. Im Spätsommer und Herbst 2020 eskalierte die Situation dort: Tausende von Menschen versuchten, illegal in die EU zu gelangen. Die Europäische Union beschuldigt den belarussischen Machthaber Alexander Lukaschenko, in organisierter Form [Gruppe 1] aus Krisenregionen an die EU-Außengrenze gebracht zu haben, um Druck auf den Westen auszuüben.

Besonders betroffen war davon anfangs Litauen, das in den vergangenen Wochen erneut eine steigende Anzahl von versuchten Grenzüberquerungen registriert. Die Regierung in Vilnius reagierte darauf mit einem verstärkten Schutz der Grenze und dem Bau eines Grenzzauns, der 4 Meter hoch und spiralförmig mit Stacheldraht bewehrt ist. Für das Projekt war ein Etat von umgerechnet 152 Millionen Euro vorgesehen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen **geopolitischen Konflikt an der EU-Außengrenze** (illegale Migration als Instrument staatlicher Druckausübung durch Belarus) und Maßnahmen zur **Grenzabsicherung**, ohne dass die Gruppe selbst als Täter, Sicherheitsrisiko oder Kriminalitätsquelle in Deutschland dargestellt wird. Die Verknüpfung mit Kriminalität (z. B. „illegale Migration“) bezieht sich auf das **Handeln eines fremden Staates** (Belarus) und nicht auf die Gruppe als Akteurin innerer Sicherheit in Deutschland.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit ""illegalen"" Grenzübertritten in Verbindung gebracht und als Teil einer Strategie des belarussischen Machthabers beschrieben, um Druck auf den Westen auszuüben, was eine negative Darstellung der Gruppe als Quelle von Sicherheitsbedrohung impliziert.",NO_CRIME_FRAME,"Da die beschriebenen Grenzübertritte und Sicherheitsmaßnahmen an der EU-Außengrenze in Litauen und nicht im deutschen Inland stattfinden, erfüllt der Text die spezifische Bedingung für CRIME_FRAME_NEG nicht und wird korrekt als NO_CRIME_FRAME klassifiziert.",NO_CRIME_FRAME,tiebreak
141,,"Ein weiterer Hinweis auf ein geplantes und koordiniertes Vorgehen war die Tatsache, dass die Bewaffneten sofort den Flughafen in Almaty gestürmt und besetzt haben. Damit sollte verhindert werden, dass die Sicherheitskräfte Verstärkung einfliegen können.

Die kasachische Regierung teilt mit, dass sie inzwischen über 4.000 Menschen verhaftet hat, worunter auch viele [Andere Gruppe] seien. Diese seien „aus Nachbarstaaten“ ins Land gekommen. Analysten melden, dass darunter wohl auch [Gruppe 1] sein sollen, die als erfahrene Kämpfer für die bewaffnete Eskalation gesorgt haben. Ob sich diese Meldungen bestätigen, bleibt abzuwarten.

Die Lage in Kasachstan",CRIME_FRAME_NEG,NO_CRIME_FRAME,Der Text beschreibt einen **geopolitischen Konflikt außerhalb Deutschlands** (Kasachstan) und verknüpft die Gruppe nur mit **mutmaßlicher Beteiligung an bewaffneter Eskalation in einem Kriegskontext** – dies zählt nicht als innerdeutsche Sicherheitsbedrohung oder Kriminalitätsrahmen. Zudem ist die Zuschreibung („sollen“) nicht explizit bestätigt und bezieht sich auf einen ausländischen Konflikt.,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit bewaffneter Eskalation und als erfahrene Kämpfer in einem Konflikt in Kasachstan in Verbindung gebracht, was als CRIME_FRAME_NEG gewertet wird, da die Gruppe mit Gewalt und Sicherheitsbedrohung assoziiert wird.",NO_CRIME_FRAME,"Da die Gewalt und der Konflikt explizit in Kasachstan stattfinden und keine Bedrohung im deutschen Inland darstellen, ist NO_CRIME_FRAME das korrekte Label, da CRIME_FRAME_NEG eine innerdeutsche Sicherheitsbedrohung voraussetzt.",NO_CRIME_FRAME,tiebreak
142,ISLMST,"Verteidiger Martin Heising sagte, seine Mandantin werde sich zunächst nicht zu den Vorwürfen äußern. In einer Eröffnungserklärung widersprach er den Schlussfolgerungen der Bundesanwaltschaft aus der Aktenlage. Die Angeklagte sei keine ""Terroristin hoch ideologisierter Art"" gewesen. Sie habe lediglich mit ihrem Mann, mit dem sie damals schon 25 Jahre verheiratet gewesen sei, zusammenleben wollen.

Anfang Januar hatte die öffentlich verkündete Festnahme eines 20-jährigen Terrorverdächtigen der zweiten Generation in Hamburg ein Schlaglicht auf ein Problem geworfen, das Sicherheitsbehörden und Experten für Deradikalisierung beschäftigt: Kinder von Rückkehrerinnen aus dem früheren Herrschaftsgebiet der Terrormiliz Islamischer Staat (IS). Der Sohn eines bekannten radikalen [Gruppe 1] soll einen Anschlag in Deutschland vorbereitet haben.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit einem **Terrorverdacht** („Kinder von Rückkehrerinnen aus dem früheren Herrschaftsgebiet der Terrormiliz IS“) und einem **mutmaßlichen Anschlagsvorbereiter** („Sohn eines bekannten radikalen [Gruppe 1]“), der von Sicherheitsbehörden als Verdächtiger eingestuft wird. Dies zählt als CRIME_FRAME_NEG, da die Gruppe direkt mit einer konkreten Sicherheitsbedrohung (Terrorismus) assoziiert wird.",CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Terrorismus und einem mutmaßlichen Anschlag in Deutschland, indem der Sohn eines bekannten radikalen [Gruppe 1] als Terrorverdächtiger dargestellt wird.",,,CRIME_FRAME_NEG,agreement
