testset_id,article_id,par_index,group,text_block_en,label_robin,label_hamid,label_marmee,notes_robin,notes_hamid,notes_marmee,n_human_annotators,human_consensus_label,human_agreement,final_human_label,human_label_for_evaluation
74,632712703dd49b919c05baca,7,UKR,"Bandera war ideologischer Führer des radikalen Flügels der Organisation Ukrainischer Nationalisten (OUN). Nationalistische Partisanen aus dem Westen der Ukraine waren 1943 für ethnisch motivierte Vertreibungen verantwortlich, bei denen Zehntausende polnische Zivilisten ermordet wurden. Bandera floh nach dem Zweiten Weltkrieg nach Deutschland, wo er 1959 von einem Agenten des sowjetischen Geheimdienstes KGB ermordet wurde. Einige Forscher bezeichnen Bandera als Faschisten.

Für die nächsten Serien sollen die [Gruppe 1] Varianten vorschlagen, forderte Juschtschenko. ""Wir sind wirklich die stärkste Armee der Welt. Denn Macht und Stärke der Armee misst sich nicht in erster Linie an der Zahl der Panzer, sondern der Stärke des Geists!"", schrieb der Politiker.

Juschtschenko war von 2005 bis 2010 Präsident der Ukraine. Er kam über einen 2004 durch Straßenproteste erzwungenen außerordentlichen dritten Wahlgang an die Macht. Nach dem ersten Wahlgang der Präsidentschaftswahlen 2010 verlieh er Bandera den Titel ""Held der Ukraine"", obwohl dieser nie ukrainischer Staatsbürger war. Die Entscheidung wurde von Juschtschenkos Nachfolger Viktor Janukowitsch rückgängig gemacht.",,,NO_CRIME_FRAME,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
75,632712733dd49b919c06d9a8,22,UKR,"Der rechtsextreme Philosoph Alexander Dugin spricht sich für ein europäisch-asiatisches Reich unter russischer Vorherrschaft aus.

Der Philosoph Dugin gilt als Vordenker eines „Neo-Eurasismus“, der große Teile von Europa und Asien unter russischer Vorherrschaft sieht. Im Kern ist Dugins Ideologie faschistisch. Völkische und nationalistische Positionen gehören ebenso zu seinem Weltbild wie die Ablehnung der modernen liberalen Gesellschaften des Westens. Schon 2014 forderte er, man müsse [Gruppe 1] „töten, töten, töten“. Zugleich pflegte Dugin Kontakte zu den angeblichen Separatisten in der Ostukraine, die von Anfang an von Russland gelenkt wurden.

Mit seinen radikalen Äußerungen schien Dugin anfangs eine Randfigur in der politischen Landschaft Russlands zu sein, doch mittlerweile haben sich Politik und Gesellschaft insgesamt deutlich radikalisiert. Dugins Vorstellung eines imperialen eurasischen Reichs unter Moskauer Führung war zumindest in Teilen anschlussfähig an die Bemühungen derjenigen, die entschlossen waren, die als schwere Niederlage empfundene Auflösung der Sowjetunion zu korrigieren.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
76,6327129f3dd49b919c18d3af,3,,"Schon am ersten Prozesstag wird klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt - doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf ""Allahu Akbar"" (""Gott ist groß"") gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. ""Zu keinem Zeitpunkt hat es terroristische Motive gegeben"", versichert der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Fraglich ist, ob dem Mann Mordmerkmale wie Heimtücke und niedrige Beweggründe, etwa Rachsucht oder Zorn, nachzuweisen sind. Und unklar ist, ob die Angehörigen eine Antwort auf ihre Frage bekommen werden, warum der seit Jahren psychisch auffällige Mann nicht längst in einer geschlossenen Psychiatrie saß.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
77,632712b33dd49b919c2069fb,8,SYR,"Über den Messengerdienst Telegram soll der Jugendliche Kontakt mit einer nicht näher identifizierten Person aufgenommen haben, die ihn in der Zeit bis zum 29. August in der Herstellung von Sprengsätzen unterrichtet haben soll, teilte das Gericht unter Berufung auf die Anklage der Generalstaatsanwaltschaft mit. Früheren Informationen der Ermittler zufolge soll es sich bei dem Mann mit dem Kampfnamen Abu Harb um einen mutmaßlichen IS-Terroristen gehandelt haben. Der Angeklagte soll den Angeklagten um Informationen für den Bau einer Bombe gebeten und diese auch erhalten haben.

Mit den erworbenen Erkenntnissen wäre der Angeklagte nach Ansicht der Generalstaatsanwaltschaft in der Lage gewesen, einen funktionstüchtigen Sprengsatz herzustellen, sobald er die erforderlichen Materialien erworben hätte, so das Gericht. Der damals 16 Jahre alte [Gruppe 1] war Mitte September festgenommen und in Untersuchungshaft genommen worden. Die Polizei war am höchsten jüdischen Feiertag Jom Kippur zu einem Großeinsatz zur Synagoge ausgerückt, um sie zu bewachen.

Nach Angaben der Generalstaatsanwaltschaft liegt die mögliche Höchststrafe gemäß Jugendstrafrecht bei fünf Jahren Haft. Bis Ende April sind bislang insgesamt zehn Verhandlungstage angesetzt. (dpa)",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
78,632712ab3dd49b919c1da893,47,RUS,"Der Hang zu extrem rechter Ästhetik ist trotzdem da, der Totenkopf ist nicht das einzige Beispiel. Punfs Arme sind mit Tattoos dekoriert. Zwischen den farbigen Bildern, Schnörkeln und den US-amerikanischen Cartoon-Charaktären Rick and Morty schwebt ein rotes Logo. Ein Hakenkreuz. Auf seinem Finger prangt ein S. Der gleiche Stil der „Schutzstaffel“, der SS der Nazis. Punf bestreitet das. „Das Hakenkreuz ist ein altes Symbol, viel älter als die Nazis, und das S ist eine Sonnenrune.“ Es ist das gängige Argumentationsmuster, um diese Art von Symbolik zu rechtfertigen. „Wir stehen auf die alten Sachen“, sagt er. „Auf germanische, slawische Tradition. Das sind unsere Vorfahren.“

Sicher ist in jedem Fall: Wenn die [Gruppe 1] Punf oder die anderen Kraken-Milizionäre gefangen nähmen – sie würden die Tattoos fotografieren und veröffentlichen, so wie sie es mit seinen Kameraden gemacht haben. Sie würden sich bestätigt sehen in ihrer Behauptung, die Ukraine zu „entnazifizieren“. Für Punf ist das eine akzeptable Aussicht. Alle jungen Asow-Kämpfer haben Zweifel daran, dass sie lange leben. Das ist es ihnen wert.

Nach ihrer Versetzung in den Donbass bricht der Kontakt zu Sledak und Rijs ab. Ein paar Wochen später lädt die Einheit ein neues Video hoch. Es zeigt brutale Kämpfe im Donbass, Feuergefechte aus nächster Nähe. Am Ende nehmen die [Andere Gruppe] zwei russische Soldaten gefangen. Sledak postet das Video, dazu schreibt er: „Deshalb waren wir eine Weile unerreichbar. Das ist unsere Arbeit. Denkt darüber nach, wenn ihr in einem fremden Land sitzt und Bier trinkt.“ Es ist eine Botschaft an die vor dem Krieg geflohenen Landsleute. Sledak und seine Kameraden würden nie fliehen, sagen sie. Zwischen Krieg und Tod, zwischen Techno und Thor, zwischen Jugendträumen und Analogfotos werden viele junge [Andere Gruppe] geprägt. Es ist die Generation Asow.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
79,632716458e3926781a076697,13,ARAB,"Der 55-Jährige Fahrer befand sich in einem psychischen Ausnahmezustand und unter dem Einfluss von berauschenden Mitteln. Er wurde noch am selben Tag in eine Fachklinik eingewiesen. In enger Zusammenarbeit mit der Staatsanwaltschaft Traunstein und Staatsanwaltschaft München II führt die Verkehrspolizeiinspektion Rosenheim alle weiteren Ermittlungen. Unter anderen muss sich der Fahrer wegen Freiheitsberaubung, Gefährdung des Straßenverkehrs und Nötigung verantworten.

Auch interessant: Mit Victory-Zeichen brettern vier [Gruppe 1] in Blitzer an A8 am Irschenberg

Weitere Ermittlungen ergaben zudem, dass der 55-Jährige [Andere Gruppe] bereits seit mehr mehreren Kilometern unter waghalsiger Fahrweise über die Autobahn A8, A99 und A9 fuhr. Sollten Sie von einem roten Renault SUV mit roten französischen Kurzzeitkennzeichen gefährdet worden sein oder sind Zeuge dieser Irrfahrt geworden, werden Sie gebeten die Verkehrspolizeiinspektion Rosenheim unter der Telefonnummer 08035/9068-0 zu verständigen.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
80,LVZ-doc7o7xljhlandv95s1gro,4,ISLMST,"Bislang haben die Hilfsorganisationen Care, Save the Children, die Norwegische Flüchtlingshilfe (NRC), World Vision und das International Rescue Committee (IRC) erklärt, sie hätten ihre Arbeit eingestellt. "" Wir können Kinder, Frauen und Männer in dringender Not nicht ohne unsere weiblichen Angestellten erreichen"" , teilten sie am Sonntag gemeinsam mit. Die Hilfsorganisation Aktion gegen den Hunger stoppte am 25. Dezember ihre Aktivitäten vorübergehend, mit Ausnahme der lebenswichtigen medizinischen Maßnahmen für Kinder, die an akuter Unterernährung leiden. Offen ist noch, wie wichtige UN-Organisationen wie das Kinderhilfswerk Unicef oder das Welternährungsprogramm reagieren.

Die Taliban selbst verbaten sich Kritik an ihrer Entscheidung. Ihr Sprecher Sabiullah Mudschahid rief dazu auf, sich nicht in die internen Angelegenheiten Afghanistans einzumischen. Alle Institutionen, die in Afghanistan tätig werden wollten, seien verpflichtet, die Vorschriften des Landes einzuhalten. Bundesaußenministerin Annalena ­Baer­bock wies die Forderung der [Gruppe 1] am Sonntag zurück. "" Wir werden nicht akzeptieren, dass die Taliban die Humanitäre Hilfe zum Spielball ihrer Frauenverachtung machen"" , twitterte die Grünen-Politikerin. Auch der UN-Generalsekretär, die EU-Kommission und das US-Außenministerium verurteilten den Schritt.

Bereits zuvor hat sich der stellvertretende UN-Sondergesandte in Afghanistan, Markus Potzel, dafür ausgesprochen, dass Deutschland und andere westliche Nationen ihre Botschaften in Kabul wiedereröffnen. "" Mein Appell wäre, dass wieder mehr westliche Staaten hier vertreten sind"" , sagte der frühere deutsche Botschafter in Afghanistan dem RedaktionsNetzwerk Deutschland. Man könne die Lage vor Ort einfach besser einschätzen. Ein solcher Schritt sei nicht gleichbedeutend mit einer Anerkennung des Taliban­regimes, betonte Potzel. Dem Westen sei aber an einem stabilen Afghanistan gelegen, in dem sich die Terrormiliz Islamischer Staat nicht weiter ausbreitet.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
81,632712af3dd49b919c1efe01,18,USA,"Biden forderte die Menschen außerdem auf, Corona nicht als parteipolitischen Streitpunkt zu betrachten. „Lasst uns aufhören, uns gegenseitig als Feinde zu sehen, und anfangen, uns als das zu sehen, was wir sind, nämlich Mitbürger.“ Es gehe darum, Probleme gemeinsam anzugehen, um vorwärts zu kommen. Seit Beginn der Pandemie sind in den USA mehr als 950.000 Menschen im Zusammenhang mit einer Corona-Infektion gestorben. Die Impfquote stagniert.

Während Demokraten Bidens Rede bejubelten, beklagten führende Republikaner, der Kurs des Präsidenten sei falsch. Die [Gruppe 1] hätten zu leiden unter der hohen Inflation, Kriminalität und den Folgen offener Grenzen. Nötig sei ein politischer Kurswechsel.

Biden hatte bereits am 29. April vergangenen Jahres - gut drei Monate nach seiner Amtsübernahme - eine Rede vor beiden Kongresskammern gehalten. Die erste Ansprache eines neu gewählten US-Präsidenten bei einer gemeinsamen Sitzung des Repräsentantenhauses und des Senats im US-Kapitol wird traditionell aber nicht als Rede zur Lage der Nation bezeichnet. Bei seinem Auftritt im vergangenen Jahr hatte der Demokrat Biden einen amerikanischen Neuanfang nach der Ära seines republikanischen Amtsvorgängers Donald Trump beschworen.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
82,632712b83dd49b919c22767e,12,GEO,"Parallele zum Tiergarten-Mord

Der Fall ähnelt dem sogenannten Tiergarten-Mord in Berlin. Wegen der Erschießung eines [Gruppe 1] im August 2019 in der Parkanlage Kleiner Tiergarten war ein [Andere Gruppe] Mitte Dezember 2021 zu lebenslanger Haft verurteilt worden. Im Urteil war von ""Staatsterrorismus"" die Rede.

""Vom Prinzip her ist der Fall ähnlich gelagert, wie der Tiergarten-Mord"", sagte die Tschetschenien-Expertin Miriam Katharina Heß von der Deutschen Gesellschaft für Auswärtige Politik vor Prozessbeginn. ""Man kann ihn in die Tradition russischer Auftragsmorde in Europa setzen.""",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
83,632712b93dd49b919c22db1c,5,,"Der Beschuldigte wirkte zu Verhandlungsbeginn etwas verloren, wohl auch wegen des großes Medieninteresses an dem Fall. Nach Angaben seines Verteidigers nimmt er Medikamente.

Der [Gruppe 1] soll bei der Tat am 25. Juni 2021 schuldunfähig gewesen sein. Es gilt als erwiesen, dass der Mann in einem Kaufhaus drei Frauen tötete. Vier weitere Frauen, ein damals 11-jähriges Mädchen und ein 16-Jähriger überlebten die Attacke schwer verletzt. Zudem gab es drei Leichtverletzte. Einer der Angegriffenen blieb unversehrt.

Die Generalstaatsanwaltschaft wirft dem 33-Jährigen in dem Sicherungsverfahren unter anderem Mord in drei Fällen, versuchten Mord in elf Fällen und gefährliche Körperverletzung vor.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
84,achse_added_05d5f6ed6f2e3be2db86efe4e8d6b07359c074e4_,29,NLD,"Deutsch erklärt, dass die niederländische Regierung, nachdem sie ihre Finanzierung der UAWC 2020 erst einmal nur eingefroren hatte, eine unabhängige Ermittlungskommission eingesetzt habe. Diese sei jetzt erst, nach 18 Monaten, zu ihrem Abschluss gekommen. Nun sei der Beschluss der Regierung, der damals unter dem Vorbehalt der Ermittlungsergebnisse gestanden habe, endgültig, so Deutsch.

Sie erklärt, dass die Ermittlungskommission keine Geheimdienstinformationen habe nutzen dürfen, ihr Ergebnis also nur auf öffentlich zugänglichen Quellen beruhe. „Im Grunde“, sagt Olga Deutsch, habe „die Herangehensweise von NGO Monitor, die sozialen Medien, öffentliche Berichte und öffentliche Bekundungen von Mitgliedschaften“ der PFLP und der UAWC zu analysieren, die [Gruppe 1] zu ihrem Schluss gebracht.

Deutsch nennt die aus ihrer Sicht vier wichtigsten Punkte:",,,NO_CRIME_FRAME,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
85,achse_added_558782a748254d35f4382ef93d90686db25382c1_,26,ARAB,"Drei Tote bei Anschlag in Israel

Bei einem neuen Anschlag in Israel sind am Donnerstagabend mindestens drei Menschen getötet worden, meldet rnd.de.. Nach Angaben eines Rettungsdienstes habe es bei dem Angriff in der strengreligiösen Ortschaft Elad östlich von Tel Aviv zudem vier Verletzte gegeben. Die Polizei gehe von zwei Tätern aus: Einer habe geschossen, ein anderer mit einer Axt Passanten angegriffen. In der Umgebung wären Straßensperren errichtet worden. Ein Polizeihubschrauber sei einem verdächtigen Fahrzeug gefolgt. Nach Medienberichten habe die Polizei die Sorge, die Täter könnten ins nicht weit entfernte Westjordanland entkommen sein. Die im Gazastreifen herrschende islamistische Hamas habe den blutigen Angriff über Lautsprecher als „heroische Tat“ bezeichnet. Mit dem neuen Anschlag seien bei einer Terrorwelle in Israel seit Ende März 17 Menschen getötet worden. Bei zwei der Anschlägen seien die Täter israelische [Gruppe 1] und Unterstützer des Islamischen Staats gewesen.

EU will Sanktionen gegen Putins Freundin verhängen",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
86,63521a540850888ad406277a,11,RUS,"Update vom 20. Oktober, 11.55 Uhr: Russische Soldaten verlassen angeblich fluchtartig die besetzte Stadt Enerhodar, in der auch das besetzte ukrainische Atomkraftwerk Saporischschja liegt. Darüber berichten ukrainische Behörden laut einem Bericht der New York Times. Dies werfe Zweifel auf, ob Russland die Kontrolle über das seit Wochen umkämpfte Atomkraftwerk behalten kann.

Eine Flucht der [Gruppe 1] aus der Stadt meldet auch die ukrainische Atomenergiebehörde Energoatom via Telegram. „Die Panik, Angst und Erwartung einer Niederlage erreichte auch Enerhodar“, heißt es in der Nachricht. Die [Gruppe 1] würden vor ihrer Flucht Möbel, Kühlschränke, Fernseher und andere Dinge aus den besetzten Verwaltungsgebäuden plündern.

Die Angaben sind nicht unabhängig überprüft. Laut New York Times ist unklar, weshalb russischen Truppen zum jetzigen Zeitpunkt aus der Stadt fliehen sollten, da sich die ukrainische Armee auf der anderen Seite des Flusses Dnipro befinde und eine Rückeroberung der Stadt Enerhodar nicht in greifbarer Nähe sei.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
87,632712ab3dd49b919c1db3b5,20,ISLMST,"Für die EU-Mission zur Ausbildung der Streitkräfte wird eine Einstellung in Mali nahegelegt, weil dort ""jeder Wille zu einer durchgreifenden Reform des Sicherheitssektors"" fehle. Im benachbarten Niger hingegen erscheine ""ein weiteres Engagement der Aktivitäten in Abstimmung mit der dortigen Regierung und den europäischen Partnern sinnvoll"".

Für die deutsche Beteiligung an Minusma wird eine Fortsetzung und ggf. sogar Ausweitung (""...die militärischen und polizeilichen Komponenten besser auszustatten"") empfohlen. Hierbei wird suggeriert, dass ein Ende der Mission oder auch nur der deutschen Beteiligung ein ""Ende des Friedensprozesses"" bedeuten, damit ""die Sicherheitslage in Mali noch einmal dramatisch verschlechtern und damit den [Gruppe 1] in die Hände spielen"" würde.

Komplexer wird die Argumentation in Hinblick auf die Mission EUCAP Sahel Mali, mit der ja v.a. die Polizei- und Gendarmeriekräfte der (zutreffend) als ""Junta"" bezeichneten malischen Regierung ausgebildet werden, die aber mit der Bekämpfung illegalisierter Migration ein zentrales Interesse Deutschlands und der EU bedient.",,,NO_CRIME_FRAME,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
88,632712843dd49b919c0d8642,21,,"Schischkin gab im Laufe des Abends ein klares Statement ab: ""Ich bin [Andere Gruppe]. Im Namen meines Volkes werden diese Verbrechen verübt. Ich kann nur im Namen der anderen [Andere Gruppe] die Ukraine um Vergebung bitten. Und ich weiß ganz genau, das kann man nicht vergeben."" Die Deutschen hätten es nach dem Zweiten Weltkrieg nur aufgrund einer ""vernichtenden Niederlage"" geschafft, aus dem ""Teufelskreis"" der Diktatur zu entkommen. Nur so seien die ""Stunde Null"" und die Entnazifizierung durch die Alliierten möglich gewesen. Daher hoffe er, Schischkin, ""auf eine vernichtende Niederlage der [Andere Gruppe] durch die [Gruppe 1]."" Die ""Entputinisierung"" könnten die [Andere Gruppe] danach nur selbst durchführen. Die Frage sei, ob sie dieser Aufgabe gewachsen seien.

Dieser Krieg sei kein Krieg zwischen [Andere Gruppe] und [Gruppe 1], sondern zwischen Menschen, die Ukrainisch und Russisch sprechen und Unmenschen, die Befehle befolgen. ""Literatur versagt immer dann, wenn ein Krieg beginnt"", so Schischkin gegen Ende des Panels. Irgendwann sei dieser Krieg aber vorbei, und ""der Hass und der Schmerz werden bleiben. Und das kann man nur mit der Kultur überwinden. Es gibt keine andere Möglichkeit. Dann kommt die Literatur zur Sache! Dann werden wie sie brauchen, um den Abgrund zwischen uns zu überwinden.""

*Der Beitrag ""Was kann Literatur gegen Putin leisten?"" wird veröffentlicht von Deutsche Welle. Kontakt zum Verantwortlichen hier.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
89,63560f00aefb21db010e2706,9,MIGR,"Während der NS-Zeit von 1933 bis 1945 wurden [Andere Gruppe] und [Andere Gruppe] systematisch verfolgt und etwa 500.000 Angehörige der Minderheit aus ganz Europa ermordet. Daran erinnert das 1992 beschlossene und am 24. Oktober 2012 eröffnete Mahnmal in der Nähe des Berliner Reichstagsgebäudes. Heute leben Schätzungen zufolge etwa 70.000 bis 150.000 [Andere Gruppe] und [Andere Gruppe] in Deutschland.

Der 54-jährige Daimagüler, Sohn türkischer [Gruppe 1], ist Anwalt und war unter anderem Nebenklagevertreter im Prozess gegen die Neonazi-Terrorzelle „Nationalsozialistischer Untergrund“ (NSU). Auch [Andere Gruppe] und [Andere Gruppe] habe er in Hunderten Fällen von Alltagsdiskriminierung vertreten, sagte er der dpa. Seine Einschätzung: „Antiziganismus ist eine weitgehend gesellschaftlich akzeptierte Erscheinung und wird noch nicht mal als Rassismus erkannt.“

Bis heute begleite ein „Soundtrack“ den Alltag, sagte er: „[Andere Gruppe] und [Andere Gruppe] sind angeblich kriminell, asozial, fremd.“ Kommunalpolitiker behaupteten, wo [Andere Gruppe] und [Andere Gruppe] seien, da seien auch Ratten. Die Community werde kriminalisiert. „Diese rassistischen Stereotype führen dazu, dass Menschen nie mit der gleichen Gewissheit in Sicherheit leben können wie es andere tun“, sagte der Bundesbeauftragte.",,,CRIME_FRAME_POS,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
90,Tagesspiegel_added_57a07808b07eb2ec1d873b71af69e1b5a488cbc6_,27,REFUG,"Dabei kamen dann verschiedene Maßnahmen heraus: Wir haben jetzt Berater, die in Bayern unterwegs sind und die Unternehmen in dem Thema unterstützen. Zudem werden die Jugendlichen sensibilisiert und auf den deutschen Ausbildungsmarkt vorbereitet. Eine weitere Aufgabe ist das Matching zwischen [Gruppe 1] und Unternehmen. Und zuletzt haben wir uns um Ausbildungsstabilisierung bemüht, uns zum Beispiel um Sprachförderung gekümmert.

Wir haben uns schon vor 2015 Gedanken gemacht, wie wir mit dem Thema Integration von [Gruppe 1] dem Fachkräftemangel gegensteuern können. Damals hatten wir kaum Einflussmöglichkeiten darauf, ob [Gruppe 1] während einer Ausbildung oder Anstellung abgeschoben werden. Deswegen haben die Industrie- und Handelskammern sich für eine Aufenthaltsduldung eingesetzt.

Daraus ist dann die 3+2-Regelung entstanden, mit der [Gruppe 1] für drei Jahre Ausbildung und zwei Jahre Arbeit auf jeden Fall geduldet werden. Das war ein echter Kraftakt – wir hatten zuerst das Gefühl, es ist politisch nicht gewollt. Mit der Verabschiedung des Integrationsgesetzes waren die Signale aber positiv gesetzt worden.",,,NO_CRIME_FRAME,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
91,632712a23dd49b919c1a1400,16,MIGR,"Der spanische Ministerpräsident Pedro Sánchez warnte kürzlich, Madrid werde die ""Tragödie illegaler Einwanderung nicht als Druckmittel tolerieren"". Die illegale Einwanderung solle beim Nato-Gipfel Ende Juni als eine Sicherheitsbedrohung an der Südflanke des Bündnisses aufgeführt werden.

In den vergangenen Jahren haben tausende [Gruppe 1] versucht, die zwölf Kilometer lange Grenze zwischen Melilla und Marokko oder die acht Kilometer lange Grenze zwischen Ceuta und Marokko durch das Überklettern von Zäunen, schwimmend oder in Autos versteckt zu überwinden. Die [Gruppe 1] nehmen bisweilen Haken und Stöcke zur Hilfe, um den Grenzzaun zu überwinden.

Tagesanbruch: Für Millionen Deutsche wird der Urlaub zum DramaKlagen gegen die Energiewende: Der Vertrag, der Deutschland noch Milliarden kosten könnteAktivistin gegen Ex-Innenminister: Vor Gericht: Rackete gegen Salvini",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
92,63ac6906deb9c431c1054d34,13,MAR,"Benifei erklärte, niemals Geld von Vertretern Katars, Marokkos oder den in dem Skandal Beschuldigten angenommen zu haben. Auch Moretti betonte, niemals Geld, Geschenke oder andere Gefälligkeiten angenommen zu haben. Kaili und Arena ließen Anfragen unbeantwortet – ebenso wie Panzeri, Giorgi und Cozzolino.

Den drei Letzteren ging es laut VSSE vor allem ums Geld – und das floss offenbar reichlich. Der [Gruppe 1] Atmoun soll ihnen Umschläge voller Bargeld überreicht haben – was erklären könnte, warum die Ermittler bei den Razzien in Brüssel mehr als 1,5 Millionen Euro in bar gefunden haben. Auf eine Bitte um Stellungnahme hat Atmoun bisher nicht reagiert.

Panzeri, Giorgi und Cozzolino wurden laut VSSE zwar von Atmoun geführt, hatten aber mutmaßlich auch direkten Kontakt zu einem deutlich mächtigeren Mann: Mohamed Yassine Mansouri, dem Generaldirektor des Geheimdienstes DGED.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
93,6357d13157bc09174800aad7,5,RUS,"Wir erhoffen uns eine bessere Koordinierung mit den westlichen Partnern, damit wir uns auf einen Plan einigen können"", betonte der Wirtschaftsberater von Selenskyj. ""Es geht aber auch um die konkrete Strategie für den Wiederaufbau. Wir müssen klären, welche Industrien wir fördern sollten"", so Rodnyansky. ""Die Ukraine hat nach wie vor großes Potential in der Landwirtschaft - vor allem, wenn diese in den EU-Binnenmarkt integriert werden soll. Über unsere Gaspipelines könnten wir in der Zukunft grünen Wasserstoff exportieren. Auch IT und neue Technologien sind vielversprechende Branchen.""

Mit den neuesten russischen Drohnen- und Raketenangriffen wende Russland ein ""Instrument des Wirtschaftskrieges"" gegen die Ukraine, aber auch die EU an, unterstrich der Selenskyj-Berater. Die Ukraine, die seit April an das zentraleuropäische Stromnetz angeschlossen ist, könne nun nicht mehr Energie in EU-Länder exportieren. ""Doch durch die Bombardierung unserer Kraftwerke haben die [Gruppe 1] eine wirtschaftspolitische Front im Krieg eröffnet: Leider haben sie ihr Ziel, die ukrainischen Stromexporte abzuwürgen, erreicht. Unsere Währung und unsere Währungsreserven werden infolge der wegfallenden Einnahmen nicht mehr gestützt. Aber die Angriffe sind auch ein gezielter Schlag gegen die Energiesicherheit der EU.""",,,NO_CRIME_FRAME,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
94,632712813dd49b919c0c1279,5,IRN,"Der beste Weg sei aus US-Sicht eine Rückkehr zum internationalen Atomvertrag mit Teheran, „um zu einer vollen Umsetzung zurückzukehren, um das iranische Atomprogramm zurück in eine Kiste zu stecken“, sagte US-Außenminister Antony Blinken am Sonntag in Jerusalem. Der russische Krieg gegen die Ukraine sei eine weitere Erinnerung, warum dies so wichtig sei. „Mit nuklearen Waffen würde der Iran noch aggressiver werden und denken, er könne mit einem falschen Gefühl der Straffreiheit agieren.“

Blinkens israelischer Amtskollege Jair Lapid sagte: „Wir haben in der Frage des Atomabkommens und seiner Konsequenzen Meinungsverschiedenheiten, aber ein offener und ehrlicher Dialog ist Teil der Stärke unserer Freundschaft.“ Israel werde „alles tun, was wir für nötig halten, um das iranische Atomprogramm zu stoppen“, sagte Lapid. „Die [Gruppe 1] wollen Israel zerstören – sie werden es nicht schaffen, wir werden es ihnen nicht erlauben.“

Stationen Westjordanland, Marokko und Algerien",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
