testset_id,group,error_type,text_block_en,label_robin,label_marmee,fewshot_label,fewshot_explanation,agreed_label,final_human_label,fewshot_raw
75,UKR,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Der rechtsextreme Philosoph Alexander Dugin spricht sich für ein europäisch-asiatisches Reich unter russischer Vorherrschaft aus.

Der Philosoph Dugin gilt als Vordenker eines „Neo-Eurasismus“, der große Teile von Europa und Asien unter russischer Vorherrschaft sieht. Im Kern ist Dugins Ideologie faschistisch. Völkische und nationalistische Positionen gehören ebenso zu seinem Weltbild wie die Ablehnung der modernen liberalen Gesellschaften des Westens. Schon 2014 forderte er, man müsse [Gruppe 1] „töten, töten, töten“. Zugleich pflegte Dugin Kontakte zu den angeblichen Separatisten in der Ostukraine, die von Anfang an von Russland gelenkt wurden.

Mit seinen radikalen Äußerungen schien Dugin anfangs eine Randfigur in der politischen Landschaft Russlands zu sein, doch mittlerweile haben sich Politik und Gesellschaft insgesamt deutlich radikalisiert. Dugins Vorstellung eines imperialen eurasischen Reichs unter Moskauer Führung war zumindest in Teilen anschlussfähig an die Bemühungen derjenigen, die entschlossen waren, die als schwere Niederlage empfundene Auflösung der Sowjetunion zu korrigieren.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text verknüpft die Gruppe **[Gruppe 1]** zwar mit einer expliziten Gewaltforderung („man müsse [Gruppe 1] *töten, töten, töten*“), jedoch handelt es sich dabei um eine **ideologische Äußerung des Philosophen Dugin** (kein Gruppenmitglied oder -repräsentant) und nicht um eine direkte Täterschaft, Legitimation oder Unterstützung durch die Gruppe selbst. Zudem findet die Aussage **nicht in Deutschland** statt und bezieht sich nicht auf konkrete Straftaten, Ermittlungen oder Sicherheitsbedrohungen im deutschen Kontext. Der Fokus liegt auf geopolitischen Ideologien und Kriegshandlungen in der Ukraine – beide Fälle fallen unter **NO_CRIME_FRAME**.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Der Text verknüpft die Gruppe **[Gruppe 1]** zwar mit einer expliziten Gewaltforderung („man müsse [Gruppe 1] *töten, töten, töten*“), jedoch handelt es sich dabei um eine **ideologische Äußerung des Philosophen Dugin** (kein Gruppenmitglied oder -repräsentant) und nicht um eine direkte Täterschaft, Legitimation oder Unterstützung durch die Gruppe selbst. Zudem findet die Aussage **nicht in Deutschland** statt und bezieht sich nicht auf konkrete Straftaten, Ermittlungen oder Sicherheitsbedrohungen im deutschen Kontext. Der Fokus liegt auf geopolitischen Ideologien und Kriegshandlungen in der Ukraine – beide Fälle fallen unter **NO_CRIME_FRAME**."
78,RUS,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Der Hang zu extrem rechter Ästhetik ist trotzdem da, der Totenkopf ist nicht das einzige Beispiel. Punfs Arme sind mit Tattoos dekoriert. Zwischen den farbigen Bildern, Schnörkeln und den US-amerikanischen Cartoon-Charaktären Rick and Morty schwebt ein rotes Logo. Ein Hakenkreuz. Auf seinem Finger prangt ein S. Der gleiche Stil der „Schutzstaffel“, der SS der Nazis. Punf bestreitet das. „Das Hakenkreuz ist ein altes Symbol, viel älter als die Nazis, und das S ist eine Sonnenrune.“ Es ist das gängige Argumentationsmuster, um diese Art von Symbolik zu rechtfertigen. „Wir stehen auf die alten Sachen“, sagt er. „Auf germanische, slawische Tradition. Das sind unsere Vorfahren.“

Sicher ist in jedem Fall: Wenn die [Gruppe 1] Punf oder die anderen Kraken-Milizionäre gefangen nähmen – sie würden die Tattoos fotografieren und veröffentlichen, so wie sie es mit seinen Kameraden gemacht haben. Sie würden sich bestätigt sehen in ihrer Behauptung, die Ukraine zu „entnazifizieren“. Für Punf ist das eine akzeptable Aussicht. Alle jungen Asow-Kämpfer haben Zweifel daran, dass sie lange leben. Das ist es ihnen wert.

Nach ihrer Versetzung in den Donbass bricht der Kontakt zu Sledak und Rijs ab. Ein paar Wochen später lädt die Einheit ein neues Video hoch. Es zeigt brutale Kämpfe im Donbass, Feuergefechte aus nächster Nähe. Am Ende nehmen die [Andere Gruppe] zwei russische Soldaten gefangen. Sledak postet das Video, dazu schreibt er: „Deshalb waren wir eine Weile unerreichbar. Das ist unsere Arbeit. Denkt darüber nach, wenn ihr in einem fremden Land sitzt und Bier trinkt.“ Es ist eine Botschaft an die vor dem Krieg geflohenen Landsleute. Sledak und seine Kameraden würden nie fliehen, sagen sie. Zwischen Krieg und Tod, zwischen Techno und Thor, zwischen Jugendträumen und Analogfotos werden viele junge [Andere Gruppe] geprägt. Es ist die Generation Asow.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt fiktionale, kulturelle und symbolische Äußerungen (Tattoos, Ästhetik, Rechtfertigungen) sowie Kriegshandlungen **außerhalb Deutschlands** (Ukraine/Donbass) ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität. Die Gruppe wird nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt fiktionale, kulturelle und symbolische Äußerungen (Tattoos, Ästhetik, Rechtfertigungen) sowie Kriegshandlungen **außerhalb Deutschlands** (Ukraine/Donbass) ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität. Die Gruppe wird nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt."
82,GEO,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Parallele zum Tiergarten-Mord

Der Fall ähnelt dem sogenannten Tiergarten-Mord in Berlin. Wegen der Erschießung eines [Gruppe 1] im August 2019 in der Parkanlage Kleiner Tiergarten war ein [Andere Gruppe] Mitte Dezember 2021 zu lebenslanger Haft verurteilt worden. Im Urteil war von ""Staatsterrorismus"" die Rede.

""Vom Prinzip her ist der Fall ähnlich gelagert, wie der Tiergarten-Mord"", sagte die Tschetschenien-Expertin Miriam Katharina Heß von der Deutschen Gesellschaft für Auswärtige Politik vor Prozessbeginn. ""Man kann ihn in die Tradition russischer Auftragsmorde in Europa setzen.""",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME

**Explanation:** Die Gruppe [Gruppe 1] wird im Text ausschließlich als Opfer des Tiergarten-Mordes dargestellt, während die Täterschaft explizit einer anderen Gruppe ([Andere Gruppe]) zugeschrieben wird. Es liegt kein Bezug zu Kriminalität, Sicherheit oder Gewalt durch die Gruppe selbst vor.",,CRIME_FRAME_NEG,"**Label:** NO_CRIME_FRAME

**Explanation:** Die Gruppe [Gruppe 1] wird im Text ausschließlich als Opfer des Tiergarten-Mordes dargestellt, während die Täterschaft explizit einer anderen Gruppe ([Andere Gruppe]) zugeschrieben wird. Es liegt kein Bezug zu Kriminalität, Sicherheit oder Gewalt durch die Gruppe selbst vor."
85,ARAB,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Drei Tote bei Anschlag in Israel

Bei einem neuen Anschlag in Israel sind am Donnerstagabend mindestens drei Menschen getötet worden, meldet rnd.de.. Nach Angaben eines Rettungsdienstes habe es bei dem Angriff in der strengreligiösen Ortschaft Elad östlich von Tel Aviv zudem vier Verletzte gegeben. Die Polizei gehe von zwei Tätern aus: Einer habe geschossen, ein anderer mit einer Axt Passanten angegriffen. In der Umgebung wären Straßensperren errichtet worden. Ein Polizeihubschrauber sei einem verdächtigen Fahrzeug gefolgt. Nach Medienberichten habe die Polizei die Sorge, die Täter könnten ins nicht weit entfernte Westjordanland entkommen sein. Die im Gazastreifen herrschende islamistische Hamas habe den blutigen Angriff über Lautsprecher als „heroische Tat“ bezeichnet. Mit dem neuen Anschlag seien bei einer Terrorwelle in Israel seit Ende März 17 Menschen getötet worden. Bei zwei der Anschlägen seien die Täter israelische [Gruppe 1] und Unterstützer des Islamischen Staats gewesen.

EU will Sanktionen gegen Putins Freundin verhängen",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt einen Anschlag in Israel, der zwar von zwei Tätern verübt wurde, von denen einer als israelischer **[Gruppe 1]** identifiziert wird, aber es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit** vor. Zudem wird die Gruppe nicht als Täter oder Sicherheitsrisiko für Deutschland dargestellt, sondern als Opfer der Hamas-Propaganda oder als Teil einer ausländischen Terrorwelle.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt einen Anschlag in Israel, der zwar von zwei Tätern verübt wurde, von denen einer als israelischer **[Gruppe 1]** identifiziert wird, aber es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit** vor. Zudem wird die Gruppe nicht als Täter oder Sicherheitsrisiko für Deutschland dargestellt, sondern als Opfer der Hamas-Propaganda oder als Teil einer ausländischen Terrorwelle."
86,RUS,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Update vom 20. Oktober, 11.55 Uhr: Russische Soldaten verlassen angeblich fluchtartig die besetzte Stadt Enerhodar, in der auch das besetzte ukrainische Atomkraftwerk Saporischschja liegt. Darüber berichten ukrainische Behörden laut einem Bericht der New York Times. Dies werfe Zweifel auf, ob Russland die Kontrolle über das seit Wochen umkämpfte Atomkraftwerk behalten kann.

Eine Flucht der [Gruppe 1] aus der Stadt meldet auch die ukrainische Atomenergiebehörde Energoatom via Telegram. „Die Panik, Angst und Erwartung einer Niederlage erreichte auch Enerhodar“, heißt es in der Nachricht. Die [Gruppe 1] würden vor ihrer Flucht Möbel, Kühlschränke, Fernseher und andere Dinge aus den besetzten Verwaltungsgebäuden plündern.

Die Angaben sind nicht unabhängig überprüft. Laut New York Times ist unklar, weshalb russischen Truppen zum jetzigen Zeitpunkt aus der Stadt fliehen sollten, da sich die ukrainische Armee auf der anderen Seite des Flusses Dnipro befinde und eine Rückeroberung der Stadt Enerhodar nicht in greifbarer Nähe sei.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Plünderung wird zwar erwähnt, findet aber im Kontext eines **Krieges außerhalb Deutschlands** statt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu deutschen Behörden hergestellt wird. Zudem handelt es sich um eine **Opferrolle** der Gruppe ([Gruppe 1] als flüchtende Soldaten), nicht um eine Täter- oder Sicherheitsbedrohungsdarstellung.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Die Plünderung wird zwar erwähnt, findet aber im Kontext eines **Krieges außerhalb Deutschlands** statt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu deutschen Behörden hergestellt wird. Zudem handelt es sich um eine **Opferrolle** der Gruppe ([Gruppe 1] als flüchtende Soldaten), nicht um eine Täter- oder Sicherheitsbedrohungsdarstellung."
94,IRN,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Der beste Weg sei aus US-Sicht eine Rückkehr zum internationalen Atomvertrag mit Teheran, „um zu einer vollen Umsetzung zurückzukehren, um das iranische Atomprogramm zurück in eine Kiste zu stecken“, sagte US-Außenminister Antony Blinken am Sonntag in Jerusalem. Der russische Krieg gegen die Ukraine sei eine weitere Erinnerung, warum dies so wichtig sei. „Mit nuklearen Waffen würde der Iran noch aggressiver werden und denken, er könne mit einem falschen Gefühl der Straffreiheit agieren.“

Blinkens israelischer Amtskollege Jair Lapid sagte: „Wir haben in der Frage des Atomabkommens und seiner Konsequenzen Meinungsverschiedenheiten, aber ein offener und ehrlicher Dialog ist Teil der Stärke unserer Freundschaft.“ Israel werde „alles tun, was wir für nötig halten, um das iranische Atomprogramm zu stoppen“, sagte Lapid. „Die [Gruppe 1] wollen Israel zerstören – sie werden es nicht schaffen, wir werden es ihnen nicht erlauben.“

Stationen Westjordanland, Marokko und Algerien",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text thematisiert ausschließlich den **iranischen Atomkonflikt** und die **geopolitische Bedrohung durch den Iran** (nukleare Waffen, Krieg gegen die Ukraine), ohne dass die Gruppe explizit mit **innerer Sicherheit Deutschlands**, **Kriminalität in Deutschland** oder **konkreten Straftaten** verknüpft wird. Die Aussage, die Gruppe wolle Israel zerstören, bezieht sich auf **internationale Konflikte** und nicht auf Bedrohungen der deutschen Sicherheit.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert ausschließlich den **iranischen Atomkonflikt** und die **geopolitische Bedrohung durch den Iran** (nukleare Waffen, Krieg gegen die Ukraine), ohne dass die Gruppe explizit mit **innerer Sicherheit Deutschlands**, **Kriminalität in Deutschland** oder **konkreten Straftaten** verknüpft wird. Die Aussage, die Gruppe wolle Israel zerstören, bezieht sich auf **internationale Konflikte** und nicht auf Bedrohungen der deutschen Sicherheit."
100,RUS,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Und die zuständige Ministerin Christine Lambrecht (SPD)? Unionsfraktionschef Friedrich Merz (CDU) appellierte an Bundeskanzler Olaf Scholz: „Trennen Sie sich von dieser Ministerin so schnell wie möglich. Sie werden es sowieso irgendwann in den nächsten Wochen und Monaten machen müssen. Also machen Sie es bald.“

[Gruppe 1] jagen Ukraine-Konvoi Kamikaze-Drohne gegen US-Artillerie",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Absatz erwähnt zwar eine Kamikaze-Drohne im Kontext eines Ukraine-Konvois, aber es handelt sich um einen **Kriegskontext außerhalb Deutschlands** ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität. Zudem wird die Gruppe nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Der Absatz erwähnt zwar eine Kamikaze-Drohne im Kontext eines Ukraine-Konvois, aber es handelt sich um einen **Kriegskontext außerhalb Deutschlands** ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität. Zudem wird die Gruppe nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt."
115,MUSL,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"New Yorks Gouverneurin Kathy Hochul verurteilte die Attacke und sagte, dass sich Rushdie im Krankenhaus in sicheren Händen befinde und am Leben sei. Rushdie habe während seiner ganzen Karriere den Mut gehabt, sich ungeachtet der Gefahren "" gegen die Mächtigen aufzulehnen, in diesem friedlichen Forum hätte er die Gelegenheit haben müssen, ungestört aufzutreten und zu sprechen"" .

Der in Mumbai geborene Schriftsteller studierte an dem Kings College in England. Zu Weltruhm gelangte er 1988 mit seinem Buch, das den Koran und den Propheten Mohammed angriff, den er unter anderem als berechnenden Politiker und Opportunisten darstellte. Das ging dem damaligen Ayatollah Ruhollah Chomeinii zu weit. In einer Fatwa, einem Rechtsgutachten, rief er [Gruppe 1] zur Tötung Rushdies auf. Auch wurde ein Kopfgeld von bis zu vier Millionen Dollar gegen Rushdie ausgesetzt. Ein japanischer Übersetzer des Werkes wurde später tatsächlich umgebracht. Rushdie erhielt in Großbritannien zehn Jahre lang Polizeischutz.

Trotzdem erhielt er bis vor kurzem noch Morddrohungen. Bis vor wenigen Jahren reiste der Autor mit Leibwächtern und hielt sich an geheimen Orten auf, wagte es nun aber, wieder an die Öffentlichkeit zu treten.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Gruppe wird hier als **Opfer oder Ziel von Gewalt** dargestellt (Fatwa zur Tötung, Morddrohungen), nicht als Täter oder Sicherheitsrisiko für Deutschland oder den deutschen Kontext. Die Bedrohung erfolgte außerhalb Deutschlands (Fatwa des Ayatollahs, Mord an einem Übersetzer in Japan), und es gibt **keinen expliziten Bezug zu innerdeutscher Sicherheit, Kriminalität oder Prävention**. Zudem handelt es sich um einen historischen Kontext (1988) ohne aktuelle Relevanz für die deutsche Innenpolitik.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Die Gruppe wird hier als **Opfer oder Ziel von Gewalt** dargestellt (Fatwa zur Tötung, Morddrohungen), nicht als Täter oder Sicherheitsrisiko für Deutschland oder den deutschen Kontext. Die Bedrohung erfolgte außerhalb Deutschlands (Fatwa des Ayatollahs, Mord an einem Übersetzer in Japan), und es gibt **keinen expliziten Bezug zu innerdeutscher Sicherheit, Kriminalität oder Prävention**. Zudem handelt es sich um einen historischen Kontext (1988) ohne aktuelle Relevanz für die deutsche Innenpolitik."
127,KURD,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"„Er kontrollierte das weltweite Netzwerk der IS-Ableger von Afrika bis Afghanistan“, sagte ein ranghoher Beamter der US-Regierung. Er sei direkt für die Einsätze im Irak und in Syrien zuständig gewesen, wo er den Wiederaufbau des IS vorangetrieben habe.

Biden erklärte, der IS-Anführer sei auch für den jüngsten brutalen Angriff auf ein Gefängnis im Nordosten Syriens verantwortlich gewesen. Dabei wurden Ende Januar mehr als 300 Menschen getötet. Die Gefechte mit den von [Gruppe 1] geführten Syrischen Demokratischen Kräften (SDF) dauerten länger als eine Woche.

Syrische Beobachtungsstelle meldet 13 Tote",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Gruppe wird hier als militärische Akteurin in einem **ausdrücklichen Kriegskontext (Irak/Syrien)** dargestellt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu Straftaten im Inland hergestellt wird. Die Erwähnung von Gewalt und Terrorismus bezieht sich auf internationale Konflikte, nicht auf Deutschland.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Die Gruppe wird hier als militärische Akteurin in einem **ausdrücklichen Kriegskontext (Irak/Syrien)** dargestellt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu Straftaten im Inland hergestellt wird. Die Erwähnung von Gewalt und Terrorismus bezieht sich auf internationale Konflikte, nicht auf Deutschland."
152,RUS,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Vier Deutsche an Bord der Maschine

Die Opfer kamen aus zehn Ländern, vier davon aus Deutschland. Da die meisten [Andere Gruppe] waren, findet der Prozess dort statt. Hunderte Angehörige wollen bei der Urteilsverkündung zugegen sein, davon etwa 80 aus Australien. Keiner wagt vorher zu sagen, wie das Urteil lauten wird. Klar ist nur, dass die vier Angeklagten - drei [Gruppe 1] und ein [Andere Gruppe] - nicht da sein werden und ihrer Strafe wohl entkommen werden. Alle vier sollen in Russland sein. ""Das Land darf eigene Bürger nicht ausliefern"", sagt Marieke de Hoon, Dozentin für internationales Strafrecht an der Universität von Amsterdam.

Die Angeklagten hatten damals hohe Funktionen bei den prorussischen Separatisten in der Ostukraine: Igor Girkin war einst russischer Geheimdienstoffizier und Kommandant der Separatisten im Donbass, genannt ""Strelkow"". Sergej Dubinski, ein früherer russischer Offizier und Stellvertreter Girkins. Oleg Pulatov wiederum war Dubinskis Assistent. Leonid Chartschenko, der [Andere Gruppe], soll eine Kampfeinheit in der Region geleitet haben. Sie sollen der Anklage zufolge das Luftabwehrgeschütz vom Typ Buk besorgt haben und für den Abschuss der Rakete verantwortlich sein. Die Anklage lautet auf Mord in 298 Fällen. Die Staatsanwaltschaft forderte lebenslange Haftstrafen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME

**Explanation:** Die Straftaten (Abschuss des Fluges MH17) fanden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit oder zu einer Bedrohung Deutschlands hergestellt. Zudem handelt es sich um einen **Kriegskontext** (prorussische Separatisten in der Ostukraine), der nach den Annotationsregeln nicht als innerdeutsche Sicherheitsbedrohung gilt. Die Gruppe wird hier als Täterin dargestellt, aber der Kontext ist **geopolitisch/militärisch** und nicht auf Deutschland oder dessen Sicherheit bezogen.",,CRIME_FRAME_NEG,"**Label:** NO_CRIME_FRAME

**Explanation:** Die Straftaten (Abschuss des Fluges MH17) fanden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit oder zu einer Bedrohung Deutschlands hergestellt. Zudem handelt es sich um einen **Kriegskontext** (prorussische Separatisten in der Ostukraine), der nach den Annotationsregeln nicht als innerdeutsche Sicherheitsbedrohung gilt. Die Gruppe wird hier als Täterin dargestellt, aber der Kontext ist **geopolitisch/militärisch** und nicht auf Deutschland oder dessen Sicherheit bezogen."
174,ISLMST,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Der IS behauptete, die Angreifer hätten rund 50 Menschen verletzt oder getötet, darunter [Andere Gruppe], Sikhs sowie Sicherheitskräfte der militant-islamistischen Taliban, die den Tempel umstellt und das Gelände schließlich gesichert hatten.

Die Sikh sind auch in Afghanistan eine religiöse Minderheit. Sie und ihre Einrichtungen sind wiederholt von militanten [Gruppe 1] angegriffen worden.

Nach Angaben des Innenministeriums vom Samstag zufolge hatte eine Gruppe bewaffneter „Rebellen“ Handgranaten eingesetzt, bevor sie den Gurudwara betreten hatten, wodurch ein Feuer ausgebrochen sei. Sicherheitskräfte der Taliban hätten dann das Gebäude umstellt. Dem Sprecher zufolge hatten die Angreifer zuvor auch versucht, eine Autobombe in einer Menschenmenge hochgehen zu lassen, doch die Detonation sei verfrüht ausgelöst worden.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Kriminalität und Gewalt finden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit hergestellt. Zudem ist die Gruppe hier als Opfer von Angriffen durch andere Akteure (IS, „Rebellen“) dargestellt, nicht als Täter oder Sicherheitsrisiko.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Die Kriminalität und Gewalt finden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit hergestellt. Zudem ist die Gruppe hier als Opfer von Angriffen durch andere Akteure (IS, „Rebellen“) dargestellt, nicht als Täter oder Sicherheitsrisiko."
187,HUN,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Kürzung von EU-Mitteln

Rechtsstaatsverstöße: EU-Kommission geht gegen [Gruppe 1] vor

Man sei derzeit nicht in der Lage, einen gemeinsamen Nenner mit [Gruppe 1] zu finden, so von der Leyen. Das Problem: Korruption. (Quelle: Etienne Ansotte/European Commission/dpa./dpa)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text erwähnt zwar Rechtsstaatsverstöße (Korruption), verknüpft diese jedoch nicht explizit mit der Gruppe als Täter, Verdächtige oder Sicherheitsrisiko – es wird lediglich ein generelles Problem mit der Gruppe im Kontext von Korruption genannt, ohne konkrete Straftaten, Ermittlungen oder Bedrohungen für Deutschland zu benennen.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Der Text erwähnt zwar Rechtsstaatsverstöße (Korruption), verknüpft diese jedoch nicht explizit mit der Gruppe als Täter, Verdächtige oder Sicherheitsrisiko – es wird lediglich ein generelles Problem mit der Gruppe im Kontext von Korruption genannt, ohne konkrete Straftaten, Ermittlungen oder Bedrohungen für Deutschland zu benennen."
196,HUN,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Es ist das erste Mal, dass die EU-Kommission diesen Schritt wegen Mängeln im Rechtsstaat eines EU-Landes vorschlägt.

Brüssel wirft [Gruppe 1] unter anderem Korruption, Interessenkonflikte und massive Probleme bei der öffentlichen Auftragsvergabe und der Parteienfinanzierung vor. Eine Gruppe um den rechtsnationalistischen Regierungschef Viktor Orbán (59) wird verdächtigt, sich zum Schaden des EU-Haushalts zu bereichern.

Das Geld aus dem EU-Haushalt sei in [Gruppe 1] nicht ausreichend vor Missbrauch geschützt, sagte Hahn. Gleichzeitig würdigte er die Zusagen, die die ungarische Regierung zuletzt gemacht hatte, um die bestehenden Unzulänglichkeiten zu beseitigen. „[Gruppe 1] hat sich tatsächlich bewegt“, sagte der [Andere Gruppe].",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Vorwürfe gegen [Gruppe 1] beziehen sich auf Korruption, Missbrauch von EU-Mitteln und politische Machenschaften, die zwar strafrechtlich relevant sein könnten, aber **nicht explizit mit innerdeutscher Kriminalität, Sicherheit, Gewalt oder Terrorismus** verknüpft sind. Zudem findet die Handlung **ausschließlich in Ungarn** statt, ohne Bezug zur deutschen inneren Sicherheit.",,CRIME_FRAME_NEG,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Vorwürfe gegen [Gruppe 1] beziehen sich auf Korruption, Missbrauch von EU-Mitteln und politische Machenschaften, die zwar strafrechtlich relevant sein könnten, aber **nicht explizit mit innerdeutscher Kriminalität, Sicherheit, Gewalt oder Terrorismus** verknüpft sind. Zudem findet die Handlung **ausschließlich in Ungarn** statt, ohne Bezug zur deutschen inneren Sicherheit."
212,JUDE,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Zuvor war Kritik laut geworden, nachdem vergangene Woche erkennbar jüdische Passagiere am Flughafen aufgehalten worden waren (F.A.Z. vom 6. Mai). Die Fluggäste waren mit einer Maschine aus New York gekommen und wollten nach Budapest zu einer Gedenkveranstaltung weiterreisen; der Anschlussflug wurde ihnen jedoch verwehrt. Ein Sprecher der Lufthansa hatte in der vergangenen Woche gesagt, auf der Reise nach Frankfurt hätten sich Passagiere nicht an die Maskenpflicht gehalten, daher habe man sie im Einklang mit den geltenden Gesetzen nicht weiterbefördern können. Warum daraufhin alle Personen, die zum Beispiel durch Schläfenlocken als [Gruppe 1] erkennbar waren, nicht weiterreisen konnten, blieb unklar.

Die Lufthansa prüfe den Vorfall. Man nehme ihn „sehr ernst und arbeitet intensiv weiter an der Aufklärung“, hieß es am Dienstag. Ein Fluggast sagte der F.A.Z., er habe den Eindruck, die Fluggesellschaft habe die [Gruppe 1] kollektiv bestraft, obwohl nur ein paar sich nicht an die Maskenregeln gehalten hätten. Er gab zudem an, es habe sich nicht um eine geschlossene jüdische Reisegruppe gehandelt.

Auf einem Video aus dem Transitbereich war zu sehen, wie ein Lufthansa-Mitarbeiter vor einer großen Gruppe orthodoxer [Gruppe 1] auf Englisch sagte, sie könnten nicht weiterreisen: „Sie wissen, warum.“ Ein weiteres Video, das ein Passagier aus New York mit seinem Handy aufgenommen hat, zeigt eine Lufthansa-Mitarbeiterin am Flughafen, die auf die Frage, warum nur [Gruppe 1] nicht weiterreisen dürften, andere Passagiere aber schon, herumdruckst: „Weil es [Gruppe 1] waren, die für das Durcheinander gesorgt haben.“ – „Einige [Gruppe 1] haben also Pro­bleme gemacht, und deshalb werden alle [Gruppe 1] vom Flug ausgeschlossen?“, fragt daraufhin ein Fluggast im Video. „Nur für diesen Flug“, antwortet die Mitarbeiterin.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt eine diskriminierende Praxis der Lufthansa, die explizit als kollektive Bestrafung einer ethnisch-religiösen Gruppe dargestellt wird, ohne dass diese mit konkreter Kriminalität, Sicherheitsbedrohung oder Straftaten verknüpft wäre. Die Gruppe wird als Opfer von Vorurteilen und struktureller Diskriminierung gezeigt, nicht als Täter oder Sicherheitsrisiko.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt eine diskriminierende Praxis der Lufthansa, die explizit als kollektive Bestrafung einer ethnisch-religiösen Gruppe dargestellt wird, ohne dass diese mit konkreter Kriminalität, Sicherheitsbedrohung oder Straftaten verknüpft wäre. Die Gruppe wird als Opfer von Vorurteilen und struktureller Diskriminierung gezeigt, nicht als Täter oder Sicherheitsrisiko."
