testset_id,article_id,par_index,group,text_block_en,model_label,case_source,agreement,step2_1_label,final_label,source_file,source_priority
87,632712ab3dd49b919c1db3b5,20,ISLMST,"Für die EU-Mission zur Ausbildung der Streitkräfte wird eine Einstellung in Mali nahegelegt, weil dort ""jeder Wille zu einer durchgreifenden Reform des Sicherheitssektors"" fehle. Im benachbarten Niger hingegen erscheine ""ein weiteres Engagement der Aktivitäten in Abstimmung mit der dortigen Regierung und den europäischen Partnern sinnvoll"".

Für die deutsche Beteiligung an Minusma wird eine Fortsetzung und ggf. sogar Ausweitung (""...die militärischen und polizeilichen Komponenten besser auszustatten"") empfohlen. Hierbei wird suggeriert, dass ein Ende der Mission oder auch nur der deutschen Beteiligung ein ""Ende des Friedensprozesses"" bedeuten, damit ""die Sicherheitslage in Mali noch einmal dramatisch verschlechtern und damit den [Gruppe 1] in die Hände spielen"" würde.

Komplexer wird die Argumentation in Hinblick auf die Mission EUCAP Sahel Mali, mit der ja v.a. die Polizei- und Gendarmeriekräfte der (zutreffend) als ""Junta"" bezeichneten malischen Regierung ausgebildet werden, die aber mit der Bekämpfung illegalisierter Migration ein zentrales Interesse Deutschlands und der EU bedient.",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
88,632712843dd49b919c0d8642,21,,"Schischkin gab im Laufe des Abends ein klares Statement ab: ""Ich bin [Andere Gruppe]. Im Namen meines Volkes werden diese Verbrechen verübt. Ich kann nur im Namen der anderen [Andere Gruppe] die Ukraine um Vergebung bitten. Und ich weiß ganz genau, das kann man nicht vergeben."" Die Deutschen hätten es nach dem Zweiten Weltkrieg nur aufgrund einer ""vernichtenden Niederlage"" geschafft, aus dem ""Teufelskreis"" der Diktatur zu entkommen. Nur so seien die ""Stunde Null"" und die Entnazifizierung durch die Alliierten möglich gewesen. Daher hoffe er, Schischkin, ""auf eine vernichtende Niederlage der [Andere Gruppe] durch die [Gruppe 1]."" Die ""Entputinisierung"" könnten die [Andere Gruppe] danach nur selbst durchführen. Die Frage sei, ob sie dieser Aufgabe gewachsen seien.

Dieser Krieg sei kein Krieg zwischen [Andere Gruppe] und [Gruppe 1], sondern zwischen Menschen, die Ukrainisch und Russisch sprechen und Unmenschen, die Befehle befolgen. ""Literatur versagt immer dann, wenn ein Krieg beginnt"", so Schischkin gegen Ende des Panels. Irgendwann sei dieser Krieg aber vorbei, und ""der Hass und der Schmerz werden bleiben. Und das kann man nur mit der Kultur überwinden. Es gibt keine andere Möglichkeit. Dann kommt die Literatur zur Sache! Dann werden wie sie brauchen, um den Abgrund zwischen uns zu überwinden.""

*Der Beitrag ""Was kann Literatur gegen Putin leisten?"" wird veröffentlicht von Deutsche Welle. Kontakt zum Verantwortlichen hier.",NO_CRIME_FRAME,hard_case,0.7,NO_CRIME_FRAME,NO_CRIME_FRAME,hard_cases.csv,1.0
89,63560f00aefb21db010e2706,9,MIGR,"Während der NS-Zeit von 1933 bis 1945 wurden [Andere Gruppe] und [Andere Gruppe] systematisch verfolgt und etwa 500.000 Angehörige der Minderheit aus ganz Europa ermordet. Daran erinnert das 1992 beschlossene und am 24. Oktober 2012 eröffnete Mahnmal in der Nähe des Berliner Reichstagsgebäudes. Heute leben Schätzungen zufolge etwa 70.000 bis 150.000 [Andere Gruppe] und [Andere Gruppe] in Deutschland.

Der 54-jährige Daimagüler, Sohn türkischer [Gruppe 1], ist Anwalt und war unter anderem Nebenklagevertreter im Prozess gegen die Neonazi-Terrorzelle „Nationalsozialistischer Untergrund“ (NSU). Auch [Andere Gruppe] und [Andere Gruppe] habe er in Hunderten Fällen von Alltagsdiskriminierung vertreten, sagte er der dpa. Seine Einschätzung: „Antiziganismus ist eine weitgehend gesellschaftlich akzeptierte Erscheinung und wird noch nicht mal als Rassismus erkannt.“

Bis heute begleite ein „Soundtrack“ den Alltag, sagte er: „[Andere Gruppe] und [Andere Gruppe] sind angeblich kriminell, asozial, fremd.“ Kommunalpolitiker behaupteten, wo [Andere Gruppe] und [Andere Gruppe] seien, da seien auch Ratten. Die Community werde kriminalisiert. „Diese rassistischen Stereotype führen dazu, dass Menschen nie mit der gleichen Gewissheit in Sicherheit leben können wie es andere tun“, sagte der Bundesbeauftragte.",NO_CRIME_FRAME,hard_case,0.7,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
90,Tagesspiegel_added_57a07808b07eb2ec1d873b71af69e1b5a488cbc6_,27,REFUG,"Dabei kamen dann verschiedene Maßnahmen heraus: Wir haben jetzt Berater, die in Bayern unterwegs sind und die Unternehmen in dem Thema unterstützen. Zudem werden die Jugendlichen sensibilisiert und auf den deutschen Ausbildungsmarkt vorbereitet. Eine weitere Aufgabe ist das Matching zwischen [Gruppe 1] und Unternehmen. Und zuletzt haben wir uns um Ausbildungsstabilisierung bemüht, uns zum Beispiel um Sprachförderung gekümmert.

Wir haben uns schon vor 2015 Gedanken gemacht, wie wir mit dem Thema Integration von [Gruppe 1] dem Fachkräftemangel gegensteuern können. Damals hatten wir kaum Einflussmöglichkeiten darauf, ob [Gruppe 1] während einer Ausbildung oder Anstellung abgeschoben werden. Deswegen haben die Industrie- und Handelskammern sich für eine Aufenthaltsduldung eingesetzt.

Daraus ist dann die 3+2-Regelung entstanden, mit der [Gruppe 1] für drei Jahre Ausbildung und zwei Jahre Arbeit auf jeden Fall geduldet werden. Das war ein echter Kraftakt – wir hatten zuerst das Gefühl, es ist politisch nicht gewollt. Mit der Verabschiedung des Integrationsgesetzes waren die Signale aber positiv gesetzt worden.",NO_CRIME_FRAME,hard_case,0.6,NO_CRIME_FRAME,NO_CRIME_FRAME,hard_cases.csv,1.0
91,632712a23dd49b919c1a1400,16,MIGR,"Der spanische Ministerpräsident Pedro Sánchez warnte kürzlich, Madrid werde die ""Tragödie illegaler Einwanderung nicht als Druckmittel tolerieren"". Die illegale Einwanderung solle beim Nato-Gipfel Ende Juni als eine Sicherheitsbedrohung an der Südflanke des Bündnisses aufgeführt werden.

In den vergangenen Jahren haben tausende [Gruppe 1] versucht, die zwölf Kilometer lange Grenze zwischen Melilla und Marokko oder die acht Kilometer lange Grenze zwischen Ceuta und Marokko durch das Überklettern von Zäunen, schwimmend oder in Autos versteckt zu überwinden. Die [Gruppe 1] nehmen bisweilen Haken und Stöcke zur Hilfe, um den Grenzzaun zu überwinden.

Tagesanbruch: Für Millionen Deutsche wird der Urlaub zum DramaKlagen gegen die Energiewende: Der Vertrag, der Deutschland noch Milliarden kosten könnteAktivistin gegen Ex-Innenminister: Vor Gericht: Rackete gegen Salvini",NO_CRIME_FRAME,hard_case,0.6,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
92,63ac6906deb9c431c1054d34,13,MAR,"Benifei erklärte, niemals Geld von Vertretern Katars, Marokkos oder den in dem Skandal Beschuldigten angenommen zu haben. Auch Moretti betonte, niemals Geld, Geschenke oder andere Gefälligkeiten angenommen zu haben. Kaili und Arena ließen Anfragen unbeantwortet – ebenso wie Panzeri, Giorgi und Cozzolino.

Den drei Letzteren ging es laut VSSE vor allem ums Geld – und das floss offenbar reichlich. Der [Gruppe 1] Atmoun soll ihnen Umschläge voller Bargeld überreicht haben – was erklären könnte, warum die Ermittler bei den Razzien in Brüssel mehr als 1,5 Millionen Euro in bar gefunden haben. Auf eine Bitte um Stellungnahme hat Atmoun bisher nicht reagiert.

Panzeri, Giorgi und Cozzolino wurden laut VSSE zwar von Atmoun geführt, hatten aber mutmaßlich auch direkten Kontakt zu einem deutlich mächtigeren Mann: Mohamed Yassine Mansouri, dem Generaldirektor des Geheimdienstes DGED.",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
93,6357d13157bc09174800aad7,5,RUS,"Wir erhoffen uns eine bessere Koordinierung mit den westlichen Partnern, damit wir uns auf einen Plan einigen können"", betonte der Wirtschaftsberater von Selenskyj. ""Es geht aber auch um die konkrete Strategie für den Wiederaufbau. Wir müssen klären, welche Industrien wir fördern sollten"", so Rodnyansky. ""Die Ukraine hat nach wie vor großes Potential in der Landwirtschaft - vor allem, wenn diese in den EU-Binnenmarkt integriert werden soll. Über unsere Gaspipelines könnten wir in der Zukunft grünen Wasserstoff exportieren. Auch IT und neue Technologien sind vielversprechende Branchen.""

Mit den neuesten russischen Drohnen- und Raketenangriffen wende Russland ein ""Instrument des Wirtschaftskrieges"" gegen die Ukraine, aber auch die EU an, unterstrich der Selenskyj-Berater. Die Ukraine, die seit April an das zentraleuropäische Stromnetz angeschlossen ist, könne nun nicht mehr Energie in EU-Länder exportieren. ""Doch durch die Bombardierung unserer Kraftwerke haben die [Gruppe 1] eine wirtschaftspolitische Front im Krieg eröffnet: Leider haben sie ihr Ziel, die ukrainischen Stromexporte abzuwürgen, erreicht. Unsere Währung und unsere Währungsreserven werden infolge der wegfallenden Einnahmen nicht mehr gestützt. Aber die Angriffe sind auch ein gezielter Schlag gegen die Energiesicherheit der EU.""

",CRIME_FRAME_NEG,hard_case,0.6,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
94,632712813dd49b919c0c1279,5,IRN,"Der beste Weg sei aus US-Sicht eine Rückkehr zum internationalen Atomvertrag mit Teheran, „um zu einer vollen Umsetzung zurückzukehren, um das iranische Atomprogramm zurück in eine Kiste zu stecken“, sagte US-Außenminister Antony Blinken am Sonntag in Jerusalem. Der russische Krieg gegen die Ukraine sei eine weitere Erinnerung, warum dies so wichtig sei. „Mit nuklearen Waffen würde der Iran noch aggressiver werden und denken, er könne mit einem falschen Gefühl der Straffreiheit agieren.“

Blinkens israelischer Amtskollege Jair Lapid sagte: „Wir haben in der Frage des Atomabkommens und seiner Konsequenzen Meinungsverschiedenheiten, aber ein offener und ehrlicher Dialog ist Teil der Stärke unserer Freundschaft.“ Israel werde „alles tun, was wir für nötig halten, um das iranische Atomprogramm zu stoppen“, sagte Lapid. „Die [Gruppe 1] wollen Israel zerstören – sie werden es nicht schaffen, wir werden es ihnen nicht erlauben.“

Stationen Westjordanland, Marokko und Algerien",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
95,635e142d410a298de60be48b,23,,"Ukrainischer Botschafter gegen Asyl für Kriegsdienstverweigerer

Der neue ukrainische Botschafter in Berlin, Oleksii Makeiev, hat vor der Aufnahme russischer Kriegsdienstverweigerer gewarnt. „Es wäre falsch von Deutschland, russische Deserteure aufzunehmen“, sagte der der „Bild am Sonntag“. Er nannte diese [Gruppe 1] ein Sicherheitsrisiko.

Die [Andere Gruppe] vor der vom russischen Präsidenten Wladimir Putin angeordneten Teilmobilmachung seien „junge Männer, die nichts bereuen“, sich aber vor dem Militärdienst drücken wollten, sagte der Makeiev. Die Bundesregierung hatte Mitte Oktober erklärt, die Entscheidungspraxis des Bundesamtes für Migration und [Andere Gruppe] zur Aufnahme russischer Kriegsdienstverweigerer werde aktuell überprüft.",NO_CRIME_FRAME,hard_case,0.5,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
96,MAZ-3.02106100001651e+20,5,RUS,"Podoljak sagte an die Adresse der [Gruppe 1]: ""Wenn Ihr euch entscheidet, massiv ein anderes Land zu attackieren, dort massenhaft alle nacheinander tötet, friedliche Menschen mit Panzern zerquetscht und für diese Morde eure Lager in euren Gebieten benutzt, dann werdet ihr früher oder später eure Schulden zurückzahlen müssen."" Das sei ein ""absolut natürlicher Prozess"", so der Selenskyj-Berater. Zugleich betonte er, es könne unterschiedliche Gründe für die Zerstörung der russischen Infrastruktur geben.

Am Wochenende beklagte der Gouverneur der westrussischen Region Kursk, Roman Starowojt, Granatbeschuss von ukrainischer Seite. In der Region gilt Warnstufe gelb für Terrorgefahr. Auch die russischen Gebiete Belgorod, Brjansk und Woronesch melden immer wieder Zwischenfälle. Für besonderes Aufsehen sorgten Anfang April Bilder von einem großen Feuer in einem Öllager in der Nähe der Stadt Belgorod. Zwei ukrainische Kampfhubschrauber, so die [Gruppe 1], hätten das Depot in Brand gesetzt. Im Internet kursierten danach Videos von zwei Helikoptern, die im Tiefflug unterwegs waren. Die nicht überprüfbaren Aufnahmen ließen auch viele [Gruppe 1] fragen, wie ein solches Eindringen in den Luftraum der Atommacht überhaupt möglich sei.

Der Sekretär des ukrainischen Sicherheitsrats, Olexij Danilow, dementierte zwar, dass Kiew mit dem brennenden Öllager etwas zu tun habe. Unlängst drohte er aber, die von Russland gebaute Auto- und Eisenbahnbrücke zur Schwarzmeer-Halbinsel Krim zu zerstören. Die ukrainische Armee könne der Krim-Brücke einen Schlag versetzen, wenn sie die Möglichkeit dazu habe. Im Moment fehlen dafür wohl die Waffen. Aber Danilow sagte klar: ""Wenn die Möglichkeit da sein wird, werden wir das auf jeden Fall machen."" Die Reaktion aus Moskau folgte prompt: Dann werde die ukrainische Hauptstadt verstärkt zum Ziel. Der Sprecher des russischen Verteidigungsministeriums, Igor Konaschenkow, lässt keine Gelegenheit aus, Kiew auf die sehr großen Reichweiten russischer Raketen hinzuweisen. Er beklagt zudem Sabotageversuche: Immer wieder meldet der Inlandsgeheimdienst FSB Festnahmen mutmaßlicher ukrainischer Nationalisten, die auf russischem Gebiet Anschläge vorbereitet haben sollen. Dazu werden Videos von Verdächtigen mit selbst gebauten angeblichen Sprengsätzen gezeigt. Die Ukraine weist das als Unsinn zurück.",NO_CRIME_FRAME,hard_case,0.7,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
97,634edc42e4006be4760e4eab,21,POC,"Laut einer Antwort der Se­natsinnenverwaltung auf eine Anfrage der Linken-Abgeordneten Elif Eralp und Niklas Schrader werden dabei neben geringfügigen Drogendelikten wie dem Besitz von Cannabis vor allem Verstöße gegen das Aufenthaltsgesetz verzeichnet, 388 Fälle waren es im ersten Halbjahr 2022. Kontrolliert werden also überwiegend nichtweiße Personen, kritisieren die Abgeordneten.

„Die polizeilichen Maßnahmen bringen außer kurzfristigen Verdrängungseffekten nichts“, kritisiert auch die Initiative „Wrangelkiez-United“ und fordert statt einer Kriminalisierung von [Gruppe 1] soziale Lösungen und die Abschaffung der KbO. „Eine Aufenthalts- und Arbeitserlaubnis für Menschen ohne Papiere oder ein Angebot an Drogenkonsumräumen rund um die Uhr würde die Situation hier im Kiez entspannen – anders als die meisten Polizeieinsätze.“

",NO_CRIME_FRAME,hard_case,0.4,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
98,632712853dd49b919c0e312c,8,REFUG,"Aber nicht nur an der polnisch-ukrainischen Grenze, sondern auch an deutschen Bahnhöfen scheinen Menschenhändler aktiv zu sein. Ehrenamtliche, die sich am Berliner Hauptbahnhof um [Gruppe 1] kümmern, berichten von dubiosen Männern, die durch die Reihen der [Gruppe 1] gehen, und den Frauen Schlafplatzangebote machen. Auch alleinreisende Jugendliche beiderlei Geschlechts würden von solchen Männern angesprochen. Helfer erzählen, dass die Männer sogar Geld geboten hätten, wenn ihnen Frauen „zugeteilt“ würden.

Dubiose Gestalten spähen am Hauptbahnhof alleinreisende [Gruppe 1] aus

Alina Müller, Sprecherin der Berliner Bundespolizeidirektion, sagt, dass es allein am Montag am Berliner Hauptbahnhof drei Fälle gegeben habe, bei denen Männer Frauen dubiose Unterkünfte angeboten hätten. „Einmal wurde Geld angeboten, damit die Frau mitkommt.“ In diesen drei Fällen seien Platzverweise ausgesprochen worden. In einem anderen Fall seien Männer dabei beobachtet worden, wie sie Alleinreisende ausgespäht hätten. Als sich die Beamten näherten, seien die Männer davongelaufen.",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
99,635d1726264d2a0cea049a70,10,REFUG,"„Aus Hass Häuser anzuzünden, weil man [Gruppe 1] nicht in seiner Nähe haben möchte, ist zutiefst primitiv und menschenverachtend“, verurteilte Sachsens Innenminister Armin Schuster die Tat. Zwar sei noch nicht bekannt, wer die Brandsätze in das Hotel geworfen habe. „Aber wir müssen von einem fremdenfeindlichen Brandanschlag ausgehen“, so Schuster.

200 [Gruppe 1] in Bautzen: AfD-Demonstration vor der geplanten Unterkunft

Am kommenden Donnerstag (3. November) sollten die ersten 30 [Gruppe 1] in die Unterkunft ziehen. Die Familien kommen laut Landratsamt aus Syrien, Nordmazedonien, der Türkei, Afghanistan, Georgien und der Russischen Föderation. Ob das Gebäude wie ursprünglich genutzt werden könne, sei momentan noch nicht klar. Wie die Sächsische Zeitung berichtet, sollten ursprünglich 200 Menschen im „Spreehotel“ untergebracht werden.",NO_CRIME_FRAME,hard_case,0.7,NO_CRIME_FRAME,NO_CRIME_FRAME,hard_cases.csv,1.0
100,632712803dd49b919c0b8d8c,9,RUS,"Und die zuständige Ministerin Christine Lambrecht (SPD)? Unionsfraktionschef Friedrich Merz (CDU) appellierte an Bundeskanzler Olaf Scholz: „Trennen Sie sich von dieser Ministerin so schnell wie möglich. Sie werden es sowieso irgendwann in den nächsten Wochen und Monaten machen müssen. Also machen Sie es bald.“

[Gruppe 1] jagen Ukraine-Konvoi Kamikaze-Drohne gegen US-Artillerie

",CRIME_FRAME_NEG,hard_case,0.6,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
101,632712aa3dd49b919c1d2a5f,4,,"Zwei Wochen lang versuchte ich, in den Flughafen zu kommen

Ich selbst war am 15. August 2021 gezwungen, ins Exil zu gehen, weil die Taliban die Macht übernahmen. Diese Gruppe tötete 2016 sieben meiner Kollegen bei Tolo News durch eine Autobombe und übernahm die Verantwortung dafür, indem sie eine Erklärung herausgab und TOLO TV als „Geheimdienstnetzwerk“ und „das größte Netzwerk des Landes zur Förderung von Obszönität, Irreligiosität, fremder Kultur und Nacktheit“ bezeichnete. Sobald die Taliban in Kabul einmarschierten, waren meine Familie und ich gezwungen, unser Haus zu verlassen und in einem Geheimversteck Zuflucht zu suchen. Während der Rettungsaktion für afghanische Bürger auf dem Flughafen von Kabul versuchte ich zwei Wochen lang, in den Flughafen zu kommen, aber da versuchten gleichzeitig Tausende andere [Gruppe 1] ebenfalls zu fliehen und ich habe es nicht einmal geschafft, das Flughafengebäude zu betreten, obwohl ich ohne Schlaf vor den Toren des Flughafens wartete.

Es gibt keine unabhängigen Medien mehr",CRIME_FRAME_NEG,hard_case,0.5,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
102,63798b432cedebd7fc06b62c,3,KURD,"Im August attackierten türkische Streitkräfte Stellungen der PKK im türkischen Gaziantep.

Nach dem Bombenanschlag in Istanbul ist sich die türkische Regierung schnell sicher, dass [Gruppe 1] aus Nordsyrien den Auftrag gaben. Nun erfolgt die Antwort Ankaras. Die Luftwaffe fliegt Angriffe vor allem auf die Stadt Kobane und soll dabei nach Angaben einer NGO zwölf Menschen getötet haben.

Die Türkei hat nach Angaben syrisch-kurdischer Kämpfer am Samstag mehrere Orte im Norden Syriens bombardiert, darunter die Stadt Kobane. Die türkische Luftwaffe habe mehrere Angriffe geflogen, sagte ein Sprecher des von kurdischen Einheiten angeführten Militärbündnisses SDF. Nach Angaben der Syrischen Beobachtungsstelle für Menschenrechte mit Sitz in London wurden dabei mindestens sechs Mitglieder des SDF sowie sechs Soldaten der Regierung getötet. Die Beobachtungsstelle bezieht ihre Informationen aus einem Netzwerk verschiedener Quellen in Syrien. Die Angaben der Organisation sind von unabhängiger Seite oft kaum zu überprüfen.",NO_CRIME_FRAME,hard_case,0.5,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
103,632712ab3dd49b919c1dadb1,6,ISR,"Es wirkt nicht wie ein Zufall, dass die israelischen SoldatInnen gerade jetzt auszogen, um Dschihadisten im Westjordanland dingfest zu machen, und dass die Luftwaffe das Kommando zur „präventiven Exekution“ bekam. Stattdessen kommt der unschöne Verdacht auf, es könne mit den für den 1. November geplanten Parlamentswahlen zusammenhängen.

Kaum zwei Monate ist Jair Lapid Regierungschef und möchte es gern über den Wahltermin hinaus bleiben. Will er den WählerInnen ein Signal geben, dass er in Sachen Kriegsführung genauso brachial vorgeht wie sein größter Konkurrent, nämlich Mr. Security, Benjamin Netanjahu? Auch die Rhetorik von Lapids sozialdemokratischen Verbündeten erinnert an die Zeit, als Netanjahu regierte. Dazu kommt, dass gerade jetzt Tausende radikal nationalistische [Gruppe 1] auf den Tempelberg ziehen.

Stärke zeigen für WählerInnenstimmen – wie armselig wäre das und wie riskant. Ob gezielt provoziert oder nicht – die Botschaft dürfte bei den WählerInnen angekommen sein. Jetzt aber gilt es, ein rasches Ende der Eskalation zu bewirken. Je länger die Kampfhandlungen andauern, desto größer ist die Gefahr, dass die Hamas nicht länger stillhält. Die islamistische Führung im Gazastreifen will offensichtlich nicht mitkämpfen.",NO_CRIME_FRAME,hard_case,0.6,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
104,632712953dd49b919c14a018,7,ROU,"Streit um eine Bierflasche

Der Auseinandersetzung habe sich sich um eine kaputte Bierflasche entwickelt, erklärt Erdbeerhof-Chef Robert Dahl am Samstagabend gegenüber der „Ostsee-Zeitung“ (OZ). Die sei einem Mitarbeiter aus Rumänien heruntergefallen. Ein Mann aus der Ukraine soll den [Gruppe 1] dann aufgefordert haben, die Scherben zu beseitigen. Drei weitere [Gruppe 1] kamen hinzu. Sie sollen sinngemäß geäußert haben: „Vor dir lassen wir uns gar nichts sagen“, berichtet die OZ.

Die verbale Auseinandersetzung sei schnell handgreiflich geworden, bei der die rumänischen Männer schließlich mit Stühlen auf die [Andere Gruppe] losgingen. „Das war aber keine Massenschlägerei“, so Dahl. Von den 100 anwesenden Personen hätten die meisten nur zugeschaut. Der Erdbeerhof hat die drei Täter nach eigenen Angaben sofort nach dem Vorfall entlassen. Die Polizei ermittelt wegen des Verdachts des Landfriedensbruchs und schwerer Körperverletzung.",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
105,MOPO-437726,13,,"Am Hansaplatz sollte es endlich eine vernünftige Toilette geben, dafür habe sie sich eingesetzt, erzählt Ursula Witsch. Aber: ""Am Bürgertisch sind wir für den Vorschlag ausgelacht worden."" Viele Menschen gingen am Kirchenweg zwischen Autos auf ""Toilette"", vor allem im Sommer rieche das fürchterlich. ""Das ist eine unheimliche Belastung für Anwohner.""

Ihr Mann, Berno Schuckart-Witsch, bemängelt fehlende Angebote für die hier in seinen Augen alleingelassenen ""jugendlichen und unbegleiteten [Gruppe 1]. Denen muss man eine Perspektive geben."" Sie würden hier ständig kontrolliert, ""den Säufern passiert aber gar nichts"". Viele drifteten mangels Optionen in die Kleinkriminalität ab. Vor allem der politische Wille fehle, Geld an richtiger Stelle auszugeben, findet Schuckart-Witsch. Das umfasse auch andere Themen, wie das simple Aufstellen von Bänken. So eine Maßnahme sei nicht gewollt, mutmaßt das Ehepaar. Sein Fazit: ""Randständige werden weiter an den Rand gedrängt.""

Am Tisch eines Restaurants auf der Nordseite, zurückgelehnt auf einem der Holzstühle, sitzt Markus Schreiber (62), mittlerweile Pensionär, noch immer SPD-Bürgerschaftsabgeordneter. Bis 2012 war er Bezirksamtsleiter in Mitte. Wenn er auf den Hansaplatz blickt, denke er dabei an ""Klein-Paris"", sagt er. Es seien Restaurants dazugekommen, das Leben rund um den Brunnen sei verstärkt worden. ""Veränderung braucht Zeit. Das geht nur in kleinen Schritten - dass sich hier nichts verändert habe, das stimmt einfach nicht.""",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
106,632712b83dd49b919c224fb7,4,BGR,"Rosenheim/A93 – Bei einer Kontrolle auf der A93 nahe Kiefersfelden hat die Bundespolizei einen 21-Jährigen gestoppt, der eine verbotene Waffe bei sich hatte.

600 Euro ist ein [Gruppe 1] am Wochenende (20. August) bei Grenzkontrollen der Rosenheimer Bundespolizei auf der Inntalautobahn A93 losgeworden. „Eine Strafanzeige wegen Verstoßes gegen das Waffengesetz hat der 21-jährige Pkw-Fahrer noch obendrein erhalten“, teilt Sprecher Rainer Scharf von der Bundespolizeiinspektion Rosenheim mit. „Er hatte bei seiner Einreise eine verbotene Waffe dabei.“

Nahe Kiefersfelden unterzogen die Bundespolizisten den in den Niederlanden gemeldeten bulgarischen Fahrzeugführer einer Kontrolle. Mit seinen Papieren war alles in Ordnung, doch in der Umhängetasche, die der Mann um den Hals trug, fanden die Beamten einen Schlagring.",NO_CRIME_FRAME,hard_case,0.6,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
107,637e60e8f9fb29df780efa72,8,KURD,"Was ist der Hintergrund des Konflikts?

Im jahrzehntealten Konflikt zwischen PKK und dem türkischen Staat sind Tausende Menschen getötet worden. Ankara geht in der Südosttürkei und im Nordirak regelmäßig mit Militäreinsätzen gegen die PKK vor. Diese wiederum verübt immer wieder Anschläge vor allem auf türkische Sicherheitskräfte. Es kommen aber auch Zivilisten dabei ums Leben. Die Türkei wirft der PKK vor, mit Terror die nationale Sicherheit und Einheit zu gefährden. Die PKK argumentiert, sie kämpfe unter anderem für die ""Rechte der [Gruppe 1]"" und gegen Unterdrückung. 2015 war ein Friedensprozess zwischen Türkei und PKK gescheitert.

Warum greift auch der Iran die [Gruppe 1] an?",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
108,632712803dd49b919c0b8ace,1,EU,"

Die Mullahs haben erneut zwei [Gruppe 1] in Arrest genommen.

Die iranischen Behörden haben die Festnahme zweier [Andere Gruppe] bestätigt. Der Vorwurf gegen die Frau (37) und den Mann (69): versuchte Unruhestiftung.",NO_CRIME_FRAME,hard_case,0.5,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0
109,632712b83dd49b919c227870,12,,"Die Ereignisse lösten auch in Spanien Empörung aus. ""Caminando Fronteras"" prangerte an, die Opfer hätten ""stundenlang hilflos gelitten, unter den grausamen Blicken derjenigen, die ihnen hätten helfen sollen und es nicht taten"". Nach Angaben von MAP wurden Dutzende weitere [Andere Gruppe] sowie 140 Sicherheitskräfte verletzt. Das marokkanische Innenministerium warf den [Andere Gruppe] vor, selbst Gewalt eingesetzt zu haben. 133 [Andere Gruppe] sei es gelungen, über den Zaun auf spanisches Gebiet zu gelangen, meldeten spanische Medien.

Marokko war 1956 von Frankreich und Spanien unabhängig geworden. Dennoch hält Spanien dort weiterhin zwei Exklaven: Melilla und das 250 Kilometer weiter westlich gelegene Ceuta an der Meerenge von Gibraltar. Beide Gebiete werden von Marokko beansprucht. In der Nähe warten oft Zehntausende [Gruppe 1] vorwiegend aus Ländern südlich der Sahara auf eine Chance, in die EU zu gelangen.

",CRIME_FRAME_NEG,hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0
