testset_id,large_label,large_explanation,large_confidence
109,NO_CRIME_FRAME,"Der Absatz beschreibt eine Konfliktsituation zwischen Marokko und Spanien, bei der [Andere Gruppe] und Sicherheitskräfte verletzt wurden, aber die [Gruppe 1] lediglich als wartende Migranten in der Nähe des Konfliktgebiets erwähnt werden, ohne dass sie direkt mit Kriminalität, Sicherheit oder Gewalt in Verbindung gebracht werden.",5
110,CRIME_FRAME_NEG,"Die Gruppe des [Gruppe 1] wird explizit mit einer gewaltsamen Handlung (Zertrümmern eines Handys) und einer Schlägerei in Verbindung gebracht, was einen negativen Kriminalitätsrahmen darstellt.",5
111,CRIME_FRAME_NEG,"Der Absatz beschreibt einen abgelehnten [Gruppe 1], der verdächtigt wird, eine schwere Straftat (Tötung) begangen zu haben, und wird daher explizit mit Kriminalität und Gewalt verknüpft.",5
112,NO_CRIME_FRAME,"Der Absatz beschreibt eine politische Entscheidung über Abschiebestopp für [Gruppe 1] ohne direkten Bezug zu Kriminalität, Sicherheit oder Prävention, die Gruppe wird lediglich als Empfänger der Entscheidung erwähnt.",5
113,CRIME_FRAME_NEG,"Die Gruppe wird indirekt mit Kriminalität verknüpft, da die Bundespolizei verstärkt im Einsatz ist, um die Einreise von Kriminellen zu verhindern, die die Situation für sich nutzen, was impliziert, dass einige Mitglieder der Gruppe möglicherweise kriminell sind.",4
114,NO_CRIME_FRAME,"Der Absatz beschreibt politische Taktiken und Verhaltensweisen ohne expliziten Bezug zu Kriminalität, Sicherheit oder Prävention in Bezug auf die Gruppe.",5
115,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit der Tötung Rushdies in Verbindung gebracht, da der Ayatollah Ruhollah Chomeinii in einer Fatwa [Gruppe 1] zur Tötung Rushdies aufgerufen hat, was als CRIME_FRAME_NEG gewertet wird.",5
116,CRIME_FRAME_NEG,"Der Absatz beschreibt einen mutmaßlichen Spion, der als [Gruppe 1] identifiziert wird und unter falscher Identität für einen russischen Geheimdienst arbeitet, was eine direkte Verknüpfung der Gruppe mit Verdacht und Sicherheitsgefahr darstellt.",5
117,CRIME_FRAME_NEG,"Der Absatz beschreibt einen terroristischen Anschlag, bei dem ein Mitglied der [Gruppe 1] als Täter identifiziert wird und die Tat von der Terrormiliz Islamischer Staat reklamiert wird, was eine explizite Verknüpfung der Gruppe mit Terrorismus und Gewalt darstellt.",5
118,CRIME_FRAME_NEG,"Der Absatz beschreibt einen mutmaßlichen Messerangriff, bei dem ein 31-jähriger Mann aus Nigeria als Tatverdächtiger genannt wird und ein 38-jähriger [Gruppe 1] getötet sowie mehrere andere verletzt wurden, wobei der Tatverdächtige direkt mit der Straftat in Verbindung gebracht wird.",5
119,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und geopolitische Ereignisse ohne direkten Bezug zu Kriminalität, Sicherheit oder Prävention im Kontext von Minderheiten in Deutschland.",5
120,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und die Situation in einer Stadt während eines Konflikts, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland verknüpft wird.",5
121,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskonflikt zwischen Staaten ohne Bezug zu Minderheiten in Deutschland und die Gruppe wird als Akteur in diesem Konflikt dargestellt, aber nicht in einem Sicherheits- oder Kriminalitätsrahmen im Kontext Deutschlands.",5
122,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit der Ideologie der Taliban in Verbindung gebracht, die als radikal und potenziell gefährlich angesehen wird, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",4
123,CRIME_FRAME_NEG,"Die Gruppe wird indirekt mit ""illegale Migration"" und ""Schleuserkriminalität"" in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit impliziert.",4
124,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit illegaler Einreise und dem Versuch, sich in einem LKW zu verstecken, in Verbindung gebracht, was als Form von Kriminalität oder Sicherheitsbedrohung gewertet werden kann.",5
125,NO_CRIME_FRAME,"Der Absatz beschreibt einen Militäreinsatz und geopolitische Konflikte ohne direkten Bezug zu Kriminalität, Sicherheit oder Prävention im Kontext von Minderheiten in Deutschland.",5
126,CRIME_FRAME_NEG,"Die Gruppe [Gruppe 1] wird explizit mit der Kontrolle und Diskriminierung von [Andere Gruppe] in Verbindung gebracht, was als eine Form von Sicherheitsgefahr und Bedrohung für die Freiheit von [Andere Gruppe] dargestellt wird.",5
127,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und Terrorismuskontext im Ausland, ohne dass die Gruppe [Gruppe 1] direkt mit Kriminalität, Sicherheit oder Prävention in Deutschland verknüpft wird.",5
128,NO_CRIME_FRAME,"Der Absatz beschreibt politische und gesellschaftliche Themen, erwähnt eine Demonstration gegen eine Gruppe, aber verknüpft die Gruppe nicht explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention.",5
130,NO_CRIME_FRAME,"Der Absatz beschreibt verschiedene Ereignisse und Artikel ohne eine direkte Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland.",5
131,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistisch motivierten Terroranschlag in Nizza in Verbindung gebracht, was eine Verknüpfung mit Terrorismus und Gewalt darstellt.",5
132,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und Sabotageakte in Russland, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen.",5
133,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Vorwurf des Terrorismus in Verbindung gebracht und es wird über die Möglichkeit von ""überzeugenden Belegen"" für eine Verstrickung in Terrorismus gesprochen, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",4
134,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Verstößen gegen das Aufenthaltsgesetz in Verbindung gebracht und ist somit Teil der Kriminalitätsstatistik im Görlitzer Park, was eine negative Darstellung der Gruppe in Bezug auf Kriminalität und Sicherheit impliziert.",5
135,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit unkontrollierter Migration, illegalen Einreisen und sozialen Problemen in Verbindung gebracht, was als Bedrohung für die öffentliche Ordnung und Sicherheit in Deutschland dargestellt wird.",4
136,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Antisemitismus, Judenfeindlichkeit und islamistischem Extremismus in Verbindung gebracht, was als Sicherheitsbedrohung und Kriminalitätsrahmen interpretiert werden kann.",5
137,CRIME_FRAME_NEG,Der Absatz beschreibt ein Gruppenmitglied als Täter einer schweren Straftat und verknüpft es direkt mit Kriminalität und Gefahr für die Allgemeinheit.,5
138,NO_CRIME_FRAME,"Der Absatz diskutiert den Kontext von Krieg und Gewalt in verschiedenen Ländern und die Meinung einer Bischöfin zu Gewaltlosigkeit, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Kontext zu verknüpfen.",5
139,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Terrorismus und islamistischer Radikalisierung, was als CRIME_FRAME_NEG gewertet wird, da die Gruppe mit einer Sicherheitsbedrohung in Verbindung gebracht wird.",5
140,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit ""illegalen"" Grenzübertritten in Verbindung gebracht und als Teil einer Strategie des belarussischen Machthabers beschrieben, um Druck auf den Westen auszuüben, was eine negative Darstellung der Gruppe als Quelle von Sicherheitsbedrohung impliziert.",5
141,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit bewaffneter Eskalation und als erfahrene Kämpfer in einem Konflikt in Kasachstan in Verbindung gebracht, was eine negative Darstellung im Sicherheitskontext darstellt.",5
142,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Terrorismus und einem mutmaßlichen Anschlag in Deutschland, indem der Sohn eines bekannten radikalen [Gruppe 1] als Terrorverdächtiger dargestellt wird.",5
143,NO_CRIME_FRAME,"Der Absatz beschreibt die Erfahrungen und das Engagement eines [Gruppe 1]-Mitglieds für Integration und Aufklärung, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft wird, sondern vielmehr als Opfer von Bedrohungen und Vorurteilen dargestellt wird.",5
145,CRIME_FRAME_NEG,Die [Andere Gruppe] wird explizit als Täter einer schweren Straftat (Vergewaltigung und Tötung) dargestellt und direkt mit Kriminalität verknüpft.,5
146,CRIME_FRAME_NEG,"Der Absatz beschreibt, wie die Person rassistische Ansichten über [Andere Gruppe] und [Gruppe 1] vertritt und verbreitet, was als Legitimation von Diskriminierung und potenzieller Gewalt gegen diese Gruppen interpretiert werden kann.",5
148,CRIME_FRAME_NEG,"Die Gruppe wird durch die Aussage des ukrainischen Kleinkindes explizit mit Gewalt und dem Wunsch, ""[Gruppe 1] abschlachten zu wollen"", in Verbindung gebracht, was eine negative Darstellung der Gruppe als potenzielle Quelle von Gewalt darstellt.",5
149,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- oder Konfliktkontext, in dem ein Flugzeug bei einem Angriff der [Gruppe 1] beschädigt wurde, aber die Gruppe nicht explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland verknüpft wird.",5
150,CRIME_FRAME_NEG,"Die Gruppe wird mit der Verbreitung von Lügengeschichten und Aufrufen zum Bürgerkrieg in Verbindung gebracht, was als Sicherheitsbedrohung und Gewaltlegitimation interpretiert werden kann.",4
151,NO_CRIME_FRAME,"Der Absatz beschreibt einen Flaggenmarsch und Gewaltausbrüche im Kontext eines internationalen Konflikts, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention in Deutschland verknüpft wird.",5
152,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität und Terrorismus verknüpft, da drei der Angeklagten der Gruppe [Gruppe 1] angehören und für den Abschuss einer Rakete verantwortlich gemacht werden, was als Mord in 298 Fällen angeklagt wird.",5
153,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Angriffsplänen und Terrorismus in Verbindung gebracht, was als Bedrohung für die Sicherheit dargestellt wird.",5
154,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Initiator eines ""völlig ungerechtfertigten Krieges"" und als Verantwortliche für das Bombardieren von Städten dargestellt, was eine Verknüpfung mit Gewalt und Sicherheitsbedrohung darstellt.",5
155,CRIME_FRAME_NEG,"Die Gruppe wird explizit als ""gefährliche [Gruppe 1]"" bezeichnet und mit Kriminalität, wie Mord und Gewaltverbrechen, in Verbindung gebracht, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",5
156,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und Konfliktkontext außerhalb Deutschlands, in dem die Gruppe als Täter oder Opfer erwähnt wird, aber der Fokus auf dem Konflikt und nicht auf innerer Sicherheit in Deutschland liegt.",5
157,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied als Täter einer schweren Straftat, indem es einen afrikanischen Straßenhändler totschlägt, und verknüpft die Gruppe damit direkt mit Kriminalität und Gewalt.",5
158,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit islamistischer Ideologie, antidemokratischen und antifeministischen Bestrebungen, sowie mit Hass und Hetze gegen andere Gruppen in Verbindung gebracht, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität darstellt.",5
159,CRIME_FRAME_POS,"Der Absatz beschreibt die erfolgreiche Verhinderung von terroristischen Anschlägen durch die Kooperation von Geheimdiensten und Polizeibehörden, wobei die Gruppe ""[Andere Gruppe]"" im Kontext von Gefährdung und Gewaltbereitschaft erwähnt wird, aber die Betonung auf Prävention und Sicherheitsgewinn liegt.",4
160,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gerichtsverfahren gegen ein Mitglied der [Gruppe 1], das unter anderem des Mordes und versuchten Mordes beschuldigt wird, was eine explizite Verknüpfung der Gruppe mit schweren Straftaten darstellt.",5
161,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Terrorismus und islamistischen Bezügen, indem er erwähnt, dass unter den Tätern häufig [Gruppe 1] sind und islamistische Bezüge als mögliche Tatmotive diskutiert werden.",4
162,CRIME_FRAME_NEG,"Der Absatz beschreibt einen Angriff, bei dem ein [Gruppe 1]-Mann als Angreifer identifiziert wird und polizeilich nicht bekannt war, was eine explizite Verknüpfung der Gruppe mit Kriminalität und Gewalt darstellt.",5
163,CRIME_FRAME_NEG,"Die Gruppe wird mit sozialer Instabilität, Radikalisierung und dem Versuch, junge Menschen zu gewinnen, in Verbindung gebracht, was als Bedrohung für die Gesellschaft dargestellt wird.",5
164,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Terrorismus, Gewaltlegitimation und Sicherheitsgefahr verknüpft, da die Angeklagte Teil einer Kampfeinheit war, die den Umgang mit Waffen und Sprengfallen lehrte und ihre Kinder im Sinne der IS-Ideologie erzog.",5
165,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellen Aktivitäten wie der Beschaffung von gefälschten Ausweisen, der Unterstützung einer terroristischen Organisation und der Suche nach Schleusungsmöglichkeiten verknüpft.",5
166,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit radikalen Tendenzen, Gefährdung des demokratischen Rechtsstaats und mutmaßlichen schweren Straftaten in Verbindung gebracht, was einen negativen Kriminalitäts- und Sicherheitsrahmen darstellt.",5
167,CRIME_FRAME_NEG,"Der Absatz beschreibt explizit die Verbindung von [Gruppe 1] mit Terrorismus, Gewalt und Sicherheitsbedrohung, indem er einen [Gruppe 1] als Teil einer islamistischen Szene und als Planer eines Anschlags darstellt.",5
168,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das als gewaltbereit bekannt ist und gezielte Schüsse auf Polizisten abgibt, was eine explizite Verknüpfung der Gruppe mit Kriminalität und Gewalt darstellt.",5
169,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Unruhe, Polizeieinsätzen und Kriminalität in München verknüpft, insbesondere durch die Erwähnung von ""lawinenartig Zulauf"" und ""Hotspot"" in der Notunterkunft, was auf eine negative Darstellung der Gruppe als Quelle von Kriminalität und Sicherheitsbedrohung hinweist.",5
170,NO_CRIME_FRAME,"Der Absatz beschreibt politische Spannungen und Wahlkampfstrategien in der Türkei ohne einen expliziten Bezug zwischen der [Gruppe 1] und Kriminalität, Sicherheit, Terrorismus oder Prävention in Deutschland.",5
171,NO_CRIME_FRAME,"Die Gruppe wird nur einmal erwähnt, um zu erwähnen, dass bis auf eine [Gruppe 1] alle Beschuldigten die deutsche Staatsbürgerschaft haben, ohne dass die Gruppe selbst mit Kriminalität, Terrorismus oder Sicherheitsbedrohung in Verbindung gebracht wird.",5
172,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit dem Verdacht des gewerbs- und bandenmäßigen Einschleusens in Verbindung gebracht, was eine klare Verknüpfung mit Kriminalität darstellt.",5
173,CRIME_FRAME_NEG,"Der Text beschreibt die [Andere Gruppe] und [Gruppe 1] als potenzielle Bedrohung, indem er sie mit Krieg, Kampf und Soldaten assoziiert und suggeriert, dass sie eine Gefahr für die öffentliche Sicherheit darstellen könnten.",4
174,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit militanten Angriffen auf Sikhs und ihre Einrichtungen in Verbindung gebracht, was eine negative Darstellung als Quelle von Kriminalität und Gewalt darstellt.",5
175,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit physischer Gewalt in Verbindung gebracht, indem die Soziologin angibt, dass diese mehrheitlich von muslimischen Schülern ausgeht, was eine negative Darstellung der Gruppe als Quelle von Gewalt impliziert.",5
177,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt im Nahen Osten, bei dem die Gruppe als Opfer von Anschlägen dargestellt wird und die Handlungen in einem Kriegs- und militärischen Kontext stattfinden, ohne einen expliziten Bezug zu Kriminalität oder Sicherheit in Deutschland herzustellen.",5
178,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der wegen seiner Beteiligung an den Anschlägen in Paris zu lebenslanger Haft verurteilt wurde und somit explizit mit Terrorismus und Kriminalität verknüpft ist.",5
179,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität verknüpft, indem ihre ""unter ausländischen Menschen weit überproportional verbreitete Kriminalität"" thematisiert und ein Sprecher der Polizei ihre Kriminalitätsquote mit ihren Wohnverhältnissen in Verbindung bringt, was als Entschuldigung für kriminelles Verhalten interpretiert werden kann.",5
180,NO_CRIME_FRAME,"Die Gruppe wird als Opfer von Terroranschlägen dargestellt, ohne dass sie selbst mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft ist.",5
181,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt und politische Ereignisse in Syrien, ohne dass die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland verknüpft wird.",5
182,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das wegen Mitgliedschaft in einer terroristischen Vereinigung im Ausland verurteilt wurde, was eine explizite Verknüpfung der Gruppe mit Terrorismus und Kriminalität darstellt.",5
183,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Täterin einer Straftat (Mord) dargestellt und direkt mit Kriminalität verknüpft, indem sie als angebliche Mörderin genannt und in einem Video als solche gezeigt wird.",5
184,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Teil einer Gruppe erwähnt, die in einem großen Polizeieinsatz wegen Terrorismusverdachts festgenommen wurde, und somit mit Kriminalität und Sicherheitsbedrohung verknüpft.",5
185,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der eine Detonation ausgelöst haben soll und von SEK-Beamten festgenommen wurde, wobei er mit Kriminalität und Sicherheitsbedrohung verknüpft wird.",5
186,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit mutmaßlichem Corona-Betrug in Verbindung gebracht und es werden bundesweite Razzien bei mutmaßlichen Mitgliedern dieser Gruppe durchgeführt, was eine klare Verknüpfung mit Kriminalität und Ermittlungen darstellt.",5
187,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Korruption in Verbindung gebracht, was als Rechtsstaatsverstoß und damit als kriminelle Handlung gewertet wird.",5
188,NO_CRIME_FRAME,"Der Absatz beschreibt eine politische Debatte und die Haltung von Kandidaten zu verschiedenen Themen, einschließlich Kriminalität und internationaler Politik, ohne die Gruppe [Andere Gruppe] oder [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland zu verknüpfen.",5
189,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Asyl-""Täuscher"" in Verbindung gebracht, was eine negative Konnotation mit Kriminalität oder Betrug impliziert.",4
190,CRIME_FRAME_NEG,"Der Absatz beschreibt einen syrischen [Gruppe 1], der mutmaßlich Anschläge begehen wollte und bei seiner Festnahme mit NS-Devotionalien und einer Todesliste auftrat, was ihn direkt mit Terrorismus und Sicherheitsgefahr verknüpft.",5
191,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einer schweren Straftat (Vergewaltigung) verknüpft und ein Gruppenmitglied als Täter dargestellt, was den Absatz als CRIME_FRAME_NEG klassifiziert.",5
192,CRIME_FRAME_NEG,Die [Gruppe 1] wird explizit als Täter einer Straftat (Beraubung eines Konvois) dargestellt und direkt mit Kriminalität verknüpft.,5
193,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der als mutmaßlicher Spion des russischen Militärgeheimdienstes GRU enttarnt wurde und im Verdacht steht, Informationen geliefert zu haben, was ihn direkt mit einer Straftat und Sicherheitsbedrohung verknüpft.",5
194,CRIME_FRAME_NEG,"Die Gruppe wird mit rechtsextremen Aktivitäten, Kontakten zur deutschen rechtsextremen Szene und potenzieller Gewalt verknüpft, was einen negativen Kriminalitäts- und Sicherheitsrahmen darstellt.",4
195,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit antisemitischen und gewalttätigen Inhalten in Verbindung gebracht, einschließlich einer Darstellung, die eine Vergewaltigung andeutet, was eine klare Verknüpfung mit negativer Kriminalität und Gewaltlegitimation herstellt.",5
196,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Korruption, Interessenkonflikten und Missbrauch von EU-Geldern in Verbindung gebracht, was als kriminelle Handlungen gewertet wird.",5
197,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Andere Gruppe]-Mann, der einen Security-Mann angreift, aber auch erwähnt, dass ein [Gruppe 1] vom Sicherheitsdienst aufgefordert wurde, das Gebäude zu verlassen, was jedoch nicht direkt mit dem Angriff in Verbindung gebracht wird, dennoch wird die Gruppe [Andere Gruppe] explizit mit Kriminalität und Gewalt verknüpft.",4
198,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegsprozess in der Ukraine und die drohende Todesstrafe für ukrainische Verteidiger, ohne einen expliziten Bezug zu Kriminalität oder Sicherheit in Deutschland herzustellen, insbesondere in Bezug auf die [Gruppe 1] als Teil der deutschen Gesellschaft.",5
199,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem Vorfall in Verbindung gebracht, bei dem sie betrunken mit Jet-Skis gefahren sind und sich weigerten, Personalien anzugeben, was als kriminelles Verhalten oder zumindest als Verstoß gegen Regeln interpretiert werden kann.",4
200,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit der Vorbereitung eines Einsatzes biologischer Waffen und der Legitimation von Giftgas-Angriffen in Verbindung gebracht, was als CRIME_FRAME_NEG gewertet wird.",5
201,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit der Unterstützung und Legitimierung von Gewalt und nationalsozialistischen Zielen verknüpft, insbesondere durch die Aussagen und Handlungen von Husein Dozo, der als Teil der Gruppe dargestellt wird und sich für den Nationalsozialismus und gegen bestimmte Gruppen ausspricht.",5
202,NO_CRIME_FRAME,"Der Absatz beschreibt Kriegshandlungen und militärische Konflikte außerhalb Deutschlands, ohne einen expliziten Bezug zu Kriminalität, Sicherheit oder Prävention im deutschen Kontext herzustellen.",5
203,CRIME_FRAME_NEG,"Der Absatz verknüpft ein Gruppenmitglied explizit mit schweren Straftaten wie Brandstiftung und Mord und erwähnt Untersuchungshaft, was eine klare Verbindung zur Kriminalität herstellt.",5
204,CRIME_FRAME_NEG,"Der Absatz verknüpft die [Gruppe 1] aus islamischen Ländern explizit mit Kriminalität, indem er behauptet, dass sie ""übermäßig oft kriminell werden"" und Beispiele wie Vergewaltigungen, religiöse Gewaltverbrechen und Messerstechereien anführt.",5
205,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Terrorismus und Gewalttaten verknüpft, da es heißt, dass die Anschläge von [Gruppe 1] mit israelischer Staatsangehörigkeit verübt wurden und dass diese Unterstützer der Terrororganisation Islamischer Staat (IS) waren.",5
206,CRIME_FRAME_NEG,"Die Gruppe [Gruppe 1] wird explizit mit Korruptionsvorwürfen, Interessenkonflikten und Problemen bei der öffentlichen Auftragsvergabe und der Parteienfinanzierung verknüpft, was als CRIME_FRAME_NEG eingestuft wird.",5
207,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das eine Straftat begangen hat und vor Gericht steht, wobei die Gruppe explizit mit antisemitischer Gewalt und Kriminalität verknüpft wird.",5
208,NO_CRIME_FRAME,"Der Absatz beschreibt wirtschaftliche und touristische Auswirkungen von Sanktionen und politischen Entscheidungen ohne jeden expliziten Bezug der Gruppe zu Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention.",5
209,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit ein Gruppenmitglied mit schweren Straftaten, wie dem Mord an einem 14-jährigen Mädchen und einer Vergewaltigung, und deutet darauf hin, dass solche Gruppen in Deutschland große Probleme auslösen.",5
210,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität und Gewalt in Verbindung gebracht, indem ein Teil der Gruppe als mordend und vergewaltigend dargestellt wird, was eine negative Darstellung der Gruppe als Sicherheitsrisiko impliziert.",5
211,NO_CRIME_FRAME,"Der Absatz beschreibt eine satirische und fiktionale Darstellung von Gesellschaft und Politik, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft wird.",5
212,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit einem Verstoß gegen die Maskenpflicht und einem ""Durcheinander"" in Verbindung gebracht, was zu einer kollektiven Bestrafung aller [Gruppe 1] führt, unabhängig davon, ob sie sich an die Regeln gehalten haben oder nicht.",4
213,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext zwischen Staaten ohne Bezug zu Minderheiten in Deutschland und ohne explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit oder Prävention im deutschen Inland.",5
214,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das eine geladene Waffe in die Schule mitgenommen hat und daraufhin verhaftet wurde, was eine klare Verknüpfung der Gruppe mit Kriminalität und Sicherheitsbedrohung darstellt.",5
215,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Verhalten, nämlich dem Angriff auf Polizisten und Widerstand bei der Festnahme, verknüpft.",5
216,CRIME_FRAME_NEG,"Der Text verknüpft die [Andere Gruppe] explizit mit Messermorden und Vergewaltigungen deutscher Mädchen, was eine negative Darstellung der Gruppe als Quelle von Kriminalität und Sicherheitsbedrohung darstellt.",5
217,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität (Drogenhandel) und als Täter (Mitglieder einer Drogenhändlerbande) verknüpft, wobei die beiden Männer als mutmaßliche Mitglieder dieser Bande festgenommen wurden.",5
218,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit ein Gruppenmitglied mit Verdacht der Körperverletzung und Sachbeschädigung, was als CRIME_FRAME_NEG klassifiziert wird.",5
219,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das explizit mit Kriegsverbrechen, Terrorismus und anderen schweren Straftaten in Verbindung gebracht wird, was eine klare Verknüpfung mit Kriminalität und Sicherheitsbedrohung darstellt.",5
220,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt im Nahen Osten, bei dem die Gruppe als Opfer von Anschlägen erwähnt wird, aber nicht selbst mit Kriminalität, Terrorismus oder Sicherheitsbedrohung in Verbindung gebracht wird.",5
221,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Terrorismus und als ""Terrororganisation"" in Verbindung gebracht, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",5
222,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit verurteilten Straftätern in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit impliziert.",5
223,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Ausschreitungen, Steinwürfen gegen Polizisten und einer Bedrohung der öffentlichen Ordnung in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit darstellt.",5
