group,pub,human_label,llm_label,explanation,text_block,raw_output
UKR,BADZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,"Der Absatz beschreibt einen internationalen militärischen Konflikt (Russland-Ukraine-Krieg) und die Gruppe **[Gruppe 1]** wird hier als **Opfer von Gewalt** (Tötungsaufrufe durch Dugin) dargestellt, nicht als Quelle von Bedrohung oder Kriminalität. Zudem handelt es sich um einen **militärischen Konflikt zwischen Staaten**, der nicht im Fokus dieses Projekts liegt.","Das Fahrzeug mit der 29-Jährigen am Steuer ging in der Nähe von Moskau nach der Explosion einer Autobombe in Flammen auf. Und obwohl die Ermittlungen wegen des mutmaßlichen Mordanschlags laufen und nichts bewiesen ist, beeilte sich die russische Staatspropaganda, ""ukrainischen Terroristen"" das Attentat anzulasten. Der Anschlag soll demnach Dugin selbst gegolten haben, der als ""Gehirn"" Putins gilt.

Die USA, die Dugin auf ihrer Sanktionsliste haben, sehen den Ideologen als Ideenstifter des am 24. Februar von Putin befohlenen Einmarschs in die Ukraine. Der 60-Jährige hat, wie Journalisten in Kiew am Sonntag nach der Explosion berichteten, offen zur Tötung von [Gruppe 1] aufgerufen. Und auch von seiner Tochter Darja ist dieser Satz überliefert: ""[Gruppe 1] sind Unmenschen!"". Dugin gilt als antiwestlicher Hassprediger und Kämpfer für die Idee einer slawischen Supermacht.

In den sozialen Netzwerken machten Videos von dem brennenden Autowrack die Runde - und von einem erschütterten Dugin, der am Samstag zum Tatort eilte und, wie auf Fotos zu sehen ist, die Hände über den Kopf zusammenschlug. ""Die Identität der Toten ist geklärt - es ist die Journalistin und Politologin Darja Dugina"", hieß es in der Mitteilung des staatlichen Ermittlungskomitees. Die Fahnder veröffentlichten auch ein Video von der Spurensuche. Ermittelt werde wegen eines Auftragsmordes in verschiedene Richtungen.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt einen internationalen militärischen Konflikt (Russland-Ukraine-Krieg) und die Gruppe **[Gruppe 1]** wird hier als **Opfer von Gewalt** (Tötungsaufrufe durch Dugin) dargestellt, nicht als Quelle von Bedrohung oder Kriminalität. Zudem handelt es sich um einen **militärischen Konflikt zwischen Staaten**, der nicht im Fokus dieses Projekts liegt."
REFUG,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,"Der Absatz beschreibt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)**, der nicht auf eine spezifische Minderheiten- oder Migrationsgruppe in Deutschland fokussiert ist und keine explizite Bedrohungszuschreibung an eine Gruppe enthält.","Russland erklärte sich am Freitag dazu bereit, eine Delegation zu möglichen Friedensverhandlungen mit der Ukraine in die belarussische Hauptstadt Minsk zu schicken. Der ukrainische Präsident Wolodymyr Selenskyj hatte dem russischen Staatschef Wladimir Putin zuvor zwei Mal ein Treffen angeboten.

Russland hatte nach monatelangem Truppenaufmarsch an den Grenzen zur Ukraine Donnerstag eine Offensive gestartet. Während Panzer in die ehemalige Sowjetrepublik vorstießen, gab es Luftangriffe im ganzen Land. In Kiew flüchteten die Menschen zum Schutz in U-Bahnhöfe. Nach Schätzungen der UNO sind in der Ukraine schon 100.000 Menschen auf der Flucht. Die Vereinten Nationen rechnen mit bis zu vier Millionen [Gruppe 1], sollte sich die Situation weiter verschlechtern. Schon jetzt seien Tausende in Nachbarländer wie [Andere Gruppe], Moldau, die Slowakei und auch Russland geströmt. Die Ukraine hat etwa 42 Millionen Einwohner.

Rund um den Globus gingen Demonstranten aus Solidarität auf die Straße. Gebäude und Monumente wurden in den blau-gelben Farben der ukrainischen Flagge beleuchtet. In Deutschland sind für das Wochenende Kundgebungen in mehreren Städten angekündigt.  Auch in Russland gab es zahlreiche Proteste. Dabei wurden Bürgerrechtlern zufolge mehr als 1700 Menschen festgenommen.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)**, der nicht auf eine spezifische Minderheiten- oder Migrationsgruppe in Deutschland fokussiert ist und keine explizite Bedrohungszuschreibung an eine Gruppe enthält."
JUDE,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert die **Opferrolle** der Gruppe (jüdische Menschen) und stellt explizit die **russische Kriegspropaganda** als Bedrohung dar, nicht die Gruppe selbst.","Lapid bezeichnete die Äußerungen als "" unverzeihlich""  und "" skandalös"" . Lawrow müsse sich für seine Aussage entschuldigen, forderte Lapid. Der russische Botschafter solle seinem Chef in Moskau ausrichten, dass dieser "" ein Geschichtsbuch öffnen""  möge, sagte er am Montag gegenüber "" Ynet News"" . Lapid ist nicht nur Außenminister Israels, sondern auch Sohn eines ungarischen [Gruppe 1], der die Shoah im Budapester Ghetto überlebt hat. Lapids Großvater wurde im Konzentrationslager Mauthausen ermordet. "" Zu sagen, dass Hitler ein [Gruppe 1] war, ist so, als würde man sagen, die [Gruppe 1] hätten sich selbst umgebracht"" , sagte Lapid. "" Mein Großvater wurde aber nicht von [Gruppe 1] umgebracht, sondern von den Nazis.""  Ministerpräsident Naftali Bennett sagte am Montag: "" Es ist das Ziel solcher Lügen, den [Gruppe 1] selbst die Schuld an den schlimmsten Verbrechen der Geschichte zu geben, die gegen sie verübt wurden.""  Kein Krieg der Gegenwart sei mit dem Holocaust vergleichbar. "" Der Missbrauch der Shoah des jüdischen Volkes als Instrument der politischen Auseinandersetzung muss sofort aufhören.""

Auch die deutsche Bundesregierung verurteilte Lawrows Nazi-Vergleich. Die unerträgliche Äußerung zeige, dass die russische Kriegspropaganda vor nichts haltmache, sagte Innenministerin Nancy Faeser (SPD) unserer Redaktion. Lawrows Worte seien auch ein Schlag ins Gesicht aller [Gruppe 1] und [Gruppe 1] in Deutschland. "" Wir stellen uns der russischen Kriegspropaganda, den infamen Lügen und den Versuchen, die Geschichte zu verdrehen, mit aller Macht entgegen.""  Faeser sagte weiter: "" Solche gefährlichen Aussagen schüren nichts als Hass. Wir achten in Deutschland sehr genau darauf, dass die russische Kriegspropaganda nicht durchdringt und wir den inneren Frieden in unserem Land schützen.""

Der Antisemitismusbeauftragte der Bundesregierung kritisierte die Äußerungen ebenfalls scharf. "" Lawrow verdreht zynisch Opfer und Täter der Geschichte und der Gegenwart"" , sagte Felix Klein unserer Redaktion. Dies werde "" besonders deutlich angesichts dessen, dass zu den unzähligen Leidtragenden des russischen Angriffskriegs auf die Ukraine auch jüdische Familien und Holocaust-Überlebende zählen"" . Lawrows Äußerungen verhöhnten die Opfer des Nationalsozialismus und konfrontierten "" die gesamte internationale Öffentlichkeit schamlos mit offenem Antisemitismus"" .","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert die **Opferrolle** der Gruppe (jüdische Menschen) und stellt explizit die **russische Kriegspropaganda** als Bedrohung dar, nicht die Gruppe selbst."
MAR,WAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt zwar eine Straftat, die von zwei Männern aus der genannten Gruppe begangen wurde, stellt diese jedoch nicht als kollektive Bedrohung oder Kriminalitätsquelle der gesamten Gruppe dar, sondern als individuelles Fehlverhalten.","Schauplatz der Siegesfeier war die Kleine Stoppenberger Straße nahe der Essener Innenstadt, wo sich Menschen aus dem Maghreb gerne in verschiedenen Lokalen aufhalten. Zur der Ansammlung sei es kurz nach 18 Uhr gekommen, unmittelbar nach Abpfiff des WM-Spiels gegen Kanada.

Szenen dieser Feier sind per Video in den sozialen Medien veröffentlicht worden. In der Menschenmenge habe die Polizei drei Personen ausgemacht,  die Bengalfackeln, sogenannte Bengalos, gezündet hätten. Ein 24-jähriger [Gruppe 1] aus Gelsenkirchen und ein 29-jähriger [Gruppe 1] aus Italien konnten durch die Kräfte der Einsatzhundertschaft vor Ort zweifelsfrei identifiziert werden. Zwar sei niemand verletzt worden, allerdings habe durch das Zünden der Pyrotechnik innerhalb der Menschenmenge die Gefahr von Rauchgasvergiftung bestanden, berichtet die Polizei.

Gegen die beiden Männer werde nun ermittelt wegen des Verdachts der versuchten gefährlichen Körperverletzung sowie des Verstoßes gegen das Sprengstoffgesetz. ni","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt zwar eine Straftat, die von zwei Männern aus der genannten Gruppe begangen wurde, stellt diese jedoch nicht als kollektive Bedrohung oder Kriminalitätsquelle der gesamten Gruppe dar, sondern als individuelles Fehlverhalten."
FRA,FAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten** (Indonesien, Frankreich, China, USA etc.) und bezieht sich nicht auf innenpolitische Sicherheitsrahmen oder Minderheiten-/Migrationsgruppen in Deutschland.","Indonesien muss sich stärken, weil Peking es unter Druck setzt. Nun schließt Paris große Rüstungsverträge mit der großen Demokratie.

che./niza. Singapur/Paris · Indonesien setzt auf französische Waffen. Die drittgrößte Demokratie der Erde kauft zunächst sechs, später weitere 36 Kampfflugzeuge vom Typ Rafale. Zudem will die indonesische Marine zwei Scorpène-Unterseeboote von der französischen Staatswerft Naval Group bestellen. Beide sollen in Indonesien gebaut werden, was einen interessanten Technologietransfer für die [Andere Gruppe] erlaubte. Für die [Gruppe 1] sind die Abkommen ein Erfolg, nachdem Aus­tralien nach jahrelanger Zusammenarbeit Naval über Nacht als Lieferanten für zwölf Unterseeboote durch [Andere Gruppe] und [Andere Gruppe] abgelöst hatte. Immer öfter bekommen auch die [Andere Gruppe] das Vordringen Pekings im indopazifischen Raum zu spüren. Der amerikanische Außenminister Antony Blinken warnte am Donnerstag in Australien: „China will die Welt dominieren.“

Indonesien ist die zweite Nation in der indopazifischen Region, die auf den Rafale setzt; auch Indien hat nach langem Tauziehen einen stark abgespeckten Vertrag mit dem Hersteller Dassault Aviation über die Lieferung von 36 Flugzeugen geschlossen. Die letzten beiden Maschinen sollen im April eingeflogen werden. Frankreich und Indien eingeschlossen, ist Indonesien nunmehr der achte Staat, der auf den Kampfjet setzt. Hinzu kommen Griechenland, Kroatien, Ägypten, Katar und die Vereinigten Arabischen Emirate.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten** (Indonesien, Frankreich, China, USA etc.) und bezieht sich nicht auf innenpolitische Sicherheitsrahmen oder Minderheiten-/Migrationsgruppen in Deutschland."
UKR,MAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und ist damit explizit **nicht Teil der innenpolitischen Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland**.,"Selenskyj, der kürzlich vom ""Time""-Magazin zur ""Person of the Year"" gewählt wurde, steht dabei symbolisch für den Kampf der [Gruppe 1] um ihre Freiheit. In den vergangenen zehn Monaten schafften die Streitkräfte es, die zuvor übermächtig erscheinende russische Armee nach ihrem Einmarsch zunächst bei Kiew und dann im Osten des Landes zurückzuschlagen. Ohne die [Andere Gruppe] aber, das betont Selenskyj im Weißen Haus neben Präsident Biden, wäre dies unmöglich gewesen.

Doch vor dem Kongress macht Selenskyj klar, dass es sich bei den knapp 22 Milliarden Dollar an US-Militärhilfe nicht um Almosen handele. Kiew sei das Bollwerk gegen Russland - es sei nur eine Frage der Zeit, bis Russland auch Verbündete der USA angreife, warnte der [Gruppe 1]. Waffen, Training und Geheimdienstinformationen stärkten Selenskyjs Kämpfer auf allen Ebenen. Sie sind weiter angewiesen auf die US-Hilfe. Vor allem deshalb ist der ukrainische Präsident erstmals seit Kriegsbeginn ins Ausland geflogen.

Selenskyj wird das Zitat zugeschrieben, er ""brauche Munition, keine Mitfahrgelegenheit"". Das war zu Beginn des Krieges, als die USA ihn aus Kiew in Sicherheit bringen wollten, der 44-Jährige sich aber weigerte und den Widerstand antrieb. Zehn Monate später wird er dafür auch in den USA als Held gefeiert - und für die Visite in Washington nahm er dann tatsächlich eine US-Regierungsmaschine.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und ist damit explizit **nicht Teil der innenpolitischen Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland**."
EU,MAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg/NATO-Einsätze)**, der explizit **nicht** auf innenpolitische Sicherheitsrahmungen von Minderheiten- oder Migrationsgruppen in Deutschland abzielt und keine Gruppe als Bedrohungsquelle darstellt.","Zwar hat sich die Runde der 27 am Vorabend bereits darauf verständigt, einen ""Solidaritäts-Treuhandfonds für die Ukraine zu entwickeln"" und dafür ""unverzüglich mit den Vorbereitungen zu beginnen"". Die EU-Kommission möge der Ukraine deshalb technische Unterstützung geben bei der ""Umsetzung der notwendigen Reformen"". Doch sehr konkret klingt das nicht. Der ukrainische Präsident Wolodymyr Selenskyj hatte zuvor per Video-Schalte im Nato-Teil der Gipfeltreffen sehr konkret um ein Prozent der Panzer und ein Prozent der Kampfjets der Nato-Mitglieder gebeten, um sein Land selbst verteidigen zu können, wenn es die Nato eben ablehnt, eine Flugverbotszone zum Schutz der Menschen vor Bombardierungen aufzubauen. Doch die Angesprochenen sagen lediglich zu, weitere Waffen zu liefern und zu prüfen, ob dazu auch Schiffsabwehrraketen hinzukommen können. Panzer und Jets gibt es jedenfalls erst einmal nicht.

Relativ problemlos geben die Gipfelteilnehmer am Freitag grünes Licht für den neuen ""strategischen Kompass"". Sie verpflichten sich damit dazu, mehr Geld in die Verteidigung zu stecken und eine 5000 Soldatinnen und Soldaten starke schnelle Eingreiftruppe zu stellen, um das Gewicht Europas bei der Verteidigung Europas zu vergrößern, sich nicht nur auf transatlantischen Beistand zu verlassen. So hatte es Biden zuvor auch schon bei der verstärkten Nato-Präsenz in den osteuropäischen Nato-Mitgliedsländern durchblicken lassen. Kurzfristig mehr Waffen und Truppen nach Osten, um die Abschreckung glaubwürdiger zu machen - ja. Aber eine Verlegung auf Dauer - nein. Da sieht er die [Gruppe 1] zuerst in der Pflicht. EU-Außenbeauftragter Josep Borrell ist mit dem Kompass-Beschluss erst einmal sehr zufrieden. Damit bekämen die [Gruppe 1] ""mehr Sicherheit"" und die Streitkräfte der EU-Staaten ""mehr Fähigkeiten"".

Gemessen an den gewichtigsten Gipfelthemen bedeutet das Kompass-Thema für die Staats- und Regierungschefs im Gipfel-Marathon fast schon so etwas wie Zeit für kurzfristige Entspannung. Denn da baut sich am Horizont mit dem Thema ""Energie"" längst immer höher eine Wand aus Widersprüchen auf. Auf eine Formel können sie sich schnell verständigen: ""So schnell wie möglich"" wollen sie die Abhängigkeit von russischer Kohle, russischem Öl und russischem Gas beenden. Die daraus folgenden Belastungen sollen sowohl für die Verbraucher als auch für die Staatshaushalte ""so niedrig wie möglich"" sein.","```
Label: NOT_SECURITY_CRIME
Explanation: Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg/NATO-Einsätze)**, der explizit **nicht** auf innenpolitische Sicherheitsrahmungen von Minderheiten- oder Migrationsgruppen in Deutschland abzielt und keine Gruppe als Bedrohungsquelle darstellt.
```"
REFUG,MAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe **ausschließlich als Opfer oder Empfänger von humanitärer Hilfe** (z. B. Flüchtlinge aus Syrien, Ukraine, DDR-Bürger) und stellt sie **nicht als Bedrohung oder Kriminalitätsquelle** dar, sondern als Adressaten von Schutzmaßnahmen durch das DRK.","Ein Ort in Alzey, der wie kaum ein anderer mit Norbert Günther verknüpft ist, ist die Turnhalle in der Bleichstraße. 1989 versorgte das DRK hier 80 Personen aus der DDR. 2015 zur Zeit der Flüchtlingskatastrophe dann die Menschen aus Syrien. Und 2022 hatte man diesen Ort auch im Blick, als noch nicht abzusehen war, wie viele Menschen aus der Ukraine vor dem Krieg nach Alzey flüchten werden. Schnelle Hilfe, wo sie gebraucht wird, lautet das Credo Günthers. Das galt für das Elbhochwasser 2002, das galt aber auch bei Einsätzen in Rumänien und Wolgograd oder Armenien Ende der 80er und Anfang der 90er-Jahre. Doch es gilt auch vor der Haustür des Kreisverbands mit Sitz in der Albiger Straße. Evakuierungen bei Bombenentschärfungen in Koblenz und Ludwigshafen oder Kakerlaken-Plage in einer Unterkunft für [Gruppe 1] in Bechtolsheim - Norbert Günther und seine Mannschaft waren zur Stelle.

Auch im Jahr 2015, als aus dem ehemaligen Schlecker-Lager in kurzer Zeit eine Erstaufnahmeeinrichtung für [Gruppe 1] wurde, die dann aber nie an den Start ging. Kurz vorher wurde das Projekt von höherer Stelle abgesagt. Eine Erfahrung, die Günther bis heute nachgeht.

Welche schlagfertige Truppe unter Günther entstand, haben nicht zuletzt die jüngsten zwei Jahre gezeigt. Testkapazitäten wurden in kurzer Zeit auf die Beine gestellt, um der Ausbreitung des Coronavirus Einhalt zu gebieten; mit der Kreisverwaltung das Impfzentrum aufgebaut. Und nach der Flutkatastrophe im Ahrtal vor fast genau einem Jahr versorgten die Rotkreuzler aus Alzey Bewohner und Helfer mit bis zu 6000 Mahlzeiten am Tag über mehrere Wochen. Die zerstörten Impfstraßen im Kreis Ahrweiler - kurzfristig ausgetauscht durch das rollende Impfzentrum aus Alzey. Die Devise bei all diesen Einsätzen: Erst helfen. Dann der Papierkram rund um Kostenübernahme und Co.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe **ausschließlich als Opfer oder Empfänger von humanitärer Hilfe** (z. B. Flüchtlinge aus Syrien, Ukraine, DDR-Bürger) und stellt sie **nicht als Bedrohung oder Kriminalitätsquelle** dar, sondern als Adressaten von Schutzmaßnahmen durch das DRK."
USA,WAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, sodass das Label *NOT_SECURITY_CRIME* zutrifft.","Bei der Pressekonferenz löste Biden dann ein Versprechen ein, das schon seit Monaten auf der Wunschliste seines Gastes gestanden hatte: Als Teil eines weiteren Hilfspakets im Wert von 1,85 Milliarden Dollar würden die USA ein Patriot-Flugabwehrsystem liefern, das einen bedeutenden Beitrag leisten soll, um russische Luftangriffe zu neutralisieren. Vor allem dann, wenn Russlands Präsident Wladimir Putin sich irgendwann entscheiden sollte, Kiew zu attackieren, und das ist nach Ansicht von US-Militärexperten nur eine Frage der Zeit.

Am Abend dann der mit Spannung erwartete Höhepunkt des vorweihnachtlichen Blitzbesuchs: Selenskyjs Rede vor beiden Kammern des US-Kongresses. 24 Minuten lang richtete er einen leidenschaftlichen Appell nicht nur an jene Politiker, von denen er sich mehr Geld und Waffen erhoffte, sondern an alle [Gruppe 1]. "" Ich hoffe, dass meine Worte von Dankbarkeit und Respekt in jedem amerikanischen Herzen eine Resonanz finden""  sagte Selenskyj. Er erinnerte an das bevorstehende Weihnachtsfest, bei dem Millionen seiner Landsleute ohne Strom, Heizung oder warmes Wasser sein würden, den Kampf aber nicht aufgeben und trotzdem feiern würden.

Seine Vergangenheit als Schauspieler war Selenskyj bei dem geschickten Versuch anzumerken, emotionale Beschreibungen von Leid und Elend mit politischen Forderungen an sein Publikum zu verbinden. Schließlich seien die USA selbst das leuchtende Beispiel eines Landes, das niemals den Kampf aufgegeben habe und heute als angesehene Demokratie dastehe. Selenskyj zog Parallelen zum Kampf gegen die Nazis und selbst zur Schlacht von Saratoga, die während des US-Unabhängigkeitskrieges als Wendepunkt im Kampf gegen die britische Kolonialmacht galt.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, sodass das Label *NOT_SECURITY_CRIME* zutrifft."
ITA,Berliner Zeitung,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt einen **internationalen militärischen Konflikt zwischen Staaten** (NATO-Einsatz, Waffenlieferungen an die Ukraine) und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland.","Italien schickt vier weitere Kampfflugzeuge nach Rumänien

Italien schickt vier weitere Kampfflugzeuge zur Stärkung der Nato-Südostflanke nach Rumänien. Das kündigte Verteidigungsminister Lorenzo Guerini am Samstag in [Andere Gruppe] an. Bislang hatten die [Gruppe 1] auf dem Militärflughafen Mihail Kogalniceanu bei Constanta bereits vier Eurofighter stationiert, von Sonntag an kommen vier weitere dazu. Seit Dezember ist innerhalb der Nato die italienische Luftwaffe für die Luftraumüberwachung in der Region verantwortlich („Southern Air Policing“).

Belgien will Waffen und Kraftstoff an die Ukraine liefern","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt einen **internationalen militärischen Konflikt zwischen Staaten** (NATO-Einsatz, Waffenlieferungen an die Ukraine) und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland."
RUS,MAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und behandelt keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland als Bedrohung oder Sicherheitsproblem.,"Der Bundeskanzler bezeichnet Debatten über die deutsche Militärhilfe und Ängste vor einer dadurch ausgelösten Ausweitung des Krieges aber als legitim. Zugleich gelte: ""Angst darf uns nicht lähmen."" Deutschland und die Nato verteidigten Recht und Freiheit an der Seite der Angegriffenen. ""Wir unterstützen die Ukraine im Kampf gegen den Aggressor. Das nicht zu tun, hieße zu kapitulieren vor blanker Gewalt - und den Aggressor zu bestärken."" Der Kanzler nennt vier Grundsätze, an denen sich die deutsche Politik orientiere: So werde es keine deutschen Alleingänge geben; alles werde ""auf das Engste"" mit den Bündnispartnern abgestimmt. Keinesfalls auch dürfe die Nato Kriegspartei werden. Darüber hinaus achte Deutschland darauf, seine eigene Verteidigungsfähigkeit zu erhalten. Deshalb werde auch die Bundeswehr besser ausgestattet. Außerdem werde Deutschland nichts unternehmen, was dem Land und den Partnern mehr schade als Russland. Es ist auch ein Verweis auf die zurückhaltende Energie-Embargo-Politik der deutschen Regierung.

Scholz erinnert auch daran, dass [Gruppe 1] und [Andere Gruppe] im Zweiten Weltkrieg gemeinsam kämpften, um den Nationalsozialismus niederzuringen. Nun jedoch wolle Russlands Präsident Wladimir Putin die Ukraine unterwerfen, ""ihre Kultur und ihre Identität vernichten"". Dass Putin dies selbst mit dem Kampf gegen die Nazis vergleicht, nennt Scholz ""geschichtsverfälschend und infam"".

Der Regierungschef verweist in seiner TV-Ansprache auch auf die Sanktionen gegen Russland, die Aufnahme ukrainischer [Andere Gruppe] und die Waffenlieferungen, um die Ukraine zu unterstützen. Zugleich geht Scholz auf die Sorge ein, der Krieg Russlands gegen die Ukraine könne sich auf andere Länder ausweiten. ""Es wäre falsch, das einfach abzutun. Solche Sorgen müssen ausgesprochen werden können."" Gleichzeitig gelte aber: ""Angst darf uns nicht lähmen."" Dabei wiederholt der Bundeskanzler aber auch den Grundsatz, dass es keine Entscheidungen geben werde, welche die Nato selbst zur Kriegspartei machen würden."" Damit verteidigt der SPD-Politiker seine Linie, bei der Unterstützung der Ukraine ""nicht einfach alles, was der eine oder die andere gerade fordert"", zu tun.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und behandelt keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland als Bedrohung oder Sicherheitsproblem."
ISR,KN,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten** (Israel und potenzielle Bedrohungen) und ist nicht auf innenpolitische Sicherheitsrisiken oder Minderheiten-/Migrationsgruppen in Deutschland bezogen.,"Bald bei der Bundeswehr? Israels Luftabwehrsystem Arrow 3 kann Geschosse im Weltraum abfangen.

Foto: [Gruppe 1] Ministry Of Defense/dpa

","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten** (Israel und potenzielle Bedrohungen) und ist nicht auf innenpolitische Sicherheitsrisiken oder Minderheiten-/Migrationsgruppen in Deutschland bezogen."
UKR,OSZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland.,"Deutschland liefert nach Angaben von Außenministerin Annalena Baerbock derzeit weitere Luftabwehrraketen vom Typ Strela an die Ukraine. "" Die weiteren Strela-Lieferungen sind auf dem Weg"" , sagte die Grünen-Politikerin gestern im Bundestag. Die Ukra­i­ne hat bisher von Deutschland 500 Strela-Luftabwehrraketen erhalten. Ursprünglich war von bis zu 2700 die Rede. Baerbock betonte nun: "" Wir sind einer der größten Waffenlieferer in dieser Situation. Das ist nichts, was uns stolz macht, sondern das ist das, was wir jetzt tun müssen, um der Ukraine zu helfen."" Die "" Bild"" -Zeitung hatte zuvor gemeldet, Deutschland wolle nun doch fast alle der Anfang März in Aussicht gestellten 2700 Strela-Systeme an die Ukraine liefern. Darauf habe sich der Bundessicherheitsrat verständigt, meldete das Blatt unter Berufung auf informierte Kreise.

Aus den Reihen der Union wurde der Ampelkoalition vorgeworfen, der Ukraine nicht ausreichend zu helfen. "" Die [Gruppe 1] möchten sich hier widersetzen und Widerstand leisten. Wir sollten sie nicht alleine lassen"" , mahnte der CDU-Europapolitiker Gunther Krichbaum. Wenn die Bundeswehr jetzt nichts mehr in ihren Beständen zum Abgeben haben sollte, könnte die deutsche Rüstungsindustrie neue Waffen liefern. Baerbock verteidigte ihren Ansatz einer feministischen Außenpolitik gegen Kritik aus der Union. Eine feministische Sichtweise gehöre zu einer Sicherheitspolitik des 21. Jahrhunderts dazu: "" Das ist kein Gedöns, sondern das ist auf der Höhe dieser Zeit."" 

","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland."
