group,pub,label,text_block
FOR,WAZ,SECURITY_NEGATIVE,"Die Bande soll in 60 Fällen mindestens 300 Menschen nach Deutschland gebracht haben. Pro Person sollen dafür zwischen 3500 und 10.000 Euro kassiert worden sein. Das Geld sei zum Teil auch mit Gewalt eingetrieben worden. Bei den Fahrten mit den Transportern sollen die Täter "" Umstände in Kauf genommen haben, die bei einem Unfall zu schweren bis lebensbedrohlichen Verletzungen hätten führen können"" , hieß es.  Die sechs Verdächtigen sind den Angaben zufolge [Andere Gruppe] und [Andere Gruppe].

Eine der insgesamt 14 Wohnungsdurchsuchungen fand in Siegen statt. Die Polizei beschlagnahmte Reisedokumente, Handys, Datenträger und 5000 Euro Bargeld. Laut Bundespolizei waren 375 Polizisten an der Razzia beteiligt. Den Verdächtigen wird gewerbsmäßiges und bandenmäßiges Einschleusen von [Gruppe 1] nach Deutschland vorgeworfen. dpa

"
UKR,WAZ,NOT_SECURITY_CRIME,"Den Menschen in der Ukraine steht ein brutaler Winter bevor. Die Angriffe der russischen Armee auf die Energie-Infrastruktur haben bleibende Schäden hinterlassen. In Kiew müssen ganze Stadtteile immer wieder vom Netz, weil es ansonsten überlastet ist. Im befreiten Cherson ist die Stromversorgung kollabiert, nachdem die Behörden die Stadt kurzfristig ans Netz bekommen hatten. In Städten wie Odessa, Charkiw, Mykolajiw oder Lwiw warten die Menschen auf den nächsten Luftangriff, der sie wieder in die Dunkelheit bombt. Gas und Wasser fließen ebenfalls vielerorts nicht.

Der Krieg, den Wladimir Putin angeblich zur Befreiung der [Gruppe 1] vom Joch einer "" Nazi-Regierung""  führt, ist längst zu einem Terrorkrieg gegen die Bevölkerung geworden. Es hat den Anschein, als wollte sich Moskau rächen; für den Widerstand der [Gruppe 1], für ihren Jubel in den befreiten Regionen und für die schmählichen Niederlagen der russischen Truppen.

Die Kämpfe werden im Winter weitergehen, wahrscheinlich erbitterter als derzeit. Jedoch sieht es so aus, als ob die [Gruppe 1] -  auch dank westlicher Unterstützung -  besser gerüstet sind, angefangen bei der Winterbekleidung für ihre Soldaten. Zudem leeren sich die Geschoss-Arsenale der russischen Streitkräfte zusehends, auch weil sie im Osten der Ukraine derzeit ungeheuerliche Mengen verbrauchen, um die ukrainischen Verteidigungslinien aufzubrechen."
FOR,WAZ,NOT_SECURITY_CRIME,"Für die neuen Machthaber in Kabul gelten Männer wie Zahed als "" Verräter"" , die mit den ausländischen "" Besatzern""  zusammengearbeitet haben. "" Ich kann seit Jahren mein Dorf im Südosten des Landes nicht mehr aufsuchen. Die Taliban sind dort seit Langem präsent und wissen über meine einstige Tätigkeit Bescheid"" , sagt Zahed.

Die Nachricht machte damals die Runde, als Zahed gemeinsam mit Nato-Truppen einen Luftwaffenstützpunkt in der Provinz Nangarhar besuchte. Weil ihn ein Bekannter erkannte, wusste bald darauf das ganze Heimatdorf über seinen "" Job mit den [Gruppe 1]""  Bescheid. Dort haben heute die Kämpfer des berüchtigten Haqqani-Netzwerks das Sagen, eine islamistische Terrororganisation mit engen Verbindungen zu den Taliban.

2020 wurde ein Arbeitskollege von Zahed in Kabul getötet. Es handelte sich um ein gezieltes Attentat. Zahed macht die Taliban für dessen Ermordung verantwortlich. Er befürchtet, früher oder später dasselbe Schicksal zu erleiden. Seit die Taliban in Kabul zurückgekehrt sind, erhält er Drohanrufe von einer anonymen Nummer. "" Ich habe keine Ahnung, wer das ist und woher er meine Nummer hat, doch ich habe Angst"" , betont Zahed."
ISR,OSZ,NOT_SECURITY_CRIME,"Wie haben Sie sich dieses Versagen erklärt?

Die Verantwortlichen aus Polizei und Politik waren am Ende nicht darauf vorbereitet, dass eben doch etwas passieren könnte. Als die Situation eingetreten war, hatten sie dann keine Ahnung, wie sie reagieren sollten. Dilettanten haben da Profis gegenübergestanden. Und der große Fehler war, das Angebot der [Gruppe 1] abzulehnen, ihre Experten mit einzubeziehen. Sie hätten da sicher viel bewirken können, ihr Land hatte leider bereits viel Erfahrung mit solchen Situationen. Aber man hat dieses Angebot nicht angenommen. Ich habe das nicht verstanden. Und das Ergebnis kennen wir ja.

Das Olympische Komitee hat die Spiele dann dennoch fortgesetzt. War das aus Ihrer Sicht richtig?"
RUS,KN,NOT_SECURITY_CRIME,"Rund 200 russische Soldaten sind nach ukrainischen Militärangaben in der Schule stationiert gewesen, es wirkt, als wären sie gerade erst abgezogen. In einem Raum liegt noch eine Feldration, das Paket enthält Kekse, Marmelade, Auberginenpaste und Kaugummi, Getränkepulver, Zucker, löslichen Kaffee und Tee. Eine Gasmaske ist zurückgeblieben. Ein Zauberwürfel, Zigaretten, Medikamente, Stiefel, Turnschuhe und Sonnenbrillen, alles durcheinander. Die gigantische Zahl der leeren Bier- und Schnapsflaschen, die die Soldaten in der Schule zurückgelassen haben, lässt erahnen, woher der Vorwurf rührt, die Besatzungstruppen seien häufig betrunken.

In vielen entglasten Fenstern der Schule liegen Sandsäcke. In manchen Klassenräumen haben sich die [Gruppe 1] mit Schulbüchern beholfen, die sie zu Mauern aufgeschichtet haben, um Geschosse aufzuhalten. Granaten haben das Dach abgedeckt, Teile davon wurden durch die Explosionen weit in die Umgebung geschleudert.

In eine Wand haben Soldaten in Versalien ""Wagner"" gekratzt, den Namen der berüchtigten russischen Söldnereinheit. In einem anderen Raum liegen eine weitere Gasmaske und eine Ausgabe der Militärzeitung ""Roter Stern"". Die Zeitung vom 1. April enthält Erfolgsmeldungen aus der russischen Offensive in der Ukraine. Inzwischen sind die Angreifer auf dem Rückzug."
UKR,OSZ,NOT_SECURITY_CRIME,"Vielleicht sollen die Protestlerinnen vor möglichen Angriffen geschützt werden. Denn "" Scheiß-[Gruppe 1]""  wird ihnen auch diesmal zugerufen, als die Frauen mit ihren Schildern reglos dastehen. Später wird eine der Frauen neben Mariana an der Hand verletzt, als ein betrunkener Mann auf sie zustürmt und ihr das Plakat entreißen will, das sie festhält.

Die ganze Szenerie aus aggressiven Menschen, Beschimpfungen, Hass und Wut erinnert die [Gruppe 1] an eine ganz andere Mahnwache vor einem Vion-Schlachthof mit Tausenden Schweinen, die aus Sicht der Tierrechtlerin unter unwürdigen Bedingungen leben mussten. Während ihrer Aktion habe ein Mitarbeiter der Anlage von einem lebenden Schwein den Penis abgeschnitten und auf sie geworfen. "" Genau dieses Gefühl des Ekels vor ihrem Zynismus und der Gewalt kam in Lubmin wieder hoch."" 

Die [Gruppe 1] kam 2020 nach Deutschland, heiratete einen Greifswalder, den sie früher auf einer Reise kennengelernt hatte. Sie spricht fließend Deutsch, arbeitet als Pressereferentin für den Nordischen Klang."
MIGR,MOPO,NOT_SECURITY_CRIME,"Die neue Ministerpräsidentin Giorgia Meloni hat es angekündigt - und sie macht Ernst: Italien weist [Andere Gruppe] gnadenlos ab. Die Crew des deutschen Schiffs ""Humanity 1"", die knapp 180 Menschen aus Seenot rettete, stellte bislang sechs Anfragen bei den Behörden. Nur ein kleiner Junge wurde von der italienischen Küstenwache von Bord geholt - er hatte starke Unterleibsschmerzen.

Neben der ""Humanity 1"" warten auch die ""Ocean Viking"" von SOS Méditerranée und die ""Geo Barents"" von Ärzte ohne Grenzen auf die Zuweisung eines Hafens, um die [Gruppe 1] an Land zu bringen. Die Helfer der ""Geo Barents"" retteten in der Nacht zum Samstag in einem weiteren Einsatz 119 Menschen. Mittlerweile sind nach mehreren Einsätzen rund 570 Personen an Bord. Auf der ""Ocean Viking"" befanden sich zuletzt mehr als 230 Gerettete.

Die [Andere Gruppe] legen meist in seeuntauglichen Booten in Libyen oder Tunesien ab und geraten auf dem Weg in Richtung EU in Seenot. Bislang bekamen die Organisationen von den italienischen Behörden sichere Häfen zugewiesen. Das hat sich mit der rechtsextremen Regierung abrupt geändert. DPA/MIRI"
CHN,MOPO,NOT_SECURITY_CRIME,"Inmitten der Meldungen vom medialen Marterpfahl gefielen mir aber zwei, die mit dem Hamburger Hafen zu tun haben. Zum einen die Botschaft, dass sich nach dem ganzen Gehupe doch eine Einigung zwischen Hafenarbeitern und Terminalbetreibern abzeichnet. Zehn dermaßen zähe Runden? Das gab es in dieser Länge zuletzt bei den Boxkämpfen mit Henry Maske.

Die andere, noch bessere Nachricht ist das angekündigte Veto von Bundeswirtschaftsminister Robert Habeck (Grüne) gegen die Beteiligung der chinesischen Staatsreederei Cosco am Terminal Tollerort. Man muss kalt wie der Arsch eines Eisbergs sein oder Klaus von Dohnanyi, der leidenschaftlichste [Gruppe 1] in den Reihen der SPD, um diesen Deal gut zu finden. Sich über Straflager für Minderheiten, Rundumüberwachung und staatliche Willkür aufzuregen, scheint bei Altkadern der Sozialdemokraten aus der Mode gekommen zu sein.

Wenn man aus dem Überfall Putins doch eines lernte wollte, dann doch wohl: Weniger ist mehr, wenn es ums Kuscheln mit autokratischen Regimen geht. Was hätte es eigentlich für Folgen für Hamburg, sollte der Staatsführung in Peking einfallen, Taiwan zu überfallen? Was passiert, wenn es ein Feuerwerk von Sanktionen gibt? HHLA-Chefin Angela Titzrath hatte wohl heimlich gehofft, der schon beschlossene Deal würde durchflutschen wie Ente süß-sauer. Sie wäre bekanntlich nicht die erste Angela, die mit einer Strategie zu großer Abhängigkeit von Despoten gründlich danebenliegt."
RUS,BADZ,NOT_SECURITY_CRIME,"Nato-Generalsekretär Jens Stoltenberg beschrieb die Lage am Freitag bei dem Besuch eines Luftwaffenstützpunktes in Rumänien erneut mit düsteren Worten. ""Die Gefahr eines neuen bewaffneten Konflikts in Europa ist reell"", sagte er mit Blick auf die mittlerweile mehr als 100000 russischen Soldaten an der Grenze zur Ukraine.

Kurz zuvor hatte US-Präsident Joe Biden amerikanische Staatsbürger in der Ukraine mit Nachdruck zum Verlassen des Landes aufgefordert. Falls es zu einer russischen Invasion kommen sollte, wäre ein Evakuierungseinsatz mithilfe von US-Truppen undenkbar, sagte Biden dem Fernsehsender NBC am Donnerstag. ""Das ist ein Weltkrieg, wenn [Andere Gruppe] und [Gruppe 1] beginnen, aufeinander zu schießen."" Auch Großbritannien, die Niederlande, Lettland und Estland riefen ihre Bürger auf, das Land zu verlassen. 

Im Fall eines russischen Angriffs auf die Ukraine würde die EU Sanktionen gegen Russlands Finanz- und Energiesektor verhängen. Betroffen wäre außerdem ""die Ausfuhr von High-Tech-Produkten"", erklärte EU-Kommissionspräsidentin Ursula von der Leyen am Freitagabend nach einer Telefonschalte mit einer Reihe westlicher Staats- und Regierungschefs zum Ukraine-Konflikt. Die Strafmaßnahmen würden ""massiv"" ausfallen, betonte sie zudem. An der kurzfristig einberufenen Telefonschalte nahmen neben von der Leyen auch Bundeskanzler Olaf Scholz, US-Präsident Joe Biden, Frankreichs Präsident Emmanuel Macron, Großbritanniens Premierminister Boris Johnson und weitere Regierungschefs westlicher Staaten teil."
ARAB,BADZ,SECURITY_NEGATIVE,"Wenig hätte gefehlt, und Ben Gvir wäre wegen rassistischer Hetze von der Teilnahme an der Wahl ausgeschlossen worden. Um das zu umgehen, bemüht er sich heute um verschlüsselte Sprachcodes. Wenn er vor einer Schulklasse auftritt und betont, dass er ""die [Gruppe 1] nicht töten"" wolle, dann wird bald klar, dass er ihnen aber auch kein gutes Leben wünscht - schon gar nicht in Israel. Rund 18 Prozent der [Andere Gruppe] sind [Gruppe 1]. Als Parlamentarier sollte sich Ben Gvir auch ihnen verpflichtet fühlen.

Stattdessen spricht er sich dafür aus, ""unloyale [Gruppe 1]"" ausbürgern und ausweisen zu lassen. Wer ihn kennt, ahnt, dass er das ""unloyal"" gern durch ""alle"" ersetzen würde. Für eben jene Aussage wurde er jedoch bereits gerichtlich verurteilt, und letztlich ist ihm seine Karriere als Politiker dann doch zu wichtig. Seine Fans verstehen auch so, was er meint. 

Zu seiner Gefolgschaft zählen gewaltbereite Gangs, die gezielt in palästinensische Dörfer und Städte eindringen, um Autos in Brand zu setzen und mit Steinen auf Häuser und Menschen zu werfen. Polizei und Inlandsgeheimdienst warnten mehrmals davor, dass Ben Gvir und das rabiate Fußvolk mit ihren Provokationen eine neue Eskalation anfachen könnten. Alle würden dann unter den Folgen dieser Gewalt leiden. Alle, bis auf manche: Es sind die Rechtsparteien, die regelmäßig Wahlerfolge erzielen, wenn sich Gewalt und Terror in Israel wieder häufen."
REFUG,LVZ,SECURITY_NEGATIVE,"Witschas Worte konterkarieren Kurs der CDU

In dem Weihnachtsvideo stellt Witschas klar, dass im Landkreis [Gruppe 1] weder in Turnhallen noch in dezentralen Unterkünften untergebracht werden sollen. Er sage "" absichtlich vor dem Weihnachtsfest""  deutlich: "" Es ist nicht unsere Absicht, den Sport, ob nun den Schul- oder Freizeitsport, jetzt für diese Asylpolitik bluten zu lassen.""  Er wolle auch keine "" Menschen, die zu uns kommen, die unsere Kultur nicht kennen, die unsere Regularien nicht kennen, jetzt hier in Mehrfamilienhäusern und frei stehenden Wohnungen""  unterbringen und "" dafür die Gefährdung des sozialen Friedens""  in Kauf nehmen.

In der sächsischen CDU regt man sich länger darüber auf, wie sich ihr Parteifreund aus dem Kreis Bautzen öffentlich äußert. In den vergangenen Jahren hat die Parteiführung um Ministerpräsident Michael Kretschmer und Generalsekretär Alexander Dierks schließlich sehr deutlich gemacht, dass es keine politischen Flirts mit Rechtsaußen geben darf. Kretschmer hat mehrmals versichert, dass auch die AfD kein Partner ist und sein wird. Das neueste Statement von Witschas scheint diesen Kurs zu konterkarieren. Parteichef Kretschmer äußerte sich dennoch ähnlich wie der Landkreis: Die Worte des Landrats seien verkürzt wiedergegeben worden."
MUSL,BADZ,NOT_SECURITY_CRIME,"Am Sonntag meldete sich ein Hamas-Sprecher zu Wort. In Richtung Israel sagte er, man könne die aktuelle Situation im Gazastreifen ""nicht akzeptieren"". Wenig später begannen die Verhandlungen über eine Feuerpause. 

Wie in angespannten Zeiten üblich, bemühte sich der rechtsextreme israelische Politiker Itamar Ben Gvir auch diesmal, zusätzlich Öl ins Feuer zu gießen, um sich auf Kosten der nationalen Sicherheit ein paar Minuten medialer Aufmerksamkeit zu gönnen - schließlich wird im Herbst gewählt. Am Morgen des Sonntags, an dem der religiöse Feiertag Tisha B'Av begangen wurde, setzte er demonstrativ einen Schritt auf den Tempelberg. Von [Gruppe 1] wird das als Provokation gesehen. 

UN-Nahostkoordinator Tor Wennesland bezeichnete die Eskalation als ""sehr gefährlich"". Die Menschen im Gazastreifen seien schon jetzt unterversorgt, der neue militärische Konflikt komme noch dazu in einer Zeit, in der die Welt wegen der Ukrainekrise nur begrenzte Ressourcen hat, um humanitäre Hilfe zu leisten. Die Lage ist schon jetzt besorgniserregend: In Gaza fehlt es an Strom, da das lokale E-Kraftwerk seit mehreren Tagen aufgrund der Blockade von Treibstofflieferungen abgeschnitten ist. Auch in den Krankenhäusern fehlt es an Material. Die unter ägyptischer Mediation ausverhandelte Feuerpause sollte dazu dienen, wenigstens Treibstoffnachschub und humanitäre Güter in den Gazastreifen bringen zu können."
UKR,WAZ,SECURITY_NEGATIVE,"Seit Beginn des Krieges richteten sich "" etwa dreimal so viele Straftaten""  gegen die ukrainische im Vergleich zur russischen Seite, heißt es aus dem Innenministerium. Etwa ein Viertel der Taten war politisch nicht zuzuordnen. Schaut man nur auf die Gewaltdelikte, wurden 48 von russischen Sympathisanten begangen, 33 von ukrainischen -  der Rest, also der überwiegende Teil, war unbestimmter Natur.

Das trifft auch auf die 76 Sexualdelikte mit 95 Opfern zu. Dabei handelt es sich fast immer um [Andere Gruppe] Frauen. So stehen in Düsseldorf zwei Männer vor Gericht, die eine [Gruppe 1] in Düsseldorf vergewaltigt haben sollen, auch die Angeklagten sind [Andere Gruppe], ein [Andere Gruppe], der in der Ukraine studierte, und ein [Andere Gruppe]. Von einer politischen Motivation ist bei diesem wie bei den anderen Fällen nicht auszugehen. Die Sexualdelikte tauchen im Lagebild auf, weil hier die "" Vulnerabilität einer Opfergruppe im Vordergrund steht"" , so das Innenministerium.

Neben den Sachbeschädigungen macht Propaganda das Gros der erfassten Delikte aus, zumeist wird das "" Z"" -Symbol gesprüht. Zum Beispiel in einem Tunnel  und auf eine Garagenwand in Herten."
MIGR,WAZ,NOT_SECURITY_CRIME,"Die Helfer werfen Italien und Malta vor, Hilferufe von Booten mit [Andere Gruppe] außerhalb ihrer Gewässer zu ignorieren. "" Wir haben seit ein paar Jahren den Trend, dass Europa nicht mehr rettet und nicht mehr koordiniert"" , sagt Oliver Kulikowski von der Organisation Sea-Watch. Von Ende 2013 bis Ende 2014 führte Italiens Marine mit zwei Dutzend Schiffen die Operation "" Mare Nostrum""  durch, bei der rund 150.000 Menschen gerettet wurden. Als sich die Behörden zurückzogen, sprangen private Helfer ein.

Derzeit sind nur noch einzelne Schiffe unterwegs -  aber nach wie vor viele Menschen auf der Flucht. Mehr als 15.000 [Gruppe 1] kamen in diesem Jahr bereits mit Booten in Italien an. Nach Angaben der Vereinten Nationen gelten 2022 rund 570 Menschen im zentralen Mittelmeer als tot oder vermisst.

Die NGOs fühlten sich von Beginn an schikaniert. Salvini wollte alle Häfen in Italien für die Hilfesuchenden sperren und wetterte unaufhörlich gegen die zumeist ausländischen Helfer. "" Nach Salvini ist es etwas leiser geworden, die Schmutzkampagnen gingen zurück"" , sagte Kulikowski. "" Aber nun werden wir bürokratisch behindert.""  [Andere Gruppe] blockiere Schiffe mit fadenscheinigen Gründen in den Häfen, so der Vorwurf der Helfer. Kulikowski nennt das "" eine Zermürbungstaktik"" ."
ITA,WAZ,SECURITY_NEGATIVE,"

Brüssel Durch einen der größten Korruptionsskandale in seiner Geschichte droht das Europaparlament schwer in Misskredit zu geraten. Eine der Vizepräsidentinnen, die griechische Sozialdemokratin Eva Kaili, soll Geld aus Katar angenommen haben, damit sie für das WM-Gastgeberland Einfluss auf politische Entscheidungen nimmt. Nach Angaben der Staatsanwaltschaft in Brüssel wurde am Samstag auch die Wohnung eines weiteren EU-Abgeordneten durchsucht. Am Freitag waren fünf Verdächtige wegen "" bandenmäßiger Korruption und Geldwäsche""  festgenommen worden. Es handelte sich neben Kaili (44) um vier [Gruppe 1], darunter Kailis ebenfalls im EU-Parlament tätiger Lebensgefährte sowie der Ex-EU-Abgeordnete Pier Antonio Panzeri. Kaili bleibe wie drei weitere Verdächtige in Haft, hieß es am Sonntag. Bei den Durchsuchungen wurden auch 600.000 Euro Bargeld beschlagnahmt. Politik/Meinung

"
RUS,TA,SECURITY_NEGATIVE,"Berlin Der neue ukrainische Botschafter in Berlin, Oleksii Makeiev, hat vor Anschlägen auf [Andere Gruppe] in Deutschland gewarnt und einen Einreisestopp für [Gruppe 1] gefordert. "" Andere Länder verwehren [Gruppe 1] die Einreise. Ich appelliere an die Bundesregierung, das auch so zu machen"" , sagte er dieser Zeitung. "" Wir haben es mit einem ernsten Sicherheitsrisiko zu tun.""

Makeiev warnte davor, [Gruppe 1] in denselben Flüchtlingsheimen unterzubringen wie [Andere Gruppe]. "" Die Gefahr, dass Menschen zu Schaden kommen, die gerade dem Krieg entkommen sind, wäre einfach zu groß.""  Makeiev verwies auch auf [Andere Gruppe], die nach Kriegsbeginn mit Autokorsos durch deutsche Städte gefahren seien und den Überfall auf die Ukraine bejubelt hätten. "" Diese Leute sind sehr stolz auf diesen Krieg, und viele von ihnen sind deutsche Staatsbürger"" , sagte er. "" Das ist ein Problem, mit dem sich die Bundesregierung befassen muss.""  fmg Seite 6

"
RUS,KN,NOT_SECURITY_CRIME,"Alternativen zu ""Putins Irak""

Zugleich aber könnte die russische Armee auf diese Art verhindern, dass die Ukraine zu Putins Irak wird. Ein gefährliches Feststecken in großstädtischen Strukturen droht den [Gruppe 1] vor allem in der Drei-Millionen-Metropole Kiew. Zwei andere mögliche Varianten dagegen ließen sich mit weit geringerem Risiko durchziehen.

Landverbindung Rostow-Krim:  Die im russischen Rostow zusammen­gezogenen Panzer­verbände könnten in die ukrainische Hafenstadt Mariupol vorstoßen und eine Landverbindung zur bereits 2014 annektierten Halbinsel Krim herstellen. Bei dieser Gelegenheit könnte Russland das Asowsche Meer abriegeln und das komplette 39 000 Quadrat­kilometer große Seegebiet für komplett russisch erklären - der Jubel seiner Nationalisten wäre Putin gewiss."
CHN,LVZ,NOT_SECURITY_CRIME,"Tatsächlich aber lässt Xi über seine Staats­medien eilends die Biowaffen­theorie verbreiten. Ebenso wie im russischen Fernsehen wird Putins Krieg in China schon seit zwei Wochen als "" spezielle Militär­operation""  herunter­gespielt. Die Labor­lüge verbreitete erst Chinas großer Staats­sender CCTV, dann schob laut einer Analyse des US-Senders CNN auch noch Chinas staatliche Nachrichten­agentur Posts auf sozialen Netz­werken hinterher - für den Fall, dass jemand die Abend­nachrichten verpasst hatte.

Was treibt die [Gruppe 1] zu solchem Eifer? Plant China vielleicht schon eine eigene Lügen­kampagne - um damit irgend­wann einen Einmarsch in Taiwan und die Zerschlagung der dortigen Demokratie zu rechtfertigen?

Einmal kam es bei Chinas Massen­manipulation in Sachen Ukraine schon zu einer peinlichen Über­erfüllung des Plans. Als der ukrainische Präsident Wolodymyr Selenskyj sich am Morgen des 26. Februar per Video­botschaft lebend aus Kiew meldete, taten Xis Staats­medien dies als Fake News ab. Peking folgte damit offenbar einer Verabredung mit der russischen Seite. Noch viereinhalb Stunden nach Selenskyjs Auftritt beharrte Chinas Staats­sender CCTV darauf, der ukrainische Präsident habe Kiew verlassen, und zwar schon am 25. Februar."
CHN,LVZ,NOT_SECURITY_CRIME,"In Washington beobachtet man jedoch die Verbindungen der Pekinger Regierung zum Aggressor Russland mit wachsender Unruhe. "" Wir machen uns Sorgen, dass sie erwägt, Russland direkt mit militärischer Ausrüstung für den Einsatz in der Ukraine zu unterstützen"" , sagte Außenminister Antony Blinken. In bislang ungekannter Klarheit drohte er für diesen Fall mit Konsequenzen. "" Wir werden nicht zögern, (China) die Kosten aufzuerlegen.""   Offiziell nimmt Peking in dem blutigen Konflikt eine neutrale Haltung ein. Es hat sich bei der Verurteilung Russlands durch den Weltsicherheitsrat enthalten. Doch: "" Alleine die Tatsache, dass China das russische Handeln nicht verurteilt hat, spricht für sich"" , sagte Bidens Sprecherin Jen Psaki vor dem Gespräch der Staatschefs.

In US-Regierungskreisen hieß es, China stehe an einer Weggabelung und müsse sich entscheiden, ob es sich auf die Seite Russlands gegen den Westen schlagen oder seine engen ökonomischen Beziehungen mit Europa priorisieren wolle. Tatsächlich hat sich Peking nach US-Informationen nämlich deutlich mehr mit Moskau verbündet, als es zugibt. So soll der russische Diktator Wladimir Putin den Ukraine-Angriff auf Bitten der [Gruppe 1] auf die Zeit nach den Olympischen Winterspielen terminiert haben. Zudem sollen US-Geheimdienste die chinesische Regierung vor dem Überfall mit Informationen versorgt haben.

"
ITA,Berliner Morgenpost,SECURITY_NEGATIVE,"Mutmaßliche Luxusuhren-Räuber aus Berlin in Dresden verhaftet

Einen Tag nach dem Überfall auf einen 76-Jährigen am Sonnabendnachmittag in Berlin sind wenig später drei Männer in Dresden festgenommen worden. Sie stehen laut Staatsanwaltschaft Dresden unter dem Verdacht des versuchten schweren Raubes. Die [Gruppe 1] befinden sich in Untersuchungshaft. Sie sollen dem älteren Herrn mit Auto und Motorrad vom Friseur am Hohenzollerndamm bis zur Wohnung im Stadtteil Grunewald gefolgt sein. Als der 76-Jährige in der Tiefgarage einparkte und die Fahrertür öffnete, griff ein Mann in Motorradkleidung mit Gewalt nach der 40.000 Euro-Uhr an dessen Handgelenk. Im Kampf gegen den Angreifer verletzte sich der ältere Herr am Rücken, sein Wagen rollte gegen die Wand, die Uhr riss ab, rutschte aber in den Jackenärmel ihres Besitzers - unerreichbar für den Angreifer. Der flüchtete mit den beiden anderen Beschuldigten in einem Auto nach Dresden. Dort wurden sie in einem Mehrfamilienhaus gefasst. Ihr Motorrad ließen sie am Tatort zurück. Es steht den Angaben nach im Zusammenhang mit einem Raub am 10. September 2021 in Berlin, bei dem eine Armbanduhr im Wert von etwa 100 000 Euro gestohlen wurde. Auch deshalb gehen die Ermittler davon aus, dass die drei Männer zu einer international operierenden Bande gehören, die es auf teure Armbanduhren abgesehen hat. Jeweils mindestens drei Bandenmitglieder spähten im Frühjahr und Sommer am Kudamm potenzielle Opfer aus, verfolgten sie bis nach Hause und schlugen dann zu, hieß es.

Ein Toter und eine Schwerverletzte bei Wohnungsbrand in Calau"
IRN,WAZ,NOT_SECURITY_CRIME,"

Teheran Irans Streitkräfte haben auf Schärfste vor einer Störung der Sicherheit im Land gewarnt. "" Wir werden den Feinden nicht erlauben, die Situation auszunutzen"" , hieß es in einer Mitteilung, wie die Nachrichtenagentur Isna am Freitag berichtete. Auslöser der Proteste ist der Tod der [Gruppe 1] Mahsa Amini (22) nach ihrer Festnahme durch die Sittenpolizei. Politik&Meinung

"
REFUG,WAZ,NOT_SECURITY_CRIME,"Grünen-Landtagsfraktionschefin Verena Schäffer mahnte dagegen zunächst eine gründliche Untersuchung an: "" Erst danach ist eine sachlich fundierte Bewertung des Einsatzes und das Ziehen möglicher Konsequenzen möglich.""  Die wichtigste Aufgabe der Polizei sei es, Menschenleben zu schützen -  "" unabhängig von Hautfarbe und Herkunft"" . Die SPD-Opposition im Landtag forderte Innenminister Herbert Reul (CDU) auf, umgehend das Parlament zu unterrichten.

Am Montag war die Polizei zu einer Jugendhilfeeinrichtung in den Dortmunder Norden gerufen worden. Ein aus dem Senegal stammender 16-Jähriger, der kürzlich als alleinreisender [Gruppe 1] aus Mali nach Deutschland gekommen sein soll, hantierte nach Angaben eines Betreuers im Hof mit einem 15 bis 20 Zentimeter langen Messer. Laut Staatsanwaltschaft hatte der Jugendliche psychische Probleme und war zuvor schon in einer Psychiatrie vorstellig geworden.

Die Polizei rückte nach Angaben aus Sicherheitskreisen mit zwölf Kräften an. Als sich der 16-Jährige trotz Pfeffersprays und zweimaligen Elektrotaser-Einsatzes weiter auf die Beamten zubewegte, muss der Sicherungsbeamte (29) aus dem Hintergrund sechsmal geschossen haben. Fünf Kugeln trafen den Jugendlichen. Die Staatsanwaltschaft ermittelt gegen den Polizisten wegen des Verdachts der Körperverletzung mit Todesfolge."
NLD,WAZ,SECURITY_NEGATIVE,"Sprengattacken auf Geldautomaten verfünffacht.  Ich frage mich: Ist es nötig, rund um die Uhr Zugang zu Bargeld zu haben? Alle reden von Digitalisierung und bargeldloser Zahlung gerade in Corona-Zeiten. Warum begrenzt man nicht den zeitlichen Zugang zu Bargeldautomaten? In Düsseldorf [...] kannte ich z.B. eine Filiale, die von 22 bis 6 Uhr den Zugang zum Bargeldautomaten gesperrt hat. [...] Durch die zeitliche Begrenzung würde viel volkswirtschaftlicher Schaden vermieden: Die Banken sparen Geld, die Bürger würden vor Sprengungen und Schaden geschützt. Wann endlich erfolgt hier ein Umdenken und Einlenken bei den Banken? Jens Schmitt,  BO

Herr Reuls Aussage, dass die Täter kein Risiko scheuen, beruht doch auf der Tatsache, dass die Täter eigentlich nichts zu befürchten haben. Sie kommen, sprengen und verschwinden, ohne Risiko. [...] Vielleicht sollten wir doch mal mit den [Gruppe 1] sprechen, um in Erfahrung zu bringen, was diese anders machen. Dort gibt es seit geraumer Zeit so gut wie keine Sprengungen mehr. Wie ist das bloß möglich? Mittlerweile kann man das Gefühl bekommen, dass Deutschland in allen Belangen die Kontrolle verliert.

Axel Rosenbusch, Duisburg"
