group,pub,label,text_block
UKR,KN,NOT_SECURITY_CRIME,"Bundeskanzler Olaf Scholz bekräftigte hingegen den Kurs eines starken militärischen Engagements gegen Russlands Aggressionskrieg. ""Wir werden die Ukraine weiter unterstützen, mit Geld, mit humanitärer Hilfe, aber auch das muss gesagt werden: Wir werden sie unterstützen, dass sie sich verteidigen kann, mit Waffenlieferungen"", sagte er am Sonntag auf der DGB-Kundgebung zum 1. Mai in Düsseldorf. ""Es muss einem Bürger der Ukraine zynisch vorkommen, wenn ihm gesagt wird, er solle sich gegen Putins Aggression ohne Waffen verteidigen."" Dieser Pazifismus ""ist aus der Zeit gefallen"".

Unterdessen hat die Vorsitzende des US-Repräsentantenhauses, Nancy Pelosi, den ukrainischen Präsidenten Wolodymyr Selenskyj in Kiew besucht. Pelosi bedankte sich bei ihm für den Einsatz der [Gruppe 1]. ""Wir befinden uns an einer Grenze der Freiheit, und Ihr Kampf ist ein Kampf für alle."" Pelosi ist in den USA die Nummer drei im Staat. Sie ist die ranghöchste US-Vertreterin, die seit Beginn des russischen Kriegs die Ukraine besucht.

Transnistrien, ein russisches Separatistengebiet zwischen Moldau und der Ukraine, könnte heute nach Angaben des Nachrichtendienstes des ukrainischen Verteidigungsministeriums militärisch in den Krieg gegen die Ukraine eingreifen. Russland richtet laut Geheimdienst auch Mobilisierungspunkte ein, um Freiwillige für den Kampf in der transnistrischen Armee zu rekrutieren."
ISLMST,TA,NOT_SECURITY_CRIME,"Erfurt Deradikalisierung im Thüringer Strafvollzug konzentriert sich inzwischen auf gefährdete Gefangene im Alter bis 27 Jahre. Der als Rechtsextremist Verurteilte stehe nicht im Kern des Projekts, erklärte am Donnerstag Thomas Jakob, Leiter soziale Dienste am Thüringer Oberlandesgericht Jena. Das bedeutet, dass sich Projekte wie "" Blickpunkt""  von der Deutschen Soccer Liga vor allem auf Häftlinge konzentrieren, die hinter Gittern Gefahr laufen, radikalisiert zu werden. "" Denn das müssen wir verhindern"" , ergänzte Justizminister Dirk Adams (Grüne) auf einem Meeting der Landesarbeitsgemeinschaft der Straffälligenhilfe (LAG) in Erfurt.

"" Bei radikalisierten Gefangenen geht es nicht um Deradikalisierung, da reden wir über Ausstieg"" , betonte Thomas Jakob. Wer diese Arbeit leisten soll, blieb offen. Alle Bemühung, eine Radikalisierung von Gefangenen zu verhindern, seien zu begrüßen, sagte CDU-Innenpolitiker Raymond Walk dieser Zeitung. Zugleich kritisierte er, dass die rot-rot-grüne Landesregierung die angebotenen Bundesmittel nicht ausschöpft, um eine Deradikalisierung auch bei Extremisten im Gefängnis, egal ob rechts, links oder [Gruppe 1], zu erreichen. Dieses Angebot hatte bis 2020 zum Projekt gehört.

Im Vorjahr erfolgte ein Trägerwechsel. Dieses Jahr hat die Deutsche Soccer Liga als neuer Trägerverein nach eigenen Angaben bisher mit 69 Gefangenen aber auch mit 70 Bediensteten Projektarbeit geleistet. In vier Gefängnissen erfolgten insgesamt 27 Seminare, acht Einzelbetreuungen und acht Fortbildungsveranstaltungen für Bedienstete. Weitere Projekte seien bis Jahresende geplant, so Christiane Bernuth, Präsidentin der Deutschen Soccer Liga in Erfurt."
EU,MAZ,NOT_SECURITY_CRIME,"

Die USA tragen - wieder einmal - die Hauptlast gegen einen möglichen Angriff Russlands auf Nato-Territorium in Osteuropa. Jetzt reist Biden zu den bedrohten Verbündeten nach Europa, um das Bündnis gegen Russland zusammenzuhalten. Die Nato darf sich auf keinen Fall auseinanderdividieren lassen. Die [Gruppe 1], inklusive Deutschland, müssen mit dem Aufbau eigener militärischer Abschreckungsfähigkeiten endlich ernst machen. Von westlicher Entschlossenheit wird es abhängen, ob Putin für seine Verbrechen bezahlt.

"
REFUG,OSZ,NOT_SECURITY_CRIME,"Wie die Sprecherin des Landkreises, Sandra Lehmann, mitteilte, gebe es hohe Resonanz bezüglich Angeboten von Wohnraum für [Gruppe 1]. "" Wir sichten diese Angebote jetzt alle und melden uns bei den Anbietern"" , so Lehmann. "" Die [Gruppe 1] sollen primär in Einrichtungen des Landkreises und den angebotenen Unterkünften unterkommen. Die Bereitstellung von Plätzen in Sporthallen ist eine Sicherheitsmaßnahme und dient der kurzzeitigen Unterbringung."" 

Wie viele [Gruppe 1] aus dem Kriegsgebiet in der Ukraine nach Vorpommern-Rügen kommen, ist nach wie vor unklar. "" Das sind sehr spontane Entwicklungen"" , sagt Lehmann.  "" Es hieß schon häufiger, jetzt kommt ein Bus. Bislang verzeichnen wir aber noch keinen Ansturm.""  Angesichts zehntausender ankommender [Gruppe 1], zum Beispiel in Berlin, sei aber klar, dass auch viele Menschen in Mecklenburg-Vorpommern Schutz suchen würden.

"" Ich danke den Organisatoren und allen Beteiligten für die sehr schnelle Einrichtung weiterer Notunterkünfte. Ebenso richte ich meinen Dank an alle Helferinnen und Helfern privater Hilfsinitiativen. Die ersten ukrainischen [Gruppe 1] sind bereits in Gemeinschaftsunterkünften und privaten Unterbringungsmöglichkeiten im Landkreis angekommen und zahlreiche weitere werden folgen"" , so Landrat Stefan Kerth. "" Lassen Sie uns gemeinsam den aus der Ukraine [Gruppe 1] Menschen schnell und effektiv helfen und ihnen die Ankunft und das Leben im Landkreis Vorpommern-Rügen so lebenswert, wie es in dieser schwierigen Situation nur geht, zu gestalten."" "
USA,OSZ,NOT_SECURITY_CRIME,"

Mit einem gezielten Drohnenangriff haben die USA den Kopf der Terrororganisation Al-Kaida, Aiman al-Sawahiri, getötet. US-Präsident Joe Biden verkündete in Washington, er sei am Wochenende bei einem "" Präzisionsschlag""  ums Leben gekommen. "" Diesen Terroristenführer gibt es nicht mehr"" , so Biden. Al-Sawahiri sei über Jahrzehnte für Anschläge auf [Gruppe 1] verantwortlich gewesen. "" Jetzt wurde der Gerechtigkeit Genüge getan.""  Ein Team der CIA und der US-Luftaufklärung soll bestätigt haben, dass es sich bei dem getöteten Mann um den Al-Kaida-Chef handele.

Nach der Tötung von Osama bin Laden im Mai 2011 war al-Sawahiri an die Spitze von Al-Kaida gerückt. "" Er hatte den Spitznamen  Terrordoktor , da er studierter Mediziner war, aber davon darf man sich nicht ablenken lassen"" , erklärte der Terrorismusforscher Peter R. Neumann vom King' s College London. Sein ganzes Leben habe al-Sawahiri mit dem sogenannten Dschihad zugebracht. Laut Neumann war al-Sawahiri in die Ermordung des ägyptischen Präsidenten Anwar as-Sadat verstrickt. 1980 schloss er sich in Afghanistan bin Laden an. "" Bin Laden hatte die Verbindungen nach Saudi-Arabien, war sehr charismatisch, hat Geld beschafft, und al-Sawahiri war der Taktiker und Organisator - sozusagen das Gehirn."" "
JUDE,WAZ,NOT_SECURITY_CRIME,"

Düsseldorf Der Landtag und die Landesregierung in Nordrhein-Westfalen haben nach dem Angriff auf das frühere Rabbinerhaus der Alten Synagoge in Essen ein deutliches Zeichen gegen Antisemitismus gesetzt. Ministerpräsident Hendrik Wüst (CDU) sagte am Mittwoch in einer Sitzung des Landesparlaments: "" Wir gehen nicht zur Tagesordnung über. Wir schauen genau hin und wir erheben unsere Stimme und wir rufen dem Täter oder den Tätern zu: Jüdisches Leben, [Gruppe 1] und [Gruppe 1], gehören in unsere Mitte. Wir stehen an ihrer Seite.""  Man lasse sich nicht einschüchtern. Und: "" Wir schützen jüdisches Leben in unserem Land.""  Es gebe eine "" erhöhte und verlässliche""  Finanzierung für die Sicherheit jüdischer Einrichtungen. Die Ermittler gehen bei dem Vorfall in der Nacht zum vergangenen Freitag von einer "" extremistisch und antisemitistisch motivierten Tat""  aus. Der oder die Täter sind weiterhin flüchtig. Rhein-Ruhr

"
UKR,MAZ,NOT_SECURITY_CRIME,"Deutschland sei ein ""starkes Land"", sagte der SPD-Politiker. ""Ein Land, das mit Tatkraft und Tempo an einer guten, sicheren Zukunft arbeitet. Ein Land, das sich unterhakt, gerade in schweren Zeiten. Ein Land, in dem wir niemanden zurücklassen - egal ob in der Stadt oder auf dem Land, ob alt oder jung, ob gut situiert oder weniger wohlhabend, ob hier geboren oder erst später hierhergekommen.""  Es gehe ""ein schweres Jahr zu Ende"", sagte der Kanzler. ""In keinem Jahresrückblick fehlen die Bilder des 24. Februar, als im Morgengrauen die ersten russischen Raketen in Kiew, Charkiw, Odessa und anderen ukrainischen Städten einschlugen. Putin führt einen imperialistischen Angriffskrieg, mitten in Europa.""

Diese Zeitenwende sei eine harte Probe und viele Menschen machten sich Sorgen wegen des Kriegs. ""Wir fühlen mit den [Gruppe 1] und [Gruppe 1], die selbst an Tagen wie heute keine Ruhe haben vor den russischen Bomben und Raketen"", sagte Scholz. ""Und wir alle spüren die Folgen dieses Kriegs auch in unserem Alltag: beim Einkaufen im Supermarkt, an der Tankstelle oder wenn wir die Strom- oder Gasrechnung bezahlen.""

Doch handele die Geschichte dieses Jahres nicht allein von Krieg, Leid und Sorge. So habe Putin die Ukraine nicht in wenigen Tagen überrannt, wie er geplant habe. Tapfer verteidigten die [Gruppe 1] und [Gruppe 1] ihre Heimat - auch dank deutscher Hilfe. Scholz sichert zu, die Ukraine weiter zu unterstützen. Er wies darauf hin, dass die Europäische Union und die Nato nicht gespalten seien, wie in manch früherer Krise, sondern so geeint wie lange nicht. Deutschland sei nicht eingeknickt, als Russland im Sommer den Gashahn zugedreht habe, ""weil wir uns nicht erpressen lassen!"" So handele die Geschichte des Jahres 2022 von Zusammenhalt und Stärke und auch von Zuversicht."
JUDE,WAZ,NOT_SECURITY_CRIME,"Diana Zinkler, Politik-Korrespondentin

Der Kampf gegen den Antisemitismus in Deutschland ist ein viel beschworenes Anliegen. Immer wenn eine Synagoge überfallen oder ein jüdischer Friedhof geschändet wird, wenn ein [Gruppe 1] oder eine [Gruppe 1] bespuckt, geschlagen oder beschimpft, wenn der Holocaust relativiert wird, ruft die Politik zum Kampf gegen den Antisemitismus auf. Viel soll dann getan, Aufklärung geleistet und die Bevölkerung sensibilisiert werden. Doch meistens passiert dann nicht viel -  oder gar nichts.

Von daher ist die Idee der deutschen SPD-Innenministerin Nancy Faeser aus vielerlei Gründen bemerkenswert. An keinem geringeren Ort als Yad Vashem, der internationalen Holocaust-Gedenkstätte in Jerusalem, unterzeichnete sie nun eine Erklärung darüber, dass künftig alle deutschen Polizeianwärter von Fachleuten der Gedenkstätte im Erkennen von Antisemitismus geschult werden. In Zukunft soll auf ihrem Lehrplan auch eine Reise nach Israel und ein Besuch von Yad Vashem stehen."
REFUG,WAZ,NOT_SECURITY_CRIME,"

Hunde, Katzen oder Frettchen, die aus der Ukraine durch [Gruppe 1] mit nach Deutschland eingereist sind, müssen durch einen Tierarzt untersucht und gegen Tollwut geimpft werden.  Darauf weist das Veterinäramt des Kreises Recklinghausen hin.

Denn in der Ukraine gibt es über das ganze Land verteilt immer wieder Fälle von Tollwut. Deutschland hingegen gilt als tollwutfrei. Tollwut verläuft bei Menschen und Tieren tödlich, wenn sie einmal ausgebrochen ist. Eine Therapie oder Heilung sind nicht möglich. Damit Deutschland tollwutfrei bleibt, soll durch die Untersuchung und Impfung sichergestellt werden, dass die Tiere nicht unerkannt Tollwuterreger nach Deutschland einschleppen, daran erkranken und diese hier verbreiten."
NLD,FAZ,NOT_SECURITY_CRIME,"Weiter hob der Pentagon-Sprecher hervor, dass es sich um eine zeitweilige Verlegung handle, die nach Absprache mit den Verbündeten in Bukarest, Warschau und Berlin erfolge. Auch bekräftigte er, dass diese Kräfte nicht in der Ukraine eingesetzt würden, sondern angesichts der russischen Bedrohung der Unterstützung der NATO-Verbündeten dienten.

Obwohl die Kräfte unter amerikanischen Kommando stünden, handele es sich nicht um einen unilateralen Einsatz, hob Austins Sprecher hervor. Er lobte etwa, dass auch der französische Präsident Emmanuel Macron angekündigt habe, Truppen nach Rumänien zu verlegen. Die französischen und amerikanischen Soldaten würden einander ergänzen. Auch würdigte Kirby Überlegungen der [Andere Gruppe], [Andere Gruppe], Dänen und [Gruppe 1], Truppen und Gerät nach Osteuropa zu verlegen.

"
EGY,OSZ,NOT_SECURITY_CRIME,"Der Anführer des Terrornetzwerks Al-Kaida, Aiman al-Sawahiri, ist bei einem Anti-Terror-Einsatz der USA in Afghanistan getötet worden. Al-Sawahiri sei am Wochenende bei einem gezielten Drohnen-Angriff in einem Unterschlupf in der afghanischen Hauptstadt Kabul ums Leben gekommen, sagte eine ranghohe Vertreterin der US-Regierung am Montagabend (Ortszeit). US-Präsident Joe Biden äußerte sich bei einem kurzfristig anberaumten Auftritt im Weißen Haus in Washington selbst zu dem Schlag gegen die Terrorgruppe. Zivile Opfer habe es nicht gegeben. "" Jetzt wurde der Gerechtigkeit Genüge getan. Und diesen Terroristenführer gibt es nicht mehr"" , sagte Biden.

Der [Gruppe 1] Al-Sawahiri war Nachfolger von Osama bin Laden, der als Kopf der Terroranschläge vom 11. September 2001 in den USA galt. Bin Laden war 2011 in Pakistan von einer US-Spezialeinheit getötet worden. Seinen letzten öffentlichen Auftritt hatte Al-Sawahiri im vergangenen September. Er rief seine Anhänger damals auf, die Staaten im Westen und ihre Verbündeten im Nahen Osten zu bekämpfen. Seite 4

Al-Kaida-Chef ­Aiman al-Sawahiri ist tot."
REFUG,LVZ,NOT_SECURITY_CRIME,"Alle EU-Staaten ­geben ­Kriegsflüchtlingen aus der Ukraine den gleichen,  unbürokratischen Schutz.

Deutschland ist auf die Versorgung ukrainischer [Gruppe 1] gut vorbereitet, sagt Innenministerin Faeser.

"
REFUG,TA,NOT_SECURITY_CRIME,"Nicht durchsetzen konnten sich die Länder dagegen mit der Forderung, dass auch Privatverbraucher mit Öl- und Pelletheizungen von Bund weitere Entlastungen bekommen sollen. An dieser Stelle habe man nicht das gewünschte Ergebnis bekommen, sagte Wüst -  "" da müssen wir jetzt in den Ländern selber eine Antwort darauf geben"" , sagte er. Die Preisbremsen sollen Bundestag und Bundesrat in der kommenden Woche beschließen.

Der Bund will die Länder bei der Unterbringung von [Gruppe 1] aus der Ukraine weiter unterstützen. Die Länder hätten den Bund gebeten, "" auch bei der Bundesanstalt für Immobilienaufgaben (BImA) mit Nachdruck dafür zu sorgen, Raum zur Verfügung zu stellen, wo immer das möglich ist"" , sagte Wüst nach den Beratungen. Das sei ihnen auch zugesagt worden.

Die Aufgabe sei, gemeinsam über alle staatliche Ebenen hinweg den Menschen gerecht zu werden, die aus der Ukraine fliehen. "" Es gilt auch weiter: Wer vor Putins Krieg flieht, bekommt bei uns Schutz"" , sagte er. Wüst ist aktuell stellvertretender Vorsitzender der Ministerpräsidentenkonferenz (MPK)."
REFUG,KN,NOT_SECURITY_CRIME,"Dann wenden die Kieler Kommunalpolitiker sich direkt an den russischen Präsidenten: ""Wladimir Putin, ziehen Sie unverzüglich Ihre Truppen zurück, beenden Sie sofort alle Kampfhandlungen in der Ukraine. Erkennen Sie die staatliche Integrität und Souveränität ihres Nachbarlandes an!""

An die Adresse von Flüchtenden versichert der Rat: ""Die Kieler Ratsversammlung wird alles in ihren Möglichkeiten Stehende tun, um den Menschen in und aus der Ukraine zu helfen. Wir vertrauen auf das Engagement und die Leistungsfähigkeit der Landeshauptstadt Kiel und ihrer Bürger*innen, unkompliziert [Gruppe 1] aufzunehmen und ihnen unbürokratisch Schutz zu gewähren.""

Ein Appell, ""sich mit den Menschen in der Ukraine zu solidarisieren und sich für den Frieden einzusetzen"", richtet sich auch an die Kieler Stadtgesellschaft. ""Dabei schließen wir ausdrücklich alle russischstämmigen Menschen mit ein"", betonen die Ratsleute. ""Wir rufen unsere russischen Partnerstädte in Sovetsk und Kaliningrad auf, sich für Frieden, Freiheit und das Selbstbestimmungsrecht der Ukraine einzusetzen!"""
KOR,BADZ,NOT_SECURITY_CRIME,"Ohne Frage: Nordkorea wird auf absehbare Zeit sein Atomprogramm, das es als Lebensversicherung gegenüber der Außenwelt betrachtet, nicht aufgeben. Und seit Monaten warnen Experten, dass das Land bald einen weiteren Atomwaffentest durchführen könnte - den ersten seit 2017. Wie Südkorea reagieren würde, daraus hat das Verteidigungsministerium in Seoul zuletzt keinen Hehl gemacht: In einem solchen Fall würde man bei den US-Verbündeten darum ansuchen, sogenannte ""strategic assets"" nach Südkorea zu entsenden. Damit werden etwa Kampfbomber, Flugzeugträger, oder atomwaffenfähige U-Boote bezeichnet. 

In der südkoreanischen Bevölkerung genießt die Allianz mit den USA nach wie vor flächendeckende Unterstützung, die laut dem Seouler Asan-Institut in den letzten zehn Jahren niemals unter 91,9 Prozent gefallen ist. Vier von fünf [Gruppe 1] sprechen sich für eine weitere Präsenz von US-Soldaten im Land aus. 

"
CHN,OSZ,NOT_SECURITY_CRIME,"Die Fia will mit den Änderungen nach eigener Aussage das Problem des sogenannten Hoppelns verringern "" und hoffentlich in naher Zukunft beseitigen"" , da es als ein Sicherheitsproblem angesehen werde. Zuletzt war die Kritik aber wieder abgeflaut. Das technische Problem entsteht durch die zu dieser Saison aerodynamisch stark veränderten Fahrzeuge. Bei hoher Geschwindigkeit werden die Autos auf den Geraden so auf den Boden gepresst, bis diese kurz den Asphalt berühren und so wieder hochgedrückt werden. Das wiederholt sich mehrfach. Die Fahrer sind dabei häufigen Schlägen im Cockpit ausgesetzt.

In der Sitzung war auch der Horrorunfall von Zhou Guanyu in Silverstone ein Thema. Der [Gruppe 1] hatte sich kurz nach dem Start nach einer Kollision mit seinem Alfa Romeo überschlagen und war über die Reifenstapel hinweg in den Fangzaun gekracht. Der einst umstrittene Cockpitschutz "" Halo""  war sein Lebensretter. Der Überrollbügel soll demnach ab 2023 noch widerstandsfähiger werden.

Lebensretter "" Halo"" : Der Überrollbügel hat Zhou Guanyu beim Grand Prix in Silverstone das Leben gerettet."
AUT,LVZ,NOT_SECURITY_CRIME,"Der deutsche Rekordhalter Markus Eisenbichler beschreibt es als "" wahnsinniges Kribbeln""  schon in der Luft, der ehemalige Flieger Christof Duffner fand es "" mindestens so gut wie ein Orgasmus"" . Der zweimalige Skiflug-Weltmeister Sven Hannawald hat einen weiten Flug mal mit "" einer Landung auf dem Mars""  verglichen. Laut Ex-Skiflug-Champion Severin Freund gibt es auf dieser Welt nichts, was dem großen menschlichen Traum vom Fliegen näherkommt: "" Dieses traumhafte Fluggefühl zwischen Höhe, Geschwindigkeit gibt es außerhalb des Skifliegens einfach nicht. Höchstens Basejumpen oder Wingsuit-Fliegen kommen vielleicht in die Nähe."" 

Und so werden die mutigen Flieger bis Sonntag bei dieser WM in Vikersund wieder auf die Jagd nach diesem einmaligen Gefühl und dem Weltrekord gehen. Die Bestmarke für den weitesten Flug aller Zeiten steht seit fünf Jahren bei 253,5 Metern. Der [Gruppe 1] Stefan Kraft hat sie auf ebenjenem Monsterbakken gesprungen, auf dem die WM über die Bühne geht. Wegen Corona wurde dort drei Jahre nicht mehr geflogen, im vergangenen Sommer wurde die Anlage noch umgebaut. Aber nicht um die Weltrekordjagd zu fördern, sondern um mit einer flacheren Flugkurve die Sicherheit für die Athleten zu erhöhen.

Zitat-Text:"
UKR,WAZ,NOT_SECURITY_CRIME,"Düsseldorf Die Landesregierung richtet sich auf die Versorgung Tausender Kriegsflüchtlinge aus der Ukraine ein. "" Nordrhein-Westfalen ist vorbereitet und kann unkompliziert Nothilfe gewährleisten. Wir haben in den Landesunterkünften entsprechend Vorsorge geleistet"" , sagte NRW-Flüchtlingsminister Joachim Stamp (FDP). Aktuell stünden 4000 Aufnahmeplätze zur Verfügung. Bis zu 10.000 seien kurzfristig "" aktivierbar"" .

Die Landesregierung hatte am Mittwoch Vertreter der Kommunalen Spitzenverbände zu einer Lagebesprechung eingeladen, um sich auf größere Flüchtlingsbewegungen einzustellen. Noch ist unklar, wie viele [Gruppe 1] überhaupt in Deutschland Schutz suchen werden. Experten gehen bislang davon aus, dass ein Großteil eher in osteuropäischen Nachbarländern bleiben will. Das könnte sich aber je nach Eskalation des russischen Angriffskriegs rasch ändern. "" Jetzt geht es darum, den Menschen, die vor den grausamen Bombardierungen Putins fliehen mussten, hier so viel Halt und Sicherheit wie möglich zu gewähren"" , sagte Stamp. Bei der Verteilung von [Andere Gruppe] innerhalb von NRW soll darauf geachtet werden, dass verwandtschaftliche Beziehungen oder der Anschluss an eine in einigen Städten bereits vorhandene ukrainische "" Community""  berücksichtigt werden, um die Integration zu erleichtern.

Da wegen der ukrainischen Rekrutierung von Männern im wehrfähigen Alter vorwiegend mit [Andere Gruppe] Frauen und Kindern gerechnet wird, will Stamp mit den Kommunen entsprechende Hilfen organisieren: "" Mir ist besonders wichtig, dass wir uns besonders um Kinder und Familien kümmern, damit sie nach den traumatischen Erlebnissen der letzten Tage ein bisschen Geborgenheit erhalten."""
CHN,WAZ,NOT_SECURITY_CRIME,"Pleschiutschniggs Sohn Peter macht nicht ohne Stolz deutlich, wie intensiv der Erfindergeist seines Vaters war: "" 2004 hat mein Vater die meisten Patente im Stahlbereich eingereicht.""  Der sagt über seine Erfindungen: "" Es galt immer, Produktionsprozesse zu optimieren, um Kosten zu senken.""  Und es ging um die Arbeitssicherheit: "" Die Arbeit in einem Stahlwerk ist nicht ungefährlich. Ich habe auch immer daran gearbeitet, durch Veränderung in den Abläufen die Gefahren für die Mitarbeiter zu minimieren und die Prozesse sicherer zu gestalten.""

Schließlich wechselte der Stahl- und Hüttenwerksfachmann zum international agierenden Unternehmen Mannesmann Demag  und war dort für den Bereich Hüttentechnik verantwortlich, wurde später zum Chefingenieur ernannt. Für die Demag war Pleschiutschnigg verstärkt auf internationalem Parkett unterwegs. Sohn Peter: "" Allein im Jahr 1982 hat mein Vater gleich zehn Stahlwerke an die [Gruppe 1] vermittelt.""

Eine der wichtigsten Erfindungen machte Fitz-Peter Pleschiutschnigg 1989. Er entwickelte eine völlig neue Technologie beim Herstellen von Dünnbrammen, durch die die Fertigung dieser Produkte revolutioniert wurde und zu einer immensen Kostenersparnis führte. Die RWTH Aachen übertrug ihm 1995 die Professur am Institut für Eisenhüttenkunde. Seine letzte Vorlesung hielt er vor fünf Jahren."
GBR,LVZ,NOT_SECURITY_CRIME,"Der Kindergarten Grimma-West erhielt neue Brandschutztüren. Sämtliche Leitungen im Gebäude wurden verkoffert. Zudem ist das gesamte Gebäude nun mit einer modernen Gefahrenmeldeanlage ausgestattet. Die Kosten: 158 000 Euro.

Brandschutztechnisch ist die Kindertagesstätte am Grimmaer Schwanenteich in der Gleisbergvilla nun auf dem neusten Stand. Für 146 000 Euro konnte die Brandschutzertüchtigung der historischen Türen und des Daches erfolgen. Auch die Verglasung wurde an neue Standards angeglichen. Die geschossübergreifenden Rohrdurchführungen sicherte man mit [Gruppe 1]. Eine moderne Brandmeldeanlage mit Rauchmeldern und Sicherheitsbeleuchtung wurde installiert.

Im Zuge der Sanierung der Kindertagesstätte Sonnenschein in Grimma-Süd wurden sämtliche Heizleitungen und Heizkörper erneuert. Die Kosten betrugen 140 000 Euro."
SYR,WAZ,NOT_SECURITY_CRIME,"

Die Bundespolizei hat sich am Donnerstag, 1. Dezember, im Hauptbahnhof um ein acht Jahre altes Mädchen gekümmert, das nicht mehr den Weg nach Hause fand. Wie ein Sprecher mitteilte, sei ein Bahnmitarbeiter gegen 17 Uhr auf die verzweifelte Achtjährige aufmerksam geworden. Weil ein Schienenersatzverkehr eingerichtet war, fand das Mädchen die richtige Verkehrsverbindung zu ihrem Elternhaus nicht. Ein weiteres Problem: Die junge [Gruppe 1] besaß auch nicht die Telefonnummer ihrer Eltern. Doch den Bundespolizisten gelang es, die Wohnanschrift zu ermitteln. Wenig später sei das Kind in Frohnhausen in die Obhut ihrer Eltern übergeben worden. Nur wenige Stunden zuvor hatte sich ein ähnlicher Fall im Recklinghäuser Hauptbahnhof ereignet. ni

"
RUS,KN,NOT_SECURITY_CRIME,"Die Bundeswehr hat am Mittwoch mit der Ausbildung ukrainischer Soldaten an der Panzerhaubitze 2000 begonnen. Geplant sei es, bis zu 18 Besatzungen auszubilden, teilte das Verteidigungsministerium in Berlin auf Twitter mit. Soldaten, Techniker und Helfer aus der Ukraine waren am Vortag in einer Maschine der Bundeswehr aus [Andere Gruppe] kommend in Rheinland-Pfalz gelandet. Sie begannen nun die Einweisung an der Artillerieschule der Bundeswehr in Idar-Oberstein. Zur Verteidigung gegen den russischen Angriff wollen Deutschland und die Niederlande der Ukraine insgesamt zwölf Panzerhaubitzen übergeben, davon sieben aus Deutschland.

Rund 40 Tage soll die Einweisung dauern - dann könnten die [Andere Gruppe] das Kriegsgerät in ihrer Heimat im Krieg gegen die [Gruppe 1] einsetzen. Mit sogenannter reichweitengesteigerter Munition könne die Panzerhaubitze 2000 bis zu 40 Kilometer weit schießen, teilte die Bundeswehr mit. Und: Die Besatzung kann bis zu sechs Granaten so abfeuern, dass diese gleichzeitig einschlagen.

Großbritannien reagiert mit einem starken Signal auf Russlands Angriffskrieg und sagt Schweden und Finnland umfassende Sicherheitsgarantien zu. Premier Boris Johnson unterzeichnete am Mittwoch während eines Besuchs bei der schwedischen Ministerpräsidentin Magdalena Andersson eine ""politische Solidaritätserklärung"". Darin versprechen sich die beiden Staaten, die militärischen Beziehungen zu stärken und sich im Falle eines Angriffs gegenseitig zu unterstützen. Eine ähnliche Erklärung wollte Johnson später auch mit dem finnischen Präsidenten Sauli Niinistö unterzeichnen, zu dem der Premier im Anschluss reisen wollte."
UKR,WAZ,NOT_SECURITY_CRIME,"Am Sonntag sorgte der russische Präsident Wladimir Putin für eine weitere Verunsicherung in Europa: Er versetzte die Atomstreitkräfte des Landes in Alarmbereitschaft -  angeblich als Reaktion auf das "" aggressive Verhalten der Nato"" . Das zeige den Ernst der Lage, so Nato-Generalsekretär Jens Stoltenberg.

In einer Sondersitzung des Bundestags kündigte Scholz am Sonntag ein einmaliges "" Sondervermögen""  von 100 Milliarden Euro und eine deutliche Aufstockung der jährlichen Verteidigungsausgaben an. Nötig sei eine "" große nationale Kraftanstrengung"" . "" Klar ist: Wir müssen deutlich mehr investieren in die Sicherheit unseres Landes, um auf diese Weise unsere Freiheit und unsere Demokratie zu schützen"" , sagte Scholz in seiner Regierungserklärung. Er verurteilte den russischen Angriff auf die Ukraine scharf und nannte ihn eine weitgehende Zäsur. "" Wir erleben eine Zeitenwende"" , sagte er. "" Das bedeutet: Die Welt danach ist nicht mehr dieselbe wie die Welt davor.""  Mit dem Überfall auf die Ukraine habe Putin kaltblütig einen Angriffskrieg vom Zaun gebrochen. "" Der Krieg ist eine Katastrophe für die Ukraine. Aber: Der Krieg wird sich auch als Katastrophe für Russland erweisen.""  Putin solle "" unsere Entschlossenheit nicht unterschätzen, gemeinsam mit unseren Alliierten jeden Quadratmeter des Bündnisgebietes zu verteidigen.""  Deutschland stehe an der Seite der [Gruppe 1] und [Gruppe 1].

Oppositionsführer Friedrich Merz (CDU) sagte dem Kanzler die Unterstützung der Union bei Rüstungsinvestitionen und Sanktionen gegen Russland zu. Er bescheinigte Scholz, eine "" gute Regierungserklärung""  gehalten zu haben. Das klare Signal des heutigen Tages sei: "" Genug ist genug. Das Spiel ist aus."""
SYR,WAZ,NOT_SECURITY_CRIME,"Die Bundespolizei aktualisiert täglich das Lagebild an den Grenzen. Menschen mit ukrainischer Staatsangehörigkeit können sich erst einmal frei in Deutschland aufhalten und brauchen kein Visum. Spätestens nach 90 Tagen müssen sie sich dann registrieren. Sie sollten sich bei den Ausländerbehörden vor Ort melden, damit sie einen Aufenthaltstitel erhalten und damit auch eine Beschäftigungserlaubnis, Sozialleistungen, Krankenschutz und Zugang zu den Integrationssystemen.

2015, als sehr viele [Gruppe 1] kamen, hat das nicht funktioniert. Der Staat hat die Kontrolle verloren.

Das sehe ich nicht so. Aber wir haben aus den Fehlern gelernt. Der Unterschied ist: Jetzt herrscht Krieg in einem EU-Nachbarland. Die EU hat eine historische Entscheidung getroffen, die eine schnelle und unbürokratische Aufnahme aller Kriegsflüchtlinge ermöglicht -  in Deutschland nach Paragraf 24 Aufenthaltsgesetz."
